http://movie.douban.com/subject/2153527/	新白娘子传奇 新白娘子傳奇
(5星)	 不同的年龄阶段看这部剧，有不同的感受。小时候看白娘子，觉得好神奇，转一圈，人就没了，丑女也可以变美女的；最近又看了，多了一些思考，有点迷惑，一开始，白对许的是感恩之情还是爱情，或许两者兼有，还有这里面的一个算是关键人物，法海，不得不说他不配当修行之人……            
(5星)	 经典            
(5星)	 太经典了，一直到高中我还是每逢必看的，电视台也很给面子，每个寒暑假都会放映，而且是很多台一起放映，那看的叫一个爽啊~~            
(5星)	 我觉得这版拍得挺好看的 就是 不要一直唱歌 或者 换换调子            
(3星)	 我小时候净站沙发上披白床单子玩来着            
(5星)	 直到现在都仍然看到有些电视台在重播这部片子，而经历了几十年，赵雅芝仍然能像当初一般美丽优雅，不可不说是一个神话。            
(5星)	 O(∩_∩)O~都不好意思说呀，从小的时候看第一遍起，几乎每次重播，我都会看的~看见这个就不会跳台了~            
(3星)	 讨厌悲剧            
(4星)	 小时候一心想变成蛇。。。            
(NA)	 许仙是女人演的，我过了多少年才悟出来。            
(NA)	 太太太经典了！            
(NA)	 哈哈            
(5星)	 小时候的回忆            
(5星)	 我的天啊。必须顶~            
(5星)	 看了几百遍            
(5星)	 经典            
(NA)	 这个经典电视剧，没看过的估计很难找到            
(5星)	 太经典了            
(4星)	 时至今日，如果电视台放的话，还是会看上一小会            
(3星)	 小学暑假的保留节目啊            
(4星)	 本来是五星的，只不过下半部太无语了            
(5星)	 天与多情不与长相守，空自凝眸春风笑人瘦； 盼如潮汐一日看两回，归去同修金山对雷峰。            
(NA)	 青蛇小青（陈美琪 饰）许仙（叶童 饰）            
(5星)	 百看不厌的经典。            
(5星)	 当时一直搞不懂许仙到底是男是女！            
(5星)	 再看一遍也不厌            
(5星)	 偶的最爱            
(5星)	 这是一部存在于80后记忆中的经典传奇！            
(NA)	 纯粹一歌剧！感觉唱的比说的还多            
(4星)	 小时候每年看一遍，怎么都不厌。            
(4星)	 时代局限性 过了那个时候 变成回忆 成为经典 在我心中只是没了感觉            
(5星)	 永远的经典。。。            
(5星)	 陪伴十几年的经典，还要复习！            
(5星)	 虽然已经看过不知多少遍了，不过还是蛮喜欢的。。。            
(5星)	 虽然是经典啦！不过我对于这种整个剧都是唱的。。。比较顶不住            
(5星)	 经典！            
(3星)	 就不信没有男人来演许仙了。如果让男人演，会完美些，不会那么别扭。反串人物基本是用在搞笑片，这么经典的古装剧，却让主角大反串，真是浪费了这个千古流传的故事。            
(5星)	 小时候的最爱啊。。经典的~~            
(2星)	 从小就不能理解这种风格的东西，这绝对是我年幼的噩梦。            
(NA)	 从小看到大。            
(5星)	 我爱媚娘！            
(5星)	 俺稀罕小青~~            
(5星)	 这个真的是伴随了童年，电视电台放了N次，我就跟着看了N次，赵雅芝真的太美了。            
(5星)	 ……不仅实质上是女同片而且还乱伦            
(5星)	 经典            
(4星)	 儿时的经典            
(5星)	 看了不下10遍吧，小时候的暑假就指着这个活了            
(5星)	 儿时一直不愿醒的梦            
(5星)	 中国式经典            
(4星)	  中国式歌剧！            
(NA)	 这是N年前看过的。            
(5星)	 绝对!            
(5星)	 赵雅芝好漂亮            
(5星)	 绝对的经典，赵雅芝也成为我们心目中女人永远的代名词            
(5星)	 每年看，每个假期都看            
(4星)	 赵雅芝 一个传奇            
(5星)	 经典的经典 看了很多次但是还是不会厌烦            
(4星)	 这是电影吗            
(5星)	 童年时代的经典            
(5星)	 美貌的赵雅芝            
(5星)	 每年暑假都会有电视台播放，从没看厌过，喜欢里面的每一个角色            
(3星)	 不是很喜欢~~奶奶特别愿意看，电视一播就看~~唯一的印象就是里面的歌都一个调            
(5星)	 一代人的“前年等一回”~            
(4星)	 属于我们童年的片子,披着床单扮白娘子是好多好多小姑娘共同的回忆,我最初的COS啊哈哈哈哈~            
(NA)	 从小就很喜欢            
(5星)	 看过N遍            
(4星)	 当年我妈跟我说许仙是女的演的时候 我很BS地说：怎么可能？            
(NA)	 哈哈哈 应该都有看过吧!            
(5星)	 童年的回忆。。。            
(5星)	 虽然叶童的扮相真的很囧，但是这是我童年的不可分割的一部分            
(5星)	 儿时最爱之一            
(NA)	 童年            
(2星)	 琪琪说，这是最早的拉拉片~            
(5星)	 电视一演  准时看            
(5星)	 大神~            
(5星)	 经典！不仅是赵雅芝            
(NA)	 百看不厌   娘子  官人            
(NA)	 童年回忆系列。            
(5星)	 无需多问的经典，影响了一代又一代人            
(5星)	 这个……经典没得说！            
(5星)	 童年美好的回忆 赵雅芝版的白娘子跟小龙女一样美            
(5星)	 从小看到现在都不会觉得烦            
(5星)	 赵雅芝是我心中最美的人，无论是在我小时候还是在现在            
(3星)	 全家一起看的            
(NA)	 经典啊~原来是台湾的呀            
(4星)	 哇塞——初中的回忆！            
(5星)	 千年等一回 等一回啊啊~~            
(NA)	 最近发现里面有好多佛家言语            
(NA)	 小时候喜欢模仿白娘子的发型，现在想来很傻！            
(5星)	 千年等一回            
(5星)	 最经典的电视剧！没有之一            
(5星)	 很好~            
(4星)	 赵雅芝那个美啊~            
(3星)	 童年的标志性“建筑”。仅属于80后的回忆            
(5星)	 娘子。谁不惦记娘子。            
(4星)	 太经典了            
(5星)	 越看越喜欢            
(3星)	 哈哈，这都有。            
(4星)	 经典            
(5星)	 小时候看每到暑假必守在电视前等的。那个时候一直不知道许仙是女的演的。            
(5星)	 这个必须要顶！            
(5星)	 看过n遍的            
(5星)	 白素贞很好，但是有两件事让我很不喜欢，一是斩断了小青和x公子的姻缘，二是搞甚指腹为婚让碧莲嫁给许士林。我看，白素贞就是因为要报恩才嫁给许仙，她根本就不知道什么是爱情嘛，就这点来说，我更喜欢胡媚娘            
(NA)	 80后的记忆            
(5星)	 经典啊。。白娘子赵雅芝好美咯            
(5星)	 小时候最美的回忆，最美的娘子            
(5星)	 叶童真是戏精啊            
(5星)	 小时候最喜欢做的就是把筷子插在头发里，然后把被单缠在筷子上。            
(5星)	 一代人的记忆            
(5星)	 真好看啊真好看~~            
(5星)	 经典啊 经典            
(3星)	 小时候跟看动画片一样            
(5星)	 永远美下去的女人            
(5星)	 这个就不用说了吧。。            
(5星)	 小时候最青睐的电视剧。还有那个片头曲~~            
(4星)	 童年记忆~~~            
(NA)	 。。。            
(4星)	 推广《白蛇传》真正的功臣，剧情编排、主题音乐、演员表演、服装道具，统统经典。            
(3星)	 不能算经典，但却承载了我美好的童年回忆，回不去了，只能看着它来缅怀            
(4星)	 我每次都错过化人身的那镜头……            
(5星)	 看了十遍以上了。。。             
(5星)	 N多遍了～            
(5星)	 还用多说么？            
(5星)	 绝对经典            
(5星)	   百看不厌！            
(5星)	 反复反复反复看。            
(5星)	 集言情，音乐，舞蹈，科幻，偶像于一体～～            
(5星)	 小时候的经典，现在也是o(∩_∩)o...            
(5星)	 喜欢这个版本的白娘子            
(NA)	 超经典            
(5星)	 近日陕西卫视中午播放，哈哈            
(5星)	 绝对的经典！            
(4星)	 梦回金山，雨声碎，依稀记得漫天滔滔江水。喧嚣散尽，谁来陪，只留胭脂成灰。            
(3星)	 小时候，我一直以为叶童是男的。            
(4星)	 我觉得我看过至少十遍。。            
(5星)	 小时候的美好回忆啊...            
(NA)	 小时候每天定时守候在电视前等...            
(4星)	   那个时候的经典啊            
(5星)	 陪伴我成长            
(5星)	 儿时回忆啊  现在还忘不了那音乐 哈哈            
(NA)	 小时候，幼儿园的回忆啊            
(5星)	 从小看到大 都不觉得腻 呵呵            
(5星)	 经典            
(5星)	 音乐好好听啊            
(5星)	 多经典的黄梅小调电视剧，不过现在要是谁还拍这个，绝对雷死人            
