http://movie.douban.com/subject/1856299/	宫 궁
(5星)	 很不错的韩剧，朱智勋很有王子气质，尹恩惠也很可爱，而且演得也不错~~~不过，后面有一段的剧情真的很拖沓，而且，很多人看过之后都爱上了男二号金桢勋，我只能说，他到底哪里好啊？！~            
(3星)	 忍不住快进着看。。。            
(NA)	 为之疯狂的第一部韩剧。得知朱智勋吸毒又贩毒，真是让人伤心            
(5星)	 很精典的一部剧，不过好象现在除了尹恩惠，其他的人发展不是太好啊。            
(5星)	 迷恋wuli信ku很长时间···现在再看也就那样了··高二追得吓死人的~------------------------------------------时间的分割线，现在看，信君还是依然迷人·············            
(3星)	 就郁闷下朱智勋            
(3星)	 其实不大喜欢不过律啊啊！！！！！！！            
(5星)	 过了那么久,还是觉得值得一看.            
(5星)	 不得不说这算是我看过的唯美的一部韩国电视剧，场景、服饰、音乐、剧情、表演都唯美至极，把韩国电视剧的特点发挥无余。            
(NA)	 两位男主角超帅啊！！我顶            
(4星)	 喜欢尹恩惠啊..漂亮..可爱            
(3星)	 后面。真的是很不怎么样阿。。完全快进。。。            
(NA)	 因为李信象某人所以看。。。。。。。            
(4星)	 再次证明男猪是让女猪爱的，男配是让大家爱的            
(NA)	 挺喜欢的            
(5星)	 恩惠被拍的好白...燈光處理好有講究阿...  很好看。            
(4星)	 我不喜欢韩剧的原因，它太过缓慢。            
(5星)	 又看了一遍宫 。。。。啊。。。。。信啊            
(5星)	 当年的尹恩惠和朱智勋。            
(4星)	 故事不错！但韩国都有个通病，拖沓。看得有时觉得很烦，明明10分钟可以交代的事……            
(3星)	 不喜欢两个男主角，挺喜欢彩京和李信的姐姐，这算什么？my 灿，你还是做你的咖啡王子吧~            
(1星)	 看不下去，太幼稚。            
(5星)	 看了不知道有好多遍了，是第一部让我守着，盼着看的韩剧！！            
(5星)	 信君信君            
(5星)	 N年后又把宫复习了一遍            
(4星)	 正宗灰姑娘来了……没有完美外貌，没有聪明脑袋，没有雄厚家世，但她还是得到了两位王子的青睐……很韩剧很神奇。            
(3星)	 每个女生都会有的 公主梦吧            
(NA)	 突然的 很向往以前            
(4星)	 偶看过的韩剧之一            
(NA)	 这是一部连我妈都爱看的经典中的经典……            
(4星)	 前半段很赞，后半段稍显无趣，也许是轻松活泼的氛围突然被宫廷斗争的阴霾笼罩了吧……曾经是太子党的我还买过野蛮王妃的书的说-_-|||            
(4星)	 皇太子帅的惊人啊            
(2星)	 感觉很一般咯            
(5星)	 超好看~最喜欢看的韩剧~            
(4星)	 还可以            
(5星)	  经典~            
(4星)	 高中时候很迷这部剧            
(3星)	 喜欢温柔的律            
(3星)	 片子的服装、场景很华丽，但情节并不怎么吸引人。            
(3星)	 当初看的时候挺喜欢金正勋的 但是后来觉得自己错了 挺华丽丽の一部            
(NA)	 华丽            
(4星)	 朱智勋身材好好啊！！！汗~真是色女啊~~尹恩惠~小学时喜欢baby-vox~~后来居然是她发展最好~不是简美妍！！            
(4星)	 我截了几百张图，是因为画面和服饰太漂亮，还有可爱的小熊            
(5星)	 喜欢信            
(5星)	 成功的肥皂剧，也是第一次知道朱智勋            
(5星)	 太喜欢男一号了，嗯            
(5星)	 韓劇中喜歡的一部。            
(3星)	 我爱尹恩惠~~~            
(3星)	 太久了，忘了。。。            
(5星)	 最喜欢的韩剧            
(3星)	 就觉得衣服漂亮。            
(4星)	 曾經一度很喜歡...是韓劇中比較好看的一部吧...            
(5星)	 尹恩惠很可爱            
(4星)	 服装跟装饰都不错            
(NA)	 Ⅰ            
(5星)	 还记得当时可是半夜不睡,追着看的啊~            
(5星)	 实在是爱尹恩惠呐。。当然金正勋对的我吸引力也不小。。早些时候看的其实具体评价也说不出个一二三来了。。完全好看就对了。            
(3星)	 一般。。。偶一般不太喜欢柔情滴男二~            
(4星)	 看景看人都值回票价            
(3星)	 看过几集，貌似没看完吧            
(NA)	 喜欢信君            
(3星)	 居然看过这么多肥皂剧            
(NA)	 律            
(NA)	 就喜欢上恩惠了            
(4星)	 初中时看的，只对尹恩惠有印象，并且，很喜欢她。            
(3星)	 喜欢男二号            
(5星)	 喜欢律             
(4星)	 律王子啊~~            
(4星)	 超迷恋李信时期            
(4星)	 不喜欢律            
(NA)	 大爱～            
(NA)	 一直记住律的那句“我和她之间是属于第三种吧”            
(4星)	 金正勋 是我最喜欢的韩星   永远喜欢他            
(4星)	 萌死里面女主的衣衣了~囧...            
(3星)	 里面的小熊超可爱            
(4星)	 花痴就是从这里开始成长的            
(NA)	 嘿嘿 好喜欢~~~            
(NA)	 蛮喜欢这部的~            
(4星)	 喜欢金正勋！            
(4星)	 我也韩流过。。。            
(3星)	 衣服、发型、居所            
(4星)	 圆了每个人心目中或许都存在的王子、灰姑娘梦...            
(4星)	 前一阵子还翻出来看了一遍，这是韩剧历史性的突破，把漫画拍成电视剧还是不容易的。而且男女主角都很不错，所以是那种偶尔还会想再看看的，因为有些经典的画面和搞笑的情节还是值得回味的。值得一提的是里面每集的片尾，teddy熊表演下集剧情的手法很新颖也很可爱~            
(1星)	 说实话，我觉得这个剧本很烂。。前后矛盾，东拼西凑的。。            
(4星)	 后部分被编坏了前边的还可以            
(4星)	 又重温了一遍……            
(3星)	 还行吧~~            
(5星)	 看到哭了~~     比较喜欢 太子信VS太子妃            
(3星)	 喜欢金正勋~            
(5星)	 很好看。尹恩惠很可爱。            
(4星)	 看了第N遍了            
(5星)	 精美            
(3星)	 勉强看完！太拖泥带水了            
(4星)	 慢慢看会喜欢朱智勋。            
(5星)	 从此爱上尹恩惠            
(5星)	 本人极力推荐的一部韩剧啊~ 很早之前看的 可是现在还是觉得有空了像反复看看吧~　信和彩京很好的一对啊　            
(5星)	 我看过的最值得推荐的韩剧            
(5星)	 听了张映的推荐去看的，前面都不错，后面就脱啊脱            
(NA)	 看韩剧看到这部终于看得崩溃了，不是说电视剧本身什么，而是发现我实在没有看电视剧的潜力            
(4星)	 挺逗的            
(5星)	 如果中国也是君主立宪制会怎样。。。            
(3星)	 衣服很正点。            
(5星)	 恩,,,喜欢~            
(3星)	 我怎么觉得尹恩惠在里面扮可爱拌的很猥琐（吐槽自重            
(5星)	 尹恩惠 尹恩惠 尹恩惠 尹恩惠 尹恩惠 尹恩惠 尹恩惠 尹恩惠 尹恩惠 尹恩惠 尹恩惠             
(4星)	 喜欢里面的音乐            
(3星)	 太不切实际了，不是我很喜欢的类型~            
(4星)	 韩剧中的经典~~            
(5星)	 曾经疯狂喜欢过片子以及主角们，十分向往这样的宫廷华丽生活            
(5星)	 尹恩惠！！            
(5星)	 难得的一部好看韩剧            
(NA)	 高中的时候总被不切实际的东西感动            
(2星)	 实在看不下去了 很想睡觉..            
(4星)	 搞笑加华丽丽~~            
(5星)	 什么叫日久生情~            
(3星)	 人漂亮衣服也挺漂亮的            
(4星)	 够华丽。足以看出韩剧的精致。但是这样的纠结还是韩剧的老套路。            
(4星)	 最近看的，想说这些王子长得蛮英伦的，喜欢里面的音乐，以及老套的爱来爱去。不过对于爱看韩剧的我...怎么演都有的看的。            
(4星)	 韩剧风靡的开始。            
(2星)	 后面一塌糊涂，辜负我的期望。结局不知所云。            
(4星)	 疯狂喜爱            
(4星)	 画面很美            
(3星)	 其实只看到MS16吧,反正没看完的说~            
(5星)	 我中毒了，对这部剧太痴迷了            
(3星)	 恩，标准的少女梦            
(3星)	 太拖沓了            
(4星)	 挺不错的。更喜欢律刚开始那样，还有信有时很可爱            
(4星)	 背景真的很华丽啊！            
(5星)	 恩，我觉得这是目前为止我最喜欢的一部韩剧了。            
(4星)	 高考结束后第一部片子啊            
(3星)	 看了几集就失去兴趣了刚好是在韩剧疲塌期怨不得我之前看太多看伤了             
(3星)	 看完以后又觉得没什么可以回忆的了。            
(NA)	 还是喜欢男二号            
(5星)	 2006年5月12日-2006年5月15日【看】            
(5星)	 剧情挺好            
(3星)	 二星半            
(5星)	 个人感觉不错！            
(4星)	 只是断断续续的看完,挺好看的,也蛮好笑的,不明白为什么会有这么多人喜欢里面的律王子,不明白呀不明白~~反正我是不太喜欢他拉.            
(5星)	 彩京说信君是世界上最孤独的人，但他缓缓浮现的笑容像某人的隐忍。            
(3星)	 未看完，一般            
(3星)	 韩剧怎么都一个样?!除了三角恋就是四角恋!!            
(3星)	 in dorm~断断续续看的~            
(3星)	 高中的回忆            
(NA)	 最喜欢里面的背景音乐~原来是抄袭的            
(5星)	 屁股妈妈=。=            
