http://movie.douban.com/subject/1477894/	我叫金三顺 내 이름은 김삼순
(5星)	韩剧的一座里程碑 一部好的给人印象深刻的电视剧带给观众的不只是故事 甚至它可以代表一段时期 就像金三顺 那一年我大二 窝在宿舍网吧的宽大的靠背椅上 桌面上时不时有小强爬过 包宿很便宜 看一整晚然后印堂发黑 满脸油光的溜回寝室睡上一天 呵呵 那时真年轻~ 玄彬的侧颜很完美 
(5星)	爱时就要像金三顺一样
(5星)	要是像日剧一样再精炼点就好了...
(3星)	哈局韩剧
(NA)	这样的爱情故事 再俗我也百看不厌.
(3星)	男的越看越舒服、
(2星)	只是个人观点，我简直看不下去这部连续剧
(5星)	做女即做三顺型，敢爱敢恨敢夺
(4星)	嘻嘻...超喜欢这个女人的个性!
(4星)	这女人运气真好!
(5星)	想和三顺一样命好~~找到阿三。
(NA)	胖胖的女生只要有自己的梦，会坚持下去，也会有王子来爱的啊
(5星)	好看，真的好看
(4星)	金善雅演得算是自然，玄彬也很帅。里面的音乐很赞！算是很值得看的一部剧！
(3星)	消遣的话，看看还行
(5星)	胖女孩也可以收获令人羡慕的爱情
(5星)	看过之后、我很想做像三顺那样的女人。
(2星)	只是喜欢里面的各式甜点~  \(^o^)/~
(NA)	太搞笑了，我足足看了四遍了～～
(4星)	羡慕啊。
(5星)	在吵架的最高潮表白~~
(5星)	非常优秀
(5星)	这个还用多说吗？可爱的女人，最终会收获爱情。我也是，对不对？嗯？
(3星)	不喜欢的风格
(4星)	想学做糕点。。做各种巧克力的，然后自己吃掉。不管会不会胖。。哈哈
(5星)	喜欢　有关爱情
(4星)	丰满女人的爱情奋斗史
(5星)	虽然还是有点灰姑娘的影子，但是韩国片中另类而好看的。
(4星)	想当年因为这部剧喜欢上金善雅 &amp; 玄彬 ...我妈妈也喜欢这部...
(5星)	唯一看了5遍+的韩剧
(4星)	满足了剩女加肥女的美好之心~
(5星)	胖乎乎的女主，很欣赏她的个性~玄彬是看着看着才帅起来的^ ^
(4星)	我妈特爱看……
(5星)	看了后就会非常有斗志！超佩服三顺的说~~强悍女子。
(3星)	还好啦》一个巨蟹男人的爱情历程
(4星)	没有任何原由,就是喜欢这个长相平凡并且胖胖的女生.
(5星)	经典中的经典
(5星)	很不错
(NA)	玄彬 好帅
(5星)	喜欢喜气洋洋的
(4星)	就认识了玄彬，
(NA)	玄彬啊 啊啊
(NA)	郑丽媛不得不说，很漂亮~
(5星)	经典永恒~
(4星)	三顺啊三顺，我倒是觉得名字不错，剧情很吸引人，个人是很喜欢坚强不息顽强意志女孩的爱情喜剧~
(4星)	29歲，哈~也許我可以再來個三年的期限。
(5星)	至今唯一一部百看不厌的韩剧。
(3星)	可爱的三顺姐姐，希望我以后发胖了能像三顺一样走运找个那么帅的男友
(NA)	喜欢这部剧是因为三顺，不是三石。三顺很强，也很女人，很可爱。而三石，太弱，也太薄情（对熙真而言）。
(5星)	독후감을 쓰고 있다....휴...
(NA)	我家附近因为这个开了家三顺蛋糕屋
(4星)	断断续续看的
(5星)	经典 金善雅 玄彬 
(4星)	加油生活　理直气壮的生活就像每一天都是世界末日一样的去生活
(4星)	成为剩女的灰姑娘与不骑白马的王子的故事。
(5星)	确实不错
(5星)	我想成为三顺
(5星)	多好看啊!!!玄彬!!吼吼吼
(5星)	大爱。反复看了五六遍都不会腻。
(5星)	疗伤系 三顺姐分点勇气给我
(5星)	看过后，哥们说“你怎么上电视了”
(5星)	我最爱的一部经典韩剧~没有漂亮完美的女一号，没有阴险毒辣的女二号，只有对生活对爱情有着不同理解与追求的男男女女们，整个故事充满轻松愉快，但又不失感悟与感动，让人回味无穷~而且从做蛋糕的过程中体会和感悟人生哲理，也是一件蛮特别蛮有趣的事情~喜欢里面那只粉嘟嘟的猪猪~
(5星)	The Best
(5星)	很棒，玄彬很帅，三顺可爱
(5星)	最爱的韩剧，百看不厌
(5星)	韩国励志片
(4星)	喜欢这里面的玄彬 超帅的
(4星)	里面一星是给男主的，太帅了。
(4星)	看了N遍以后，原来故事是成熟的，深含内容的。
(4星)	今天终于看完了结局~看到阿三旅游回来找三顺那段我都哭了
(NA)	我最喜欢的韩剧。还有玄彬王子，哈哈，支持
(5星)	金三顺已经成为现代社会很多女性心中的偶像了~~
(5星)	感触最深的、我最钟意的
(5星)	有好吃的  有帅哥  为什么不看呢
(5星)	看了无数遍都不厌其烦啊就，，，真好看，一头肥猪跟一个帅哥的浪漫爱情。。。简直就素传奇啊
(4星)	有趣
(4星)	三顺三顺，喜欢这个女人的点心手艺
(5星)	大爱玄彬~~太经典了
(5星)	我喜歡。就是喜歡。說不出來的喜歡。記得那個暑假，天天看。聽著握不住的他和kiss goodbye。覺得那種感覺很綿長，很幸福。
(4星)	另类韩剧……
(4星)	玄彬！！
(5星)	无论怎么看 还是很爱~
(5星)	女主角牺牲很大啊~~~~
(5星)	玄。。彬。。。
(5星)	搞笑偶尔煽情
(5星)	总是爱把玄彬和在熙弄混= =
(NA)	三顺 ，三顺 ，三顺 
(4星)	插曲的音樂，我發現LOVEHOLIC跟CLAZZIQUAI
(5星)	与那个人相似的笑脸,睡颜,心总是 很酸
(5星)	活出真正的自我吧~ 总会有人喜欢的~
(5星)	看一遍哭一遍 我爱三顺 也爱阿三
(5星)	少女情怀总是春之韩剧必备
(4星)	玄彬好帅！！郑丽媛好美！！但怎么可能玄彬就真的不爱熙真了呢，怎么可能呢，三年啊！！
(5星)	最喜欢的韩剧。。
(4星)	我挺喜欢玄彬
(NA)	那是fans玄彬……
(5星)	真的会这样么 
(4星)	多搞笑的。很开心
(NA)	挺好的，男主角有点像你
(5星)	必须要看的说。。。。。
(NA)	原来胖妹妹也可找到帅哥啊，哈哈
(5星)	让我整整看了3遍的韩剧~~~
(5星)	还是觉得这个挺好看的。。。
(5星)	过了这么多年，这片子还是我觉得最好看的韩剧。它没有韩剧的故作完美天真，很现实，但是又很童话很执着，感动了！
(5星)	喜欢金三顺
(3星)	为什么我妈每放必看-。-
(5星)	!
(5星)	心中大爱
(4星)	挺有意思的，至少在寂寞老女人上表现的挺好的。
(5星)	喜欢三顺的性格！
(5星)	经典！
(2星)	不明白为何那么多人喜欢，就因为王子爱上了会做蛋糕的霸王龙？
(4星)	玄彬，帅
(NA)	去爱吧  就像没被伤害过一样
(5星)	呵呵 喜欢金三顺
(NA)	最漂亮的胖子
(4星)	30而立的女人励志片
(NA)	哈哈 让我有了信心的片子
(NA)	妈妈在的时候随便看完了。（很无聊）
(4星)	挺搞笑的一部电视剧
(5星)	因为这个，彻底喜欢上玄彬
(3星)	实在不理解女二为什么败给女主
(5星)	超好看!!!!!
(5星)	百看不厌  我想当金三顺那样的人物~
(4星)	看过的为数不多的韩剧之一
(NA)	如果做个幸福的蛋糕师也可以是个梦想就好了
(5星)	韩剧给脑残看才好啊
(4星)	金三顺的装束很滑稽
(3星)	看了这部片子才知道我的审美还是很传统，太大只的女主角我就是吞不下
(5星)	心情不好时看看三顺吧
(5星)	&#34;现在我要做的事很明确，那就是努力烤蛋糕、努力去爱一个人、把今天当做最后一天，就像从来没有受过伤害一样、我要更懂得珍惜我金三顺&#34;。
(5星)	搞笑就指望着他了
(4星)	艰难爱情哦~
(5星)	最爱的韩剧之一
(5星)	最喜欢的韩剧。想知道后来怎么样了
(4星)	 玄彬真帅呀·哈哈 
(5星)	只要碰到金三顺，一切罗曼蒂克都免谈。
(3星)	总看女主角的嘴巴很可爱，她瘦下来一定美。。
(5星)	特别特别好看
(3星)	不懂爱情为什么转变那么快，看这部剧就觉得熙真很可怜，爱情经不起时间。。。。。。
(4星)	虽然金善雅是一个很有美丽的女人 但是我总觉得他们两个太神奇了
(5星)	很温暖的女人。很温暖的爱情。让人看到希望。
(5星)	挺逗的~
(5星)	喜欢里面的音乐 也喜欢轻松的看此剧 三顺fighting~
(4星)	我挺喜欢的
(4星)	突然想起来看过的为数不多的几部韩剧。。。
(NA)	难看
(3星)	轻松搞笑 麻雀变凤凰~
(NA)	 哦也！
(5星)	我也想找到我的三石。
(5星)	唯一一部百看不厌的偶像剧。
(5星)	真实
(4星)	三顺姐~
(5星)	最爱的韩剧
(5星)	从此爱上善雅姐姐！
(5星)	希望有一天我也能找到属于我的Mr.right！~
(NA)	哎 这更不现实的爱情啊 超喜欢男主角的哦 然后喜欢三顺的性格 但我不能像她一样 还有就是想起我弟的话 说我需要减肥了 简直就是真人版的金三顺 我狂晕
(4星)	很喜欢金善雅饰演的角色
(5星)	很励志
(5星)	&#34;记得那段岁月，当我还是世界的主人翁，我就象漫步在云端，感觉轻飘飘的，连喉咙都会颤抖。我喜欢这种感觉，好像爱情已经满到喉咙，发出了悦耳的声响。曾经有个男人带给我这种幸福，却又夺走了，现在我之所以哭泣，并不是因为失去了他。爱情，曾经那么火热，却又不留痕迹的消失，令人难以置信，所以哭泣；了解到爱情根本算不了什么，所以我才哭泣；心痛爱情的无力感，所以我才哭泣。 我的现实目前仍然停留在这里，不过还是实现了一个小小的梦想，那就是为心爱的他弹奏钢琴。那天晚上送子娘娘并没有来，振轩母亲依然反对我们结婚，但是我们
(4星)	每个角色都让人心疼
(4星)	搞笑功力相当！
(4星)	很帅的玄彬啊~~
(5星)	原著书虽然简单，但更有想象空间
(3星)	感覺是看過所有韓劇里最不假的了
(5星)	不错不错
(5星)	我其实可以理解三顺的心情 每当三顺夜里独自做着糕点的时候 我就觉得忧郁
(3星)	爱的时候会像星星一样闪耀，不爱了就什么也不是。
(5星)	最不能理解的愛情....對重塑自信很有幫助
(5星)	现在还会想起当初看时的心情。人活的简单一点的好。
(5星)	如果选一部和男友重看的电视剧，我肯定要金三顺！大爱特爱。
(5星)	喜欢啦~~~
(5星)	三顺是多少女人的偶像
(4星)	现实么？
(3星)	挺好玩的，但是也没看全
(5星)	大爱！！！
(5星)	玄彬的玄振轩金善雅的金三顺爱死
(5星)	从这里认识玄彬 胖姑娘也有春天~
(NA)	好的很
(5星)	非常喜欢他们俩。
(4星)	口水 ~ 男主角
(NA)	唯一看下去的韩剧
(4星)	比较喜欢郑丽媛
(4星)	没有什么大不了的
(5星)	好看
(5星)	开始觉得普通，后来却喜欢。
(5星)	喜欢金善雅
(4星)	三顺，很有趣啊！
(5星)	帅啊
(4星)	你好！我叫金三顺！
(5星)	我的最爱！
(NA)	这里的玄彬比较帅的说 情节基本同浪漫满屋
(5星)	从游泳池上来的一幕，被玄彬秒杀！最有爱的一部韩剧！
(5星)	 很爱 很爱 玄彬！！！
(5星)	妈妈的最爱，胖胖女生能有这么完美的爱情嘛~
(5星)	GO GO 加油！
(3星)	理想化的灰姑娘故事。
(NA)	喜欢三顺，率直，因为我也是胖女孩，啊~我的王子好久来？
(NA)	变成金三顺一样的女人
(5星)	经典韩剧~~~~大爱~~~~其实满佩服男主的果断的~
(NA)	我的爱情励志片~~哈哈哈~
(5星)	清新电视剧
(4星)	大爱。。
(5星)	幸福的samsoon 可爱的samsoon
(NA)	三顺哇~~
(5星)	灰姑娘的故事换个皮还是很好看。就是这样。
(5星)	超喜欢的电视剧，看过N百遍仍觉得好看
(5星)	其实我还是觉得韩剧挺不可理喻的。
(4星)	短暂的迷恋。
(5星)	至今为止无法被超越的韩剧...
(4星)	红极一时，看过，给妈妈看啦 哈哈
(NA)	幸福的三顺幸运的三顺
(5星)	喜欢那只三顺猪~~
(4星)	另类的灰姑娘
(4星)	被电视台播烂了但还是随时都能拾起来看的经典韩剧～
(5星)	不开心时就翻出来看看~~~感觉~够味~~
(5星)	她让你笑，让你哭
(5星)	那些蛋糕看得我心似小鹿乱撞。。
(5星)	大妈，来2斤最辣的辣椒面
(4星)	温暖人心
(NA)	么有三顺的好命，么有三顺的执着，么有三顺的好皮肤……依然支持三顺！！
(5星)	三石很帅，三顺很可爱，郑丽媛在这部戏里最漂亮
(4星)	剩女的梦想
(5星)	哈哈  没女的幻想
(5星)	喜欢玄彬～
(5星)	有段日子靠它支撑
(5星)	唉，怎么这么晚才看~
(5星)	嘿嘿……喜欢三顺
(4星)	去爱吧，就像不曾受过伤
(4星)	  很奇怪的女主角，脾气不好，长相又不漂亮，却赢得了美好的爱情，也许真得要颠覆传统。
(NA)	没女也能得到幸福
(NA)	默默
(5星)	最喜欢看的韩剧
(4星)	很有点小资情调
(4星)	最爱三顺对法式甜品的喜爱与执着。伴随着阵阵法式糕点香气，让我们走进三顺的世界，用心感受那份苦涩确甜美的爱吧~
(5星)	百看不厌好像
(NA)	算是励志篇么？？ 呵呵 让我们这些大龄女青年产生无限的 幻梦
(5星)	有玄彬还用说什么呢！
(5星)	算得上是最喜欢的韩剧了，虽然也没有看过多少。金三顺的勇气很让人佩服，受过那么多次伤害也一往无前。而这片子最让人心疼无奈的，便是熙真和真贤的那段感情，时间真的很无情，再浓烈的也会被腐蚀。话说胖在身上真是比胖在脸上占便宜啊。
(NA)	郑丽媛
(NA)	三顺励志片
(5星)	&#34;人生有什么大不了的&#34;
(3星)	这部剧其实就是想说爱情里胖瘦年龄都不是问题啊问题！没女怎么了？没女照样吊金龟！哦也~
(5星)	很喜欢
(4星)	太逗乐 ，女主角很可爱。我指的是性格可爱。
(4星)	想当年有人说我的性格似金三顺。。。不是吧。。
(4星)	阿三很帅
(4星)	玄彬好看~嗯~
(4星)	生活的該有的態度
(4星)	熙珍其实很可怜，尤其是她看到曾经一起去的餐馆已经不见了时候流露出的落寞与悲伤……熙珍啊，是的，过去了，回忆只能是回忆，即使你说依然爱他，但是他不会再回头了，他被一个不漂亮身材胖脾气烂的女人抢走了，所以你乖乖地到Henry身边吧……第一次觉得三石帅是在汉拿山上三顺回头看的那一瞬……
