http://movie.douban.com/subject/4217513/	就想赖着你 就想賴著你
(4星)	 虽然真的真的真的真的不喜欢ella，但剧情还可以，虽然没起伏，但是不会让人觉得很无聊。看完真的真的真的喜欢上言承旭（廖洋震）。也觉得杨朵很可爱，还有梁志豪，小帅~~最近怎么都流行三十多的男人演偶像剧。最后想梁志豪和朵在一起。觉得杨朵演技很好，还漂亮的，特别最后长头发的时候。            
(5星)	 脑瘫剧中最好看的，言同学实在是美好，啊。            
(NA)	 很好 很强大            
(4星)	 奇怪，Elle这种不标准的美女和郑元畅、吴尊到现在的言承旭怎么配起来很有看头呢……            
(4星)	 比想象中好看。。。JERRY有进步 而且和ELLA蛮互补的            
(3星)	 弃之~哎~~一般般            
(NA)	 情节实在是有点老套，但是不妨碍这是部偶像剧，由于网络上的盗版猖獗，我已经看完了。╮(╯_╰)╭PS：Jerry还是依然的帅啊。            
(4星)	 还可以，言承旭很帅哈！~            
(NA)	 一遍罵劇情腦殘，一遍通宵看完...言承旭啊言承旭，我覺得2010是你的天下            
(5星)	 本来是因为无聊＆小小彬看这部剧的。不过真的还蛮不错的。            
(5星)	 虽然情节很老套 但就是很喜欢            
(4星)	 很喜欢哟！            
(3星)	  前面不错，后面拖拉了点。            
(4星)	 Jerry越来越会演戏了            
(4星)	 原来言承旭也可以这么可爱。ELLA依旧那么可爱。            
(4星)	 一看就停不下俄片子 比莫名其妙的下一站幸福不知道好看多少            
(5星)	 愛得來不易 別辜負。            
(4星)	 轻松愉快 不过结局太匆匆            
(2星)	 名副其实脑残剧 浪费时间了            
(5星)	 看完以后超不舍得。            
(5星)	  好帅！！！！！！！！！！！！！！好可爱！！！ 希望能碰到***** （以下隐去~~            
(3星)	 好吧，我就是来看帅哥的。。。。。            
(NA)	 很轻松快乐的一部片子。给人很清新快乐，好想到夏天喔！            
(4星)	 很喜欢杨朵和杨爸            
(NA)	 开始太纠结，差点就放弃，看到7、8集才开始有点意思了。期盼结尾还是跟所有偶像剧一样美满            
(4星)	 貌似上一次看的台湾偶像剧要追溯到流星花园了。。。这次居然很欢快地看完了~p.s.言承旭还是挺帅的阿~            
(5星)	 里边的人很喜欢，结局也是happy ending            
(3星)	 2010的新年 情人节 花痴的肥皂剧言承旭很帅            
(3星)	 哎承旭~            
(4星)	 情节没太大bug，基调比较简单搞笑，看了心情不错。chary说怎么里面的男人都这么好。言偶像这次的项羽平哟，无论造型性格还是智商，比道明寺那都是更杀手级地。            
(4星)	 言承旭好帅            
(3星)	 一边念着烂剧情一边欢快的看完了+1 orz……            
(3星)	 目前看过的最后一部台偶，可是这能算台偶不？            
(5星)	 这部剧让我看到了J的进步。。。他真的长大了也。。。JERRY真的是帅到没话说！！            
(4星)	 艾拉表情哈丰富，抠门姐姐哈有劲            
(3星)	 言承旭还是挺帅的。最后的那个独家大揭秘比剧本身还要好看，ella真放得开呀            
(NA)	 很喜欢项羽平 哈哈            
(5星)	 这部片子原来是一天一集的，后来听同学说 全部出完了。大喜！年三十晚上一口气欲罢不能滴全部看完，太喜欢了。第二天带着黑眼圈拜年。最早看言承旭的是流星花园，里面的他是为了演戏而演戏。但是在这部片子里面，很自然，不做作，而且很幽默，仔细看有些表情都是你不曾了解的另一个他。。。。。。            
(4星)	 长得帅身材好穿着专业的衬衫律师男！            
(4星)	 不知为何我一直是喜欢ella的~~            
(4星)	 还不错 恩 最起码不用等            
(5星)	 果果：东西有没有那个价值，就要看拥有它的人，懂不懂得珍惜它在乎它。我相信总有一天，我也会遇到一个懂得珍惜我，在乎我的人，不管我有没有钱，不管我漂不漂亮，他都会永远爱我。 卉凡：拿到这样的剧本，如果光看剧情的话，就知道我完全就是一个讨人厌的负面角色。（23集）            
(4星)	 两个主角都很喜欢   姐姐小娴演得很好~!            
(5星)	 五星给的都是项大律师！！！我爱言承旭~            
(3星)	 对言情越发不感冒了..            
(5星)	 真的真的超好看            
(3星)	 又是狗血剧情。。。ELLA姐姐。。            
(4星)	 标准的台湾小言，看后觉得言承旭也有挺可爱的一面。            
(4星)	 老言太萌了，最爱他忍俊不禁的样子，闷骚啊闷骚看完了，的确不错，难得没有烂尾呀            
(4星)	 对于言承旭来说，这是新的印象，以前的印象还停留在菠萝头霸道王形象上！            
(5星)	 太好看了 Jerry为什么都不老啊 魅力不减            
(4星)	 看着开心就是好啊，再加上言大帅真的太有魅力了。            
(4星)	 一开始挺好的...但朵和可中没具体描写            
(4星)	 我又爱上言承旭了。。。。            
(2星)	 没意思······            
(NA)	 言承旭果然还是很帅 这让我不得不感叹 当年那个F4真的是实至名归啊             
(5星)	 喜欢暴龙的黑色幽默，喜欢他的搞笑            
(4星)	 纯粹为了看帅哥跟到这剧来，JERRY一如既往饰演深情浪漫单纯男，又恰恰是我爱的菜。ELLEA真的不是美女，不过看到后面慢慢觉得个性纯真也挺可爱的。            
(4星)	 NND~笑到我肚子爆~            
(4星)	 我不喜欢Ella。。。            
(5星)	 哈喜欢言大帅哥，超酷爱，超害羞的！ELLA做操很搞笑的就是土豆上面的版本很多删节的，大结局也老仓促的，跟网上的剧情介绍出入较大            
(4星)	 呵呵~~挺不错的！！            
(2星)	 弃。            
(3星)	 网上出的DVD版=。=            
(4星)	 HOHOHO~~~jerry baby很可爱~~~            
(3星)	 言承旭很帅，Ella很可爱。至于剧情就一般了。不过这些偶像剧存在的意义便在于让我们还可以有做梦的时间吧。            
(NA)	 一口气看完不说，嗓死都看嘶鸟！            
(NA)	 除了女主，女三都是萌物，爆。是说，这大约是我认真看言承旭的第三部片（其中还有一部是电影，擦汗）然后，真的是很萌……他果然驻颜有术，爆！            
(5星)	 就是爱这样的偶像剧，hoho            
(4星)	 看了下一站幸福和就想赖着你之后·才发现原来我除了深爱的仔仔之外·也是如此的爱着小v先生和言先生的·            
(5星)	 很有喜剧感的偶像剧，虽然有点台剧惯有的拖曳，不过美男与灰姑娘的搭配永远都会吸引人。            
(4星)	 很大胆的搭配，很成功的尝试，看到进步很多的ella。很不错。            
(3星)	 又是一部可以忽略剧情。。吃饭的配菜            
(5星)	 里面的口哨声很好听            
(5星)	 言师弟：）            
(3星)	 Ella一贯的风格，倒是言承旭搞笑起来有些不太适应还挺好玩的            
(2星)	  这组合 怎么看怎么怪 弃之             
(3星)	 开头看着还很不错啊，到中间部分女一和男二好来好去那段太拖沓了~~要是多些些男一和女一的暧昧剧情，应该会好很多哦            
(5星)	 我已经看了5遍，不过只限男女主角的片段，尤其是最后那五集。难得有一部男女主都喜欢的，而且对言承旭印象有很大的改观，不过他的演技还是需要加强。            
(3星)	 看在言承旭的份上，忍了16集，打三星~~            
(4星)	 这个剧告诉我们一个养生秘诀：有话直说。吞吞吐吐会要人命滴= =|||            
(NA)	 哈哈  笑料很多 ella超级可爱、jerry也很帅，让我想起初中时我有多么多么喜欢过他            
(4星)	 实在是太搞笑了，原来其实没发现Ella蛮可爱~~~            
(4星)	 我家旭旭好可怜哦~~我见犹怜呜呜~~~~(&gt;_&lt;)~~~~ 虽然是因为喜欢ELLA才去看的，但是言项羽平这个角色真的很迷人呜呜            
(4星)	 ELLA超有喜感的。            
(NA)	 欧，我是没东西看了，原谅我。其实演员都不是我喜欢的，但还是可以看看的好似。            
(2星)	 冲着小小彬看滴O(∩_∩)O哈哈~顺便打法时间滴            
(NA)	 我无快进看完了一部台湾电视剧，与此同时还有点儿舍不得，这真是不可思议~            
(4星)	 哇，，都一年前的事了            
(4星)	 在土豆上先看完删节版的，觉得还不错，现在看了TV版，才知道内地盗版，导致他们的收视率下降了不少，挺可惜的，还不错啦            
(5星)	 啊啊啊 看完了呢 真好看真好看 暴龙 你的眼神真迷人 E 你的演技进步好多呢  真好看真好看            
(3星)	 不动脑子的时候看还蛮好的。言承旭很好。            
(4星)	 画面、故事、演员都很不错。尤其喜欢杨家姐妹俩的对手戏，一气呵成，不可错过~结尾不尽人意，败笔            
(5星)	 笑死我了            
(5星)	 灰姑娘与王子，人物设定非常吸引人。人人心中都有一个王子样。生活化又不造作的剧情，还有可爱的ELLA，这一切，让偶不得不追。            
(4星)	 难得看的不想快进            
(5星)	 痛痛快快地谈场恋爱吧~~~~~~大爱的大长腿啊~~~            
(5星)	 宝贝的新剧~~~~支持            
(5星)	 Jerry、Ella、小小彬越来越无敌了通常偶像剧很没营养，但这部戏太赞了，笑点超多，别的也都不重要了~ 继续追            
(4星)	 看着还不错哦，男女主角其实还蛮搭的，不做作            
(3星)	 很久没看台剧了，看了第一集，感觉还不错。。。            
(NA)	 这一对的搭配不错，挺有喜感。            
(3星)	 台湾一百年的风格            
(5星)	 言承旭太帅了。魅力王子。外加小小彬，无敌了这片子！            
(NA)	 最近比较喜欢言承旭....            
(4星)	 律师和保姆的故事，看了第一集，很搞笑，当然在为数不多的台剧演员里，这对男女猪还很能接受。            
(4星)	 梦幻的美好，终究有要面对现实的那天！~            
(2星)	 没耐心追下去，看来我已经过了追台湾偶像剧的年纪了            
(4星)	 有点赖            
(4星)	 ella超可爱的。演技进步了~~！开心最爱第15集~            
(5星)	 这部超级搞笑~偶像剧就是要让人放松的嘛~很对我的味~其实一开始是喜欢Ella演戏才去看的 很喜欢她的各种小表情~结果看到后面被Jerry的笑容跟声音attracted到~感觉他演技比流星花园那时候的凤梨头好太多啦~！            
