http://movie.douban.com/subject/3609075/	蜗居
(3星)	 裡面我沒有特別討厭誰。刻劃最深的是:生活:            
(4星)	 有些东西想说. move on.            
(3星)	 我不需要这样的男人。            
(NA)	 剧本内容好，演员演得也很真实到位，很值得一看。            
(4星)	 只看了13集 前面不错            
(NA)	 一般般.....            
(4星)	 四星给李老太            
(5星)	 好现实的连续剧啊！！看得我毕业都不想出去了！真的不想成为海萍            
(4星)	 没时间看，去百度看了剧情。反应的社会问题还是比较到位的。看了很多人的评论，觉得很悲剧。            
(5星)	 不明白为什么这么多人喜欢宋。年轻时为了少奋斗几十年娶了高官的女儿，中年功成名就开始寻找“年轻时的激情”。不仅仅是电视剧，现实中这种烂男人也太多了！            
(NA)	 当你绝望的时候，希望的大门其实早已默默打开，只是你被自己蒙蔽了，没有发现。贪恋虚荣，而又怨天忧人，并痴于一偶甘为绳控，。。。人生处处是路，聪明地走自己的路，人生漫漫，赏雾观花，乐得逍遥。哈哈哈哈哈哈哈            
(NA)	 很真实，很震撼。            
(NA)	 男人都是一样，年轻的时候需要垫脚石，中年的时候需要强心针，晚年的时候需要根拐棍------可悲每个男人都会犯的错，不过是走向中年对青春的羡慕，走向成功对仰慕的承受，走向人生之巅对幸福的又一次追求-----依然            
(4星)	 很现实的，可能以后要面对的社会就是这样的吧！            
(4星)	 连续看了三天  看到眼睛酸痛 终于看完了 很现实 不过我所在的地方我所生活的环境距离这一切都比较遥远  既没有高不可攀的房价 也没有工作中太大的压力 不好多说什么  只是对最近这部戏禁播的原因比较感兴趣 呵呵  八卦中~~             
(5星)	 看了这 部剧， 我中了宋思明的毒            
(4星)	 蜗居像一剂现实的强心剂，把我狠狠的从美梦中拉起，每个人都可以在里面找到自己或是身边的人的影子，然后被判处无期徒刑~狠狠的绝望，再美的梦都会醒，现实依旧残酷，这才是生活的本质。看着里面的人笑或是哭，感觉心中压着一颗大石，无法喘息            
(4星)	 现实的纪录片            
(4星)	 这是一部现实残忍的连续剧...社会就是如此!            
(5星)	 女孩要富养 男孩要穷养            
(4星)	 里面有很多即经典又超现实的句子，折射出了现代人生存的艰难，更是对社会的一种批判，一种鞭笞。太NB了，在风靡大学生。            
(NA)	 现实很残酷            
(4星)	 既然是纪实的，看完保持淡然，这就是生活，各种各样的人都要学会接受            
(4星)	 不想写评论。            
(2星)	 看惯了美剧回头来看国产剧，常有冗长拖沓之感。细节粗糙。            
(4星)	 唉，只是觉得小贝很让人心疼            
(4星)	 挺现实的            
(4星)	 边看电视剧，边看影评，社会上还是有良知的人多。可是良知有什么用，有的时候，良知会在现实面前土崩瓦解，比如宋帮助海藻姐夫躲避牢狱之灾。无论是谁，在这一时刻都不会拒绝这样的恩惠。有点消极，只不过this is the life            
(4星)	 和奋斗一样火            
(4星)	 看了一半的时候去搜网上评论,觉得网上说了太道貌岸然了,没有妹妹牺牲,姐姐早被高利贷逼疯了 by the way ,我的四星是因为剧情符合了上海这样城市的现实情况            
(4星)	 前阵子一口气看完了，之后的心情一直很沉闷，心酸，心痛，心寒，交杂在一块，揉了又揉，混了又混，一直纠结在心头，是生活改变了人，还是人改变了生活，社会如此，现实如此，人心如此，只能说身不由己！            
(5星)	 这就是社会,乍一眼看觉得太过残忍,但现实又何尝不是残忍的?我们都没有错,只是当我们在一起时就错了...            
(5星)	 蜗牛毕竟还是有房子的，我们呢？我们什么都没有，我们是剩下的那3000万，人生果然只是 杯具 而已。。。但是我们还得坚强。。。            
(NA)	 每个人都有一样的生存权利只是有的人在温室有的人注定要面对狂风暴雨            
(3星)	 流氓其实不可怕，就怕流氓有文化            
(5星)	 真实得可怕            
(NA)	 百感交集            
(5星)	 很真实，也很苦涩            
(3星)	 一个过于贪心的女人，和一套房子引发的血案。            
(NA)	 越看越对社会绝望....对生活迷茫...            
(5星)	 安吉            
(4星)	 见到血的感觉            
(NA)	 老虎，老鼠，傻傻分不清楚            
(3星)	 因为内谁。。。我才看。。。            
(4星)	 拍的很好  看了编辑六六的评价  只觉找到知己，流着泪，啥也不说了！            
(4星)	 看蜗居就像在看自己。            
(2星)	 有点扯～            
(5星)	 反映现实，句句经典。是肉体的蜗居，更是心灵的蜗居。            
(4星)	 一看就停不下来。算最近不错的电视啦，配角演得都很好；海藻被演成了人格分裂。            
(4星)	 究竟是社会逼良为娼还是自身的原因？在我看来，海藻不过是受不住诱惑，人至JIAN则无敌。可怜了纯情的小贝            
(5星)	 每个人都没有错            
(NA)	 同情小贝 也一样同情海藻 宋思明            
(1星)	 看不下去，里面的人，放在现实里，只能说是自找的            
(4星)	 虽然是很不道德的 但最后还是泪流满面            
(5星)	 谈感情要像小贝般的痴情 遇到挫折时要像海萍般的坚韧             
(5星)	 好剧值得推荐！光是对现实的关照这一点就值得肯定。再加上演员的精彩演绎，生活化的台词，当然还有正确的价值观（总要兼顾下）。多经典不敢说，但它是这个时代的真实写照！属于这个时代的作品不多，蜗居算是一个！个人觉得是本年度最好的电视剧。不是之一。            
(5星)	 好~~很真实~~~很感人~~~            
(4星)	 很写实，但是有些地方很扯淡，而且前半截很经常后面越来越无聊            
(NA)	 还不错哦。。。            
(4星)	 看了令人心酸，没房就没幸福？贫贱夫妻百事哀            
(5星)	 很现实，是我的菜            
(3星)	 看着来气，贱男人            
(5星)	 绝对五颗星啊~            
(4星)	 幸运的小猫 离 这一切都很遥远 很遥远            
(4星)	 真实得让人心痛，This is a confused society, this is the true Shanghai.            
(4星)	 现实。            
(4星)	 来源于生活，但又带有戏剧色彩，因此某些情节处理得有些失真。            
(3星)	 李念演技真不好 最喜欢的是陈寺福 太逗了 就是后面做的事有点挫。。邬君梅这次在里面演的相比之前的戏很适合也最漂亮的             
(5星)	 你总说我爱钱...            
(NA)	 太真            
(NA)	 感觉很真实，很残酷。现代人的生活成本大大提高了，记得以前在老家，爸爸妈妈努力了五六年，勤俭节约一下，就可以买到单位的集资房。而现在的广州，一套普通的房子就七八十万，普通的工薪阶层逗成了房奴车奴。当我们知道奋斗意味着找死，懒惰就是等死的时候，我们该怎么办？            
(3星)	 很现实,但是有点夸张!            
(2星)	 总的思想是想拍部好电视剧，不过就是写剧本的人太嫩了点，剧中主人公言行不一，很多观点也太幼稚，演员也演得不好，感觉很做作。            
(4星)	 看完很沉重。生活，带给了我们什么            
(4星)	 如果我是女人，说不定我也当郭海藻。            
(5星)	 没有一个人是错的。姐姐是个女强人，但是要求也过高。姐夫只求安稳。这样注定了要被妻子骂。妹妹太善良了。我觉得40多岁成熟稳重事业有成的男人是最有魅力的。可以讲出许多很有道理的话来。宋思明那样的男人，在海藻最无助的时候伸出援手有求必应。可谓是魅力无限。小贝人好，但在金钱上帮不到海藻。            
(3星)	 看的很是纠结            
(NA)	 深有感触            
(5星)	 贴近现实，很多感慨            
