http://movie.douban.com/subject/1764730/	浪漫满屋 풀하우스
(5星)	  王子与灰姑娘的故事，爱有的时候就是那样明明相爱，却为了对方不说出口            
(5星)	 爱上Rain的电视剧也喜欢宋慧乔这么多年一直在看呵呵            
(5星)	 宋慧乔宋慧乔~~~~~            
(NA)	 浪漫满屋            
(4星)	 很搞笑。            
(4星)	 还不错的韩剧            
(5星)	 这明明是电视剧来的……            
(5星)	 曾经用这部片教育前狗狗怎样恋爱……小眼睛男人也可以很可爱            
(5星)	 rain太可爱了            
(NA)	 老剧情 一个有自己割舍不下的执着 却没发现渐渐喜欢上喜欢他的另一个 最终执着那个的觉悟了 反追另一个 一个是RAIN 另一个是宋慧乔            
(4星)	 真人比漫畫美太多了            
(5星)	 我看的韩剧到这里算是为止            
(5星)	 喜欢打闹时的感觉            
(3星)	 很有名的一部韩剧，里面很多情节很搞很经典~~~不过，后来两个人的感情发展还真是磨机，男主一吃醋想要留住女主，就喊，“给我做饭，我饿了”~~~~真是无语的欠扁啊，“我喜欢你”四个字直接说出来能死人啊？！~~            
(NA)	 一种韩剧模式的开启。            
(3星)	 男女主人公都很可爱！            
(4星)	 有代表性的韩剧，看一部就足够了.            
(4星)	 本来前面都挺好，只是后面罗嗦了点。            
(4星)	 开始新鲜，后续邋遢，也算是一个时期的佼佼者            
(NA)	 哈韩的好作品！8.2分。            
(5星)	 温馨 、浪漫            
(5星)	 有时候爱是无法阻挡的            
(NA)	 看了很久了，现在想想觉得挺傻得！！            
(4星)	 间间断断居然看了一遍            
(5星)	 唯一一部完整看完了的韩剧A za a za! Fighting!            
(NA)	 漂亮……。。            
(3星)	 喜欢宋慧乔            
(5星)	 绝对精彩的宋慧乔~~~            
(4星)	 前面十集看得很开心 rain咪起眼睛笑的样子太可爱了后面部分就遗憾地逃脱不了韩剧的俗套了，没看完            
(4星)	 不錯啦，我媽媽很喜歡            
(4星)	 鸡和熊的幸福生活。            
(4星)	 光是乔妹的脸足以让人追完此剧            
(4星)	  帅哥靓女在一起的故事呵，不对，应该说，同居的爱情故事。            
(4星)	 虽然有些镜头和演员表情很无理头，但是这部电视剧家喻户晓还是有它的道理的。            
(4星)	 喜剧又浪漫，可爱又温馨，是部不错的韩剧。            
(5星)	 冲着乔妹俺给个五星。            
(5星)	 韩剧中的最爱            
(3星)	 这两个人真是可爱  剧情没重要.. 三只小熊很好听，想小夏了             
(NA)	 瞎胡扯的春梦~            
(3星)	 RAIN那张脸……好吧，装可爱的时候还蛮可爱的……掀起一阵婚后恋爱、契约结婚的风潮……            
(5星)	 冷笑话合集 = =             
(3星)	 好像是断断续续陪老妈看完的            
(3星)	 看了也就过了。。            
(5星)	 非常好 非常好            
(4星)	 你想要守住她，我想要守住你。这样卑微却坚定。            
(3星)	 妈妈很喜欢的            
(4星)	 恩，还好            
(3星)	 曾经陪她看过。。            
(4星)	 很好看啊，哈哈。            
(5星)	 少有很喜欢很喜欢的的韩剧 宋慧乔好漂亮啊            
(5星)	 很轻松            
(3星)	 偶看过的韩剧之一            
(NA)	 Full House            
(5星)	  喜欢~            
(3星)	 看到最后我不耐烦了。。。            
(5星)	 温馨浪漫。韩剧的魔力无法抵抗啊~~            
(5星)	 的确百看不厌 宋慧乔真美            
(4星)	 喜欢你，没有道理            
(3星)	 三只小熊            
(NA)	 其实我不喜欢这个，但是我看完了，无聊的力量呀～～            
(4星)	 啊~浪漫啊~不过韩国的电视剧都差不多这样了。。。            
(5星)	 很有趣，百看不厌，哈，也赚取了不少眼泪呢            
(4星)	 老妈超喜欢的。。。            
(2星)	 无聊            
(4星)	 挺经典的韩国爱情喜剧            
(4星)	 现在看来，韩剧的这部还算不错。            
(5星)	 爱上rain            
(5星)	 打不败 虚幻又怎样            
(4星)	 那年很喜欢。。            
(5星)	 差不多可以算是最好看的韩剧了            
(5星)	 难得的有意思一点的韩剧啊~            
(5星)	 里头宋真漂亮啊，现在之所以重复看的原因完全是想学宋的穿衣打扮搭配！我家Rain真cute            
(4星)	 讨厌肌肉男            
(4星)	 宋慧乔 胖胖的可爱。            
(3星)	 英宰阿~~            
(NA)	 宋慧乔是美丽的~！            
(NA)	 三只熊,至今是我K歌必选.选不到我也要清着唱.            
(3星)	 現在來看就不怎麼喜歡了            
(5星)	 超级好看            
(NA)	 爱情是两个人一起生活            
(5星)	 永远记得那个夏天。            
(4星)	 作为喜剧爱情片，还是不错的，饭余之际看看助兴的，很适合跟家人看，又好玩有觉得很有气氛            
(4星)	 很少看完韩剧，不过这个是个例外。。太精彩了。。            
(NA)	 现代生活中的童话            
(5星)	 很喜欢这里宋慧乔，很可爱~            
(1星)	 实在受不了了，又慢又假...导致俺从未完整看过一部韩剧...            
(5星)	 虽然知道很白痴，但是还是忍不住诱惑，成为看过次数最多的韩剧。傻傻开心感觉很好            
(3星)	 给韩剧弱智流开了个头~不过宋慧乔真是好看啊好看啊好看啊~~~            
(3星)	 唯一一部完整看完的韩剧，期待每一集女主角的行头，喜欢他们住的房子~            
(3星)	 熬夜看的...看在宋慧乔的面子上            
(4星)	 好看，不过到后面有点乏味            
(5星)	 很美的情节。很美的画面。很美的人物。            
(5星)	 喜欢宋慧乔，不喜欢rain            
(NA)	 不错             
(NA)	 唯一看过的韩剧 原因是只能收到一个频道            
(NA)	 妈妈喜欢她的造型。。。            
(NA)	 大爱~            
(3星)	 一如所有韩剧，矫情死了            
(4星)	 Rain好可爱的            
(3星)	 想不通那时候为啥会看了~难道是因为乔MM~？            
(NA)	 算是韩剧常识了吧～            
(3星)	 rain 贱贱的微笑好迷人            
(NA)	 嘿嘿 就喜欢这样的rain            
(4星)	 看了好几遍。            
(5星)	 韩剧的经典，俊男靓女的组合啊            
(NA)	 大学里看韩剧的岁月就是从这里开始的...            
(4星)	 Rain 好可爱哟~ ^o^            
(5星)	 百转千回，仍让人能细嚼慢咽出浪漫和感动...            
(4星)	 男主角很可爱。            
(5星)	 无可比敌            
(4星)	 逗乐～～温馨            
(NA)	 情节老套            
(NA)	 CUTE            
(5星)	 当年被俺潮妈bs之后赶紧去补看的            
(5星)	 就像我和Morning一样天天吵架            
(3星)	 韩片一如既往的拖时间，没事就要造出事情来，撑到20集为止            
(5星)	 跟以前的韩剧完全不同风格的。            
(4星)	 很清爽,很可爱的感觉~褪去头顶的光环,其实我们都一样可爱~            
(3星)	 Rain不是我喜欢的类型，但还算可爱；后来看到宋慧乔的肉嘟嘟的嘴唇就很难受，还有里面的她的两个好友，怎么想都应该抽他们一顿，不明白怎么还能相处。。。。            
(4星)	 唔错..睇过为数不多噶连续剧之一(貌似系被逼睇噶~得一部电视.无奈)不过情侣之间噶小甜蜜.描绘得几好..难得噶韩剧.(有靓女我先甘赞)            
(2星)	 两个疯子,成天吵来吵去,吵什么都不知道            
(3星)	 有东京爱情故事的影子            
(2星)	 跟风看滴。。说实在的不怎么样            
(NA)	 为数不多喜欢看的韩剧，不像普遍的那些，好似老奶奶的裹脚布            
(3星)	 小姑超级喜欢rain！            
(2星)	 男女主角都不喜欢,而且演得不好~!            
(NA)	 我跟着我妈看的            
(4星)	 笑起来像小白兔……讨好的……            
(4星)	 时装剧~养眼了就OK~            
(NA)	 超级好看，又让我开始做梦了？            
(3星)	 假！            
(4星)	 第一次知道宋慧乔，这个肉肉的美女。            
(3星)	 两个别扭的人的爱情童话，本人还是很喜欢的；特别是当时狂看韩剧            
(5星)	 漂亮的full house            
(NA)	 韩剧经典            
(3星)	 电视里放了很久我才看的            
(5星)	 看过好几遍            
(4星)	 当时相当不错,,,不过现在都被电视台演烂咯~            
(NA)	 看完了浪漫满屋，喜欢上了Rain的笑容...            
(5星)	 绝对好看            
(5星)	 很多遍没腻么？            
(NA)	 收藏的韩剧之一            
(4星)	 情节有些老套，但是又有心痛的地方，又有开心的地方，两位主角都超大牌，还是去看看吧~            
(NA)	 为什么Rain能够大红大紫，i have no idea。正如周杰伦和Chuck Bass是大爱一样。            
(4星)	 想到它就想起那充满阳光的屋子            
(4星)	 在这个世界上，如果你能遇上一个常常和你并肩作对，明明很在乎很在乎你却又口是心非的另一半，我觉得是很幸福很幸福的。在我的身边就有一对，常常羡慕得我眼红，表面上拗口，又叫他去泡妞又数落他的不是，实际上喜欢得要命，重要的是，他又能了解她的意思，知道那是对他的一种信任，没事的时候她还会对他撒撒娇，好甜蜜哦。偶也好想好想能遇到这样的一个人。            
(3星)	 烂了 就真的不怎么样了            
(3星)	 难板做做俗人~~            
(4星)	 就是好看            
(4星)	 还不错~帅 美            
(4星)	 宋惠乔看着真舒服            
(4星)	 搞笑……            
(2星)	 为什么我觉得RAIN长得很猥琐？他哪里可爱啊？还动不动比心状，整个剧也一般？我是异类。。。            
(5星)	 没办法。就是爱他们。浪漫满屋，孩子气的浪漫与辛酸。这样的爱情，我想要，却遥不可及。            
(4星)	 宋慧乔和rain...以及他们完美的大别墅            
