http://movie.douban.com/subject/2989755/	命中注定我爱你 命中注定我愛你
(5星)	老婆很喜欢，所以就DOWN来看看，还不错，有那为勋李沛旭林美秀...
(4星)	后面就有点薯条剧情。。
(NA)	完全就看看小天-。-
(4星)	命中注定的事情是百分百会发生的。
(4星)	无聊的日子里，它也帮了我。
(4星)	小天，帅！
(NA)	很轰动的一部偶像剧哟~~~~~~~~~~~~~
(5星)	离开了一贯的偶像剧套路  有些小惊喜
(NA)	很有趣的偶像剧  无聊时可以看一下  打发时光
(3星)	要不是有上海就弃了~~~
(4星)	很久没有偶像剧能让我看完了
(4星)	很喜欢乔恩
(4星)	编剧不错，只是到后面有点凑剧情的感觉，，，
(3星)	打发时间用的。
(5星)	以前一直很喜欢看陈乔恩的电视剧，都是搞笑为主。（命）依然是搞笑题材，却又很感动我。傻傻的便利贴和企业公子的上错床嫁对郎戏码真的不错。而且纪存希这个颠倒了富家子会打架的形象，这是我最喜欢的。
(4星)	OST好好听~~~
(4星)	虎头蛇尾~~~会有几次机会？第一次是偶然，第二次是必然，第三次是命中注定。。。
(5星)	从此爱上小天~
(5星)	个人认为是台湾偶像剧的巅峰作~
(3星)	终于看完了，看得我累得半死
(4星)	很有意思哦，阮经天和陈乔恩超搞笑啊，呵呵！挺好看的
(NA)	挺搞笑的！
(4星)	第一次那麽瘋狂的跑到現場去追...
(4星)	集狗血桥段于一身的狗血大作。。。小孩子流掉后大可以不看
(4星)	哭了好几次，最后一集有点凑数的感觉。前面都不错。
(2星)	觉得情节实在无聊
(3星)	有些长了过程紧凑些更好看
(4星)	平凡的女孩，还是会遇见自己的王子
(3星)	看了18-24集。误会真是个令人讨厌的东西。
(4星)	后面太拖。
(4星)	情节很紧凑，关于女孩成长的故事。
(3星)	最好看是十二集。
(3星)	这部偶像剧比起以前看的那些烂俗的好了一些……
(NA)	好看~
(4星)	后面比较拖沓
(NA)	哈哈，和老婆的最爱。
(4星)	蛮好看的。好吧，我最近很幼齿。。
(5星)	边看边哭，昏天暗地~
(4星)	有些情节还是不错的，但确实有点拖沓。
(5星)	傻傻的女孩最终得到属于她的爱情
(4星)	哈哈！！喜歡小天！！
(5星)	小天帅！
(4星)	还不错的一部偶像剧~~
(3星)	虽然是很俗套的偶像剧，但是每隔一段时间看一部当是放松。这部不错哦，演员表演的都挺好的，小乔同志的演技进步了。
(3星)	前面还好  后面剧情一般
(5星)	很不错的偶像剧 搞笑而且剧情也很不错 
(NA)	开始不错，后来就……
(NA)	前14集真的挺好看 后面实在太狗血 太拖
(3星)	偶像剧 其实看多了 都差不多 艰辛的历程 美好的结局 就这样
(3星)	我喜欢王子变青蛙里的陈乔恩，喜欢败犬女王里的阮经天，但就是对命中无爱啊
(NA)	虽说剧情在现实世界永远不太可能发生，但是还是忍不住地会抹泪
(5星)	让人又笑又哭的一部偶像剧~好感人。
(5星)	越看越好看，想当年每周追一集啊，痛苦......
(NA)	超好看
(NA)	命中注定。我相信。
(4星)	大一
(3星)	不能说完全看完。不过有点无厘头。
(5星)	搞笑...
(5星)	好吧我承认我从头哭到尾，好吧我承认我的眼泪不值钱。但是存希一句“加油陈欣怡”真的鼓励了这个世界无数个陈欣怡，包括我。
(NA)	阮经天主演了命中注定我爱你而走红的，我却先看了败犬女王后再看命中注定的，我觉得更有吸引力的是败犬中的“单无双”。陈乔恩差太多啦！
(NA)	是拿来博得一笑的不错选择  轻松开心  不必太实际
(5星)	上错床的恋情？太偶像剧啦，现实似乎不太可能吧。这样性格的便利贴女孩，其实应该是讨人喜欢的，因为我始终相信，善良的人有人爱。
(4星)	便利贴女孩也有春天。
(4星)	男主角有点幼稚，喜欢男配角
(5星)	除了流星，唯一一部追着看完的台湾偶像剧，还感动到哇哇痛哭！！！
(2星)	闹着好玩..
(4星)	其实吧个人觉着还行 
(5星)	看第一集就爱上了这部片子，一直到看完还觉得意犹未尽。
(3星)	打发时间。。。
(3星)	也不用说什么了~
(NA)	喜欢啊~和妈妈一起看的，妈妈都说阮经天帅，哈哈。喜欢在上海的那段，乔恩的身材一级的
(2星)	完全是被同学污染得带到看到了
(4星)	蛮搞笑的吧算，感觉后面还是有点拖沓
(4星)	我真不好意思说我看这种XX电视剧了~可是我确实看了~而且哭了
(4星)	好看撒~
(3星)	我竟然看过这么恶俗的电视剧~
(3星)	配角很出彩
(4星)	这样的婚姻就是我要的啦。诶哟，我就只能做梦了。
(4星)	挺好看的，因为情节比较好，不老套
(NA)	一下哭一下笑...
(3星)	有点冗长了，我跳了几集看的，但丝毫不影响观看
(5星)	台剧中算好看的了~~前半部分哭的惨啊。。后半部分搞笑~~
(4星)	看第一遍的时候很High
(4星)	孩子被掉的那段哭得最惨
(5星)	开头好體 到后边某咩味道
(3星)	刚始看的时候剧情挺托的，不过最后结局还是不错的。
(4星)	里面二姐最可爱了~~
(5星)	好q的奶奶。最后很浪漫的求婚~~~
(NA)	想起~从中后段跟着同学看了~
(3星)	烂尾烂到极致
(2星)	前面还好，后面剧情太冗长，令人郁闷想快点结束..
(5星)	还蛮可爱的
(5星)	好有趣哦~有开心的，也有忧伤的...
(5星)	不愧是收视率破十三。台湾史上收视率最高的偶像剧啊！~看了真的会上瘾。。。
(NA)	我倒是喜欢陈欣怡以前的装扮，长头发的那种，挺不错的。该剧中的偶像剧的布景、服装等成分很值得内地偶像剧学学；既然是偶像剧嘛，就得做得彻底，不要说什么励志故事，励志故事也可以把包装搞好嘛。
(5星)	呵呵，估计没看过的人就是真的out了，风靡一时的台湾偶像剧，让乔恩带上最“台湾最旺夫”的女演员的皇冠的一部巨作，让小天真正红起来的偶像剧，我欢喜。。。
(5星)	阮經天好可愛!!!!!
(4星)	其实只看了后半段，如果没有最后的拖沓就会给五星了
(5星)	眼睛都哭肿了。
(3星)	收视冠军 不用说了
(5星)	喜欢陈乔恩不做作的演技，小天又帅又可爱..大爱..
(3星)	我的快乐，会回来的。
(5星)	也许，命中注定，我要对你有感觉！
(NA)	某段时间就这样看些台湾的片子
(4星)	喜欢阮经天~呵呵，这部台剧算不错的，无论剧情还是演员~
(5星)	很好看的一部偶像剧~~区别于平常那些俗套的剧情。
(5星)	小天 非常喜欢哦  挺好看的
(5星)	完全为了放松才选择一点脑细胞都不用耗费的偶像剧。但发现偶像剧其实也有一些道理的~
(4星)	唯一这么一部不讨厌的偶像剧
(5星)	一切都已是命中注定，所以没有意外，我们听从上天的安排吧！很多的不容易，很多的辛苦，看哭了，看感动了，看了之后，懂了...
(5星)	非典型性泡沫剧，变身变身。
(3星)	呃…… 迅雷首页上的，刚开始还看看的说，再后来的，就看预告和提要了…… 不管怎么说，是捧红了阮经天。
(4星)	嘿嘿~我喜欢编剧。。。
(4星)	音乐很好听，后面剧情有点拖沓。
(4星)	有类似言行。有类似际遇。有类似感受。
(4星)	喜欢小天故作邪恶的笑容。这样的男子让我着迷却不沉迷。相信缘分总是命中注定，但是爱情却可以自我抉择。也许彼此相爱，却不一定彼此最适合。
(4星)	你睇完第一集你就好想睇晒，因为第一集实在是太搞笑了。导演以特别的手法拍一集床上的戏。但因为后边做得太长了，有点闷。
(4星)	前半部分很不错..后面...就实在不敢恭维...
(3星)	本人对这些不感冒`
(4星)	被别人硬逼着看的 看着看着也就看上了 只是这个海报~~实在~~不敢恭维~~搞的整个电视剧降了一个档次
(NA)	被我们称为DL的经典剧集，看的时候很浪漫温馨，然而实际生活却……
(NA)	看了一点点。。
(4星)	很台剧 但很好看
(4星)	非常具有喜剧效果，算是台湾现代版灰姑娘的佳作！
(4星)	曾经很迷很迷 
(5星)	台剧的顶峰！
(NA)	很好看，我是在家一口气看完的后来推荐给妈妈看，我妈第一次看电视剧哭哦，她看了六遍，简直就是爱上小天了
(NA)	娱乐
(3星)	一般
(5星)	很感人~
(4星)	我觉得挺不错的~~
(4星)	特別的開頭，可愛的阮小天
(NA)	真的很有趣~~
(4星)	虽然很俗。但是真的很喜欢。--话说我有多爱欧文啊。
(2星)	片子很红，可是我就不喜欢。
(4星)	不现实
(5星)	台湾偶像剧的又一个巅峰
(5星)	眼泪和笑声一样很多
(3星)	真心喜欢一个人 怎么会在乎他是什么样的
(3星)	只看得到别人的优点  的男性  绝迹中~~~~     
(4星)	很傻地跟着剧情哭或笑
(NA)	看着玩儿
(4星)	前面很好后面很拖
(4星)	流产之后可以不用看了。。。
(3星)	本来还不想看台湾偶像剧的..电视台播无意中看到..觉得追下去也无妨.就看了..欣怡为了保护bb在雨中拼命躲纪.遭遇车祸还苦苦哀求不要放弃bb..满身是血的2人..还有欣怡醒来后歇斯底里的尖叫不要见到纪~害得我看到我妈第一次掉眼泪..
(4星)	恩，还好啦
(4星)	虽然剧情超级不现实，不过看的时候仍觉得甜蜜，正处在单恋中的姐妹们可以好好看看，颇有感触哦~！我的想法是：如果喜欢上一个人，不管有没有结果，都对他好吧，能多好就多好！
(4星)	到现在也搞不清楚我为什么会对这部狗血的台剧长草到不行
(5星)	是这部片子让我喜欢上阮经天......虽然看了很久......但是剧情还是很容易让人记住的......也是现在台湾为数甚少的一部不错的偶像剧......
(3星)	挺可爱的～
(4星)	很喜欢很喜欢
(3星)	男主角的表现有时候做作了一点，情节有些老套，仅供娱乐时看
(5星)	让人知道爱是一种感觉，一种责任···
(5星)	第一部认识小天的片子 太赞了
(NA)	华丽丽~~~~~~浪漫~~~
(5星)	前半部分还是很经典很好看的，哭了一晚上
(5星)	记得那么时候还是蛮喜欢的
(4星)	小天好帅的捏!
(5星)	天天
(5星)	算是商业的偶像剧，竟然让我更清晰生命代代相传的意义。
(4星)	阮经天还真的是帅呀
(5星)	跟王子差不多的风格 不一样的感觉 虽然后面还是老梗吧 
(5星)	陈乔恩和阮经天简直是绝配！喜欢
(4星)	作为快餐式的偶像剧，后面的情节有些拖拉了，虽然，故事的结局给得很彻底地清楚明白
(4星)	为数不多的好看的台剧。
(5星)	 两个人的演技可圈可点。故事情节也不像一般的偶像剧那么俗套
(3星)	前半段还行，到后面就一般了。。。。剧情也是拖拉型的，勉强给个3颗星
(5星)	前面苦情后面爱情```台剧貌似都这样吧!
(3星)	。。。追了我整整半年
(4星)	好看~
(NA)	典型的灰姑娘题材电视剧!~和和,我承认我还相信这些很童话的爱情剧!~
(3星)	便利贴女生确实是存在的，有人需要时撕下来就能用，不需要时随手乱扔也无所谓。或许是因为平凡，自卑，和善良，但是便利贴女生都应该学会自立主见以及学会说不吧。电视剧的后十集在上海拍摄的怎么看怎么别扭……
(3星)	那些每週一守在電腦前的日子呀，還在繼續中！
(4星)	還不賴
(3星)	前面很好看 看的很纠结后面给拖得没了心情
(4星)	我们都很平凡 ，学会寻找自己
(5星)	男女主角在一起很适合，又打破了台湾收视率成为冠军，值得看。
(4星)	看过的偶像剧里印象比较深刻的片子，有哭有笑，有苦有乐！
(4星)	陪我度过期末考前的无聊时光。
(3星)	看到欣怡流产后在病床上说着不要看到他不要让他进来，飙泪了。。。虽然剧有很多bug，中间拖沓，男主角没坚定的态度，夸张的情节和搞笑，看看有笑有泪，轻松下还可以。
(5星)	绝对的经典，存在我电脑上少数几部电视剧之一，看了N遍也不觉得腻。
(5星)	喜欢阮经天，挺……
(4星)	其实我是真的哭了，特别是心怡孩子没了那段，泪奔啊
(4星)	actually这真的是一部不错的剧~但是，但是...为了我中毒过深我决定在已经知道结局的情况下放弃了这部戏~因为每次看偶像剧后我都会被剧情纠结到爆，这种感觉在现实生活中真的很难受，影响了我的正常生活~是感情丰富，还是对不太现实的生活的向往？呵呵~还是回到我的生活因为这同样精彩~
(3星)	前面还好,后面晕倒.
(5星)	一个善良的孩子。一段完美的爱情。
(5星)	一直觉得很经典，美好的不真实··
(4星)	也就是从这部电视剧开始，我养成了追剧的好习惯，每周一集，准时收看
(5星)	前面部分好看一点。
(3星)	当时都忍不住的看完了，看完之后又觉得太弱智。
(3星)	便利贴女孩~
(NA)	很搞笑，超喜欢陈的妈妈说话，很有趣，又有道理！
(5星)	便利贴女孩的爱情是同情，最最可悲的是，我也扮演着这样的角色。小天，因此爱上你。
