http://movie.douban.com/subject/2157239/	将爱情进行到底
(4星)	 鼓励一下内地偶像剧, 算是早期成功作品啦            
(5星)	 时间真快。。还记得小艾。。记得那时的歌。            
(5星)	 初恋早已不再  我只好将爱进行到底            
(3星)	 其实我并不算特别喜欢这个剧，我对文慧无感，我比较奇怪，我喜欢的是若彤。            
(NA)	 很早            
(4星)	 哎哟喂，我滴青春呐！当时就喜欢看李亚鹏和徐静蕾这段。小艾和乐言，小胖和老师，我都不想看。            
(4星)	 发现很多事情在现实面前都是那么的苍白~~            
(4星)	 知道的中国第一部偶像剧，十年前看的。当时还是学生，为了看它几乎逃了一个星期的课，觉得值得。现在看来有点傻 哈哈。怀念离我渐行渐远的青春。            
(3星)	 虽然觉得演员的表演有点“做”，但是胜在那时的他们还都算单纯            
(NA)	 以此纪念我最喜欢的国产电视剧            
(5星)	 那些逝去的美好啊            
(3星)	 老徐装嫩            
(4星)	 挺般配            
(4星)	 也算是国产青春偶像剧的经典了            
(5星)	 以前总是希望文慧能跟杨峥一起～～～            
(NA)	 因为这片而爱上王渝文！！最喜欢的电视剧之一．看到了成长和变化．从大学到工作到结婚．            
(4星)	 最深的就是里面的几个主题曲了等你爱我，遥望当时的爱情很浪漫，很美好当时的青春很激昂自己经历了，发现一切都不如想象的美            
(3星)	 又宅又GAY            
(NA)	 中国偶像剧的标志            
(4星)	 大陆偶像启蒙作！            
(4星)	 徐静蕾和李亚鹏之间的青涩爱情！            
(4星)	 那个时侯的校园爱情剧，感觉蛮纯的。            
(4星)	 片子越往后越显得聒噪了~徐静蕾和李亚鹏开始美好的记录~            
(NA)	 很好看的偶像剧            
(4星)	 等你爱我。            
(4星)	 结局不是一般的偏离轨道 不过很有真实感            
(3星)	 结局如此现实，却又如此真实……            
(5星)	 曾经很喜欢徐静蕾和王学兵，现在还是很喜欢王学兵            
(4星)	 喜欢学土木的男生            
(4星)	 有的时候 一部片子的好坏 还在于 当时你的年龄            
(NA)	 纠结，世事变迁            
(2星)	 算内地偶像剧鼻祖了吧,情节记不太清楚了.            
(1星)	 请问有零颗星打吗？集中我讨厌的男女。            
(4星)	 没看完~            
(NA)	 在我还不明白什么是爱情的年纪，菲姐的LG和韩少的绯女已经把它进行到底了~            
(3星)	 呃。。。这种片子我竟然也看过。。。            
(5星)	 经典            
(NA)	 看了一眼就没兴趣了            
(4星)	 怀念青春            
(5星)	 好看，又不忍看            
(4星)	 很好的中国青春剧，挺清新的            
(3星)	 大陆偶像剧的鼻祖吧            
(NA)	 所以你我从此被爱紧紧锁起来，却又不能一生相守。            
(NA)	 真的很怀念。她很特别            
(NA)	 纯真的记忆 难以忘怀的那些时光            
(4星)	 有年少时陪伴成长的记忆内地拍的最像模像样的青春偶像剧啦吧重播的次数比较少 也不会因审美疲劳引人反感            
(5星)	 李亚鹏那会还挺帅的            
(3星)	 很久以前的记忆~            
(NA)	 好几年前了吧= =            
(5星)	 进行到底，，不能失去。。。            
(4星)	 当初有个傻姑娘也在海边拿着手机给他听海来着            
(NA)	 1.我正在读高中，第一次认识徐静蕾，那真是纯啊！2.彼时真是无法理解男女之间为什么有那么多欲言又止，分分和和...现在我似乎懂了，至少有一个原因是“差距”。3.王学兵和那个台湾的女孩子若彤给我的印象也很深。4.佳伟，一个几乎要被人忽略的角色，是上海人给我留下的最初印象。            
(5星)	 忽然想起来，都过去了的            
(5星)	 青春回忆            
(4星)	 徐静蕾真漂亮啊            
(NA)	 影响很长时间的电视剧            
(4星)	 曾经非常迷恋那种单纯的恋爱            
(4星)	 青春时代, 追忆            
(4星)	 哎呀呀~那个红色的塑胶操场啊~~跑~            
(5星)	 打开大陆青春偶像剧的第一部            
(5星)	 那时还只有十几岁就只是觉得谢雨欣的歌曲很好听            
(2星)	 虽说是国内第一批偶像剧，忒假！忒做作！            
(4星)	 小时候喜欢看，，，            
(3星)	 就那样呗  红了很久倒是            
(1星)	 山寨 抄袭            
(NA)	 年轻的老徐            
(4星)	 关于年少时对大学爱情的美好憧憬，从这部片子开始            
(3星)	 清新的音乐，好听            
(5星)	 太好看了。音乐太好听了            
(NA)	 最初            
(4星)	 大陆第一部偶像剧啊~            
(4星)	 唯一的理由是喜欢里面的徐静蕾            
(5星)	 多年后重看竟在一直流泪…… 1-7            
(NA)	 白色T恤，棉布裙，白色球鞋，这个时候老徐很气质。            
(3星)	 在你我相遇的地方依然人来人往，依然有爱情在游荡            
(3星)	 就一点懒得再看了            
(5星)	 等你爱我            
(NA)	 一个年代的记忆            
(NA)	 大陆第一部青春偶像剧，承载着我对大学所有的憧憬            
(4星)	 早期的国产青春偶像剧            
(4星)	 那年 有个男孩称呼我 笑起来像徐静蕾的女孩 呵呵 谢谢你～            
(3星)	 有点不实际，我觉得            
(4星)	 等你爱我            
(4星)	 很好看的电视剧，比奋斗系列好不知道多少倍。。。            
(3星)	 前半部除了徐静蕾，都是经典！后半部太瞎了！！！            
(NA)	 超级讨厌做作的男女主角,这么讨厌的片子居然还记得片头片尾和几个相对可爱的配角.            
(5星)	 人生中的第一部青春偶像剧  对大学最初的认识 爱情最初的懵懂            
(4星)	 当年的李亚鹏······            
(3星)	 属于小学时代            
(4星)	 很久以前看的，觉得很经典            
(4星)	 当时最红的偶像剧，捧红了很多人，现在人看基本也能接受~            
(4星)	 很早以前看的   情节大概忘记了  最喜欢王学兵的那部分戏            
(3星)	 印象遥远 那个时候的李亚鹏和 徐静蕾呵呵             
(4星)	 怎么说是十年前的热作。捧红一票。            
(4星)	 |1101:2029|            
(5星)	 高中时代的偶像剧，那个年代的记忆，纯纯的，以后的偶像剧没有办法有这样好看了。            
(4星)	 看得太久以至于忘了这部剧到底讲什么的了，很遗憾。然后，就记得片尾曲？很好听。谢雨欣《谁》            
(4星)	 看了五遍？            
(5星)	 曾经的那份感动。。。            
(NA)	 曾经一首将爱情进行到底的歌曲，占据了我们青春的多少时光~~~            
(4星)	 中国内地第一部音乐电视。            
(5星)	 看这部电视剧我还是初一，徐静蕾现已变成老徐。李亚鹏也当爹了。我也大学毕业了！一切都是那么匆促！            
(4星)	 等你爱……爱……我…………            
(5星)	 非常非常不错的国产经典爱情剧集            
(4星)	 看的最早爱情戏            
(NA)	 听,大海的声音            
(5星)	 经典偶像剧！            
(4星)	 高中就看了……汗啊            
(4星)	 能触动人心的爱情偶像剧。            
(3星)	 这个算作是最早的内地偶像剧吗？我不知道 但那一年 我刚刚小学毕业 那时候一点都不觉得李亚鹏帅 看着几个人吵来吵去 还感觉磨磨唧唧的 在此之后的N年 我都没觉得李亚鹏帅过 直到出现了李嫣 我才认可他是一个有担当的帅气男人 至于老徐 我对她始终不感冒 无论是她演的她导的还是她写的 估计N年以后也不            
(4星)	 喜欢里面的歌            
(2星)	 我真的不喜欢这部，不知道为什么，也不要问我为什么，不喜欢就是不喜欢            
(5星)	 跑道上的夏天            
(4星)	 人若只如初见            
(NA)	 真是一部可怕的电视剧            
(5星)	 经典中的经典。至爱            
(3星)	 那时候最喜欢看那个后来当记者的妞，最不喜欢徐静蕾的装纯，却忍不住效仿偶尔的表情，比如抿起嘴来提起表情肌。不知道那种女性怎么想的，有点象小公主故羡慕吧，可是又有点不屑，因不是我的风格。评三星因为当时看得糊涂，觉得不是我的人生观，不太可以理解。            
(4星)	 第一部偶像剧。。            
(3星)	 好像是几个故事的合集吧            
(3星)	 其实已经没啥印象了。但跟现在的《奋斗》之类有啥区别？至少是实在吧            
(1星)	 李亚鹏。。。真她N的雷。。。            
(5星)	 这是我看的第一部偶像剧上大学后 还和舍友一起重温过            
(5星)	 最初对于大学生活的向往,不过文慧出国后的剧就不好看了            
