http://movie.douban.com/subject/3933008/	美人心计
(5星)	 回忆了绾青丝紧接着便在机缘巧合下看了美人心计，所以竟然无法抑制的喜欢了刘盈，这个应该很有作为却可悲的皇帝，吕雉的儿子，这恐怕是历史上的他最可悲的标签，无异于了清朝末年的内位皇帝。倒是很意外的看见了杨幂，莫雪鸢。不说了，说这姑娘就悲悯的想去哭一哭……            
(4星)	 不求有一个刘恒 只想要个刘盈这样的男人            
(5星)	 好看 林心如大美女            
(NA)	 我只想说打酱油的好多…            
(3星)	 很久很久很久没看国产古装剧了 考完试一天一夜看完~~ 很喜欢刘盈 悲情的人生 苦情的守候了一生~ 最近咋中国的美女也越长越像了 美女太多分不清楚 = =！！！             
(NA)	 好看 好纠结啊！            
(NA)	 很雷~~如果你想抱着历史典籍观看此片，，那请打道回府。。总的概括：豆豆看世界~~            
(4星)	 演员基本上演得都还可以            
(4星)	 还不错了，里面美女如云啊开始感觉林心如还很漂亮但越到后面，感觉还不如其他演员            
(4星)	 还不错 特别是前半段和都小段   化妆技术不行吖              
(5星)	 喜欢林心如，没想到她也能演这么复杂的角色。看来多学习还是有好处的····            
(5星)	 怎么形容呢。。其实片子介于力荐和推荐之间。是看到结局不算开心的片子            
(NA)	 林心如在这里面很不错！            
(3星)	 怎么窦太后到了7老8十还是林心如的摸样！            
(3星)	 看得我很难受，除了权力，这世上好像没有什么是这些女人所追求的了，什么亲情，友情，爱情，在权利面前都是一文不值的。。。。。。但我不得不佩服窦一房，从一个家人子到一国之后，不容易啊！！            
(4星)	 窦漪房很幸福            
(3星)	 剧情时不时的就脱开了，还是有点太拖，人物动机也不大明了，人物渲染也透出无法驾驭的感觉。导演还是有点弱了。            
(3星)	 还不错的片子，演员选的都很到位，就是里面的梗有点可笑，怎么所有的毒药都一倒到地上就发黑冒泡，毒药也做的太不到位了。后面没看完，跑去看了原版小说。            
(4星)	 比宫心计好多了            
(3星)	 看似还可以   只是虚假了点  很多事情不清不楚的   也没个结果   比如到死刘恒还不知道窦漪房的过去  薄太后也不知道她竟是当年云汐（刘恒的乳母）的女儿……            
(NA)	 喜欢刘恒和豆豆一对儿~喜欢里面的衣服~            
(5星)	 算是近年来不错的国产电视剧了，林心如所演绎的窦美人很棒！            
(NA)	 没有走后宫女人斗争的旧路~            
(3星)	 剧本太烂了，很多情节太过牵强，经不起任何推敲，一群男人被几个女人玩弄于鼓掌之中，合情合理吗。爱情在剧中也被过度放大了，世间哪里有这么伟大的爱情，况且还是在黑暗的宫闱之中。唯一支撑我看下去的就是里面的俊男美女，不管是主角配角还是打酱油的都很好看，服饰也很漂亮。            
(3星)	 很多瑕疵，不过消磨时间还不错吧            
(NA)	 情有独钟            
(4星)	 不够心计。            
(3星)	 我的雪鸢~~~            
(5星)	 喜欢刘恒，为窦漪房废除后宫佳丽三千！            
(3星)	 为找雷而去，所以看的很欢乐，哈哈~~            
(5星)	 一部美人心计让我记住了说有人，唯独豆苗记住的是情。它让我对古装电视剧又有了新的认识。不得不说心如的演技又突破了不少，还有三苗那双电眼，大爱啊！            
(3星)	 那个开篇的兵符让我不能释怀啊~~            
(4星)	 至少比杨贵妃秘史好看咯、。、、            
(4星)	 虽然很多地方很狗血。。。但是我还是被感动了一把~~~表示在纷扰的后宫中，真挚专注的感情对涉世未深的小女生有巨大的杀伤力。关于心计部分，表示我如果在里面肯定早出家去了，姐不陪你们玩~鉴定完毕。            
(4星)	 很吸引我啊  好漂亮 好帅            
(4星)	 花痴陈三苗童鞋...重新审视紫薇姐姐...挖掘雪鸢~~大爱大爱~~（最近真无聊啊~开始锯大杉之余找找乐子）            
(4星)	 这部电视剧让我联想到职场和婚姻的一些生存方法，挺受用的。            
(NA)	 还不错~悲剧的爱情，完美的爱情。            
(4星)	 嗯~嗯~嗯~~~~~            
(4星)	 比想象中的好一些            
(NA)	 呵呵，温情的感情戏~            
(4星)	 个人觉得是林心如演最佳的一部作品了            
(4星)	 林心如            
(5星)	 好看~~很喜欢！！帅哥美女云集……            
(4星)	 最近陰錯陽差看上這部片~覺得題材有吸引到我~演員也吸引到我...就這樣看下去了XD            
(NA)	 前面还行.后面真不好看.            
(NA)	 美女如云            
(5星)	 人该忍时则忍，被逼到绝境时，再善良的人也会选择奋力反击！心计不是只属于某个坏人！            
(3星)	 林心如演技有加强了喂！O(∩_∩)O哈哈~            
(NA)	 美女好多瓦陈键锋不错 赞一个            
(NA)	 窦漪房和汉文帝刘恒的爱情实在是让人感动万分呀，每个女人是不是都要嫉妒死窦漪房了呢？有谁能在后宫佳丽三千之中，万千宠爱于一身？            
(NA)	 很喜欢杨幂的付出，爱情            
(1星)	 这个挫啊挫。。。。。。。。。。。。。。。。。。            
(NA)	 林心如装嫩了一把。            
(4星)	 我是来看刘盈的！我的罗晋哥~~~            
(2星)	 脑残的编剧 看不下去了            
(3星)	 只为了苗苗            
(NA)	 好多美女            
(4星)	 劇情OK            
(4星)	 刘盈~~窦长君~~罗晋~~我就为了你才看完了美人心计~~就像当初靠霍长卿童鞋看完仙三前八集是最爱，刘盈和杜云汐是永远美好但让人无比心痛的回忆。            
(5星)	 很久没看内地的电视剧。不错，虽然故事情节不能有太大的变化，但里面的人物装扮都设置的很美，不错...             
(4星)	 剧情不会太老套。            
(4星)	 集体蜗居看电视剧拉开毕业季的帷幕~永不相问和情有独钟，得此缘将终无遗憾~~            
(NA)	 美女很多。。            
(4星)	 看美女            
(NA)	 又明白了一些事情。林心如演技有增强。            
(4星)	 不做评论            
(3星)	 对历史有些许篡改，可怜的真正的慎夫人就这么莫名奇妙的被N多子孙给恨了……            
(5星)	 林心如的表演给了我很大的惊喜！            
(2星)	 整个一圣母            
(4星)	 是因为sammul才有兴趣的，但后来竟然喜欢刘璋和胡杏儿那对还是喜欢潮爆大状《识法代言人》里的陈            
(5星)	 好好睇，剧情一环接一环，估距唔到~仲意猜测剧情嘎人可以睇下~            
(3星)	 好吧我承认陈键锋很帅。            
(4星)	 穿帮镜头太多了吧            
(4星)	 我喜欢剧中的文帝            
(5星)	 代王帅            
(NA)	 果然很难看            
(4星)	 28止            
(3星)	 前面的故事还不错，就是后面有点罗嗦。还有那个林心如的造型，基本没什么变化            
(NA)	 可能女人篇看了总是让人纠结,所以看到一半就看不下去了,其实最喜欢还是刘盈,能放弃所有,只为了自由,可是又为了她,而放弃自由.里面的女人都太攻于心计.所以看着有些累.为她们这样活着而感到累.            
(3星)	 是一部以汉初为背景，以窦太后为主角的电视剧，改编于小说《未央沉浮》。2010年4月30日——5月8日观看两遍。其实武儿是窦太后的亲生儿子，编剧只是为了加强戏剧冲突，说武儿是慎夫人所生。P.S.对于梦璐喜欢的刘盈，依旧支持刘恒帅。雪鸢很美丽。            
(NA)	 都是要美人不要江山！！            
(NA)	 就是喜欢林心如            
(4星)	 在林心如面前，其他女人都是小妖精。            
(5星)	 林心如很出彩，哦，还有两皇帝都不错            
(4星)	 林心如演技进步了。            
(3星)	 冲着里面的美女 我坚持把你看完            
(NA)	 姑娘们都很好看            
(5星)	 不错            
(4星)	 就那样 熬着夜 黑着眼 一点没有跳的看完了。跟着流了很多泪，也跟着幸福了许多瞬间。好剧。爱林心如~~            
(3星)	 编剧太差，服装造型很不错，看了美人心计才知道原来汉服也能这么好看。严帅哥是点睛之笔，只可惜戏份太少。            
(5星)	 这是我在宫廷剧里看过最好看的。            
(4星)	 林心如的大眼发挥不出威力啊，刘盈有味道啊，剧情紧凑，可以看看            
(5星)	 就是因為這個喜歡上苗苗~~超級喜歡~~            
(4星)	 陈键锋和林心如  太有爱了!            
(4星)	 给三颗半星，看着有点长，不过剧情还可以，大陆出品，算不错了永巷。花开            
(3星)	 一般啦。。。不错的片子。。但是就是没有引起我的深思。。记得最难受的是慎儿的丈夫死的的时候。。（名字忘了）。。他是真的爱她。。            
(NA)	 不错 赞一个 超多帅哥美女的哇 最喜欢刘章和吕鱼这一对了 哈哈            
