http://movie.douban.com/subject/4812751/	成均馆绯闻 성균관스캔들
(5星)	 剧情很小白，为朴有天的努力和精湛的演技折服。            
(4星)	 粉红粉红，，，我就冲着粉红来的~~~            
(5星)	 真美好！            
(5星)	 原来女主角是由美啊~~不错啊            
(4星)	 蛮好看的啊啊啊啊啊TAT            
(5星)	 啊啊啊啊啊啊！女林简直是妖孽！哇哈哈            
(3星)	 这长的，一个比一个好看花痴的天地。            
(5星)	 米米的作品，当然要支持！演的不错！            
(3星)	 虽然10集以后拖剧情况明显，16集以后赶剧情况突出，但前期剧情张力不错，大爱风流不羁，又长情死忠的女林，桀骜啊，下次揍他能轻点吗？            
(3星)	 偶像剧就是偶像剧，白姐说不能深究。大爱宋钟基。            
(5星)	 哈哈哈，好好看！！            
(2星)	 除了演员好看点剧情真的是没什么意思            
(4星)	 除了有韩剧的通病剧情稍嫌拖沓外，总体来说是部不错的剧，轻松看剧吧。            
(4星)	 其实挺励志的！            
(5星)	 宋钟基嫩死了!!!!!!!!!!            
(4星)	 请容许我花痴一下女林同学,男一和女一配,男二和男三配,空前完美的组合啊~            
(4星)	 最后那幕朴有天让我无语了。。            
(5星)	 好看，喜欢有天！啊啊，接受不了，有天的胡子！！            
(5星)	 原来，最终感动的竟是掌议对貂蝉的感情。当然也无法无视女林。。            
(4星)	 不错哦  喜欢有纤 但更喜欢具容夏 嘻嘻            
(5星)	 被女林感动了桀骜就和他在一起吧一个人能付出这么多最后的结尾很可爱真好每隔一段时间都有可以治愈心灵的剧出现如果能改下剧本然后让金九来演金允植就圆满了            
(5星)	 宋钟基~你终于熬出头演男四啦~而不是路人甲            
(4星)	 虎头蛇尾了            
(5星)	 古装版是美男啊 不解释啊 越来越虐了啊啊啊            
(5星)	 終於給追完了 噢我的李善俊最後長鬍子了幾告            
(5星)	 为了有天看的剧，但配角都超级有爱，而佳郎却只识礼仪和法度，一本正经不苟言笑，大米笑起来才是最好看的啊！~女林也太抢戏了，一开始男女傻傻分不清楚，最喜欢他弯弯的嘴唇和眨眼啦~掌仪虽然是个反派，但是他对貂蝉的情感--大射礼上的那滴眼泪着实感人~桀骜女林cp真有爱~在的歌声惊艳啊~            
(4星)	 真喜庆  结局了哎   意犹未尽   蛮喜欢这种在一堆男人里生活的女人   真得小心啊  不过一直希望男主早点发现啊  急死了              
(5星)	 好好看好好看好好看好好好看！！！！！！            
(3星)	 温情搞笑帅哥组合            
(5星)	 陪伴我从开学到现在的一部，第一次追古装剧 = =            
(3星)	 要不是有朴有天.....还是坚持看完了，还行吧~~~            
(4星)	 傻傻惹人爱            
(2星)	 韩国版的梁山伯与祝英台，看来没东西可以拍了。            
(4星)	 宋钟基，太有爱了吧。            
(4星)	 我爱油腻腻的女林！~！！！松果仔啊！！！！！            
(3星)	 男三太你妈给力了。。。。永远不能看完一部韩剧了啊            
(5星)	 好给力阿  下周就是玛丽外宿中啦 哈哈哈            
(5星)	 宋钟基好可爱...~~            
(4星)	 结尾有点急~            
(4星)	 很久不看韩剧了，无意中点开，发现这个还是蛮好看的，虽然是韩国版的梁祝，但绝对是青涩而浪漫不悲惨的“梁祝”            
(4星)	 思密达家的剧，少些指望随便看看就好。。某些新人演员还是有点天赋的。。            
(4星)	 我爱女林。。。。。。。。。。。。。。。。。。。。。。            
(2星)	 越看越没劲，偏偏有个会把片子看完的好习惯。。            
(5星)	 这个五星全部给女林。            
(5星)	 好看啊.....控制不住了口水之类的....疯狂拍爪....不得不说我竟然败起这个了。~- 3 -            
(4星)	 话说剧本跟《是美男啊》挺像~女扮男装混入男人堆的电视剧也不少。但就冲着演员，冲着宋钟基的演技而言，特别值得推荐！我不是花痴，但我喜欢演技好的帅男！另外，朴有天的演技也比我想象中的好，其他人的演技也很给力。            
(4星)	 美丽的人们~掩面飘过~            
(5星)	 花美男            
(4星)	 四星给开始几集            
(3星)	 妈的~我看你剧情发展能多慢！！            
(5星)	 8.4            
(5星)	 好耍有仟出演历史剧 太又趣了 看他一本正经的小样 呵呵呵 傻笑中……不是花痴 纯属觉得有趣 我就喜欢女主角这种演中性性格 不做作 不像《原来……》中那女的 做作死人 学尹恩惠O NI又学不像 这个女主角顺眼多了            
(5星)	 五星。不解释。            
(4星)	 亮了~            
(3星)	 拖沓，越往后越没耐心            
(3星)	 其实吧。这就是韩版古装花样少男少女嘛...不过相比之下更让人郁闷的是为什么男二男三男四男五都比男一帅呢？！这是为神马？！。。外貌协会到此一游。。女林好可爱。。掌议真的都不眨眼睛= =!            
(3星)	 开头好玩，收尾太草。。。。            
(3星)	 沿袭了韩剧一贯不论从第几集开始看都不会接不上的“柔和”剧情，况且还有俺们梁祝的先例在。我只是想说，女林实在是太娇媚了。。。压倒了一切男主女主以及男配！            
(5星)	 一周两集看着太累            
(3星)	 到底是青春偶像剧还是政治大片            
(5星)	 啊~~~~女林啊，你也加入大物他们房吧！你们四个实在太配鸟！！！            
(NA)	 韩版梁祝            
(5星)	 很好看            
(5星)	 深度中毒中……            
(4星)	 强大的男主男二男三配，尤其是让人惊艳的女林。虽然有的台词听不太明白。女主眼睛很漂亮，又大又亮。            
(5星)	 后宫型~我喜欢~女林啊女林，你真是太给力了！            
(5星)	 喜歡桀驁            
(4星)	 韩版梁祝+流星花园       女林大人漂亮的脸蛋儿V5！桀骜同学  呃   ……也v5            
(3星)	 太激动            
(4星)	 还是推荐下，前面几集真的不错，钟基偶吧真油腻！！！            
(3星)	 只为宋钟基啊            
(4星)	 看到后面终于看不动了......            
(4星)	 韩剧典型的狗尾续貂。中间还是不错的。超爱桀骜。只是结尾太俗了。            
(5星)	 老娘果然还是很喜欢棒子剧的啊            
(4星)	 圆满的结局，连掌议都抱到了貂蝉            
(5星)	 晚上回来3个人睡觉那段，笑死我了~~好纠结的3人组            
(5星)	 为毛我更喜欢两个男配，五分之。另外，剧情真的很拖沓。            
(4星)	 只是为了看宋钟基GG的            
(NA)	 哎 ，我是冲着有天看的，但我个人感觉一般般            
(NA)	 佳郎好严谨v(￣-￣)v这剧西皮还真多啊            
(4星)	 大陆的电视剧缺少精彩的脸部表情特写而显得不那么能够抓住观众的注意力……哈哈，女林，妖孽啊……结尾雷到了            
(4星)	 前面拖沓后面pink跟腐，不过还好不会让人反感，原来那是黑山，不好意思完全没印象            
(5星)	 大爱            
(3星)	 棒子版梁祝            
(5星)	 帅哥迷人眼            
(5星)	 有些高校。。。有点像“原来是美男”            
(5星)	 男三很给力啊~~~同志们土豆们快去看啊~~男三你把桀骜搞到手吧~~~~            
(2星)	 越往下走越是肥皂剧            
(5星)	 帅哥太多，，很养眼            
(4星)	 男色风波过后就没那么好看了~            
(5星)	 还是不错的            
(NA)	 佳郎终于出柜！！我太激动啦            
(3星)	 女林啊.....            
(4星)	 萌神具容夏，苦逼男二号            
(4星)	 轻浮的男三深得众人心哦！完全可以再娇俏一点，再撒娇一点！            
(5星)	 有时代背景，戏中的角色很深入刻画，“梁祝”的偶像版。不错的影视剧            
(5星)	 演技派            
(5星)	 没有理由，我的朴大米，当然是五颗星了            
(4星)	 古代版的青春校園劇+韓國版的梁祝            
(NA)	 再出快点!            
(4星)	 对男二 男三 很关注！！            
(4星)	 甜甜演的很好呢！            
(NA)	 女主有点像李多海了哇！以后再也不看棒子剧了，TMD的浪费时间            
(5星)	 很赞的韩剧 剧情紧凑 情节活泼 演员表现也不错            
(5星)	 结局真是=  =囧            
(4星)	 帅哥，美女。            
(4星)	 恩一般            
(3星)	 整到后面我发现这部剧也没有想像中那么完满。但当时的感觉还是很怀念的。            
(5星)	 ~~结局再完美点就好了~            
(5星)	 桀骜干干净净的时候倒没有邋邋遢遢的时候有派啊，那样真是非常的man~       大爱思密达~O(∩_∩)O~            
(4星)	 因为是你。            
(4星)	 帅气男主，粗犷男二，妖娆男三，可爱女主，精致服装，纠结爱情，最适合腐女了，哈哈哈            
(5星)	 古代版花样少男少女~~阿朴加油~~            
(4星)	 结局很仓促，感情戏好少。            
(NA)	 韩国古装看起来真是累~            
(3星)	 男三~男三~~ 好嫩哦~ 看到最后完全就是看他啦啊~            
(NA)	 跟着同寝看了几集，大概与其说韩国青春版梁祝更像是韩国古装版花男吧，剧情无悬念就是那浮云反正人人都爱女主角。不过我非常喜欢那个穿得花里胡哨爱挤眉弄眼的具容夏啊~~~男二男三你们发展一下？掌议对女林是真爱吧（误            
(5星)	 更加喜欢女林吧~            
(5星)	 不解释            
