http://movie.douban.com/subject/1876781/	越狱  第二季 Prison Break Season 2
(NA)	 整个电视剧不仅塑造了Michael这样的一个天才是怎样带领一帮犯人越狱，而且我们从中也看到了人性的另一面。看完前半部，我一直都沉浸在的Michael伟大设计所带来的震撼之中，同时我们从中也看到了亲情所带来的巨大力量。            
(5星)	 太棒了            
(NA)	 美剧 越狱            
(NA)	 我 看过的最精彩的电视剧,不出出来得太慢了!            
(5星)	 PBPB我的最爱 米帅米帅*—*            
(3星)	 一集一集追着看的 差多了            
(5星)	 我等，我等，一月份都来了~越狱也不远了            
(5星)	 MS是我喜欢的男子.冷静,智慧而又不张扬.            
(NA)	 没第一季好看了            
(5星)	 我从未后悔过，只是对结果不太满意            
(NA)	 没有一逻辑严密，有明显硬伤。我喜欢茶包叔叔。            
(NA)	 原来第二季还有这个名字。。。            
(5星)	 很棒            
(5星)	 漫长的紧张。            
(5星)	 好看得不得了            
(NA)	 越狱2要等到2007了。            
(4星)	 继续看!            
(NA)	 PB2..            
(NA)	 越看越没劲,名字该换了            
(5星)	 伟大的战略家。。。            
(NA)	 十四集的漫长等待中            
(NA)	 让你不会停下来            
(NA)	 What will happen next after Alex was killed            
(NA)	 出齐了再看，似乎没有SeasonI精彩            
(NA)	 刺激            
(NA)	 很不错的片子            
(5星)	 男人的概念            
(NA)	 莲女人都喜欢，能不好看嘛            
(NA)	 感觉上没有第一季好看            
(NA)	 杂还不更新!!!            
(NA)	 我 爱 scofield            
(5星)	 挺好看.            
(1星)	 第二季 sucks            
(NA)	 扣人心弦，怀疑他的脑子是不是有芯片的            
(5星)	 爱死类~~~~            
(NA)	 I like Mick------Wentworth Earl Miller            
(3星)	 一季不如一季啊 居然还有第三季...            
(3星)	 拿什么继续拯救你？我的大哥...            
(NA)	 很好看            
(NA)	 情节缜密，超级喜欢            
(4星)	 和第一季比差很多，如果不是第一季，可能要归到还行了，推荐偏向还行。            
(5星)	 喜欢男主角，这一季他有些无奈，但更真实。            
(NA)	 支持mike            
(NA)	 Michael, 帅哥，houhou            
(4星)	 second season            
(4星)	 似乎比起1有点拖沓了            
(NA)	 为什么要我苦等到2007你才更新            
(NA)	 喜欢。            
(3星)	 不错,能让我坚持一晚上看完一季的消耗,呵呵,现在看CSI 都已经可以睡着了,我老了.            
(NA)	 喜欢喜欢~~太喜欢了！！            
(4星)	 不如第一季安排的巧妙，仍在继续            
(NA)	 迷恋Scofield坏坏的笑脸，无法自拔            
(NA)	 每一段都是一个窒息            
(5星)	 不错的剧集            
(NA)	 Prison Break: Proof of Innocence            
(NA)	 看到第二季就觉得没意思了            
(NA)	 不错的情节，很就没有这么着迷看一部电视剧了．．．            
(NA)	 很棒```棒的没的说`哈哈            
(NA)	 不比肖申克的救赎            
(3星)	 第一季开始的十几集比较精彩，但是越到后面越有牵强的感觉，第二季追了8集就没再追了~            
(NA)	 prison Break            
(5星)	 一部让你神经紧甭，心灵震撼的连续剧！我不能不佩服这部戏的编剧！            
(4星)	 总体比第一季弱点,但编剧依然瑕不掩瑜            
(NA)	 好            
(1星)	 不错不错            
(NA)	 很不错            
(NA)	 总之是期待下一集下一集吧            
(5星)	 不错            
(NA)	 永远的记忆            
(4星)	 越狱第二季：亡命天涯            
(3星)	 退步了            
(NA)	 导演: Brett Ratner主演: Wentworth Miller / Dominic Purcell / Robin Tunney / Amaury Nolasco / Peter Stormare上映年度: 2006语言: 英语官方网站: http://www.fox.com/prisonbreak/            
(5星)	 好看啊            
(5星)	 好看啊，就是出的太慢了。            
(5星)	 正在追着看呢！            
(5星)	 极力推荐！！            
(5星)	 感觉是&lt;肖生克的救赎&gt;与&lt;二十四小时反恐&gt;融合在一起了.很过瘾,但也很难等.            
(5星)	 第二季没有第一季好看，编剧梦游了            
(3星)	 不如一气看下来比较爽，一集集等待中——            
(5星)	 It&#39;s a excellent movie,  I like it so much.            
(NA)	 肥皂剧            
(NA)	 好看,就是两个字!            
(NA)	 season 1 不错season 2有点拖沓            
(5星)	 火爆一季之后，美剧又重新赢得了些市场，让我们期待一周一集吧            
(4星)	 电视剧            
(5星)	 一见倾心，别无所求            
(5星)	 紧张,刺激            
(NA)	 没有大家都默认的那个叫爱的东西，什么都不成。            
(NA)	 就是上瘾            
(4星)	 紧张刺激的剧情，出色的表演            
(NA)	 无罪的证明            
(5星)	 弟弟为了救被冤枉入狱的哥哥，入狱再。。。。            
(4星)	 稍微慢了些，但还是期待第三季！            
(NA)	 TBAG            
(5星)	 hao kan            
(5星)	 T-bag is cool            
(NA)	 这片好看！            
(NA)	 看了八集了，等得好辛苦...可能要明年才能继续越狱了!            
(NA)	 继续看。。            
(NA)	 冲人家拍得这认真地态度，就值得看            
(4星)	 22            
(5星)	 十分精彩,警匪电视剧一座高峰吧,相比之下,港台大陆的不堪入目            
(NA)	  越狱            
(3星)	 枝节更多            
(3星)	 这一季要比上一季更紧张刺激，精彩依旧            
(5星)	 I fan T-bag            
(NA)	 黑暗之幕            
(NA)	 还有什么好说呢            
(NA)	 this is  a very good movie.I like it !            
(NA)	 是在逃亡..还是在证明自己的清白.            
(5星)	 希望第二季的慢慢长夜快点过去            
(NA)	 PB的第二季不是还没播完吗？这个版本是？？            
(5星)	 在第二季中，八个逃出生天的一级重犯成为全国警力追捕的对象并展开新一轮的亡命旅途，在逃亡过程中他们面临着种种情况，于是故事接着发展。            
(NA)	 男人的片子！经典中的经典！一起越狱！let&#39;s go!            
(5星)	 不喜欢连续剧,这是例外.            
(NA)	 看编剧怎么把圈子兜回去还是蛮有趣的            
(NA)	 想知道Scofiled最终怎样摆平！            
(NA)	 美国FOX出的好慢，每一集要等1个多星期……            
(NA)	 快点出,急            
(5星)	 太棒了            
(5星)	 剧情很能抓住人心            
(5星)	 真的很好看。前5集有点沉闷，但后几集又非常精彩了。我正在看第八集。            
(4星)	 整体来说还是很不错的，不过和24小时相比，剧情稍显拖沓。            
(NA)	 国外的片子一般一般            
(NA)	 Every Monday night at 8pm, it&#39;s time to watch the TV:PB            
(4星)	 第一季好赞。第二季真不好看。。。            
(5星)	 太紧张了．．．．．想看又不敢看            
(NA)	 越狱第二季            
(5星)	 比一的感觉差            
(5星)	 还不错            
(5星)	 很棒            
(NA)	 真的刺激            
(NA)	 追看中～～＠ｏ＠            
(4星)	 本来想整季完了后再一起看的。下午突然觉得很无聊，什么事也不想干。改变计划，且顾眼前了，人生苦短啊。不过能在看一部电影的时候，准备好下一部，真好。电影如此，生活呢？            
(5星)	 精彩            
(NA)	 我想入个团伙`不杀人不放火`只对个别煞笔陷害            
(NA)	 爱死这个8国混血儿了            
(5星)	 越狱成功亡命天涯的惊险过程，依然精彩：）            
(NA)	 还是第一季好看            
(NA)	 very cool            
(4星)	 不如第一季那么经典，但还是值得一看。            
(5星)	 从上季就喜欢了，不过本季情节发展的有点慢            
(NA)	 是个人，都在看……没啥好说的            
(NA)	 一直在看……            
(4星)	 亡命天涯            
(4星)	 利益争夺笼罩下的人，都失却可爱了。只有SARA和以前一样。LINCOLN是那些人中，最有正义感的人了。~~~该给3颗还是4颗星星呢？            
(NA)	 等待更新中            
(3星)	 只有第一季精彩。后面再看都是惯性使然。            
