http://movie.douban.com/subject/2983389/	寻秦记
(4星)	 一直对结尾的一夫多妻耿耿于怀            
(5星)	 穿越，第一次接触无论回头看几次都喜欢啊            
(5星)	 也是少有的精彩            
(3星)	 没看完啊            
(4星)	 穿越穿越~            
(4星)	 宣萱！～            
(5星)	 老古 喜欢！            
(5星)	 好中意啊~~~            
(4星)	 古天乐 帅！   原来我这么早就看到过林峰了啊！            
(2星)	 就是不喜欢！            
(4星)	 喜欢            
(4星)	 老片了~不过很耐看,古天乐+少爷,吼吼吼~~            
(4星)	 5改编都出5到街            
(NA)	 我高中就被包子摧残了 成天的TVB             
(NA)	 让我十分中意的片子和人啊。比原著美好。            
(5星)	 絕佳配合的典範。支持宣萱。            
(3星)	 哪怕一次，讓古天樂追宣萱，讓古天樂只愛宣萱一個，從頭至尾，一生一世。            
(4星)	 我的穿越剧启蒙之作 古天乐哈帅            
(4星)	 不知道为什么看的时候很讨厌宣萱。。。就是觉得很乌廷芳碍眼。。。            
(3星)	 初中时代的了，琴当时很喜欢看            
(5星)	 大二的五一，靠着这部连续剧过了一个节日            
(5星)	 9.5            
(3星)	 好久好久前了            
(5星)	 看得很上瘾            
(5星)	 好喜欢^_^            
(2星)	 囧。            
(3星)	 恩 到现在都不知道结局……= =太长了 太慢了            
(4星)	 第一步穿越戏             
(5星)	 TVB台庆大戏            
(5星)	 小说很黄             
(4星)	 搞笑的穿越剧，尤其是前半的部分            
(4星)	 穿越至秦朝            
(4星)	 先看的原著。。。这是个错误。。。不过可以理解，毕竟书嘛，可以随便写，但是拍起来就有局限了。。。没有原著那么曲折复杂            
(4星)	 比原著CJ好多            
(4星)	 第一部熬通宵看的电视剧……            
(5星)	 看的是粤语版 超雷超kuso             
(5星)	 古天乐、林峰、江华这三个人的演技真没的说            
(4星)	 大型古装            
(3星)	 电视剧比书好看。然而，有郭羡妮真痛苦。。。            
(5星)	 江华那么帅怎么就演了太监呢……            
(4星)	 很帅，很漂亮            
(NA)	 剧情变的很是那么一回事            
(4星)	 看的第一部穿越剧，那时候觉得很新鲜            
(3星)	 被宣萱那个角色感动着，一个因倔强固执而饱受伤害又无比坚强的女人。。            
(5星)	 01年作品呢，不愧是穿越剧的鼻祖之一呢~古天乐真逗！            
(3星)	 同学的力荐之下            
(4星)	 好看好看            
(5星)	 古天乐从这里开始变黑嗯。。。            
(4星)	 挺好看的            
(5星)	 穿越经典            
(5星)	 好睇：）            
(4星)	 最后几集真精彩啊~            
(4星)	 纯属为了看古天乐~            
(5星)	 高中时代的穿越梦想~            
(4星)	 比较喜欢的，还有林峰哦            
(5星)	 虽然最后3P了但是我还是爱看帅哥            
(4星)	 看了两遍            
(5星)	   喜欢这种跨越时空的故事情节，每次都会被天乐那现代化的生活细节在古代的困惑搞笑得要喷饭，喜欢他的表情，帅帅的，酷酷的。其实电视里还有挺多很有味道的个性角色。确实挺不错的。            
(4星)	 穿越。。。自己后来无聊又在土豆上看了一遍。。。            
(4星)	 还是原著小说够强大            
(NA)	 古天乐真是太帅了            
(5星)	 我只喜欢古天乐的这部和神雕两部电视剧            
(4星)	 蛮有意思的穿越...            
(4星)	 前半部在古代乱闯的很赞，宫廷斗争的就不好玩了。            
(4星)	 执穿越之牛耳！            
(4星)	 前半部分比较好看            
(5星)	 很久以前就知道，现在才有机会看，看的挺开心的，感叹里面女子的才情、智慧和美貌，以及不可把握的命运。要是自己能回到古代，会是怎样的故事呢。。。            
(3星)	 还是和琴清最配~郭羡妮气质好好~            
(4星)	 好玩            
(3星)	 电视剧一部            
(5星)	 我家少爷当初无比稚嫩的一部剧啊~呵呵·好好看~看过好多次咯~            
(5星)	 絕對的經典~古帥和少爺~不知道為什麼,非常不見待公主阿...            
(4星)	 最好的穿越剧！            
(5星)	 喜欢            
(NA)	 很久以前            
(2星)	 俊男丑女，不看也罢            
(5星)	 不错的片哦            
(4星)	 穿越经典之一            
(2星)	 中学时看过            
(4星)	 寻秦记            
(4星)	 还不错。我被第一集吸引了，结果看完了整部剧。。            
(5星)	 经典            
(3星)	 看掉一半时喜剧部分大势已去，我不喜欢这个结尾。            
(4星)	 曾经那样没日没夜的看！            
(5星)	 穿越剧鼻祖。            
(5星)	 古仔巅峰力作！            
(5星)	 现代人要真能回到古代还真是牛。            
(5星)	 看过的第一部穿越剧（小说）            
(5星)	 好看好看~~~            
(5星)	 时空穿越，风行影音上可以看到            
(NA)	 不错            
(5星)	 成功穿越            
(4星)	 分几次看完。。剧情不错。。长了好多历史知识            
(5星)	 两个男主角大赞！！            
(3星)	 呃，一开始觉得很赞，毕竟那个时候穿越不流行，后来剧情就开始比较瞎了            
(4星)	 满喜欢的~            
(4星)	 不知道为什么，对古sg一直很有好感。。。            
(4星)	 幸亏宣萱对古天乐没兴趣            
(5星)	 看了之后爱古天乐爱得要死↖(^ω^)↗ 不喜欢宣萱 觉得她牙特大╯﹏╰  不过不是因为她牙大我才不喜欢她 说不清为什么不喜欢她 她演的角色我没一个喜欢的~~            
(4星)	 小黑            
(3星)	 这个，囧            
(NA)	 很正点            
(5星)	 这部剧巩固了古仔在TVB小生的地位，同时也使TVB的收视达到一个顶峰            
(5星)	 最喜欢的电视剧之一~~~~很不容易的评价            
(4星)	 穿越时空            
(4星)	 穿越啊            
(NA)	 古天乐真帅            
(4星)	 似乎是这个连续剧让我对历史开始感兴趣            
(5星)	 古天乐这里简直帅到爆啊            
(4星)	 这个当年是相当好看啊。哈哈            
(3星)	 项少龙...居然是项羽的爸爸~我汗死            
(5星)	 最好看的穿越剧            
(5星)	 好看~            
(5星)	 最早的穿越题材。。古大帅哥啊。。            
(5星)	 重温中，以前看的是国语版本，这次把粤语版本搜出来再看一遍，毕竟是TVB的经典呀。            
(NA)	 TVB经典穿越            
(5星)	 老喜欢的 还有小林峰的秦始皇 多炫            
(NA)	 TVB啊~~~            
(3星)	 ms都不太记得了，还蛮搞的~~~            
(NA)	 古天樂&gt;&lt;            
(5星)	 帅哥云集            
(5星)	 看了粤语版 比国语版搞校多了            
(5星)	 原本古天乐也曾经惊为天人            
(4星)	 古天乐~ ^_^            
(5星)	 编得不错            
(5星)	 我妈妈都看呢...            
(5星)	 有风格            
(4星)	 太久，忘了...            
(4星)	 比起书来，还是差了不少            
(NA)	 大学里看的            
(5星)	 穿剧因为古仔而生动            
(NA)	 古天乐的片子都还好,这部的古天乐好黑啊,囧,有我喜欢的宣萱和林峰            
(NA)	 喜欢这个时候的古仔。。黑黑实实。。            
(4星)	 很扯，但是好看，俩黑帅哥也很养眼。项少龙的儿子是项羽哦。            
(5星)	 还想再看一遍            
(1星)	 好看。。            
(3星)	 我觉得里面的女人们一个赛一个的雷，尤其是滕丽名的扮相，妈呀，雷死了。            
(4星)	 穿越时空            
(4星)	 看了一遍又遍，朋友都不理解，喜欢要什么理由呢            
(5星)	 很高以前看过，古天乐蛮帅的。            
(3星)	 一般，不如小说            
(5星)	 喜欢善柔            
(NA)	 姐姐的推荐存在于那个流星花园的时代            
(NA)	 改编之后，重点从历史，变成了四角恋...            
(3星)	 项少龙的儿子是项羽。。。            
(4星)	 因为有一个强大的故事            
(5星)	 有宣萱的戏偶必看            
(5星)	 虽然和原著很不一样，但是我喜欢这种操纵时空的感觉            
(NA)	 看过三十多遍的电视剧，台词能倒着背了            
(5星)	 编剧真的很强悍~比较早的穿越了吧TVB古装剧的经典            
(4星)	 很依据书            
(5星)	 很好看呐！            
(NA)	 我一直就喜欢看TVB的  我会永远支持```            
(5星)	 喜欢            
(NA)	 一般得不能再一般            
(NA)	 小时候很爱看。。现在看看也好玩的            
(NA)	 我就喜欢古天乐            
(3星)	 他又不是第一个穿了的，稀奇什么~            
(4星)	 那啥,我得承认。我太落伍啦。最近湖南卫视大夜里播。搞得我提前睡觉为了看它。我喜欢琴清那个演员~01年的片..7年过去，你说我还要去找她照片么？            
(3星)	 一般            
(5星)	 经典的搞笑片，多年以后重新看还是很有看头            
(5星)	 经典 让人也想穿越~            
(2星)	 没明白怎么好看了            
(4星)	 好的穿越电视剧啊 不过还是偶像的魅力啊 还有林峰啊            
(3星)	 小流氓变红人....            
(NA)	 看得多的影视之一            
