http://movie.douban.com/subject/1786743/	老房有喜
(4星)	 曾经觉得超好看的连续剧            
(3星)	 还珠时代下的产物            
(5星)	 dream             
(4星)	 平心而论还是不错的            
(5星)	 哎呀！那时候我多喜欢……            
(NA)	 吉祥猪。            
(3星)	 当年赵薇真年轻            
(NA)	 1.赵薇都穿自己的衣服2.百姓聊斋            
(2星)	 以前还珠热，觉得很好看。一个人，一个城市，一个机遇，遇到另一个人。回忆起上一辈的忘事情怀忘记了10年后再看一集画面粗糙 服装粗糙 配乐粗糙 剧情粗糙就这样 怕颠覆过往的美好没有勇气再看第二集。            
(4星)	 想当年很喜欢赵薇和苏有朋哈哈~            
(4星)	 好老的片子，好美好的回忆            
(NA)	 环珠格格后遗症            
(NA)	 以前好喜欢 一天看两遍 贵州卫视！            
(NA)	 想当初那喜欢赵薇            
(NA)	 赵薇早期作品了            
(3星)	 1998年看老房有喜            
(3星)	 编手环流行一时，还有朱桦版的月亮代表我的心。            
(3星)	 老房子和旧时代            
(NA)	 呵呵            
(4星)	 怎么说呢，我是以现代版环珠格格的心情去看这个的。说实话，环珠刚出的时候还是看得满上瘾的            
(3星)	 还行吧            
(3星)	 喜欢maggie和小春他们俩。            
(3星)	 一般            
(5星)	 很喜欢的轻喜剧            
(3星)	 大眼美            
(4星)	 记忆            
(4星)	 没啥好说的。它已经成为那个时代的标本，带着我们无数的憧憬和纠结。            
(4星)	 当时能看到现代装的有朋是多抹开心呀            
(5星)	 爱爱爱            
(3星)	 小时候看的            
(3星)	 冲赵薇和苏有朋才看的, 不好看. 不过俊男美女养眼            
(3星)	 上海的老房子呃            
(5星)	 当时觉得挺有意思的            
(3星)	 小学的记忆            
(3星)	 轻松，赵薇            
(3星)	 以前被狂轰滥炸地看了N遍，再好看也看难看了。。PS 幸好那时候还没有被苏有朋审美疲劳。            
(3星)	 回忆            
(4星)	 老房子里的许多故事。            
(4星)	 简单~其实挺好~~~            
(4星)	 好像當小鵬的女朋友，馮雅詩真漂亮            
(3星)	 因为小燕子才看的            
(NA)	 赵薇比较早的片子，进步的相当的快啊，科班出身就是不一样，当然，勤奋很重要            
(4星)	 张信哲的那首插曲很赞            
(4星)	 凑合吧            
(5星)	 比还珠格格还喜欢            
(NA)	 多少年前的事儿了            
(3星)	 当时颠来倒去的看啊……            
(4星)	 不知道为什么, 当时觉得这戏真的很不错.            
(4星)	 不错，当时看得津津有味的。            
(3星)	 赵薇还年轻            
(2星)	 看过 忘了            
(NA)	 初中大爱            
(3星)	 年轻时候的苏有朋...            
(5星)	 很小的时候看过,现在特别想念            
(4星)	 记得是初中时看的            
(NA)	 呃……感觉又要说自己年少无知了……            
(4星)	 无理由的喜欢~~            
(NA)	 与赵薇一起成长的岁月里，有他陪伴，足矣            
(4星)	 看赵薇的第二部剧            
(5星)	 超惊艳的赵薇            
(4星)	 挺不错的片子。。。            
(3星)	 特无语，这个编剧~            
(1星)	 唉            
(NA)	 还珠的余热。。            
(3星)	 太巧合了吧            
(3星)	 当时挺喜欢.            
(3星)	 那房子我喜欢            
(3星)	 看到VV就觉得好笑，不知道为什么。            
(3星)	 不要太老的片了哦。            
(4星)	 还买了书!喜欢主题曲            
(3星)	 片尾曲很好听            
(4星)	 不错            
(NA)	 当时居然还很爱看            
(4星)	 初中的时候觉得好好看的            
(4星)	 其实我觉得很不错            
(NA)	 苏有朋 赵薇            
(4星)	 喜剧~~            
(NA)	 看时仿佛还是个孩子            
(4星)	 太老了，老到我都不记得是讲什么啦，看来我把童年忘了            
(3星)	 看看吧            
(4星)	 多么好看！于是那段时间迷死朋薇cp……            
(3星)	 以前看过            
(3星)	 还不错            
(NA)	 初中的回忆   80后的成长记忆            
(NA)	 有段时间很喜欢看            
(3星)	 苏小鹏~            
(NA)	 很温馨            
(NA)	 。。。            
(5星)	 那年夏天，那所老房。。。            
(NA)	 其实还是可以~~            
(4星)	 还行，不过那些二三十年代的部分还不错。            
(3星)	 那时还是很喜欢赵薇和苏有朋这对的            
(3星)	 好吧 典型的偶像剧            
(4星)	 冲着还珠格格的波涛；去看了这个老房有喜。让我彻底喜欢上了赵薇。            
(3星)	 这部剧其实真的还成，可以看看            
(NA)	 还珠后            
(4星)	 苏有朋和赵薇最清纯可爱的形象            
(4星)	 两个灾难            
(NA)	 看得挺温暖 一直蛮稀罕赵薇的~~那时候眼睛大大 活活泼泼~~这是个很率真的女孩儿~            
(NA)	 小学四年纪看的~~~            
(5星)	  很青春很好看            
(3星)	 发生在上海的童话故事            
(4星)	 还珠格格之后很火的电视剧吧            
(5星)	 好早了。。            
(3星)	 老房子里的爱情故事            
(3星)	 上海的老房子，就是那个时代感觉～            
(NA)	 很喜欢，老上海的氛围            
(4星)	 当初看哭了。            
(3星)	 那会儿多么的喜欢赵薇呀            
(4星)	 我的第一代偶像            
(NA)	 很小的时候看过            
(5星)	 那时候很喜欢看            
(4星)	 当年不像现在一样偶像剧当道，想当年我是很迷这剧的            
(NA)	 当时挺喜欢苏有朋的= =            
(5星)	 上海，法国梧桐，弄堂，苏三……借着《还珠格格》的成功，两位主演再度联手。当年的赵薇，真是青春逼人。剧情也很精彩。            
(NA)	 老房有喜            
(NA)	 剧情不记得了，当时就冲着赵薇苏有朋的，可他们现在也不年轻了！            
(3星)	 童年回忆            
(2星)	 ||？忘了            
(NA)	 初二的暑假很喜歡看喔            
(2星)	 这个就比较没意思了            
(NA)	 看完还珠一，对赵薇和苏有朋特别仰慕，正值播出老房有喜，相当喜欢。只不过结局为了让两个人在一起，硬是把本来长的很像爷爷的并给人们带来错觉噱头的苏有朋说成十从孤儿院带来的并非亲生。。。有点次            
(NA)	 老房有喜             
(NA)	 还是最爱            
(4星)	 在当初，也曾风靡一时            
(3星)	 中学时看的，居然过了那么多年。            
(NA)	 呵呵·~当初确实很喜欢看啊~            
(NA)	 1999年        又名: 表妹吉祥            
(3星)	 蛮好玩的            
(NA)	 美好的结局            
(4星)	 一到暑假就开始放《老房有喜》，然后突然有一年所有台突然都变成了XXX批斗大会。。。            
(4星)	 山重水复疑无路，柳暗花明又一村的感觉            
(2星)	 苏有朋和赵薇这对搭档真是百看不厌，哈哈~不过现在估计不行了~            
(NA)	 觉得后面的故事情节有漏洞            
(NA)	 想起带在手上的东西，呵呵～            
(5星)	 今年又回头去看的。你说剧情土吧狗血吧，你说服装差吧头上摩斯多吧！可是就是觉得好美好哦，一种真正的带着青春和青涩味道的，会发亮的特有生气的美好。            
(3星)	 当时看得津津有味            
(2星)	 当年冲着赵薇和苏有朋看的，但是戏实在不怎么样            
(3星)	 这个...台湾偶像剧模仿的失败品..但是也算过得去了...            
(NA)	 呵呵            
(3星)	 赵薇，苏有朋，老上海            
(NA)	 有一段无聊的时期很喜欢这部剧-,-            
(NA)	 小燕子和五阿哥牵手的现代版剧集，舅妈看兴奋之余，还给我买了一小燕子的流行背包，如今静静的躺在柜子的角落里，不再用起……            
(2星)	 有段时间挺迷她的            
(3星)	 我居然赖着性子看完了的，不容易呀            
(NA)	 那是看还乐呵乐呵            
(NA)	 小时候看过，以前觉得好看，但是现在想象其实不怎么样            
(3星)	 回忆阿            
(5星)	 任何时候都会想看.喜欢那老老的房子,里面庸俗得可爱的人们.            
(2星)	 一般            
(5星)	 内地纯正偶像剧开端            
(3星)	 利用当红演员人气的作品。            
(2星)	 - -！            
(4星)	 咱小时候一直觉得赵薇和苏有朋是绝配！            
(3星)	 很久之前看的，现在看来觉得没什么拉！一般般            
(5星)	 就是好看            
(3星)	 那时候多希望他们俩能凑一对的            
(3星)	 當是覺著不錯！            
(2星)	 没意思            
(3星)	 我自己都对我看过这个感到不可思议.            
(3星)	 现在想想当初自己蛮幼稚的            
(3星)	 记得那时候刚看完《还珠格格》……            
(5星)	 因为这部喜，让我爱上她            
(4星)	 值得一看再看            
(3星)	 初中看的片子，那段时间仿佛还珠格格很流行，赵薇很火            
(3星)	 吴有利，汗            
(NA)	 喜欢！            
(2星)	 现在想不通当初为啥看这么个无聊的电视剧，如果赵薇只拍过一部还珠格格我或许会比较喜欢她            
