http://movie.douban.com/subject/1863941/	天龙八部 天龍八部
(4星)	 我看时没有大陆版的看得明白，可能那时候太小了吧。            
(4星)	
(4星)	 小时候看都被人物关系弄混淆了。。。囧            
(4星)	 现实生活中的人与事            
(5星)	 最喜欢段誉那种痴情好男人~            
(5星)	 看过很多版本，这版被很多人视为经典            
(4星)	 喜欢段玉^^            
(NA)	 金庸 武侠TVB 电视剧            
(4星)	 很喜欢里面的乔峰，当小时候看他，那感觉就是崇拜，对我有影响吧。            
(5星)	 看这个电视是从中间某一集看的，第一眼就被吸引了            
(4星)	 TVB的古装都是满耐看的            
(NA)	 神仙姐姐            
(NA)	 黄日华张得好难看~            
(4星)	 黄日华太NB了，演谁像谁            
(4星)	 当年和它大对台的是《雪花神剑》原来看《雪》的后来该看他~~~            
(5星)	 83版!经典中的经典!保留!            
(NA)	 陈浩明不错。。。            
(5星)	 TVB拍的金庸才是真的金庸！            
(3星)	 不够好。。            
(NA)	 小時候            
(NA)	 这部电视剧深刻的影响了我的爱情观，要找就找一个像乔峰那样顶天立地的男人....可惜至今未有遇到            
(NA)	 迷恋段誉的说~            
(5星)	 英雄。。。            
(5星)	 就记得陈浩民和李若彤了，tvb拍的似乎都很经典            
(4星)	 我會開始看金庸還是因為這套劇            
(5星)	 超级喜欢乔峰            
(5星)	 记住了那个段誉            
(NA)	 不喜欢那个阿朱啊。。。            
(NA)	 经典            
(5星)	 大侠的片，再版            
(4星)	 当年的八台连播仍然历历在目..            
(4星)	 很喜欢段誉.  我...喜欢阿紫.            
(5星)	 结束的背景音乐影响老深厚的            
(4星)	 很经典的一部，很精确的选角            
(4星)	 这部剧成就了一个完美的段誉，可惜他没有把自己的完美发挥下去。            
(5星)	 不一样的剧情，更好的选择            
(3星)	 虽然此部堪称经典，但貌似我喜欢更老的那一部，喜欢那个里面的王语嫣，阿朱和阿紫            
(5星)	 刘锦玲的阿朱  经典            
(5星)	 这部天龙八部是我最喜欢的版本！那首主题曲也是最爱的！还有还有可爱的虚竹！每次只有电视上播放，我一定会为它而停留            
(4星)	 最早开始喜欢陈浩民就是在这里啊，段玉真纯情阿~            
(3星)	 回忆啊，经典啊            
(NA)	 也是经典...            
(NA)	 回忆            
(5星)	 最喜欢李若彤了！            
(4星)	 最经典的。            
(4星)	 只看过这个版本，电影里三个女人的天山童姥不算            
(4星)	 萧峰哥哥……段誉哥哥……            
(NA)	 剧情很不错，制作比较一般            
(3星)	 这个版本乔峰不错            
(4星)	 没看完。            
(4星)	 还是这一部经典            
(5星)	 经典            
(NA)	 乔峰是个哈儿。。            
(NA)	 这部天龙八部是我对初中三年级的一大重要回忆。            
(5星)	 这一版的我超喜欢            
(NA)	 小时候看D            
(NA)	 段誉最可爱            
(NA)	 美得很呢！            
(3星)	 还是最中意港版的。。            
(4星)	 最喜虚竹，憨厚老实。            
(5星)	 喜欢陈浩民!            
(NA)	 比较成功的金庸剧 那个谁谁你也拍够了吧            
(3星)	 人太多，剧太长，看得累，很不喜欢乔峰~            
(4星)	 还不错，不过慕容复面相太老了，虽然演员的年纪不大。            
(5星)	 最有味的一版天龙八部，百看不厌~            
(NA)	 我喜欢看的            
(5星)	 还是比较能接受这一版            
(4星)	 那才是乔峰好不好，胡军吓死我了            
(NA)	 最经典的一部            
(4星)	 其实我觉得这部是不错的 当时对陈浩民的段誉最有感觉啊 最好的段誉            
(4星)	 唯一看过的一本金庸的书            
(5星)	 小学            
(5星)	 最爱这一版            
(NA)	 最喜欢的一个版本            
(5星)	 又是个经典            
(5星)	 算是经典了            
(4星)	 喜欢这版的乔峰            
(NA)	 那会上中学没时间看，到了大学租了个碟子，一气看完，爽            
(4星)	 最悲情的英雄！            
(4星)	 因为李若彤才看这个电视剧            
(3星)	 只记得乔峰了            
(5星)	 当年七八个卫星频道齐播此剧 盛况空前             
(5星)	 这里面的虚竹太灵了~段誉超可爱~黄日华大哥很有气魄~            
(NA)	 萧峰，真男儿！            
(5星)	 段誉 段誉            
(5星)	 最喜欢这个版本的了            
(NA)	 小时候大家都记得段誉，如今大家都叫他猴子            
(NA)	 经典，太经典了            
(4星)	 就是人物关系太复杂了点...            
(5星)	 超喜欢陈浩民            
(4星)	 经典            
(5星)	 其實這部我覺得比95神鵰拍得更好睇…以9字頭重拍版水準而言…            
(5星)	 经典~黄日华版的萧峰帅呆了~            
(3星)	 也还OK啦            
(5星)	 aaa            
(5星)	 段誉啊啊啊啊啊啊啊            
(5星)	 爸爸找别人借的碟子，最后也没有还……            
(NA)	 JD            
(4星)	 。。不管怎么都是经典。。。。李若彤的演技真的不是刘亦非可以比的。。。            
(NA)	 不说了。同上。感觉书线索太多，比较乱。结局不好。            
(NA)	 呵呵，侠义情意            
(NA)	 感觉是部好坏参半的作品呢            
(4星)	 在看电视剧之前，我刚好看过原著。电视剧版本与原著有所差距，但仍不失好看。只是李若彤的表演和装扮没有到达期待值。            
(4星)	 可以看            
(3星)	 现在掉价了。            
(4星)	 可愛的段譽~            
(5星)	 黄日华是神似。最成功的乔峰。            
(5星)	 首先看的是国语版，配音阵容很强大，听着就是享受，尤其叶清配的段誉！感谢那些用声音为我们美化港剧的TVB声优们！            
(5星)	 周华健写的主题曲啊            
(5星)	 乔峰，绝对英雄            
(5星)	 经典中的经典            
(NA)	 天龙八部            
(4星)	 最喜欢的段誉王语嫣，不过从来就没看全过!            
(5星)	 爱死段誉了            
(3星)	 完全是因为黄日华的表演才有得看            
(5星)	 经典            
(5星)	 黄日华、陈浩民、这部剧真经典。            
(4星)	 乔峰很男人。。。不过当年我更喜欢段誉。。。还有神仙姐姐。。。            
(4星)	 还不错            
(5星)	 每一个人。每一句话。每一段情。一生一死，嗔痴欢苦。            
(5星)	 看过无数遍了，依然那么喜欢！！！            
(NA)	 金庸武侠英雄主义            
(5星)	 曾经超级喜欢段誉，后来……            
(5星)	 你看我对电视剧的要求很低嘛            
(4星)	 最爱的版本            
(5星)	 剧中三兄弟仍历历在目            
(4星)	 我永远的天龙八部            
(5星)	 这就是侠义江湖!!~~~凌波微步。。。            
(4星)	 香港电视剧，好看但不精致。            
(4星)	 还不错 很喜欢段誉            
(NA)	 陈浩民演的还不错            
(4星)	 黄日华啊，呵呵            
(5星)	 最喜欢的武侠，悲剧英雄萧峰很令人敬佩。            
(5星)	 悲情的萧峰，痴情的段誉，苦情的虚竹；还有最纯洁的王语嫣            
(4星)	 只有陈浩民的段誉            
(NA)	 陈浩民的段誉啊～叶清的配音啊～            
(4星)	 不错            
(4星)	 单纯喜欢啊            
(4星)	 经典的片子小说我也是金庸里最喜欢的一部            
(NA)	 1997年       又名: The Demi-Gods and Semi-Devils / Eightfold Path of the Heavenly Dragon            
(NA)	 看过  不过我还是比较喜欢刘MM的....            
(5星)	 乔峰。            
(5星)	 无可复制的经典            
(5星)	 曲折～            
(4星)	 ——乔帮主（乔布斯）去世了。 ——啥？黄日华？            
(NA)	 90年代经典.            
(4星)	 没看全            
(4星)	 歌很赞            
(NA)	 美女太少            
(4星)	 TVB也是拍金庸的高手            
(5星)	 最喜欢的金庸小说之一~~~            
(5星)	 最喜欢这个版本            
(5星)	 纯粹是因为喜欢何美钿...            
(5星)	 看N遍了还在看~            
(NA)	 喜欢老二和老三            
(5星)	 刚好赶上的经典，大概现在的孩子们不会想新版更好            
(5星)	 有不少人喜欢央视版的，我倒觉得还是97版的经典。。。。            
(NA)	 我想这时最好的一版天龙八部吧            
(NA)	 经典            
(5星)	 相当喜欢            
(NA)	 哎!虽然有些古董化了但也是茶余饭后常议论的大剧,让俺不自觉的想起了小时候的快乐ing....            
(5星)	 就喜欢这个版本的。。            
(NA)	 最不喜欢的金庸作品。            
(4星)	 因为这部戏喜欢陈浩民，其实我最喜欢看的是虚竹的故事，还有关于灵鹫宫天山派的那些事            
(NA)	 满好看的            
(5星)	 最喜欢这一版的天龙八部            
(NA)	 帅阿            
(NA)	 可爱的段誉            
(NA)	 那個年代添哥監製的金庸劇幾乎部部經典，這個版本的演員無論是形象和氣質都選得實在太切合原著了，從喬峰段譽虛竹到王語嫣慕容複阿紫鍾靈木婉清等等等等。雖然討厭膚淺迂腐的小男人段譽，以及陳浩民，不過無可否認真的是選對了人。最愛喬峰和木婉清，趙學而的木婉清實在太美太美了。            
