http://movie.douban.com/subject/3864306/	谈情说案
(3星)	 看到11集我终于弃剧了,因为12集的从第一分钟开始我就睡着了,直到12集的片尾曲响起.对于抄袭不抄袭,我就不作评论了.我只看&#34;说案&#34;和马国明林锋去的.结果只剩下&#34;谈情&#34;了.所谓的案子都是打个酱油....很无语~            
(4星)	 kingsly    每个案件都不可以没得他。。。谁写的剧本啊。。。狂晕。            
(3星)	 谈情部分看的憋屈，说案部分也不够高明            
(3星)	 香港版的神探伽利略。无聊时可以看看            
(5星)	 这是本人近期看的最好看的一部TVB啦...~            
(4星)	 两颗星给无数个配角，一颗星给马国明，一颗星给杨怡的哭戏            
(4星)	 我就对物理比较感兴趣。。。            
(3星)	 好吧。。突然觉得马国明很可爱。。            
(3星)	 马国明比较出彩吧            
(4星)	 后面的案子还好...            
(4星)	 同学推荐，貌似他们都很爱峰少爷！            
(3星)	 终于追完了这部剧，完全是奔着完美的景教授，谈情才是这部戏的亮点。我总觉得杨怡演戏太用力了，不自然。            
(4星)	 小K你無比帥氣。【系邊個記錯數】            
(3星)	 果然是先谈情，呵呵，这好像就是在说感情戏才是重头戏。不过还是希望剧情，比如案件能更精彩一点~！            
(3星)	 山寨日剧《神探伽利略》，林峰感觉不在状态，杨怡还可以            
(3星)	 剧情不够紧凑，有点乱，案情分析较差，故事不算精彩！但喜欢林峰。。好帅～～            
(NA)	 一直在追。。            
(5星)	 大爱风衣            
(5星)	 kingsley太完美了            
(3星)	 为了马明看的，剧情，一般            
(NA)	 不错啊.            
(4星)	 最近也就这部剧能看看了，但是案子实在没有以前的TVB刑侦局精彩，结尾有点草率，其实还能再拍几集的            
(3星)	 真的一般般            
(4星)	 剧情不是很好的感觉            
(4星)	 很喜欢剧情 www.ppseo.info            
(4星)	 为什么在这个时候看了这部戏 不明白              
(3星)	 喜欢林峰的千万别上当,这是为杨怡和马国明量身订造的戏.            
(4星)	 我也看起了港剧 蹭同学的 今儿上午考财管的时候还回想了下这个剧 哈哈 解放了 考回来就接着去老曾寝室蹭 其实还成 破案好好玩 最后那个特别是 我还紧张 没溜儿劲儿的 哈哈 幸亏不是古装 实在受不了TVB的古装 我也算知道林峰啥模样儿了 不奥特了            
(3星)	 只适合随便看看 解解闷            
(3星)	 抄袭……看着kingsley苦苦追求犀利妹的时候，脑袋蹦出一句：你都有今天了！            
(3星)	 三颗与四颗之间吧，还行，感觉kingsley太万能了，显得警察好没用啊。感情戏太多了，案情就显得不出彩了。            
(4星)	 童话故事的啦~            
(4星)	 帅哥养眼，但是后面演的也太扯了，太多BUG。。            
(4星)	 超瞎的~~            
(5星)	 {是加法还是十进制？} 分手的片断 让人看得好难过好难过。。。。还好Kingsley不舍得放弃这段感情  还好Gorden他们也是Happy Ending~~不然真的要哭死了。。。            
(4星)	 林峰太帅了 怎么办!             
(4星)	 因为谈情说案，我三天的复习计划泡了汤。。。马国明好帅！！！            
(3星)	 也就这样~看看人！            
(4星)	 这几夜陪我度过的就是它啦！大结局了，我一时不知所措啊~~我爱峰哥的角色，也爱他的一匹瓦！            
(3星)	 要不是为了某人……居然是被副CP萌到            
(3星)	 犀利妹失恋的场景，深深地触动我内心最柔软的地方~~~            
(3星)	 快进～            
(4星)	 就林峰比较帅，那些案子就是垃圾            
(3星)	 一般般，不知道到底为什么这么多人说好看！可能是因为我已经看过神探伽利略的原因吧！            
(3星)	 结尾很草率，感觉好像是应观众的意愿硬拉两人在一块            
(3星)	 既没感觉案子好精彩，也没感觉，情好到那点·哎~            
(3星)	 学《神探伽利略》也学的不好…先不提我不喜欢林峰，案子也都没什么意思，总有种故意往物理上套的感觉。而且感情戏比例太多了，廖碧儿究竟是个什么样的存在…再加上刚温习完《法证先锋》就看了这部，顿时觉得是小巫见大巫。TVB拍的剧一年不如一年，捧的新秀也一个比一个不对我胃口…失望&gt;&#39;&#39;&lt;            
(NA)	 纯粹看人~            
(3星)	 总觉得肤浅了点~也不能说是抄袭吧、强调的也是不同的地方吧~杨怡失恋哭的那场戏很棒！难道TVB不能出更好的戏了么？            
(4星)	 案子到是一般。 林峰仍然很帅啊~~            
(4星)	 呼唤续集~            
(4星)	 马国明很帅。            
(4星)	 还不错            
(NA)	 在伽利略面前真是小case啊。            
(4星)	 哈哈~ 刚开始觉得Kingsley好靓仔，后来越看越中意犀利妹！LO sir都好搞笑！！            
(4星)	 唔理系咪抄lar.我覺得都幾好睇ar haha            
(4星)	 结局太没创意了，其他的还行。。            
(3星)	 一部分的剧情真的很狗血，有那种早知今日，何必当初的感觉。不过，（剧透），犀利妹抱着飞sir在洗手间里大哭的时候，自己也很不争气地泪流满面。因为这部剧，开始喜欢廖碧儿，她做花痴状，让人感觉很陶醉。Lo sir的风头，一点不小于professor king。气场很足。            
(NA)	 帅帅的马明，呆呆的少爷峰            
(4星)	 蛮好看的            
(5星)	 Kingsly 你好靓仔 澳洲那段完全感动 再次嚎啕。            
(4星)	 GORDON LO~~            
(5星)	 大爱林峰。            
(3星)	 死喇，我居然觉得马国明靓仔！！            
(4星)	 犀利妹好可爱～            
(4星)	 这部剧和日本神探伽利略比较类似的，不过林峰在里面演绎的很不错，杨怡也开始因为宫心计在tvb开始挑大梁了，在这部片子里面演绎的也不错，大家要是比较闲，建议看下哦~~~            
(4星)	 喜欢马国明在该剧中扮演的角色。婚前，风流不羁，但是决定对一个女人好之后，就会对她一心一意。很真诚。他之前对于凌敏嘉那种介乎于朋友与情人之间的那种关系很奇妙。            
(3星)	 最多算个港版的伽利略            
(3星)	 还行            
(4星)	 感情这个东西，不论是多么有成就的科学家也是算不清楚的ps：近几年还不错的一部港片            
(4星)	 杨怡最后一场的哭戏演的太好啦。            
(5星)	 非常的好看。关键是林峰帅的。。            
(NA)	 杨怡林峯马明~正~            
(5星)	 林峰嘛～有太多的巧合，但是爱情却不是巧合，终归还是灰姑娘的故事，还是会吸引很多人 包括我啦            
(5星)	 看完这部剧，我沉睡好多年的花痴情结终于被唤醒~怎么以前就没觉得林峰这么有味道呢？果然男人是越老越有魅力~            
(4星)	 貌似抄袭《神探伽利略》的            
(4星)	 最后一集，听到犀利妹说起分手后的那些痛苦，眼泪是不知不觉流的。如果我很爱你，我也只能在爱你七十亿年。喜欢最后一个case，环环相扣，爱上物理的美丽。            
(3星)	 谈情吧，说案很少。有些失望的一部剧。令我会想起了以前的经典破案剧。好吧。            
(4星)	 总是希望有犀利妹那样的结局。            
(4星)	 还不错            
(5星)	 虽然结局有点俗套.....但是惯用的港产片断案情节和片子角色都是不错滴~~~~            
(3星)	 峰少爷该减肥了            
(4星)	 今天终于看完《谈情说案》大结局，尽管据说这片子抄袭较多，但依我看，TVB很久没出这样能让人有乐趣看完的片子了，学物理出身的我对这个题材还是很有兴趣的。杨怡的犀利妹角色，个人认为是她在TVB演得最好的角色了，个性突出，情伤演得很真实！            
(NA)	 很精彩的剧情   已经看完了  不过现在的剧本都又很多漏洞  太假了              
(4星)	 一部让我喜欢林峰的剧~            
(5星)	 结局好特玛老套！但是温暖地我又湿了……T口T            
(4星)	 被犀利妹感动？到哭 是意料之外啊。            
(4星)	 完全是冲着杨怡和林峰的搭档~没想到对马国明有了改观，其实他也不错~            
(3星)	 对TVB的案再一次失望            
(4星)	 TVB近年来不算拖拉的戏。当然很多案件分析都借用了美剧日剧，那个海马体充分让我回忆起mr brain～            
(4星)	 案情不错，爱情的情节就算了。。。            
(3星)	 只谈情不说案啊            
(4星)	 投给马国明这一对            
(4星)	 感情戏还挺有看头的~~~            
(2星)	 为了避抄袭《神探伽利略》的风，也不至于将剧情设置得如此低端。马国明一谈情就是滥情，林峰，唉，辜负一张俊脸，是演过的片里头最没有存在感的角色了，不是一般的无语。            
(4星)	 因为这部戏 爱上林峰了 看最后一集真的很感动             
(4星)	 王子来了 公主笑了 童话结束了            
(4星)	 还是会让人感动的小白片。。            
(4星)	 还可以            
(3星)	 里面的case还真挺弱智的......本来是剧荒了想找部侦探剧看的.....谁知.....哎~~~集悬疑、恐怖、惊悚3位一体......外加肉麻到死的感情戏.....就成了这么一部“谈情说案”            
