http://movie.douban.com/subject/2303112/	法证先锋II Forensic HeroesII
(NA)	 无聊的时候消耗时光还行！            
(4星)	 感觉没第一部好看，不过也成啊，还挺喜欢郑嘉颖的，哈哈～            
(5星)	 虽然后面的女角都莫名其妙的少戏份的说，但是还是好喜欢这类的片子，所以怎么样都好喜欢的说~~~            
(4星)	 看了还想看            
(3星)	 剧本没第一集好看，还加入了个恶女人做主角            
(4星)	 喜欢佘诗曼在里面的打扮            
(3星)	 唯一的收獲就是kevin在里面很帥。案子明顯沒有第一部精彩。            
(NA)	 感觉没有第一部好看了             
(5星)	 还是1好看一点            
(3星)	 还不。。错吧。。。今年也算可以看的ＴＶＢ剧啦            
(2星)	 剧情很一般，案情不精彩            
(NA)	 更喜欢法政1            
(5星)	 经典港版警匪 好看            
(4星)	 从这部剧开始喜欢上了郑嘉颖，更喜欢佘诗曼了            
(NA)	 情节前后不连贯，尤其是感情路线非常奇怪，情节一般，故事还好            
(NA)	 法证部分很专业,但是感情戏让我很无奈~            
(NA)	 超烂，佘诗曼太烂了……            
(5星)	 爱死了            
(4星)	 还是1比较好看            
(NA)	 第一部比较好看            
(3星)	 我爱高sir，我爱古医生！            
(NA)	 还一般吧  ```````````            
(2星)	 我靠~太弱了~            
(4星)	 郑嘉颖很帅!!            
(4星)	 还不错            
(3星)	 基本延续了前集水准。最抢戏的显然是佘诗曼，这也符合近两年TVB剧集女性主导的作风。林文龙比第一部更成功，沉稳而内敛，是整部戏的魅力角色，最后一集之前，一直希望佘选的是他。不过欧阳震华的FANS可能会失望，虽然挂名居首，但在整体剧情中更象一个陪衬。还是更喜欢第一部里他和蒙嘉慧的对手戏，正因如此，这次少给一颗星。            
(NA)	 林文龙不错            
(NA)	 哈哈,我就中意港剧.            
(3星)	 还不错啦～            
(NA)	 追完这个以后暂时失去目标            
(5星)	 很好看……还是希望佘诗曼和林文龙一起的……            
(3星)	 学习粤语  赫赫            
(4星)	 更喜欢第一部~            
(NA)	 哈喜欢法医和鉴证的工作哦。好帅啊            
(3星)	 和1不能比的，简直就是马国英的个人秀一点意思都没有。            
(3星)	 好看好看~！快点出新的吧，不过要原班人马才好看。            
(4星)	 worth            
(NA)	 依然很爱这类的电影，香港在这方面还是有创意的。            
(3星)	 TIM　SIR和小柔的戏份变少了～            
(NA)	 ……结尾很无趣            
(5星)	 因为这个突然觉得学化工还可以去做法证的~            
(NA)	 没第一部好看            
(5星)	 非常喜欢欧阳震华            
(3星)	 没什么太大吸引力            
(5星)	 帅哥美女_lulu.            
(2星)	 对于香港的政法体系更关心廉政公署和飞虎队，至少有香港特色，这个嘛，总感觉有抄袭之嫌疑，而且技术落后，台词也有说教的感觉，看来编剧缺少生活。            
(3星)	 看了害怕还是忍不住想看，唉！            
(NA)	 厚道得说一句--真的不如第一部。            
(4星)	 要真的每次破案都有这帮人在，嘿嘿~~~~~            
(3星)	 每次看港剧都能明白点事            
(5星)	 重新认识佘诗曼~            
(5星)	 比第一部好看哈~~            
(4星)	 港剧亲切呀。            
(3星)	 那个感情戏简直拖剧情。。。不喜欢佘诗曼哈            
(NA)	 喜欢的剧集            
(1星)	 殺你全家！！我了個去！！！！！            
(NA)	 看烂掉了，还是觉得剧情没第一部好看            
(NA)	 好看            
(5星)	 看完该剧，你会发觉，自己对周围的一点一滴也开始敏感起来了。            
(4星)	 TVB的破案剧我都挺喜欢的~            
(4星)	 还是觉嘀第一部比较经典~            
(4星)	 内容还是很丰富的~情节比较紧凑            
(3星)	 和以前相比,看的时候好像感觉淡淡的...怎么回事            
(NA)	 不及第一部好看~佘诗曼完全遭TVB捧烂了~            
(4星)	 觉得不及1好看            
(NA)	 gd 2~~            
(4星)	 有一种是需要理解的            
(4星)	 不错            
(3星)	 郑嘉颖绝对是个帅哥，不折不扣的帅哥。再次声明，钟嘉欣，死得其所啊。你不死，其他人没法继续看下去了。            
(NA)	 我爱tvb            
(5星)	 欧阳震华 郑嘉颖 佘诗曼             
(NA)	 看了第一部，就先想看第二部，犯罪无所遁形            
(5星)	 好看的要死~~爱爱爱!!!            
(NA)	 太灵了，佘诗曼从没有这么漂亮过            
(4星)	 嘿嘿，郑嘉颖很帅啊，佘诗曼很酷啊，上场的时候穿礼服~            
(4星)	 片子还是港剧的老套路，我到不期待什么，但总比韩剧的帅哥美女瞎胡闹要强点吧！不过都是老人了，一年比一年翻拍的真实，接近生活了。多年以后我看香港的历史发展都可以用港产电视剧来回忆！            
(5星)	 相当值得看            
(5星)	 郑嘉颖 努力！            
(2星)	 完全没有第一部好看！            
(3星)	 越看越不喜欢看...            
(3星)	 马马虎虎的电视剧没第一部好看啊            
(4星)	 长点知识            
(NA)	 看过之后又看了第一部，更喜欢蒙嘉慧了，yoyo!            
(5星)	 很好看，我个人认为，比第一部好看！            
(3星)	 没第一部好看            
(NA)	 我一直喜欢法医这个工作，因为一些原因不能实现理想，遗憾            
(4星)	 在推理上的没有1做的好，而情感的部分又显得拖沓，还好有演技派欧阳震华撑着！            
(3星)	 叹。。。            
(NA)	 还可以。想看下面的，            
(3星)	 说真话，实在是没什么好看的了看的这个，除开喜欢蒙嘉慧以外，没什么意思            
(NA)	 还是应证了那句老话，2永远没有1好。            
(5星)	 爱情与智慧 果敢与感人            
(NA)	 前阵子追完的。呵呵。TVB的剧嘛。            
(NA)	 二位帅哥值得关注虽然剧情不那么出彩嘿嘿            
(5星)	 超喜欢            
(3星)	 08.7.18 在办公室看完，怎么说捏……这片子就是要看破案，肯能看多了美剧觉得剧情有些简单，不过好在理解……另外SS成熟多了，完全压得住场子，想着当年刚出道的那个青涩，时间真的可以磨练人，突然觉得TVB四大花旦就是这么一步步走来的            
(NA)	 很好~除了英国马的戏份多了点，除了TIM SIR下厨房的几率高了点，除了小柔隐身的次数多了点，除了阿SAM、IVAN和英国马之间暧昧了点之外~都还不错~！然后越浪漫的爱情真的越不长久吗？幸福真的需要细水长流？            
(NA)	 就喜欢TVB破案片儿            
(NA)	 让我觉得我的专业非常适合做这个，哈哈！            
(5星)	 我喜欢蒙嘉慧            
(NA)	 法证先锋2            
(3星)	 都5知道点解会变左刑事为主的电视剧～～失望呢            
(NA)	 我的天 马国英传啊 我的小柔~~~~~~不过几个男猪还是很不错的说            
(5星)	 啊,郑嘉颖             
(4星)	 我就是为了看佘诗曼，伊真帅            
(NA)	 喜欢看嘛～～～无解            
(NA)	 喜欢~~            
(NA)	 看过有点失望...感觉后半部分太侧重感情线的描写了            
(4星)	 如果没有SSM我相信会更好看～            
(4星)	 制作認真!讚!            
(NA)	 感情戏还好，破案的不够惊悚悬疑~~            
(3星)	 刚开始看的时候感觉没有第一部好～但后半部渐入佳境            
(3星)	 没上部好看．            
(NA)	 很细节            
(NA)	 超好看的说~            
(NA)	 2008            
(NA)	 IVAN！！            
(4星)	 没有第一部的案子好梁小柔的发型太可怕了 为了让位女主角给设佘诗曼 也不用这样吧            
(NA)	 完全没有1好看，不过我爱BOBO~~~            
(NA)	 现在的港片编剧越来越狗血了~~~            
(3星)	 没有第一部好看            
(NA)	 从一开始就在等着郑嘉颖和佘诗曼在一起。。            
(4星)	 挺像CSI的，不过这个更人性化。(*^__^*) 嘻嘻……好喜欢里面的欧阳。。            
(3星)	 节奏紧凑的TVB剧！喜欢喜欢~呵呵~            
(NA)	 很久没看港剧了，还不错，有老有新。“凡走过必留痕”。            
(3星)	 不及1            
(NA)	 佘诗曼还是很漂亮的~~            
(5星)	 很好看            
(5星)	 这部剧的做令我意外的是佘佘，当然谢谢编辑将啊Bell和Ivan安排在一起，当然他们两人之间忽然有孩子，让我十分不解。同时推荐剧中的插曲《you are my angel》            
(2星)	 2008年5月底-6月底 完全不知所谓的片子，要不是对I还有点好印象，根本看不下去。照理破案剧是tvb的拿手，但是这次的案件都太傻，破的也太容易了。依句match就ok啦？加上人物感情也处理的不好，都有脸谱化的感觉，反正难看就总结了这部剧了。千万别拍3了。            
(3星)	 顶着高科技的头衔            
(4星)	 喜欢Ivan，cute            
(NA)	 2008年6月看的            
(3星)	 喜欢小刀 哈哈            
(3星)	 欧阳震华经典光头            
(NA)	 科学真发达啊！！            
(5星)	 毫无新意的案情 美到不行的阿佘            
(3星)	 看过那么几集            
(NA)	 更喜欢第一部            
(4星)	 一天一集得追,追得最疯狂的一次            
(4星)	 俺比较乐于yy下belle和sam ^^            
(5星)	 期末大考复习期间我用左足足两日去追晒30集~颠左            
(4星)	 ...            
(3星)	 还是早年的谜情家族好看            
(3星)	 还是第一部比较好看！            
(4星)	 到最后几集没什么意思 有点虎头蛇尾的意思  而且三角暧昧的关系不是很喜欢            
(4星)	 就是很港剧的那种港剧~但是郑嘉颖和佘诗曼的感情戏。还是有些小感动。。。虽然那样的情节已经有够狗血。。。但是就是感动了。。            
(3星)	 相比1来说趣味性悬疑性实在有些让人失望了，case不够火爆的原因吧。倒是仪器看起来高级了好多。续集总是难以让人惊喜。            
