http://movie.douban.com/subject/4016485/	杜拉拉升职记
(3星)	 先看过徐静蕾导的电影，里头的衣服，场景还有演员和广告都是让人有些眼花，不过很养眼。可能是这样的原因先入为主，电视剧的场景都觉得很不咋的，甚至王珞丹的服装和造型都让人觉得俗了点。不过演技还是可以加分的。电视剧版本确实是升职记。内容更丰富点，虽然也是对原作做了不少修改。            
(5星)	 华丽丽的杜拉拉。。            
(5星)	 哥就喜欢王珞丹~~~            
(NA)	 10年一遇            
(3星)	 王络丹的确比徐静蕾适合多了，只是，这样一部大陆电视剧，干嘛要找香港演员，不伦不类。看不下去，实在是看不下去了            
(2星)	 比电影好些。就是公司的感觉依旧不够，杜拉拉一开始也太晕了些。            
(4星)	 到后面 觉得王络丹的演技稍有些做作了            
(3星)	 喜欢这个里面的王伟  感觉挺像书里的王伟的            
(5星)	 喜欢王络丹和李光洁。笑泪中看着杜拉拉练成。            
(1星)	 一般的小说,2般的电视剧~三般的剧情. 与其说职场剧,不如说稚嫩偶像剧.ps:我是看完才来写短评的.            
(4星)	 电视剧比电影好看！王络丹演技没我想的那么糟嘛！而且重拾旧爱李光洁呀~~开始喜欢他还是军人机密的时候~~            
(3星)	 电影版太不过瘾，电视版太罗嗦。忠于原著来说，杜拉拉应该是EQ很高的姑娘，王珞丹版的太傻太钝，而且太米莱太钱小样。老徐版又有些老。一个喝立顿奶茶，一个喝麦斯维尔。各有各的味。总之，更喜欢电影版些吧。            
(3星)	 比电影版好。             
(5星)	 只要是王珞丹演的，我就喜欢。。比电影版更真实，电影版完全就是一个秀            
(4星)	 多加一星是鼓励，+1            
(3星)	 一般。            
(3星)	 这个版本的杜拉拉有点一根筋，而且傻乎乎的。眼睛里看不出精明的感觉。王珞丹还是太嫩了。王伟倒是不错，符合自己心中王伟的形象。儒雅睿智强势。            
(3星)	 王珞丹好可爱~比电影靠谱多了~            
(4星)	 怎么感觉不出小说中的温暖呢看完很温暖……王伟，Rose，Helen，Maggie，Daisy，Scott，Howard，李文华都挺不错的啊，杜拉拉近似度感觉70%吧比电影的好多了            
(3星)	 忠于原著，王珞丹就是杜拉拉！            
(3星)	 恩 总体很一般 。。。。。 就喜欢王珞丹            
(4星)	 比电影好看-0-比台巴子偶像剧好看-0-            
(3星)	 演的都有点做作            
(1星)	 我和我的很多朋友都是杜拉拉原著的书迷，也很期待电影版的拉拉，但是看过却大失所望！！影片中的拉拉基本没有突出拉拉的奋斗精神，她的智慧、勇敢、自尊以及对事业的热爱完全被华丽丽的服饰、激情的镜头、纠结的N角恋爱所替代！多好的一本书啊！毁了！只是为了票房吗？中国电影的悲剧！            
(4星)	 挺不错的 比电影版靠谱多了~            
(4星)	 挺好挺好。就是觉得为什么王珞丹演什么都一个样？本来不想看这电视剧的，原因就是我实在是有些忍受不了她千篇一律的演技了。不是说她不好，不过也该适时改变一下。            
(4星)	 很好很强大，就是麦斯威尔太煞风景了，败笔            
(5星)	 比徐静蕾版的好多了，徐静蕾演的就一个字——假，太做作...            
(4星)	 除了前面有点傻，后面的倔驴同学还是很职场的。“我是想天塌下来有个高的帮我顶着，可谁知道天真塌下来的时候，个高的有没有弯腰呢。”            
(5星)	 我觉得那些说杜拉拉是钱小样的人是不是没有把电视剧看完啊！看不出来杜拉拉的成长么。。？这部电视剧太赞。演技，剧情还有音乐，比电影那垃圾好太多，虽然不够华丽，但是却真实。拉拉越来越干练，王伟很有魅力。            
(5星)	 个人感觉比电影版好太多了.......            
(NA)	 看的我想谈恋爱了～            
(NA)	 不断成长的拉拉 幽默 痴情的纯爷们王伟            
(3星)	 王伟太帅了~~            
(NA)	 各有各的风格            
(4星)	 上海很大，有很多很漂亮的霓虹灯，但是始终觉得这个城市不属于我~anyway，努力就行~~            
(3星)	 电影给了4星，这个真没老徐的电影好，只给3星            
(5星)	 比电影版好，看着突然觉得很想《梦里花落知多少》里的林岚和陆叙，一样的般配，一样的好男人！            
(3星)	 其实只是偶尔看到电视上播的几集, 应该是不会跟了, 所以姑且标为看过吧            
(3星)	 虽然剧情也就这样了，但是男主女主都是我的T，军人机密后再看李光洁，其这张侧脸也够无敌了。。。            
(4星)	 也许只有电视剧中的女强人才能得到完美的爱情,现实中的女强人都是孤独寂寞的,只有工作才能让她们短暂的忘记悲伤            
(4星)	 前半部平淡，后半部精彩，比电影版贴合原著            
(3星)	 比电影版强            
(3星)	 毕竟还是差了一个时代，感觉王珞丹她们太小了，诠释的不是特别好，感觉就像青春励志剧，而不是职场励志剧~            
(3星)	 总觉得略显土气。。不晓得是背景设置 还是演员原因。。。            
(4星)	 虽然没有电影拍的时尚，但我感觉电视更加吸引人，李光洁把北京男人王伟演的很到位，尤其是北京男人损人。            
(3星)	 剧情还行，但是杜拉拉的演员。。。王珞丹其实真的不太合适。。。明明杜拉拉不是个乡下丫头。。。却。。。。            
(4星)	 还不错哦            
(4星)	 那个男人不要太。。吸引我            
(5星)	 very good!            
(3星)	 也就是套上职业装的爱情故事            
(5星)	 可以学到一些东西，可以幻想一些浪漫情节，可以看            
(4星)	 挺好看的            
(4星)	 王伟好帅~听说是处女座呢            
(4星)	 比电影好，女孩子的腿都比较漂亮。不过前半部讲点职场，后半部就谈恋爱了。没蜗居来的写实露骨            
(4星)	 虽然不喜欢李光洁这个人,但是相比黄立行版的王伟 ,更喜欢他一些,如果说电影版是杜拉拉爱情记,电视剧版就更贴近一些原著.只是真正的职场并不像电视剧里的那样,不是你在老板面前咄咄逼人的大声两句,或是一两个电话,一两个邮件,就能如愿的.....还是当爱情片儿看,这剧还成            
(3星)	 和电影一样无趣            
(NA)	 不好看。            
(4星)	        虽然有些地方是跳着看的，感觉剧情的发展有时过于拖沓，但还是给了4星。里面拉拉的对于爱情对于事业的态度确实让我有些感触。努力工作，付出了会有回报，工作是不会背叛自己。关于爱情，确实是基于信任之上，如果没了信任，怎么跨过彼此间的隔阂。即使再痛，当断则断~            
(3星)	 不怎么喜欢王了 做作的厉害 越来越！            
(3星)	 女的痴情起来还真是可怕黛西痴情的让我都烦了 原来很排斥这个电视剧 但是闲的无聊就看了 貌似李光洁还是小可爱小可爱的 虽然一脸的疙瘩 喜欢有点小不正经但很强势的男人 男人成熟起来还真是有魅力哈 表面花心但是内心还是很专一的吗 王珞丹整个一傻蛋 把奋斗里面的米莱给整没了 还我米莱！            
(3星)	 【单纯想看。】看了几集==            
(3星)	 我对这个女人审美疲劳，以后只要她演的片子我估计都不会觉得好看。            
(4星)	 把一个莽撞的、单纯的小女孩到一个成熟干练的女人 这个变化 演得很好。 成为鲜明的对比。  比电影版更像一部职场励志剧。             
(3星)	 如果是老徐演电视剧版的呢？            
(1星)	 沧桑果然不是能装出来的，小白还是小白            
(5星)	 王珞丹版的杜拉拉，和小说有些出入，但是觉得很好，因为感觉一开始杜拉拉真的很傻，和现在的我一样，希望能和她一样一步一步的学会在职场走路            
(3星)	 依其定位而言是部不错的片子。结尾收得较紧。制作小气。500强的公司人就那么多地就那么大一点也不像样。人物可省则省。小气啊。还广告。按我妈说。拍外景也算一份。但还是小气。            
(5星)	 丹丹丹丹~~            
(2星)	 不好看··            
(1星)	 电影版必有电视剧版了现在orz            
(4星)	 总觉得电视剧的比电影的好看~~~            
(3星)	 还过得去啦！            
(1星)	 就糟蹋我的杜拉拉吧            
(5星)	 像拉拉一样不断成长～            
(3星)	 拉拉太菜。。。。。。。。。。。还好我最先看过的是小说            
(3星)	 李光洁~~看起来没感觉            
(3星)	 王珞丹瘦得根本撑不起衣服！            
(4星)	 王珞丹和李光洁~~哎哟喂~~不错喔喜欢！！而且比那部烂电影更尊重原著~~嗯~~            
(NA)	 还是不错的，演的很真诚，踏实肯干的 杜拉拉            
(3星)	 这注定是一部让拉迷們一边看的津津有味，一边骂的咬牙切齿的电视剧。只要有人关注，这部片子就成功了～            
