http://movie.douban.com/subject/1453238/	海贼王 ワンピース
(5星)	 让人欲罢不能            
(NA)	 看的我热血啊~            
(5星)	 永远记忆伴我１０年的成长还会继续下去？？？？            
(5星)	 经典的还是老的            
(5星)	 我也想变成橡皮人。            
(NA)	 飞到空岛一段最好看!            
(4星)	 挺有意思的动画 哈哈            
(NA)	 漫画版的欢乐英雄            
(5星)	 一直很不错的长篇            
(NA)	 看时看着没什么意思 越往后越不错了            
(5星)	 大爱啊~~~            
(5星)	 倾注了太多了精力与时间，但是值得，还会继续的            
(NA)	 喜欢            
(NA)	 我希望在我去世前，能看到最後一集，謝謝，超喜歡的動畫！            
(5星)	 超级喜欢            
(5星)	 One piece,梦想，总是那么让人感动，想大声的呼喊，想大声的哭，还有毫无顾忌的大笑            
(4星)	 其实并没有看完，感觉剧情有些拖拉            
(NA)	 最爱            
(NA)	 海贼王            
(5星)	 慢慢变得无聊了汉堡            
(5星)	 热血最强。。。罗宾还是很漂亮滴            
(NA)	 最喜欢的动画了            
(5星)	 什么叫真正的友情与梦想，在浓雾中引导我的方向，无数次的热泪盈眶            
(5星)	 看的时候，想起十年前的SD，同样是让人感动的作品。            
(NA)	 真正的热血！            
(5星)	 看！            
(NA)	 海贼时代 延续到我们都老去            
(5星)	 大爱！！！！超热血啊~~~太喜欢这一群人了~~            
(5星)	 力荐！            
(NA)	 喜欢的动漫~~            
(5星)	 [Ｏ]vercome myself——克服自己[Ｎ]avigate the reticent companion—航行中无言的同伴[Ｅ]ager for the historical fact—渴望历史的真相[Ｐ]ursue the most of dream—追寻世上最大的梦想[Ｉ]nsist on promise—坚持承诺[Ｅ]ntertain a belief—怀抱信念[Ｃ]onfront the life—面对人生[Ｅ]mbrace emotion—拥抱情感            
(NA)	 太长了...每次都是看到没有耐心扔到旁边，数月后再捡起来...            
(5星)	 强烈推荐啊。。。。。。。。            
(NA)	 梦想 就是这样            
(5星)	 前面很经典，后面很无趣            
(5星)	 我的最爱             
(NA)	 only            
(5星)	 友情 冒险 梦想            
(NA)	   路飞、佐罗、香吉士、罗宾、娜美、乔巴、乌索普            
(5星)	 Luffy            
(5星)	 √√            
(5星)	 航海 梦想 热血            
(5星)	 简单  梦想  追逐            
(NA)	 超喜欢            
(5星)	 很稀饭~~~!!!可惜太多集...偶家流量太纠结了= =            
(5星)	 打不死的男人們，為了夢想，出海了。            
(NA)	 万岁！            
(5星)	 是我的错觉吗 故事越来越拖沓了            
(5星)	 太喜欢这部作品了            
(5星)	 哎，那艘船叫什么来的，喜欢，还有船上所有的成员            
(NA)	 尾田老师请加油，千万别成章回体固定套路，虽然很难。            
(4星)	 我有点追得没兴趣了~为什么男生都这么爱这个？            
(4星)	 热血一把，在开始老去的时节。友情，zoro，sanji，oh～～            
(NA)	 感动加欢笑。。汗水，友情，梦想            
(5星)	 呵呵            
(4星)	 可能是从《灌篮高手》开始就彻底爱上少男漫画了吧```            
(NA)	 热血!!!!!            
(4星)	 一群为了梦想奋斗的人！            
(5星)	 唯一不喜欢Onepiece的理由就是没有看过            
(5星)	 就是好看            
(4星)	 漫画比动画要强得多            
(NA)	 最爱的后面那个  一个时代吧            
(5星)	 同样喜欢的动漫之一            
(5星)	 跟他去冒险吧~~            
(4星)	 挺经典的热血少年漫画             
(4星)	 热血动漫            
(5星)	 疗伤圣药。            
(5星)	 为了朋友和梦想，即使牺牲自己也在所不辞            
(NA)	 喜欢三刀流,觉得他是整个队伍中最正常的了,其他的人都太吵了,一群有梦想的,志同道合的人碰到一起不容易哦!挺羡慕他们的生活的.不过真的是越来越拖拉了,1年才看完一个部分.唉~~~~~~            
(5星)	 为之激动为之热血            
(5星)	 无敌!!            
(NA)	 还在跟～～            
(NA)	 一群头脑简单，毅力十足，满怀梦想的搞笑份子们，他们的字典里没有害怕，恐惧，只有前进，友情，信任......            
(NA)	 我喜欢！！            
(5星)	 好看啊！！最爱！！~~            
(NA)	 喜欢。想变成路飞一样的人啊。            
(5星)	 出发吧，朝向伟大的航路！和永远的伙伴追求永远的梦想！            
(NA)	 真得很长啊，陆陆续续，看了一年多了，还在出            
(5星)	 最爱            
(5星)	 总之就是好呀            
(5星)	 非常热血            
(5星)	 追寻梦想的少年们            
(NA)	 伟大航路!            
(5星)	 最近在看，太佩服作者的想象能力，真是动画界的奇才...            
(5星)	 高一开始看的            
(5星)	 很爽很感动。            
(NA)	 太经典了！            
(5星)	 10年，20年。。。。。。一直追到底！            
(5星)	 绝对的经典。            
(5星)	 就是喜欢，追了有些年头了～            
(5星)	 赞赞赞赞赞            
(5星)	 爱的人就爱.不爱的人就不爱.目前让我又哭又笑的存在.            
(4星)	 马上就要看完~            
(NA)	 我要变强--是为了保护身边的人            
(5星)	 伟大的梦想和友情！            
(NA)	 就好像我也有一个侠女的江湖梦            
(5星)	 看海贼王者得永生之快乐！ 不管看过几次，都爱你爱到不行            
(NA)	 我最喜欢山治，其他人我也都很喜欢            
(5星)	 OP不仅仅是一部动漫啊！            
(5星)	 哦~~~爱死            
(5星)	 正在一集一集等更新～特别喜欢罗宾！            
(NA)	 ~~            
(NA)	 路飞啊路飞            
(5星)	 一部有关于梦想的片子，有梦想的人总是可爱的，我的乔巴。            
(5星)	 give me one piece             
(4星)	 不时能让我想哭的很少动画之一            
(5星)	 嗲片～～～～～～嗲嗲嗲～～～            
(5星)	 best of anime series            
(NA)	 以前很喜欢,后来短了之后,现在再看就看不下去了            
(3星)	 海贼王就看了这个故事 从大海的肚脐里跳进去            
(5星)	 多想跟路飞一块冒险，做个海贼．最好吃个恶魔果实．            
(NA)	  不错，个人很喜欢             
(5星)	 梦想            
(NA)	 喜欢索隆~~            
(3星)	 老少皆宜            
(5星)	 王道            
(5星)	 爱OP的人永远都勇敢            
(5星)	 在跟啊~            
(5星)	 关于青春关于友情关于梦想，伴随着我一路前进            
(4星)	 情节超棒！可惜是太长了，实在看不完            
(NA)	 一直不懂one piece和海贼王的关联，一直在看，前面的可能没有看完吧，什么时候补上            
(NA)	 越来越喜欢了啊            
(3星)	 还行,挺喜欢!            
(NA)	 在伟大的航路上，以伟大友谊的名义，向“正义”宣战！无论何时，都相信彼此，为自由而战。为了彼此的梦想，不畏强者，敢于挑战，勇往直前，绝不退缩！            
(5星)	 这是唯一一部让我完全乐在其中的电影            
(NA)	 关于梦想……            
(5星)	 较之漫画，其音乐锦上添花。            
(5星)	 `````            
(4星)	 推荐            
(NA)	 没见过这么完美的动画，无论那方面都无可挑剔！神作，最爱！            
(NA)	 至爱！            
(5星)	 经典            
(5星)	 热血，汗水，泪水~            
(4星)	 还可以            
(NA)	 永远的one piece            
(5星)	 哈！比起火影这里的人物鲜明的个性更让我着迷。他们每个人都有自己截然不同的过去，作者也都给每个人安排了充分的戏，看得好过瘾。刚接触的时候觉得人设好烂。但看了一本就发现放不下了~            
(NA)	 OP跟火影一样，永远打不死的，个人喜欢艾尼路，可惜碰上橡胶鲁飞。。。不导电。。妮可·罗宾类型的MM我喜欢，嗯，有学问，且性感。            
(5星)	 出发吧，朝向伟大的航路！ 和永远的伙伴追求永远的梦想！            
(5星)	 很好看~            
(3星)	 想起某个长的很像乌索普的男人：目又一次被拖沓冗长的剧情打败了……            
(NA)	 超喜欢的一部            
(5星)	 一根筋少年            
(5星)	 不错,值得一看,可以满足人的冒险欲            
(5星)	 伟大的想象力            
(5星)	 经典！！            
(5星)	 我追追追。。。。            
(5星)	 人的梦想，是无穷的啊            
(5星)	 继续看的是漫画，热血啊~草帽一伙笑和哭都来得如此彻底如此直接~我爱路飞~            
(5星)	 大海、梦想、奋斗、友谊、信任、勇敢...尾田荣一郎的这部热血漫画是我心中经典中的经典之作。出发吧，朝向伟大的航路！ 和永远的伙伴追求永远的梦想！              
(NA)	 太感动            
(NA)	 和自己永远的伙伴追求永远的梦想！是多么的幸福            
