http://movie.douban.com/subject/4300597/	月之恋人 月の恋人～Moon Lovers～
(2星)	 天雷滚滚囧死个人~这是神马月九，魔都一夜穿越解放前，还有颠人出没，慎入||| 大神一集后宫建，男女双全type多Orz            
(NA)	 传说中林志玲讲日文，松田翔太讲中文的，木村大叔爆灵的- -            
(1星)	 笑喷。。。松田翔太竟然说了“回国你就是剩女”            
(3星)	 就是把中国拍的好落后呀，如果不是在上海拍还可以，            
(2星)	 终于结束了。            
(3星)	 最后的五分钟终于讲点人话了            
(1星)	 弃了，再强大的cast也抵不过一个莫名其妙的剧本。木村你真老了，筱原凉子真不错～            
(5星)	 看到最后一集，觉得这是部不错的戏，真的喜欢凉子这样的。。。那谁其实和她好像啊。。            
(4星)	 我终于看完这部剧了……看到林志玲一脸憧憬得表情讲述着水黾幸福论得时候，我真想一巴掌把她得脸拍进水里，前六集的剧情与主题毫无关系，我一直怀疑为毛这剧不叫水黾恋人？！6集之后几乎没有林的戏，这戏一下就正常了，大神很适合这个角色，西装和墨镜都很帅，囧子表现大好！！结局虽仓促但是很喜欢。            
(2星)	 只看了两集...            
(5星)	 编剧就是个悲剧            
(3星)	 东选组是什么东西？比城管强么？筱原御姐真漂亮！满岛光戏份太少啦~            
(1星)	 道尾秀介写的········            
(2星)	 罗嗦，看不下去。            
(1星)	 040就是一导线，到处爆地雷...            
(3星)	 古董电话. 行军礼，会说英文和日语的广西人？！设定很怪....=.=...  还有在夜市招揽生意的 伪娘...不过 这个演员阵容倒是 空前的强悍..虽然话说 看电视剧就是要不带大脑...BUT, SH产业银行 又是哪里的- -...还有系啊哇se 的水黾            
(1星)	 雷飞了。            
(4星)	 真的不待见林志玲的~~额~为什么是她啊~~我的愿景是大神跟筱原凉子啊~看来只有8集，好吧~~就只收了7,8集，这么强的阵容就被你一040给毁了，我恨你!!!!            
(4星)	 真的对现在日剧没剩多少爱了……幸亏大神还在，所以我还可以继续爱着日剧。除了与他搭戏的某女人。。。。            
(2星)	 相当让人无语的片。我发现凡是要讲中国的话，日剧是一定要丑化一下的。外滩被他们拍得像什么三线小城市的感觉，也算有本事啊。取景的地方全都在弄堂，很古早感觉的夜市这种地方。中国角色，林志玲是个穷鬼，有个人妖朋友，和一个死活不肯讲中文的在日本长大的中国人。。。            
(2星)	 这样的结局也掩盖不了烂片            
(3星)	 被雷的一塌糊涂。早说凉子JJ是正主给那念日文说话都别扭的040那么多戏份干嘛。早点KISS了不久完了。。。恶心了我整整七集，一直给凉子姐姐抱不平。            
(1星)	 北川景子画面崩坏，林志玲雷死我!!!            
(3星)	 追到第六集终于扛不住了……我太有耐心了            
(NA)	 不予置評。没看下去            
(4星)	 林志玲 你演技怎么那么差啊...            
(NA)	 志玲姐。。。我能躲开你么！ 只因为林志玲 就毅然决然的放弃继续看了，，，            
(1星)	 好难看……第一次随别人追一部日剧。实在看不下去了了了            
(5星)	 妈呀 终于出来了 北川妹妹            
(2星)	 未追完            
(2星)	 暂时持关注态度，我是冲筱原涼子看得。看完了，凉子姐姐就是收视的最佳第六人！木村是让040个毁了～            
(1星)	 基本上，从第四集开始，我决定不看了.真是两秒钟快进看完都没法接受........志玲姐.本来我也不是很讨厌你的...浅野大概是故意的吧..好好一个日本编剧愣是搞了出韩剧出来...            
(2星)	 这结局我只能给两星。。            
(2星)	 互相爱得死去活来的大神和林志玲，咋地忽然就因为“不能改变我生存的方式”就分开嘞？凉子姐姐居然一告白，大神就亲吻还结婚了！唔，不是偶喜欢林志玲，而是这变化太戏剧化且没道理，人反应不过来。果然是被强行结束的。            
(4星)	 没有林志玲此剧就整体上升n个档次            
(1星)	 看到松田翔太那人 就感到很恶心。 大神现在已经走下坡路了。拍上海怎么取景都是上世纪的。            
(3星)	 不是我不喜歡林志玲, 但是她漸漸消失以後的幾集都變的越來越好看....            
(3星)	 看了一集，大神和凉子果然好气场！！！讨厌志玲！很假！！！败笔            
(2星)	 ............................            
(5星)	 无论剧情，有木村在的片都是キラキラ的。还喜欢这次人物之间的关系，哈哈，不过说是纯爱剧……也算是人到中年来纯爱啦            
(2星)	 只想说林志玲在里面演得像野兽一样的||||            
(4星)	 最后一集没看，也算看过吧啊！            
(4星)	 第一集的最后，我被林志玲的钢管舞雷了....            
(2星)	 实在难以忍受了，不知道大神是为了神马演这样的戏。            
(2星)	 第一部给两星的日剧啊 编剧真让人想呼巴掌            
(2星)	 不知道讲了点嘛玩意，5分钟一集都太长! 最后我选择小蔡和大叔是真爱。            
(2星)	 莫名成这样不容易。。乡民脑内真可怕            
(2星)	 這是神馬劇本阿。。還好最後讓我們涼子姐姐圓滿了。。。            
(1星)	 不得不给1星，LZL大婶的气场是在是太强大了，木村大神在大婶面前完败啊，唯一的星星给凉子，不过还有些期待，毕竟后面还有相当多的客串人物，我倒要看看这部日本人在上海的韩剧怎么个收场结局非常不满意            
(NA)	 林阿姨不是一般的雷阿。。。。弃            
(4星)	 希望腹黑一下            
(2星)	 大神，你真的是大神，大神，我被秒到了&gt;&lt;            
(3星)	 最后一集比前面的哪一集都好看啊……前面拍了是做什么的!!!!!看的我眼泪水都来了TAT            
(3星)	 太。。。那什么了吧            
(2星)	 关于丑化了上海的话题，我不置可否，毕竟有些事情是或多或少存在的，但这部戏的确没有将上海美好的一面呈现出来，就连外滩也没能拍出质感。不过有几点的确让人唏嘘，一是阿部力的变装，二是翔太的普通话，翔太的角色应该是中文相对流利的，但发音竟然不如木村标准，应该跟着阿部力多加练习中文才是呢。            
(3星)	 失望哇失望-            
(2星)	 纠结完毕…最后一集感慨~可以当做SP独立存在~忽视前7集~另：很久以前我就在寻找败者的笑容中为么会存在胜者的光彩，现在又得到了一个答案，因为失败者的初衷就不是为胜利，只为了找回真正的自我。所以尽管赢到了最后，你还是没有笑颜，but 你明白了这点 so 風見君 你是一好男人~            
(3星)	 都在浪费了那些脸蛋。            
(3星)	 神马编剧！            
(3星)	 三颗星全是给木村的。作为一个魔都人，我感到压力很大            
(2星)	 哎……            
(NA)	 1            
(5星)	 木村啊！！！！！！！！！！！！！！！            
(2星)	 只差结局没看，，，你们爱咋地就咋地吧            
(3星)	 结局怎么这样 搞不懂 做作不自然            
(2星)	 那个华丽丽的高度差 笑喷 这分明是搞笑剧 囧子搞笑 40姐搞笑 哦 不错不错 阿铁好可爱~~~这莫名其妙的剧集终于挂了            
(3星)	 还是决定弃了。。。            
(3星)	 真像Galgame            
(2星)	 我决定不再折磨自己。。            
(3星)	 话说, 什么东西            
(2星)	 果然我的心理承受能力还是没有那么强            
(3星)	 我终于看完了。。orz            
(NA)	 雖然真的很想吐槽，但還是忍不住想接著看下去，我怎麼這麼不爭氣啊&gt;_&lt;            
(3星)	 心情就“哭笑不得”吧...(10-05-12)早知如此何必当初...还有可怜的小风见..            
(2星)	 就筱原凉子一个萌点，看着奔四的叔叔阿姨们演着纯爱..实在顶不顺，弃之            
(1星)	 烂            
(4星)	 结局真是大快人心啊            
(2星)	 来看翔太的一只小众滴飘过...            
(3星)	 一颗星给凉子JJ，一颗星给40JJ，给大神            
(2星)	 有这么屎的剧本，你们还演个P啊！！！            
(2星)	 志玲姐姐，差不多就得了啊            
(2星)	 年度爛片。人物關係不是撲朔迷離，是莫名其妙。            
(3星)	 0Z0，说日语时能不能别一字一顿的；大神离纯爱渐行渐远了。。            
(4星)	 还是顶下大神吧，至少结局看下去了……            
(2星)	 一年里。。。终于把结局看完了。。。            
(3星)	 真心觉得不怎样。。            
(3星)	 后宫片？还有……上来就拆迁ORZ……040你终于滚了……虾饺和凉子才是官配啊~~            
(NA)	 一起吃猪肉盖浇饭的爱情            
(4星)	 其实秀美的出现就是梦的开始~秀美走了才是梦的完结~！我厌恶这样的梦~话说日剧也有反转剧了。。。            
(3星)	 虎头蛇尾...            
(3星)	 唯一不喜欢林志玲的表演，她也太花瓶了。换我是莲介，绝对不选她。            
(3星)	 丫的为什么是跟二宫？！囧子或者林志玲都可以接受呃。。。又被耍了~~            
(3星)	 照开头那纯爱模式下来，雷得我挺欢乐的。但至第五话起就陡然寡淡无味了~ PS.关于最终话爱情究竟是有关吸引还是理解的论断，真让我唏嘘。            
