http://movie.douban.com/subject/1417946/	成长的烦恼 第一季 Growing Pains
(NA)	 陪我一起长大⋯⋯            
(5星)	 很多人都是看着这部美剧长大的。配音也超级棒。心中无法磨灭的经典。            
(NA)	 美剧，我看的最早的美剧了            
(5星)	 这些演员后来好像都混得不行。            
(NA)	 电视常播            
(5星)	 伴我长大            
(5星)	 即使现在看也很美好啊            
(5星)	 童年的美好回忆之一            
(NA)	 应该是我看的第一部美剧现在还看不厌            
(NA)	 现在我很喜欢麦克，小时或却没有这种感觉            
(5星)	 接触的第一部美剧~幼儿园时期=。。=            
(NA)	 156集，家教必备。            
(5星)	 童年            
(5星)	 神作            
(NA)	 有够的            
(5星)	 我的sitcom启蒙剧目            
(3星)	 轻松愉快的电视剧，赞            
(5星)	 儿时的记忆            
(5星)	 小时候最喜欢看的美剧。三个小孩，都那么可爱。幸福的家庭            
(5星)	 至今都堪为经典吧。            
(5星)	 经典            
(NA)	 mike死了。。。伤心            
(5星)	 年幼时看的，已经有些记不清了，以后有时间一定再重新看看            
(NA)	 可爱的孩子们和父母            
(5星)	 超级超级好看,超级超级搞笑,永不过时的经典阳光美国喜剧~            
(NA)	 太经典了……            
(5星)	 每个孩子都是优秀的！            
(5星)	 见证成长的每个瞬间。            
(NA)	 经典            
(NA)	 笑话集,美式家教            
(5星)	 As long as we get each other            
(5星)	 波纳 麦克最好的好朋友，有意思的家伙，可惜后来参军去了，非常喜欢波纳这个角色和演他的那个演员。            
(5星)	 跟老友记一样经典            
(5星)	 现在电视机里重播还在炒冷饭的好剧            
(5星)	 本 是越长越难看            
(NA)	 小学时的最爱            
(4星)	 很喜欢他们小时候            
(NA)	 很搞笑，和《家有儿女》类似哦            
(4星)	 这部片子对我来说并不像其他人是不可逾越的。。可能我只看过小部分。。            
(5星)	 无比成功。            
(5星)	 关于童年的回忆            
(5星)	 另一个大爱            
(5星)	 和他们一起成长，共同的美好            
(5星)	 儿时的陪伴。            
(5星)	 再没有更经典的美剧了,mike样的哥哥和ben样的弟弟,carol的哥伦比亚法律系            
(2星)	 不接受那样的幽默            
(5星)	 用幽默的语言和搞笑的剧情伴随成长            
(5星)	 小时候的最爱，现在也是            
(NA)	 童趣            
(5星)	 。。。            
(4星)	 虽然现在看来有些说教，不过当年可是很迷的呀！            
(NA)	 classic sitcom so far            
(5星)	 这可能是每个80后孩子最初接触的美剧，80年代末的美国式生活和教育彻底震惊了国人。高三时回顾了整部剧一集不剩，哭着笑着看完了，Mike刻在墙上的We were here让我哭的一塌糊涂。我爱他们每个人，这是也会是我最爱的一部电视剧，永远不会改变            
(NA)	 很喜欢很喜欢。它让我觉得幸福。            
(5星)	 不能说的            
(5星)	 呵呵，百看不厌            
(5星)	 曾经的回忆            
(5星)	 当时这部喜剧好火哦            
(NA)	 这才叫经典！            
(5星)	 经典中的经典            
(5星)	 想当年            
(5星)	 没话说。。自己去感觉            
(NA)	 啊呀呀~大爱撒            
(5星)	 小时候最大的乐趣就是坐在电视机前面守着看它            
(4星)	 经典             
(5星)	 我的童年... (童年...?!)            
(NA)	 最爱呀            
(4星)	 fun            
(5星)	 as long as we got each other            
(5星)	 最近又在看了··还是那么经典··            
(NA)	 成长的故事。。经典~！            
(5星)	 伴随童年成长的欢笑            
(5星)	 童年的回忆。            
(4星)	 童年的记忆            
(5星)	 成长             
(5星)	 西湖明珠频道！            
(NA)	 我喜欢老大            
(5星)	 young parents must see this            
(5星)	 我最喜欢的电视剧，the best of all classics.Mike真的很可爱，我最喜欢的男孩子~~呵呵，每个人都很可爱。对了，配音很重要，我很喜欢这些配音演员，虽然mike的换了好几个。            
(5星)	 小莱昂纳多            
(5星)	 非常的好看 整个假期我都在追8月6日大结局之后 就好像空了一样啊            
(5星)	 小时候超爱的片            
(5星)	 伴我成长            
(NA)	 我爱MC            
(5星)	 我能打六星吗            
(5星)	 从小看到大            
(5星)	 应该是接触的第一部美剧吧，中文配音。好羡慕他们的家庭文化。            
(5星)	 这是我看过的唯一的美剧，百看不厌的……我真的已经快“百看”这部电视剧了……            
(5星)	 以后有了小孩也要给他看这个            
(NA)	 很怀旧啊！            
(5星)	 童年的记忆。  看着电视里的人变老  或是孩子们变成熟长大  很神奇              
(4星)	 以前追着看的，好羡慕国外的教育方式            
(5星)	 还需要说什么            
(NA)	 本...凯罗...迈克....他们是一家人            
(NA)	 I loveeeeeeeeeeeeee it!!!            
(NA)	 小时候很崇拜麦克，虽然不晓得为什么            
(5星)	 它已成为我人生的一部分            
(4星)	 從小看到大 縱使此片在美國的影響力不大 但對我們這一代中國觀眾來說 經典            
(5星)	 天哪！本好可爱啊！            
(5星)	 小时候最喜欢的外国电视剧之一，现在即使过了很多年，上了大学依然很喜欢。            
(5星)	 经典中文版            
(5星)	 我们也是这样长大的            
(NA)	 初中的最爱            
(5星)	 经典            
(5星)	 俺逝去滴童年啊            
(NA)	 深有教育意义啊~~~            
(5星)	 迈克怎么没红呢...            
(5星)	 很怀念，很感动的一部很长的电视剧。。。。            
(NA)	 童年/少年时期滴回忆。百看不厌，再播再看。            
(NA)	 the memory of childhood            
(5星)	 正版哪里找            
(5星)	 童年的记忆             
(4星)	 2011.3.22            
(NA)	 N年前看过，跟着他们一起老了~~~            
(5星)	 经典的记忆            
(NA)	 经典~~~            
(5星)	 最喜欢的电视剧之一            
(NA)	 太帅的一家了            
(5星)	 小时候看过，最近怀旧又重新买了一套看，发现还是会被里面的情节逗得捧腹大笑。也许等我40岁左右看时又是另外一种感受了吧            
(5星)	 中考那几天看的            
(4星)	 电视台在放            
(5星)	 看的是无中文字幕版~也好看~~            
(5星)	 喜欢哪~~百看不厌            
(5星)	 恩！伴随了我成长啊。            
(5星)	 童年的记忆            
(NA)	 陪伴我成长的欢笑            
(5星)	 温暖而心酸一些关于成长、爱情、婚姻、家庭的小事，自己似乎长大了好多。            
(5星)	 超爱的一部美剧，也是看的第一部美剧，迈克和帅气，本和凯罗很可爱，勾起童年回忆            
(5星)	 还能说什么呢 我地最爱 MIKE            
(5星)	 现在回看，仍是经典。GROWING PAINS            
(NA)	 这个其实不错            
(5星)	 极品呀，伴随了一代人的成长～～～            
(NA)	 那时候多么羡慕，国外的教育~            
(NA)	 和它一起成长            
(5星)	 经典            
(5星)	 令人羡慕的一家人            
(4星)	 很小的时候看的            
(NA)	 小时侯的最爱            
(NA)	 一直记得大停电的场景：小chris抱着Ben告诉他“我喜欢和你在一起”，该是多么温馨的画面啊，一直以来总有那么平淡的话语暖着我的心            
(5星)	 童年的美好回忆            
(NA)	 我的美剧启蒙            
(5星)	 经典之作            
(NA)	 不知道看没看全，集数太多            
(4星)	 少年时代            
(NA)	 一句土话：寓教于乐……            
(NA)	 在上海的时候 很有幸看了第2部...            
(5星)	 小时候看的，很喜欢很喜欢！            
(4星)	 小时候很迷啊！只是到后面就……好像都是这样的……            
(5星)	 孩子时候的迷恋            
(4星)	 再看此剧，20年后的中国离那个时候的美国，不论是生活水平还是意识形态，仍然有差距，让人丧气            
(4星)	 童年的最爱            
(5星)	 小时候的最爱            
(4星)	 成长的回忆 接触到的第一部美剧            
(NA)	 不错，看得比较晚，载得片子质量比较差。            
(5星)	 儿时的经典            
