http://movie.douban.com/subject/3882839/	千谎百计  第二季 Lie to Me Season 2
(5星)	 全世界我最爱的美剧 我就是这么的喜欢你 没的商量            
(5星)	 也是超吊！            
(4星)	 推荐看，有意思。            
(5星)	 微表情            
(NA)	 第11集呢            
(4星)	 私觉得，第二部案件剧情没第一精彩。但人物关系确实更有意思了            
(5星)	 你骗我试试，这个翻译的有趣            
(4星)	 我觉得还是不错呀~~虽然变成了lightman的独角戏~            
(5星)	 So great            
(5星)	 想对于第一季 第二季更倾向于剧情 少了一些着重于表情的说明            
(3星)	 第二部对案件的心理学分析明显削弱了许多，但是场面大了很多。。。            
(5星)	 The story of S2 is much more complicated than S1. -.- If it&#39;s a real science, I held strong intreset in that~             
(3星)	 美国人还是比较简单。编剧才尽了            
(5星)	 第二季也很不错~            
(4星)	 看多了有些疲劳。。。大多数美剧的通病。。跟看《Bones》一样。。            
(5星)	 我就喜欢            
(NA)	 没第一季好看了            
(4星)	 没有S1出彩和惊艳。            
(4星)	 里面的小窍门,你有学到吗? 这种题材的美剧我是第一次接触到,原来竟然有这样的学问.....只看到第二季的8集,余下的还没看,期待中,挺喜欢的...            
(4星)	 感觉第二季的节奏比第一季紧凑得多，虽然看多了同样会审美疲劳，呵呵：）            
(5星)	 喜欢            
(5星)	 一如既往的支持。坐等Season 3。            
(4星)	 什么时候继续更新啊……？？？？？            
(4星)	 新鲜感比第一部降低了……觉得开始忽悠嘹            
(4星)	 果然第2季回归后第11集开始好看多了~            
(5星)	 看多了都疲劳了            
(5星)	 继续挺起~~            
(5星)	 比第一季更有看头了~            
(4星)	 延续第一季的吸引人            
(4星)	 越来越弱了…… tim roth你给我给力点！            
(5星)	 越拍越好看！            
(4星)	 儘管不如第一季那麼的那麼的好```但也是很精彩的````Tim很有愛啊~~            
(5星)	 剧情越来越牛逼了            
(4星)	 似乎编剧们越编越绝望了····            
(5星)	 虽然在温情路线上越走越远了。            
(5星)	 最后一集,em和cal的对话好可爱啊~~~~爱死他们了~            
(4星)	 跟第一季路子不太一样了耶            
(4星)	 理论越来越少，更注重情节了。            
(4星)	 快出快出！！！！            
(3星)	 第二季乱掉了。。            
(5星)	 這季很多感情戲。。            
(5星)	 有些地方那个我看不懂啊            
(4星)	 还可以看，会继续看。            
(NA)	 耶 一併攻破            
(4星)	 不知怎的似乎新鲜感淡了 可选材内容更强大了⊙﹏⊙b汗            
(3星)	 看在男主的面子上，继续跟            
(5星)	 第二季延续了第一季的高技术高质量案情,但整体上没有第一季的紧凑感,可能是根据真人真事改编就不会像剧本那样做铺垫了?或许吧.            
(NA)	 最喜欢的美剧，不论是1还是2季。都是那么棒！            
(4星)	 看多了有点起腻             
(4星)	 I just have watched it off and on.            
(5星)	 第二季比第一季好看很多，越来越喜欢lightman那个摇摇晃晃，异常嚣张的感觉了，气场强大啊            
(NA)	 这部电视剧很好看，主人翁通过人的面部表情和眼神可以判断出一个人有没有说谎，我们也可以尝试着学一下的            
(4星)	 虽然不敌第一季精彩，但我还是追下来了            
(4星)	 第二季明显颓了            
(4星)	 lightman的眼睛太迷人了~~~~~~~~帅大叔原来是《海上钢琴师》的男主角，哇塞。            
(4星)	 第二季没第一季好看。但是光人叔依旧迷死人。            
(5星)	 比较喜欢“别对我说谎”这个译名            
(4星)	 没有第一季更刺激。            
(5星)	 终于完了~期待第三季！            
(4星)	 无所不能有时通常就是什么也做不到。            
(4星)	 S2E8，关于阿富汗的一切都很精彩            
(5星)	 就是喜欢这种东西            
(NA)	 技术造就处世的老练，但纯洁、善良的心从未泯灭。            
(3星)	 越看越没劲            
(4星)	 比第一季好看~            
(5星)	 就是你.Tim Roth            
(4星)	 继续上一季的精彩            
(5星)	 比第一季略差但是也很惊险。            
(5星)	 大叔，你老了= =            
(4星)	 微表情             
(4星)	 Keep on            
(NA)	 期待着下一季            
(4星)	 喜欢听Tim Roth的英音！            
(3星)	 JB is so beatiful，其他越看越没劲。            
(4星)	 一直在追的剧~男主人公太自大了，有些集很扯- -+            
(5星)	 这一季明显比第一季后面几集要有趣得多……继续期待更新……            
(5星)	 搞笑+智慧   增长的见识不只是关于谎言            
(4星)	 金髮美女的加入讓我覺得更有看頭~//結果她沒多久就出局了…果然燈男還是要配福斯特~            
(5星)	 这个我爱            
(3星)	 又是一部没有看完的...            
(5星)	 I love this guy            
(3星)	 无袖连衣裙大妈真烦人            
(4星)	 写的太神奇了            
(5星)	 喜欢EMILY~            
(5星)	 太监剧..等这么久你丫不出了!!-----14集之后出的都很好看了、            
(4星)	 好像没有第一季好看了。。。不知道为啥。。。            
(4星)	 wait for the third series            
(5星)	 挺喜欢这个题材，不过不如第一部有新鲜感了。            
(4星)	 不如第一季利落            
(4星)	 Locker好萌呀~            
(4星)	 缺少第一季的新意了，另外越来越不喜欢lightman的腔调了，怪怪的伾伾的            
(4星)	 我爱cal！            
(3星)	 同样的套路，同样的腔调，只是多了很多看似热闹的用力过猛，还有很多本就爱看热闹的过路看客。也许是测谎这个模式依然翻不出什么新花样了，或者是在第一季的成功之后编剧们再也不能沉下心来好好的写个顺当的剧本了。            
(5星)	 美国人的关于trust，有意思            
(3星)	 黑帮+阿富汗+绑架劫持，怎么越拍越像商业电影了。大叔明显越来越潇洒也越来越自恋了，不过他的幸运纯属喜羊羊与灰太狼模式——刀在lightman脖子上架一天都不会出事，千钧一发之际FBI的枪法就是迅捷准确。没办法，不这样怎么能一季一季扯下去。            
(4星)	 里面最给力的还是Emily，因为她总是可以轻易将Lightman的理性给甩到一边去~~XDDD~~            
(4星)	 不如 season1 但是还是很喜欢 Tim Roth            
(4星)	 等待回归～            
(NA)	 201The Core of It ~208Secret Santa~209Fold Equity~213The Whole Truth~&lt;http://www.sfileydy.com/bbs/viewthread.php?tid=326464&amp;extra=page%3D2&gt;            
(5星)	 开始电光火石了            
(5星)	 细节决定成败            
(5星)	 很不错。开始无聊了            
(NA)	 我只看了第一季，我觉得后面几集都差不多，情节基本一致，所以我不推荐看            
(4星)	 希望第三季可以继续落去，还想见到TimRoth吖            
(4星)	 人物有点单薄，胜在剧情特别            
(4星)	 莱特曼博士好像越来越唬不住人了，这季好像变了黑帮片似的。            
(4星)	 在等待续啊啊啊啊啊啊啊……loker很帅！            
(4星)	 同第一季~            
(5星)	 目前为止我最喜欢的一部美剧，也许个人喜好不同，但我就是爱它，大叔的演技啊            
(5星)	 偶的大爱！            
(3星)	 打算再看第一部的时候没了兴致，好看归好看，却不可在。美剧的通病，再看总有落差。相比第一季，学术成分少了。更不经看了。            
(5星)	 怎么还不更新啊~~            
(4星)	 消磨时间看看不错。少看一集也无所谓的片。理性充足，感性不足            
(4星)	 当Lightman说他只爱前妻而只是喜欢Gillian foster的时候 我突然觉得没什么盼头了 有深深的失望            
(4星)	 算是保持水准吧            
(4星)	 还是不错的 但是个人认为没有第一季好看了            
(4星)	 人物更饱满了。喂真的不会有第3季吗T_______T            
(3星)	 就当看美剧过四级吧……            
(NA)	 现在已经看到第二季第九集了。真是开心。就喜欢看这样的行为心理学的片子。恩恩~~推荐~~            
