http://movie.douban.com/subject/2138507/	奋斗
(4星)	 艺术就是源于生活又高于生活，奋斗，让生活充满希望，伴有激情！            
(5星)	 好看，但不留恋。            
(NA)	 一直在路上            
(NA)	 表现当代人面对的生活、爱情、事业等问题的态度，具体到每一个人物。　　精神层面是积极向上，坚持自我，顽强不屈。            
(4星)	 虽然台词打扮接近生活了,但是剧情还是太不现实,几个人奋斗的时候能干什么什么成的?            
(3星)	 不错的片子,虽然有些情节变换的有些仓促,还有就是时不时采音的mic就进画面了.            
(NA)	 你奋斗了么            
(NA)	 感觉不太现实很喜欢瑶瑶            
(NA)	 还好            
(NA)	 一群俊男靓女的都市生活，夹杂着感情奋斗的话题，每一集都不离开“奋斗”这句台词，最后发现就是一机会主义者            
(4星)	 喜欢朴实的表达方式和幽默的语言            
(4星)	 “80后”的成人童话            
(NA)	 似乎印象最深的是杨晓芸妈妈的市侩和厚脸皮。但是整部片子唯一让我记住的一个片断却是她妈妈在出租米莱的房子时候和她说的话。给奶奶买个助听器，给爸爸、给可爱的女儿，却唯独没想过自己。这时候突然发现，即使再市侩再俗气她始终是个好妻子、好母亲。她所做的都是为了她的家人。每个人的生活方式都是在生活的磨砺中慢慢形成的。不是所有人都可以幸运到不为衣食住行忙碌。他们可以高尚，但他们的高尚和品味是否能抵挡得过饥饿时的一片面包就不得而知了。向伟大的母亲致敬。            
(NA)	 好看，青春，生活。            
(NA)	 在富爸爸与天生的高智商的帮助下奋斗            
(3星)	 理想状态的青春奋斗史,我觉得之所以年轻人喜欢看,是应为反映我们生活状态的电视剧是在太少,我们在荧幕上看不到生活的艰难选择,事业的困难际遇,和对我们非常重要的友情的激励和爱情的动力,我们在这里都找到了,尽管不能排除太过理想化的毛病,但是,我们更愿意看到自己能够接近的剧.看完奋斗,在我日记里最常出现的词就是奋斗!生活时刻都要奋斗!            
(NA)	 并不是80后的代表把            
(5星)	 心碎乌托邦~奋斗其实是很美很美的一段生活，一群人            
(5星)	 qiangleituijian             
(NA)	 我们必须离开你，去工作，去奋斗，去谈恋爱，这件事十万火急，我们一刻也不能等            
(NA)	 我们一直在寻找什么，心碎乌托邦又代表什么，我们魏什么而奋斗~            
(5星)	 夏琳的骄傲，米莱的执着，他们的爱情，友情．以及最后米莱唱的&lt;左边&gt;,都让我着迷.            
(5星)	 做个做梦的人，一个不切实际的人            
(NA)	 很励志..            
(5星)	 有人说没劲，就是一般的爱情剧呗；一叶一菩提，我感动了，真正的感动了，就算是不存在于现实中，我还是想看，特别是31集的一个片段，just moving!            
(3星)	 奋斗            
(4星)	 据说是80后最近挺喜欢的一片子            
(NA)	 好看到家了            
(3星)	 07年夏季观看。            
(4星)	 挺喜欢里面的语言            
(4星)	 台词            
(5星)	 干净～梦想            
(NA)	 青春            
(5星)	 生活是过出来的 不是想出来的80后            
(5星)	 值得观看的一部影视            
(4星)	 80后的事业 爱情 友情            
(4星)	 对话很精彩            
(NA)	 真不错``好多段都很贴近我的生活``鼓舞了我的斗志``坚定了武装自已的决心``            
(NA)	 一部描述大学毕业生完成梦想的洗礼的历程            
(5星)	 很赞的剧本，很赞的演员，优秀的电视剧            
(NA)	 sdf             
(NA)	 上半年看过的一部电视,现在开始很火了起来,最喜欢的人物是华子,那个坦诚和义气的孩子,初时很喜欢杨小芸,简单的活着,快乐的折腾着,可后来,却是极反感的.爱一个人,不是锁在身边而是希望他幸福,哪怕用自己的幸福来交换.我以为,所谓的爱,都是带有牺牲意义的,如果舍不得伤害自己,那请不要去爱.超欣赏瑶瑶的那句话--我们来比赛对对方好吧...            
(5星)	 讨厌陆涛和夏琳这对狗男女            
(NA)	 触动心灵            
(NA)	 2007年      又名: struggle            
(5星)	 我学的专业和里面主角是一样的台词很逗            
(5星)	 似水年华又一梦            
(5星)	 喜欢米莱,喜欢心碎乌托邦.            
(4星)	 ......            
(NA)	 我反复看过多次的电视剧!感慨颇多!            
(NA)	 喜欢米莱            
(NA)	 想看 抽不出时间。。。            
(5星)	 台词太经典了！            
(4星)	 喜欢听他们说话和吵架，呵呵～            
(3星)	 有很多经典的京味儿台词            
(5星)	 大四最后的影视大餐,超级喜欢!终于我也开始为生活奋斗了!            
(5星)	 去生活，去奋斗。只是，心疼米莱，心疼自己。            
(3星)	 有点戏剧化，还不错            
(NA)	 奋斗，并乐呵着！            
(3星)	 非常不喜欢结局，看似大团圆，其实很悲惨            
(NA)	 批阅：石康是一个个公开的傻逼             
(5星)	 青春和我们说过再见            
(4星)	 虽然很多细节难以静的推敲，但是对一部电视剧又何必太苛刻？！            
(5星)	 拍的非常好，人物刻画的非常到位，但感觉不象80后，倒有点象70后。            
(5星)	 喜欢陆涛这一对的感情            
(NA)	 追求梦想进而为梦想奋斗的真实写照，年轻一代人的独立，创新的思想进程！            
(NA)	 我们这代人的故事，相同的是，如题，我们都在奋斗，不同的是，我们的奋斗历程没有他们那么戏剧化。故事有很生活的部分，也有不真实的成分，他们有殷实的家庭，有钱的父母，想出国就出国，想创业就创业，而我们没有。他们面对爱情，有自己执着的追求，但是却少了一些责任，让我看过后产生一种不安，如果都像他们那样，信任就只能成为自我安慰了。但是个人很喜欢里面的友谊，心碎乌托邦，一个完全属于年轻人自己的世界，一个由友情筑成的“爱巢”。还喜欢杨晓芸，一个很真实的小女人。最后，那首《左边》不错，要不是杨丞琳唱的就更好了。            
(NA)	 毫无理由地喜欢佟大为，可能只因为他长得像某人            
(5星)	 奋斗吧            
(5星)	 很好看！            
(4星)	 有笑有泪的奋斗。喜欢他们青春奋发的样子，无论遇到什么挫折，都扛的过去。            
(NA)	 我在我奋斗的时候看奋斗.只有一丝苦笑.想提起勇气继续.却&gt;&gt;&gt;&gt;&gt;......            
(5星)	 什么是青春？            
(4星)	 大学毕业那年，我已然失去了目标。所以我焦虑，我迷茫，我浮躁。谢谢你！            
(4星)	 大为大为            
(5星)	 看了很多遍            
(2星)	 这个连续剧纯属扯淡            
(NA)	 说话很逗，挺现实            
(3星)	 我也奋斗            
(3星)	 有点假的但还凑合。            
(5星)	 今年看得最好的一部内地影视作品，看着特带劲儿，北京人那种劲儿全演出来了            
(5星)	 极力推荐，里面的好多台词值得慢慢回味咀嚼，分析一下里面的爱情会有不少感悟            
(NA)	 赵宝刚            
(3星)	 如此的近            
(NA)	 特好，玩            
(5星)	 是不是每一个人都会找得到自己的影子呢?            
(1星)	 要不是因为里面有美女，，打死我也不会看完的            
(NA)	 极力推荐！！            
(NA)	 很有感触的一部青春剧            
(5星)	 苦涩的味道            
(5星)	 我们的生活跟他们的类似，为了什么，为了什么而奋斗，爱情，事业，金钱，都要有，理想，梦想，和遥远的或者触手可及的梦想，活着，我们要活着，失恋了也要奋斗            
(5星)	 用了一年的时间看完一部电视剧。            
(NA)	 梦想是艰难的,但梦想又是甜蜜的.            
(NA)	 不错            
(5星)	 说是给80后看的一部电影，讲述一群年轻人从大学毕业后的生活，想看看完感觉那是相当好            
(NA)	 太好看了,很适合80年代人            
(NA)	 喜欢            
(3星)	 假。但是还是能吸引人。            
(NA)	 还不错~            
(3星)	 haihao            
(NA)	 ``            
(4星)	 电视剧            
(2星)	 很好看啊            
(3星)	 相爱，相守，相扶持            
(3星)	 有点儿矫情，没事儿看看倒是可以……            
(NA)	 我猜米莱肯定是天蝎座的            
(4星)	 内容上虽然有点超现实主义不过局部的看点还是很多可能是因为年龄和目前的经历相仿，产生了心里的共鸣。个人认为值得一看            
(NA)	 看第一遍的时候很激动 像我们这个时代的产物 有着切身体会 并向往能像他们一样去奋斗 去爱 他们的经历丰富的让人嫉妒，友情爱情 事业 都需要奋斗与珍惜阿            
