http://movie.douban.com/subject/2978224/	流星花园 流星花園
(5星)	我的偶像剧入门篇 那时候看流星花园入迷的嘞~~ 如痴如醉 爱道明寺爱得要死！对世界宣布我也要轰轰烈烈的恋爱一场！ 客观的说：这电视剧质量精良，以后也很难有超越的
(NA)	前段时候星空重播还是追着看
(3星)	前半段不错，后面3、4集杉菜跑到岛上那些剧情太扯了，还好最后一集又转回来了
(4星)	上初中时可迷了，买了许多F4的画册，现在想想好幼稚啊
(3星)	F4……
(NA)	= = 我能说什么呢，
(4星)	青春的回忆啊~~~
(5星)	哇哈哈哈
(NA)	我真的觉得这部很棒，很多方面。不是普通的偶像剧。……
(3星)	说实话，我只看全第一集和最后一集，难道我真的错什么了吗？
(5星)	我的最爱啊
(3星)	想当年。。。那个那个啥的，哈哈
(4星)	一种经典
(NA)	80后又有谁没看过呢
(3星)	当年loli的时候，神魂颠倒的片子。。时间不可逆，少女情怀永不再。
(5星)	高三的时候喜欢的一部剧集，搞笑
(NA)	那个年代的最爱哇……曾经火爆了的F4~
(4星)	以偶像剧的标准来看，还行。。。。
(5星)	这个更早 是初中的时候迷恋过的大概所有人都看过这部吧 
(5星)	当时真的是很喜欢他们，看到了就会心动
(5星)	看过的第一部偶像剧，好看，喜欢
(NA)	。。。。。
(5星)	超经典的偶像剧
(3星)	那一年。
(NA)	我妈的最爱
(3星)	喜欢大S，好漂亮
(NA)	喜欢里面的音乐精选
(5星)	又是一种回忆 最后两集 全班一起回家看 班长大喊 快点啊 今天最后两集！
(3星)	偶像剧爆炸了于是少女开始思春了
(4星)	时隔7年的怀旧，居然还能让我感动，恶俗的偶像剧呀。
(5星)	在桃子家温习第六遍
(5星)	我觉得这是有史以来最好看的偶像剧，后来拍的都不如这部
(4星)	每天梦想着当公主，那时我们还年轻
(4星)	花泽类
(4星)	暴龙小白兔
(NA)	青春年少啊
(5星)	也许是因为哪天在广播里听到情非得已或者别的什么原因，突然发痴，决定重温一遍流星花园。上一次看的时候，还是高一，借的DVD，一口气看完，走在路上都觉得恍惚。现在再看，激动少了很多，兴许是因为哭点笑点都高了？以前很迷仔仔的，这次看居然觉得言承旭某些角度帅到喷鼻血，尤其是傻笑露出一排牙
(4星)	当时超迷 通宵达旦
(3星)	7年后重看，完全没有当年的感觉，不应该再看啊
(4星)	相当年，正在上高二呢～
(NA)	花了一天一夜看得眼睛水兒都出來老（不是感動的~）
(4星)	藤堂静、小兹、小优……
(4星)	现代版的灰姑娘。看台剧的后遗症就是普通话都讲不好了⋯⋯
(4星)	年轻就是好呀！！
(5星)	满足些许对浪漫的憧憬
(NA)	流行一时
(4星)	至今只喜欢大S版的杉菜。
(5星)	高中时，背着爸妈在家里偷偷摸摸都要看
(NA)	   一开始,被花泽类电了下,可是越看越是超爱道明寺,就象喜欢樱木一样
(5星)	经典啊
(5星)	第一部台湾偶像剧
(5星)	唯一让我通宵的片子
(4星)	当年超级疯狂的一个片子……
(NA)	竟然有人没看过！！
(NA)	高一 永远的高一 还记得 高二的时候 就开始流行 薰衣草了呵
(3星)	读高一时很火的偶像剧哦~~~ 而且狮子座流星雨就是那时候吧？ 呃……记不清楚了,嘻嘻，也不晓得那时许的什么愿了
(NA)	当年啊~~~
(5星)	剧本相当紧凑，本质上是problem solving型的电视剧。一个中心，多个问题，每个都解决得干净利落，丝毫不拖泥带水，不似韩剧的拖沓。可以说它思路幼稚，但制作精致。
(NA)	很好看的
(4星)	当时真的好喜欢花泽类
(4星)	时势造经典
(4星)	好看
(4星)	启蒙片，回忆中不可缺少的内容
(5星)	改编自日本动漫的真人电视剧，我只想看这一部，因为我从来没看过漫画版
(NA)	01年的时候谁没看过？？
(NA)	个人意见,不是很好看,太假了
(4星)	当时啊
(4星)	看的第一部台湾偶像剧
(4星)	f4 大s 高二
(4星)	怎么说也是童年记忆!~
(3星)	是动画片、漫画让我尝试去看真人版的流星花园，可惜始终比不上动画给我的狂热
(4星)	毕竟是灰姑娘的童话阿
(5星)	当时疯狂的喜欢，还有人送过一套盘，标价200多，哈哈，当时美死了，不过确实很经典
(4星)	陪伴我走过高一 但我不想再去看 就是个回忆 帮我回忆很多事情 包括我妈一直没喊清楚的酸菜
(5星)	真没看过的话，赶紧去看，不然人生不完整。
(NA)	曾经风靡一时的片子，流星般划过...
(NA)	让我开始了疯狂的追星
(4星)	回忆啊~
(4星)	本科
(5星)	偶像剧中的经典之作！
(5星)	承载了太多人年少的记忆
(5星)	始祖！经典！不知承载了多少人的回忆
(NA)	哎呀，当年年轻
(NA)	F4
(2星)	当我还是个小学生时，就觉得此剧十分幼稚，但是现在和其他版本比起来好太多了。。。
(NA)	一直到现在都没有看完。。= =
(NA)	经典.
(4星)	曾经也疯狂迷恋过
(4星)	曾经喜欢过
(NA)	  很经典的电视剧
(3星)	memory in middle school
(3星)	高中，我们曾经为之疯狂过 
(4星)	想当年......
(NA)	一度很着迷
(4星)	觉得不错
(5星)	那时还小
(NA)	少年幻想时
(4星)	一度迷恋的呀
(4星)	世上无，这里独有！
(5星)	太经典了吧.没什么好说的了.
(3星)	越到后来越没劲
(5星)	见评论。
(NA)	台湾偶像剧的开山鼻祖啊。
(4星)	经典哦 杉菜的父母很有意思 呵呵
(5星)	once crazy about it
(NA)	经典的偶像剧··但我一直觉得F4不帅··
(5星)	最近还在看
(3星)	这片 如此老....
(4星)	怀一下旧
(4星)	K，大学的时候花了2天的时间在学校那个破电脑室看的，当时一起发花痴的还有朱琼，两个色女对着屏幕流口水……尽管电视剧很幼稚，算了
(NA)	情窦初开的过去时
(5星)	当初还是很密F4的，可是现在台湾的偶像剧啊，越来越不能看了
(4星)	青春的回忆~·
(2星)	当年怎么会喜欢？真真奇怪
(3星)	我不喜欢 但当时很不错
(5星)	虽然如今再提这部剧，有点幼稚感，但毋庸置疑，在那个年代它真的风靡亚洲，可算是开创了偶像剧的全盛时代。花泽类、道明寺、杉菜：）已经几年过去了，不过还是会记得很久的吧。
(NA)	经典中的经典，最近翻出来看了看~~依然觉得很经典
(4星)	比较经典的台湾偶像剧，比后来日本拍的那个看着顺眼 
(4星)	大学看这部电视剧 害我挂了高数
(5星)	青春，难忘的青春。
(5星)	当时风头无两啊~~~要力荐！
(4星)	先看了漫画再看的这个，就只有仔仔看起来好帅，其他的~~哎！还好，杉菜的妈妈好可爱！哈哈！对了，钱韦杉确实很美哦！
(NA)	。。。谈不上多喜欢 但看了好多遍 囧
(NA)	挺暴力的，可是很逗。
(5星)	很经典
(NA)	我的一个梦
(NA)	80后都看过
(NA)	第一部 觉得贫富差距这么大的片子
(5星)	風靡一時的，可算經典?
(4星)	小学的时候还很迷F4
(NA)	第一部
(NA)	嘿嘿 囧
(3星)	当初骂看电视剧的人是bc，结果看了一集之后就不知不觉地看下去了。一个寝室的人看了一个通宵把全部看完。。
(4星)	西方曾经有位哲人说过， 女人啊， 华丽的金钻，闪耀的珠光， 为你赢得了女皇般虚妄的想象， 岂知你的周遭 只剩下势利的毒、傲慢的香， 撩人也杀人的芬芳。 女人啊， 当你再度向财富致敬， 向名利欢呼，向权利高举臂膀， 请不必询问那只曾经歌咏的画眉， 它已经不知飞向何方。 因为它的嗓音已经干枯喑哑， 为了真实、尊荣和洁净灵魂的灭亡。
(2星)	啊 F4 初中有趣的回忆
(5星)	风靡一时，真的很经典，不止女生爱看。
(5星)	已成为经典。
(NA)	幼稚的时候很迷
(5星)	本人人生中第一部偶像剧～彼时深度的痴迷，还一度因此引起家庭纠纷～啊～可如今想来，还是偶像剧的经典之作啊！perfect!
(4星)	时至今日，仍旧感动。
(3星)	喜欢漫画更多一些
(NA)	小时候很风靡，班主任禁止我们看...高中时喜欢偶像剧，去补看的传说中史上最经典偶像剧
(5星)	百看不厌！
(4星)	这是我看的~第一部让我觉得可看的台剧。在看流星花园之前我都只看韩剧，日剧的~呵呵。所以嘞，还是拿上来推荐下了a~
(3星)	那时看集体电视，看看也还不错么，现在坚决不要看类型
(NA)	很夸张`````
(5星)	经典经典啊
(5星)	当初真的很喜欢啊，冷冷的类，霸道的寺。
(NA)	这才是偶像剧嘛
(4星)	重温的感觉很好
(3星)	每个女孩子的梦想？
(5星)	仔仔 仔仔 仔仔现在还是我的仔仔
(5星)	组成青春的记忆
(5星)	高中痴迷的电视剧
(3星)	只看男女一号。
(NA)	初中时候超火的电视剧
(NA)	那是过去的事情
(NA)	看了日剧的 还是喜欢日剧
(5星)	又是一部经典了~~ 捧红四少不说，还开启了台湾偶像剧的革命性时代，以及柴姐的天下......
(4星)	连我爸妈都跟着看过的剧
(NA)	不说什么了!那时候不懂欣赏,现在还是欣赏不了
(5星)	狮子座流星雨 
(3星)	其实还不错，受不了台湾腔
(NA)	没看过，MS高三很流行。不后悔
(4星)	我的青葱年华里经历的第一部偶像剧
(5星)	灰姑娘的童话，吸引了无数人。
(4星)	那时熬夜看，还被妈妈骂……是一段时期的回忆啊
(4星)	彼时的天团
(4星)	中学回忆~
(4星)	我都没看过整篇。
(4星)	没钱的人写有钱人的生活。
(4星)	台湾偶像剧的经典！
(NA)	流星花园
(3星)	最经典的台湾偶像剧，唯一一个现在还能看得下去的台剧~
(5星)	经典
(3星)	童年回忆
(NA)	曾经的我们，迷里面的一切...
(3星)	没有想到这样的电视剧会这么红。帅哥和美女+有钱帅哥追穷女孩的套路，就这么红了。
(5星)	还是很经典的
(5星)	20080510
(5星)	红不是没有道理的好伐好片子就算过时了也是要肯定的090120 又是七年了.
(5星)	还记得小学看的时候激动的心情...怀念
(NA)	灰姑娘的故事吗．呵呵
(NA)	風靡一時
(NA)	我的初中花痴的发展期
(5星)	F4~
(3星)	哎呀我操
(4星)	额。。。没看过的就没有青春了
(NA)	f4
(3星)	久远的记忆
(4星)	当时很喜欢，挺细腻的感觉现在看虽然有点慢,还是挺吸引人的
(NA)	流星花园 
(NA)	超级经典  当时癫狂了
(4星)	蛮不错 的
(4星)	大学里跟着一帮同学在外面看了个通宵。现在想想真不值。不过跟同学一起玩的气氛很好。
(5星)	曾经看到“目无其它”
(3星)	流行的东西
(5星)	太经典了！中国偶像剧的始祖~
(4星)	高中和表弟租碟看的，比较喜欢一个人看，适合幻想，和那么多人一起看实在是有点破坏气氛！
(NA)	确实好偶哦
(NA)	从此喜欢言承旭
(4星)	仔仔～
(4星)	当时真是红透了
(NA)	初中的花痴
(5星)	最爱~
(NA)	校园片
(NA)	它一改我对台剧的讨厌
(3星)	没有日本拍的好
(5星)	没关系，我就是喜欢F4
(4星)	我的高中啊~
(4星)	8.0 F4
(5星)	接触的第一本台湾偶像剧
(5星)	嘻嘻~
(NA)	红遍了的当时
(3星)	前几天几个朋友还凑到一起看了一遍．还可以
(5星)	大家都知道原因
(4星)	初中，有个病叫“流星花园中毒症”。。。= = 我看了整整4遍。。。
(NA)	演技都不是很好 剧情挺搞笑
(NA)	广泛革命
(5星)	F4的经典啊，经典的经典啊。虽然和日版的比起来，属于小成本制作。啊，仔仔，爱死~
(NA)	当时喜欢死这部电视剧了 连作业没写都要看~~
(NA)	全家一起看的偶像剧
(5星)	2000年的纪念~
(5星)	不可代替的经典！！
(4星)	高三时候偷偷的买碟，偷偷的买电线，偷偷的开电脑看。那时候没有看多少片子，觉得超级好看。这剧承载的不只是片子，而是高三那段最难忘的疯狂。
(5星)	纯真年代。
(NA)	 偶像剧 
(NA)	太好看啦
(4星)	高三暑假的时候重温了一遍。喜欢道明寺……
(5星)	高中时，曾经为了看它而逃课
(3星)	初次看电视剧到通宵的东西 
(3星)	小时候的回忆
(3星)	F4让我颤抖= =|||
(3星)	算是一个年代的经典吧
(4星)	当年那么爱。。。呵呵~
(4星)	5遍以上的观看，年轻一族的代表，年少轻狂的我们看过之后定会一阵涟漪在心中，喜欢仔仔！
(5星)	经典的台剧
(5星)	毕竟青春年少时候，曾经的梦想阿梦想...
(5星)	超级喜欢看！
(4星)	初中时，热得底朝天啊！题材俗套了点，灰姑娘的故事最喜欢仔仔演的花泽类 
(4星)	经典的大红片，还是值得一看
(NA)	F4+S=?
(NA)	时隔六年别有一番感动
(5星)	经典～是后来的台湾偶像剧望尘莫及的
(5星)	听到中间的音乐，看到其中的画面，心情都会温暖的。。。
(4星)	初三看的
(3星)	不知道以前为什么那么喜欢？
(5星)	经典
(5星)	童话
(4星)	风潮的起点
(5星)	至今仍然是最喜欢的台湾偶像剧。。
(NA)	当时的经典
(5星)	经典
(4星)	虽然剧情夸张但是就是爱看
(3星)	这算现代美男标准吗?
(3星)	高三时的疯狂
(5星)	很童话的
(5星)	当初我上初三阿！
(NA)	也是初中时候看的，其实没有看全，但是全部内容都清楚
