http://movie.douban.com/subject/5247088/	法证先锋3 法證先鋒Ⅲ
(5星)	 大结局看的直播，晚了一点，明天补回来，看结尾应该也要出电影版什么之类的。好长时间没有看香港电视剧了，这部陪我过了艰难的日子。不知道明天之后怎么办。            
(4星)	 越来越先进，结局真是扯啊            
(4星)	 为了工作之余那点空闲的打发，例如早上6点的苦B上班            
(NA)	 madam走路是模特的架势。/好像木有前两部好看哦。            
(4星)	 看完觉得还行啊             
(4星)	 喜欢张可颐，真心讨厌徐子珊，话说他们的电子设备也太高级了。。还是前两部好看。。想念BOBBY            
(4星)	 其实比起前两部是逊色了不少            
(3星)	 除了炫耀还是炫耀 个案件显然不如前两部 还有自抄意味~~            
(4星)	 Angel死的好可惜啊，这个结尾明显就是有法政先锋4嘛(^_-)            
(3星)	 每天中午吃饭的时候，看各种BODY~看的我津津有味~~            
(3星)	 各种的高科技仪器真洋气            
(5星)	 演员大换血了也看好！            
(4星)	 徐子珊怎么能演Madam！！太没有气场了！！败笔啊！            
(3星)	 剧情真是弱爆了！！！！            
(2星)	 TVB能死个人有死个人的理由吗？而且那么大的剧情bug，整个剧组怎么就没有人发现呢？都脑子有问题吧~~~            
(5星)	 不行了，我是黎耀祥脑残饭= =            
(3星)	 继潜行狙击之后又一个继续追的剧。。。结束了。。。应该有4的。。。            
(4星)	 CSI味道很重，张可颐演得很好，只是岁月不饶人，终是显老了。。。            
(5星)	 TVB            
(4星)	 一集一集地追著看的，一開始的酒店槍擊案，天眼少女案都不錯，但是到後來的案子水平是越來越差，wind家的case簡直是直接猜出兇手，Eva的死很沒必要，難道僅僅是爲了讓pro和mandy可以更為名正言順？……人物關係和情感線也很無語……Eva死了Pro怎麼看上去都不桑心？Angel更是死的莫名其妙……            
(3星)	 好装啊……            
(NA)	 没看完  实在不想看了~~            
(4星)	 二小姐依然美丽和帅气；黎耀祥是TVB现在所剩不多演技一级棒的男演员；萧正楠和陈茵薇非常亮眼。各方面都很平均，不突兀，不重口味，不试图挑战观众智力。这样也好。            
(5星)	 呢排TVB既剧，系都会整一对天人相隔，真系惨。好好睇，成个系列我都睇过晒。一个字，正。不过，TVB冇其他演员了咩，演来演去都果几个            
(3星)	 演员一般，剧情将就            
(4星)	 還可以。算是不錯的了。            
(NA)	 大爱TVB的警匪剧，不过法证先锋3貌似没有前两部那么紧凑的剧情，案件的侦破过程略显仓促了，个人觉得不及前两部啊。            
(NA)	 每次结局都这样！！！！！！！！！！！哼            
(2星)	 真是一部可以让我从头吐槽到尾的片子。法证和法医都是柯南好吗，拜托，那么要警察干嘛！果冻和圣母是维基百科好吗，随便什么东西都可以直接说出来，整论文似的！果冻和圣母真心不般配，何必拆两对来成一对！还有结局是什么垃圾，雯雯也被整成13了吧，那声妈咪，恶寒！真是吐不完.....            
(NA)	 这是一部低智商搞笑剧 鉴定完毕            
(2星)	 一集弃            
(5星)	 终于又可以见到张可颐了，噢嘎嘎~~~加星一颗~~~开始感觉平平，追到第8集了，三个租客很喜感，房东是意外吗？！坐等……            
(3星)	 看多了美剧，这样的case完全满足不了我，都被人家猜出来了啦。。。还有就是法政系列还真是各种保守，各种悲催，不死个人不能大结局是吧。对港剧快无感了。。。             
(3星)	 唉。。。真的是错漏百出外加狗血四溅            
(2星)	 ANGLE，你死得好冤……以及好久没看过这么烂的了= =+            
(4星)	 编剧去死TUT            
(3星)	 最后集真是太放他狗屁了！TVB还真是不大团圆会死啊！            
(4星)	None
(4星)	 为什么要让Angel 死呢            
(4星)	 绝对还会有四!!!一看最后还有案发现场就知道为下一部做准备!!            
(4星)	None
(3星)	 angel咋死这么突然呢，这种类型的电视剧是不是都非得把热恋中的男女整死一个？还有徐子珊没换过裤子啊有木有？？            
(2星)	 看个开始就知道凶手是谁，坑爹的剧情……            
(NA)	 高sir绝对是亮点哈哈哈哈，台庆剧果然还不错。            
(4星)	 不理性的支持柴九            
(5星)	 第三部了，一直追着，好看撒            
(5星)	 期待第四部            
(NA)	 Ken坐的飞机是琛哥开的吧，因为阿风正在探案……            
(4星)	 每天看一集，生活有亮点。            
(3星)	 结局无力吐槽！￢_￢            
(4星)	 尽管有徐子珊…中午的时候还是看看吧…            
(5星)	 有几个案子很不错~            
(4星)	 和小雅一起看的            
(3星)	 悲催的编剧，一到矛盾不好调解就安排死个人，好不容易在一起了还要死个人，这让观众情何以堪？！            
(3星)	 结尾要不要这么老套的啊。。。            
(4星)	 为神马angel非要死  太牵强了 烂尾么            
(3星)	 重复的地方太多了。            
(3星)	 我就是被结局吸引了...一下下            
(4星)	 没有欧阳震华，很遗憾。。            
(4星)	 期待没有徐子珊的4~            
(4星)	 好看            
(3星)	 还是欧阳震华有气场些，胖胖的多可爱，准备重温一遍。这部演的有点假，黎耀祥演的总觉得端着。            
(3星)	 港剧老套路。本来给4星，因为徐，还是给3星吧。呵呵。            
(3星)	 不给力！            
(NA)	 还可以，虽不如从前            
(2星)	 此部没1和2好看            
(3星)	 还是怀念I和II部。            
(4星)	 男女主敢不敢再不像情侣一点。            
(3星)	 只能说还行...            
(4星)	 其实就是想现现TVB有钱有设备了吧！【笑】            
(3星)	 怀念那个凭借严密逻辑推理而不光靠高精尖设备来办案的刑侦剧年代…………刑事侦缉档案啊刑事侦缉档案……法政这种水准还有这么多人追只能说，观众对每况愈下的TVB要求越来越低了======结果还是器具了，男女主角实在太没爱了            
(2星)	 两星都给黎耀祥            
(2星)	 没有boby的法政弱到爆呀=0=            
(3星)	 没有欧阳震华很失望！！！            
(4星)	 还行，有时候感觉有点做作！            
(2星)	 带黑超验尸我忍了，但破案越来越少，来来去去都是感情戏，比例严重失调沦为肥皂剧，吐槽点多得令人怀疑编剧的常识，弃            
(4星)	 不那么看不惯徐子珊了，不过还是怀念欧阳胖胖            
(5星)	 每天都在害怕肝颤中上瘾            
(2星)	 也许唯一好的就是让我对徐子珊改观。【2011.11.21】            
(4星)	 为了黎叔和2小姐            
(4星)	 啊呀呀~每次一伙众人去案发现场总是像在T台走秀...            
(4星)	 其实有点小失望            
(3星)	 剧情一般 完全可以不要重案组            
(3星)	 麻痹 换你妈的脚            
(4星)	 还是想要bobby……演员全换了，就剩个名字了╮(╯_╰)╭满眼高科技基本闪瞎了。吴卓羲就是个大酱油，警察全部都系傻×，啥玩意都要看法证法医的。天眼少女的案子实在是太囧了。不过本片起到了很好的教育作用【真的么】，做好人，杀了人会被警察抓，做坏人会被老天罚            
(3星)	 哎，陈茵微的结局很坑爹。            
(3星)	 剧情和人物演技相比于第一二部来说有些逊色啊，所以续集拍的多就是这样的。第一二部里面的人全都消失了呀，好伤心啊~ 哎，甜甜妹子死了，呜呜 俺的月亮公主            
(3星)	 从什么时候开始TVB的编剧不写死几个人不开心            
(4星)	 不错啊不错，还是喜欢张可颐。。。            
(3星)	 哈，TVB的各种new outfits~ 醒哥跟丽华哇，看一眼就知道长不了，木哈哈哈～看完之后：第一集的眼前一亮之后就愈来愈黯淡了。。。剧情太牵强、刻意，人物性格过于片面。最后这结尾，是要学潜行狙击拍电影版咩？！            
(5星)	 good            
(5星)	 剧情紧凑 节奏紧张徐子珊也没有那么难以接受啊二小姐是真老了            
(4星)	 最后一集告诉我，原来剧情可以如此紧凑如此跌宕起伏。虽然演员都换了，但是这个题材的还是很喜欢。期待出下部            
(4星)	 总体还不错，就是结局漏洞太多了。。。虽然ADA这个角色不错，但实在对徐子珊好感不起来啊。。而且和前几部比起来，明显感觉警察离开了法证就像窝囊废。。。            
(5星)	 五星全给祥            
(3星)	 越来越烂俗了            
(4星)	 整部剧张可颐是最大的亮点~~Maggie你简直型到爆！！！            
(3星)	None
(4星)	 还不错诶。。。没想像中那么差。            
(5星)	 希望不会失望            
(4星)	 也是每天准时准点地追完了。基本没有高潮，二小姐的角色没有惊喜，黎耀祥的小眼神偶尔也蛮迷人的，案子的侦破手段还是蛮与时俱进的嘛。最后结局很狗血好吗，eva和angel到底干嘛都要死啊！！！还有，为毛吴卓羲是个富三代，他就是个普通警察和madam就不能幸福地在一起了么！            
(2星)	 我已经无力吐槽。。            
(2星)	 无力吐槽            
(4星)	 刚开始看，很喜欢黎耀祥和张可颐，希望他们的表现能够令人满意，至少超越第二部            
(5星)	 吴卓羲又演这种可有可无的角色！！            
(NA)	 每天的晚餐必修课            
(3星)	 不是原班人马总感觉有哪儿不对。            
(3星)	 胡定欣真可怜，一个女强人，她想有一番作为，之后又想有美满的家庭，看到她和布sir不好，我就想哭。。这结局太搓了吧。。Angel死得很莫名啊。。既然她死了，那干脆让男主和女主也都死了得了。。凭什么他们那样都能不死？？            
