http://movie.douban.com/subject/3873960/	我的青春谁做主
(4星)	 赵导拍的偶像剧 我大多数都看过（这说明我是一个多么不靠谱的成年人 有时间看看有意义的书好不好？！）应该说这部剧集还是不错的 和《奋斗》一样 这次取景大多数还是我所在的北京城的东部 很熟悉场景 让我有意愿看下去 没有想到平时这么平淡无奇的地方被赵导拍的那么流光异彩说到剧情 呵呵 一个偶像剧 就是给小孩子看的 能做到不是破绽百出就很不错了 剧情很简单 简单到没有什么思想性 当然偶像剧有打动人的思想火花就像要相声有教育意义一样无聊 反正还是很好看的 当然陆毅和赵琳都有点老了 还是那几个老辣的女演员厉害 丛珊            
(3星)	 bt.没奋斗好看            
(4星)	 个人觉得这个比奋斗要好看 因为更真实 并且始终有一条线在那埋着 让你很想知道这个背后究竟有什么样的真相 周晋青楚太优秀 男才女貌+女才男貌 看着没啥感觉 他俩的出现就是给大家做梦的 小样方楚又太矬 没啥实料又总倒霉 他俩是给大家找平衡的 再加一个完美男人高奇（他哪是人啊他是神）俩温室小美女             
(5星)	 挺好看的，剧情够曲折，台词轻快，又不失深刻。个人很喜欢^_^            
(3星)	 觉得还是奋斗好看一点            
(4星)	 不错,主题插曲也不错,挺好听的            
(3星)	 没有期待中的好看，说实话我有点失望！            
(5星)	 嘛也不说了，吐血推荐！！！！！！！            
(3星)	 父母的经验主义和个人的理想主义的结合。你不仅是你自己，还是为人子女的身份，这才明白了“责任”二字~            
(4星)	 理智与情感。            
(5星)	 关于我们的。。。看到里面的某些话会很感动。。            
(5星)	 一个很真实的反映现实的电视剧。            
(3星)	 不如奋斗            
(NA)	 时尚，青春。好玩，励志            
(5星)	 我讨厌《奋斗》，但我喜欢《青春》            
(NA)	 朱雨晨太帅了            
(4星)	 如果一生都没有一次感情用事，不失为一种遗憾！            
(4星)	 剧情很不错,以一个家庭的3姐妹的成长做背景,而这3姐妹也代表着时下三种不同个性的女生,很真实,容易得到大家的共鸣!            
(4星)	 真正讓人感到很真實，很鮮活的劇本。            
(3星)	 说话很逗，不如奋斗。            
(4星)	 我特别特别喜欢钱进来~~~            
(4星)	 描绘各个阶层的人物，还好            
(NA)	 追求个性自由            
(4星)	 挺久前看的了，还不错。印象最深的是那首好听的主题歌。            
(5星)	 连续看了三遍！大爱！            
(4星)	 80 的新式生活写照            
(4星)	 （與奮斗類似）希望有一個 那么善解人意的 姥姥～            
(5星)	 孤儿寡妇的理想主义和戏剧化，但并不掩盖台词的闪光。。。很好看            
(NA)	 我的青春呢？            
(5星)	 真实，搞笑，夸张，不现实的有机结合            
(5星)	 真实。            
(NA)	 这部我的青春谁做主应该和奋斗的名字换一下 感觉牵扯家族的事情太多了一点 有点失望陆毅真的老了 影像中似乎还是肖童青涩的模样儿 在出现的时候才蓦然发现曾几何时这位曾经的金童早已成过了而立之年成家立业人到中年了 我们也都不再年轻了            
(4星)	 我妈妈说很好看·她天天追···            
(NA)	 用一霎那去犯错，然后拿整个青春去改，用青春去挥霍，然后拿一辈子来怀念~~~很不错，算是10年来除了流星花园以外，唯一让我流泪却又团圆结局的青春春偶像好片子了~~~            
(3星)	 高齐 方宇 钱进来            
(5星)	 好看~            
(5星)	 比奋斗好看...我爱短发，爱死短发            
(3星)	 看着玩的            
(5星)	 小样儿的光彩掩盖了所有人，我爱蚂蚁理论            
(4星)	 不如《奋斗》            
(5星)	 自由 爱情 理想 和 北京            
(4星)	 为执着流泪            
(4星)	 青春的美好，经典的话语，让人反思着自己的青春！！我没看过《奋斗》，也许是我对佟大为的偏见。            
(3星)	 果然青春            
(4星)	 挺好～            
(4星)	 太奢侈了！就算你说是梦想，那也很奢侈！            
(NA)	 超级好看，感动。。还想看            
(3星)	 刚开始还搞笑的，后来就过于理想主义了，年轻一代的我不大喜欢，倒是觉得老一辈的生活还是值得一看的            
(4星)	 爱情是一件特美丽的事，与其说是俩个人的相处形式，不如说是我们心里面的一种感觉。相恋也好，单恋失恋也罢，虽然说结果迥异，但都挺会了爱的滋味，甜蜜忧伤痛苦，哪种是我们享受爱情的形式？干嘛因为满足不了就把爱情弄得那么不堪呢？那不是爱，是占有。大部分人的爱都停留在占有阶段，很初级，所以才会有那么多的纠缠，怨恨甚至是相互伤害，当爱的目的不再是占有，爱情就不再跟爱的那个人有关，哪种形式你都可以享受爱情，这就是传说中的，我的爱与你无关。            
(4星)	 跟风看。还不错 起码这个年纪的话题这里都涉及到了。值得一看。            
(3星)	 额，这个吧，台词不错，而且对时代的连接总结和老美学习的很好，生活有那么点不靠谱，太无巧不成书。赵青楚同学不错，蕾蕾不错，高齐不错，周晋太过于聪明了，不过他们的爱情不错。            
(5星)	 美中不足是结局过于完美。            
(NA)	 小样的被罩床罩枕罩以及窗帘都和我的一样样~            
(4星)	 很喜欢！            
(4星)	 嗯，我以为我会笑趴，而实际上，哭肿了眼睛~~~            
(3星)	 台词一如既往的经典。生活一如既往的不靠普。            
(5星)	 里面的教育观太值得中国家长反思了            
(5星)	 哭到动情依旧能笑出来。。            
(NA)	 做作得还算可爱            
(4星)	 台词经典！但有时略显说教~            
(3星)	 感觉没有奋斗好看。不过也还不错。            
(NA)	 纯粹的年轻的舞台，骄傲，坚强，不屈            
(4星)	 现实，也不缺离谱的剧情~            
(5星)	 抛弃固执己见和偏见的说，这片子很不错~~~            
(NA)	 喜欢看小样跟方宇在一起            
(3星)	 2009.5.13.我要有一个杨尔那样的娘，青楚那样的姐，够了。            
(4星)	 motivation            
(5星)	 恩 还是赵导的实力            
(4星)	 方宇！！！！            
(4星)	 没有奋斗精彩            
(4星)	 比奋斗差点~~            
(NA)	 2009.04月看的 奋斗系列             
(NA)	 相比之下 奋斗比较好看            
(5星)	 青春就是无路可走...            
(5星)	 A5很不错            
(5星)	 连接近60后的LG也被我带动的追着看了！还边看边会心微笑或哈哈大笑或抱头痛笑！！！这绝不是我个人的功劳啊！            
(5星)	 很棒！            
(2星)	 我果然看不下去了            
(5星)	 一部使我充满斗志的电视剧            
(3星)	 又一不靠谱儿电视剧。            
(3星)	 看完学了一腔卷舌音.然后一股特冲动.随时想造反！            
(4星)	 高齐太好了，陆毅赵琳多余了            
(4星)	 除了人丑一点，教育意义太赤裸裸，基本可以            
(4星)	 开始台词挺吸引人的，看着看着觉得不切实际了            
(3星)	 哎,太夸张,太偶像了            
(NA)	 看了，是从别人的电脑上拷贝过来的，不错，有一些启示或者享受，有一句话不得不说，既然无法改变结局，那我们就完善过程。            
(3星)	 很开明的姥姥            
(5星)	 哈哈，大学以来看的第一个电视剧，轻喜剧多放松，丹丹多可爱            
(3星)	 没有期望中的好看            
(3星)	 除了贫，我不知道还能用什么来形容这样的电视剧。很多东西也许本意是好的，但思想性的东西并没有升华……            
(5星)	 继续喜欢王络丹            
(4星)	 纯属娱乐，不过可以透过它来看北京。            
(3星)	 真是赵宝刚范儿啊. 安全的叫好题材            
(3星)	 没有奋斗好看            
(3星)	 比《奋斗》好些            
(5星)	 特棒~！            
(5星)	 挺好            
(5星)	 一口气看下来了，好多感慨，超赞            
(NA)	 喜欢雷蕾！            
(4星)	 中国式            
(3星)	 依然很假的电视剧。不过有时还是蛮能给人启迪            
(3星)	 结果太完美了……            
(4星)	 活生生的教科书啊。            
(4星)	 小样 小样            
(3星)	 回家就是堕落……华子变帅了……            
(NA)	 {我的青春我自己做主.}{您可能是对的.}{但是.感情上保护.事业上自由.}{才是对的.}{您问我您的事业怎么走.}{我想自由是您的.}{我的事业.我的人生.}{我自己走.}{不犯点错误.怎么知道自己以后不会犯错.}            
(NA)	 经典            
(4星)	 引人入胜就够了            
(NA)	 熬了几个通宵看完的。值~~            
(5星)	 向高齐致敬            
(3星)	 喜欢小样，不喜欢赵青楚和陆毅            
(5星)	 当初说的《奋斗2》确实没错，和奋斗真的是大同小意~~~~看到了《奋斗》的影子~~~~不在上边太喜欢雷蕾了            
