http://movie.douban.com/subject/3882759/	绯闻女孩  第三季 Gossip Girl Season 3
(3星)	 上东区的生活啊，，第一二部时没觉得到底有多远，第三部倒是狠狠的揭露出来了上东区的上层生活，什么都是可能的，谁和谁都能配一下对。要不是BC早就弃了这个剧了啊。 [[我快要對GG失望透頂了``&gt;A&lt;            
(4星)	 劇情有點拖`            
(5星)	 很喜欢nate            
(3星)	 中毒了……            
(5星)	 Always BC粉            
(NA)	 i&#39;m chuck bass            
(3星)	 太纠结了 受不了            
(4星)	 看美女 看名牌            
(NA)	 这是我生活的最低层次，叫幻想。            
(4星)	 第三部的开始确实很差，不过放到后面还是很精彩的，结局太出人意料了~很多人不喜欢小J,我从第一季开始,一直很喜欢这个90后的小姑娘,相反,我不太喜欢chuck,即便是所谓的专一,但我人家对他甚无好感。期待一下第四季，期待一下SD。我一直觉得D很man。N长的很绅士，都是我喜欢的类型            
(4星)	 看到这里只为剧中的服装啦~~            
(2星)	 越加无趣了╮(╯▽╰)╭不过人还是很美~            
(3星)	 依旧是眼花缭乱的俊男美女，华衣霓裳，只是剧情却变得越来越次要了            
(3星)	 好悲催哦好悲催！            
(3星)	 我追到第三季只是为了追而追，还是第一季最好            
(4星)	 I&#39;m Chuck Bass...大爱BC            
(NA)	 Good            
(4星)	 好吧我要求越来越低了。            
(NA)	 第三季13集要到3月份才出呀！~崩溃。。。。。。。            
(3星)	 只能希望BC继续。            
(5星)	 最爱            
(3星)	 not as good as E1            
(NA)	 S3就是个大杯具。。。剧情越发混乱。。。不过C还是很有爱。。。            
(NA)	 SEX！            
(3星)	 第一季最好看            
(5星)	 越来越乱            
(4星)	 美音很棒~~            
(3星)	 不怎么样不如前两季~排列组合的无聊游戏            
(2星)	 他们长大的这点破事还有滋有味的 chuck是吸血鬼风格呀            
(3星)	 结局又是乱七八糟了            
(4星)	 剧情越来越狗血了。。。衣服很美貌            
(5星)	 希望能回归之前的错综复杂的爱情迷药···            
(5星)	 虽然每个人都和每个人有一腿。。但还是大爱。。            
(3星)	 第一季勉强算好看吧，第二季开始雷，第三季已经不想看了            
(3星)	 不想看了，C圣的不能在圣了，B蠢的不能再蠢。编剧            
(1星)	 实在没什么再看的意义了            
(4星)	 越来越纠结~            
(3星)	 很喜欢这部剧~~有些纠结，有些惊叹！！            
(5星)	 都第四季了            
(3星)	 富有，自在。我羡慕额            
(5星)	 好好看哦，Nate好帅哦！！！！觉得S有点滥情啊，跟谁都能搭上一腿，总结一句话：外国人都好乱来啊！！！            
(3星)	 乱七八糟              
(5星)	 要等到3月份才能繼續= =..這假期也長了點            
(5星)	 最后c被射中了...期待下一期。            
(2星)	 3p？第三季最大的败笔！！！看来编剧已经弹尽粮绝了            
(2星)	 听领导的，就当看搭配了            
(4星)	 我承认我有看，我也承认其实并不好看，只是让人有想把它看下去的冲动。只是想看下去而已。            
(4星)	 you know you love me gossip girl...            
(5星)	 总觉得很乱搞，莫非美国人在现实生活中真的是这样的？            
(3星)	 花了大半年追完这一季，其实主题只是“Serena找爸爸”而已。你知道我有多无聊了吧。            
(3星)	 刚开始第一集，DAN TOTALLY IS  NOT  LONELY BOY AGAIN！！I DONT LIKE HIM HONESTLY            
(4星)	 我的一点念想都被J给毁了bitch            
(NA)	 导演编剧无非是想让大家充分理解A, B, C, D四个选项到底能组成多少种组合集成，于是让几个小帅哥小萝莉们分门别类穿插组合，充分发挥想象力。第三季之后决定不看了。            
(NA)	 部分失望            
(3星)	 越来越糜烂，现在发现Nate简直是个花花公子。还是最欣赏C和B，感觉他们开始老夫老妻了            
(3星)	 想不到我也有萌NS的一天……打击……            
(3星)	 如果N和S最后在一起的话，我会再加一颗星            
(3星)	 这一季就是像大家证明S疯了已经            
(4星)	 第一季服装和对白都很精彩，第二季看女人的争斗也不错，第三季看了前几集之后还是不知所云……我想我会努力看下去……吧            
(4星)	 chuck不要死。chuck不要死。chuck不要死。            
(1星)	 没有预告的剧情。废渣一般。            
(5星)	 OMG!chuck......            
(5星)	 刚开始看的时候觉得剧情有点乱，看了一段时间发现爱上了一群时尚有个性的Gossip Girl 和他们的男朋友们。            
(3星)	 越来越莫名其妙了，真TM乱            
(5星)	 glamorous            
(3星)	 三星半            
(3星)	 貌似莫名其妙结束了？            
(5星)	 越往后面越精彩            
(3星)	 剧情实在是太狗血了，除了B和C还稍微正常点，其他人都跟大脑短路一样            
(4星)	 到目前为止，我觉得剧情实在是太跌宕起伏了。S居然当别人的小三，D和V和O居然会3P。D原来在我眼里一直是个老实孩子啊！最令人羡慕的就是B和C，小两口过得相当滋润，看着特别和谐。            
(3星)	 为了S我还是会追下去的。谁叫我的魂儿被那个叫Blake的妞儿勾走了哈哈。恩。。。N和S在一起吧在一起吧。            
(3星)	 喜欢看里面时尚的衣服，至于剧情，还是算了吧            
(5星)	 很不错的电视剧，虽然，我们的生活距离UpperEast有些远，但是，大体上，我觉得人的思想种种，都是会有相同的。不仅仅是一部美剧，可以看到，生活            
(3星)	 越来越乱，越来越失望！            
(3星)	 似乎全校的学生都能搞在一起，我看了两集实在受不了弃了。不过貌似是个学英语的好片子，再加上他们说这些兽越往后越有人性，所以我决定再捡起来。如果不是学英语，我想我其实不会有太多时间看这部片子的            
(5星)	 喜欢            
(3星)	 一季不如一季            
(4星)	 追到现在，不容易~            
(3星)	 为了省点硬盘空间快进一天看完我容易么我……不过发现这么BITCH的女人腿能这么细——瞬间减肥的动力来了！            
(4星)	 虽然越到后来越显得有些无厘头，不过用来打发无聊还是不错滴~            
(3星)	 爱到走火入魔= =            
(4星)	 到后面感觉换了个编剧一样 有惊喜            
(5星)	 追了快两年的剧了. 对剧情已无法评价, 养眼..            
(4星)	 衣服好漂亮 美国有钱人的纷繁生活 过过眼隐吧 富啊            
(4星)	 还是第一季好看啊，现在越来越混乱了~            
(3星)	 越来越垃圾！            
(3星)	 看完就骂太扯, 然后继续跟            
(NA)	 So the next time you forget you&#39;re blair waldorf,remember,I&#39;m chuck bass,and I love you.Chuck is a part of me.He&#39;ll always be.既然如此 好好在一起。            
(4星)	 越来越乱来！            
(NA)	 不做out的人，也来拍自己的mv吧！Q我吧:346950202            
(3星)	 美剧就是一个陷阱，往往让人记住的只有第一季，坚持下去或许会淡忘它最初的亮点            
(4星)	 B和C的愛情是我追下去的安慰。現在喜歡B&gt;S... S特搞了...V可以再2一點嗎?第22话：BC/SN/DV broke up C别死啊～我要恨编剧了！并且在這個节骨眼上完结！            
(4星)	 哈哈 为了我的chuck和blair~~~            
(5星)	 我喜欢喜欢……            
(3星)	 好看撒            
(NA)	 很不错的美剧，虽然不像越狱那么惊心动魄，但是与我们年龄相近的题材，让人喜欢，更勾起对美国的向往。            
(5星)	 时尚 潮流~~ 美女多            
(4星)	 学学英语，看看人家怎么穿衣服，化妆……            
(4星)	 爱上了小J            
(2星)	 稀烂...            
(4星)	 圈子也太小了，每个人都要发生关系，就剩B和Dan了。。。            
(4星)	 这季结尾好差啊啊啊啊啊啊啊啊啊啊啊            
(4星)	 看gossip girl，尤其是回看，会深深的体会到，世事无常啊- -~但很多人绕了一圈还是会回到原点，更成熟的面对彼此。=）            
(5星)	 还是那个CHUCK吗？            
(4星)	 还是第一季好看            
(4星)	 俊男美女            
(3星)	 还是没看下去，，，            
(3星)	 chuck~~~~~好帅。。。我是个花痴。。。            
(4星)	 仿佛不一样的时代有点混乱，又有点小感动，那样的恰到好处……            
(5星)	 诸多狗血的情节，还是让我看得乐此不疲，但我知道人生不是gossip girl 要实打实的来的。。。。            
(3星)	 NATE很帅很迷人，希望能和S在一起。很喜欢chuck和blair现在的状态，DEN不想管他了，会布鲁克林去吧，Little jenny 有点担心她，会变坏            
(4星)	 xoxo..gossip girl            
(NA)	 学口语的素材            
(5星)	 很不错，视觉上的，心里上的，很多            
(NA)	 追得辛苦~~~~            
(4星)	 真是乱啊            
(4星)	 越来越迷CHUCK~            
(3星)	 没有继续追的动力了            
(3星)	 很混乱，编剧越来越为了噱头还编排情节了，感觉镜头下都是一群衣着鲜亮的young打工者            
