http://movie.douban.com/subject/6129693/	我可能不会爱你 我可能不會愛你
(5星)	时隔快一年多没看台剧了，因为在追法3，闲时就来看看这部名字还挺吸引我的电视剧。发觉还不错，陈柏霖还是一如既往的憨。
(5星)	最后几集各种戳重泪点，这是台湾近几年内拍出了最好看的电视剧。没有狗血，没有富二代男一号，没有穷鬼但死要自尊的女一号，没有乱起八糟的误会，一切都很自然，初老症状和熟女魅力。PS,张士豪和袁湘琴都30岁了~可不可以给他们的表演10000分！
(5星)	很喜欢这部剧，估计是自己最有耐性追的一部剧了~陈柏霖演的很好~~
(4星)	有点看不下去了~~节奏太慢了~~和《吸血鬼日记》相比，对我一点吸引力也没有~林依晨在这里面有些做了~
(5星)	结尾还是挺仓促的。若不是丁立威依然本性难移，是不是对于程又青来说选择更难了些。
(4星)	很好是吗？/ 111203开始看第一集了／111217看完啦// 还不赖，我喜欢，也不无聊，林依晨演技不错啦～～
(5星)	每看完一集，就只想说：“哎！”
(5星)	就偶像剧而言五星，林依晨很不错哦。
(3星)	每一集的时间太长了~
(3星)	被基友骗去看肥皂剧了
(5星)	很不错
(5星)	李大仁们，搞起！
(NA)	真的很喜欢 这种感觉。。。
(4星)	虽然结尾有点腻歪，但作为偶像剧已经很突破了。
(5星)	虽然剧情让人抓狂，但是剧中的细节真的有感动到我，喜欢他们父母辈的真挚爱情、喜欢那种两小无猜细水长流的深刻感情、喜欢里面每一个温暖的场景，最后李大仁还是会爱上程又青，那就让我们好好享受过程吧
(NA)	首播版完结&gt;&lt;！默默总是套到谁谁和谁谁的生活里去= =...
(4星)	很不巧，程又青名字的拼音缩写也是：CYQ
(4星)	大仁。。真想给他一脚。气死我了。
(4星)	太虐心了，还好有的好结局
(4星)	从第九集开始就好像是为了虐李大仁而存在的，但确实是不可多得的好台剧。看了以后自己也思考了很多，但最重要的是，我不是程又青，我等不到我的李大仁。
(4星)	温馨的结尾，爱的十五年。有一天，我们也会到！
(5星)	笑~
(5星)	今年唯一会追的台剧
(5星)	最好看的台偶！
(5星)	不是每个女生都有个“李大仁”在等她！这个将台湾小清新发挥到淋漓尽致的地步，剧本很棒，演技派的两个偶像，可划为经典之作了！
(5星)	看的人很多嘛，随大流一下。苦逼的李大仁同志。哎。希望是happy ending了，可以说明只要结果是好的，过程再苦逼都无所谓。我表示在实验室看书我果然不能专心啊，不是听歌就是翻电视，虽然好像一直看书就没有完全集中过，还是果断出去找个自习室。
(4星)	终于还是圆满结局了，想知道怎样能够15年如一日
(5星)	你有没有能力把那个人留住？
(4星)	看得我很纠结呀~
(5星)	台剧中的难得之作。
(5星)	朋友变真爱   偶像派演得非偶像剧   大龄女青年的美丽与哀愁
(5星)	完全摆脱了偶像剧的弱智，之前就很喜欢林依晨和陈柏霖，林依晨在里面完全不会让人看到袁湘琴的影子，OS的部分也太赞了，演的很棒！竟然把偶像剧拍成文艺电影，每个心理，幻想都表现的很自然，导演太棒了！
(5星)	简单平实温暖缓慢的一部好剧。最后一集温暖到给人一种仿佛是真实的错觉。李大仁是个戏剧角色，完美的不真实。但也是这样的人物才给了我们信心继续走下去，心里揣着美丽的期许，也许我们也会找到自己的大仁。这样相信着，生活怎么会有不美好呢。
(5星)	难得的一部 不像偶像剧的偶像剧。很好，很现实。台词也很经典。不错~
(5星)	这不是该死的暧昧，是真的爱你爱到不能失去你，所以，我不会说!
(5星)	终于剧终了，我还是老毛病，最后结局大圆满了，反而没神马兴趣了，最后好腻歪呀，看不下去呃&gt;_&lt;……
(5星)	又一个经典荧幕形象的诞生啊 李大仁！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
(5星)	难得的好剧~
(4星)	这两个人也太纠结了。。。
(NA)	1 怎么讲“要勇敢告诉自己，这不是我的”2  我想要一个小剧场，让你哭让你笑3 有没有人告诉你，你值得用他一个半小时最后一集让我很受不了
(5星)	这么好的李大仁，程又青上辈子是要积多少福报，才换来他们的最后的相爱相守啊，陈柏霖一笑嘴角都杨到耳后根了，还有林依晨的打扮都很赞啊，这俩人看得太养眼了，前面的剧集看的真的好像是在看小清新的文艺电影啊，真是没想到台湾的爱情偶像剧可以拍的这么好看。
(3星)	只想说一集实在是太长了……没耐性的我看不下去了= =这个一集完全等于三集日剧的长度了好么……还有林依晨真是越老越漂亮了
(5星)	开看啦 评分好高~ @照猫画虎2010
(5星)	演员好，导演好，剧情好，歌好。
(5星)	完美开始，完满结束
(5星)	悲催的发现自己符合各种初老症状 尼玛 姐还不到30哇 %&gt;_&lt;%
(5星)	陪我走过十四岁十八岁的如今都散落在他方回想这几年 不是没有遇到过“李大仁”但是也有纯男女友谊那年的情愫已经被磨灭那种依赖感也渐弱心里只要知道他还存在就好曾有一个对我那么那么好在身边可以做自己的人我也许有我的李大仁 但却不是我要的我也许会是程又青 但又没有她的好
(4星)	颠覆了我对台剧的印象啊……程又青是个奇妙的女人
(5星)	李大仁对于程又青的意义不仅仅是“聊一聊”
(5星)	如果我看过你看过的世界，走过你走过的路，是不是就能更靠近你一点
(5星)	若干年以后  会不会发现他就是你呢
(4星)	初老
(5星)	很好看 很真实  很感动   那特别的朋友 
(5星)	我的李大仁你在哪里！
(5星)	回过神来，如何再面对这个残酷的现实
(5星)	好久好久好久没看过这么好看的电视剧了！！！
(4星)	what the fucking drama, there is doubt that no Daren Lee in the world.
(5星)	我可能不会爱你　我不可能会爱你　我可能会不爱你
(5星)	怎么这么文艺呢
(5星)	多么希望自己身边也有一个李大仁
(4星)	电视剧拍的不错 不过我真的不赞同这种苟且的“朋友关系” 简直弱爆了
(3星)	总觉得有点虎头蛇尾，结尾有点仓促啊
(NA)	拥有是失去的开始
(5星)	难得这么文艺小清新的偶像剧终于落幕了，大仁哥和骄傲的程又青奋战了15年终于进入欢乐的乐章。最后一集那只狗太贱太可爱了！！！还是习惯李大仁喊程又青，那个老婆真是有点搜不鸟，飞机上那段直接让我有种直树湘琴附身的感觉。李大仁完美得无懈可击了，让我再虔诚地修炼个几千年砸一个李大仁给我吧！！
(5星)	最近很好看的台湾剧，完全赞！！这就是一披着不是偶像剧外皮的偶像剧啊~~最后一集太有看点了，有没有！！结婚呢，只是一个起点，走向幸福之路的起点。（鞋子美死了！！）
(5星)	引起共鸣的点太多，值得细品的话太多，力荐！
(4星)	良心之作……
(5星)	求李大仁。但是都做不到程又青，哪来李大仁~
(5星)	如果我看过你看过的世界，走过你走过的路，是不是就能更靠近你一点
(3星)	天哪竟然这么高分？！电视剧拍这么所谓小清新……我想说要不要剧情散淡的我都看不懂啊？女主要不要动不动就咆哮+猪头脸啊？男主哪只眼睛看见女主是世间最美好特别的女子啊？自私霸道不可一世，还是凡事只顾责难他人，遇难只会痛哭求援？最受不了的是算个聪明人，装傻玩暧昧以朋友的名义吊着男主
(5星)	中间有五集很不好看（八九十十一十二） 最后一集太温馨！！！
(5星)	等我考完試，這個也剛好完結，然後一次過看完它！！
(5星)	就算是为了最后一集，我也要给5星。
(5星)	没看完也先打个五星
(5星)	毁灭压抑痛苦已久的爱情，只为……成全一段永远的友情。
(4星)	李大仁的爱情。众人期盼，结尾仓促。
(5星)	有生之年看过最有深度的台湾偶像剧了。
(5星)	喜欢这种风格。。
(5星)	铁血心肠的我被李大仁打败了。。。
(4星)	PO啊，我可能不会爱你了～
(4星)	人生又少了一个乐趣
(4星)	大仁哥不要哭泣！
(3星)	在一起生活感觉很温馨很舒服 但是接吻上床。。。还是感觉有点恶心啊 给五颗星的人 你们到底都是什么居心啊 都在期待和最好的朋友谈恋爱吗 还有啊 这部片子是要告诉我们男女间真的没有纯友谊吗！
(4星)	小清新啊小清新、、、
(NA)	没再那么偶像的台湾剧
(5星)	我可能不会爱你。因为拥有，是失去的开始。程又青需要李大仁。李大仁需要程又青。
(5星)	我可能不会爱你，其实是我爱你，早点知道该多好
(5星)	羡慕這種感情
(5星)	我可能不會愛你   因為擁有  就是失去的開始
(3星)	逃不过偶像剧剧情简单的怪圈
(4星)	小人生气大仁的错！~
(3星)	有这样一个闺蜜真好~
(5星)	就因为一句：我是不会喜欢你这种女生的。。。  看着你爱的人去恋爱。。难过。。束手无策。。
(5星)	不要觉得自己和别人不一样，你要坚信，你是世上最特别的。
(4星)	太贴切
(5星)	貌似今年看的唯一的连续剧了。还得追着看……只能说‘失恋33天’，弱爆了。
(5星)	我也不知道我这个重口味怎么会开始看台湾偶像言情剧
(5星)	希望是不一样的结局
(5星)	 我可能不会爱你
(5星)	成功打入前十!!!
(5星)	特别好看！！！李大仁好好哦，程又青好幸福哦。被爱的那个人真幸福！！！2012-1-16
(4星)	沉默
(5星)	我想成为程又青.不管有没有李大仁.
(4星)	不算傻的小清新 
(4星)	【我会永远在你身边 】
(3星)	你们不会最后一集才在一起吧，我会憋死的
(4星)	最后一集感觉好怪。。。
(5星)	最喜欢这种温润的男人了好么
(3星)	其半部分4星  后半部分2星  立意不错
(4星)	难的不脑残~
(5星)	不可言说的美。完全是文艺电影的范儿。迄今为止最爱的剧。
(4星)	很虐很温暖。
(5星)	程又青常有而李大仁不常有！！！！！！
(4星)	注意，生活中好多别的东西值得操心，忙着吸引异性会是件很麻烦的事情。本片只因30岁这个前提，只因这个前提...【看完：没想象中好看，但还是有启迪哒~】
(4星)	我还是喜欢蓝色大门里的陈柏霖 说爱就是爱，长大了一切都变了。还有林依晨，我就想到恶作剧之吻里的SB形象。
(5星)	好看啊!!!!!
(4星)	神请赐我李大仁..
(5星)	看的人想谈恋爱，看得人很温暖。爱情就是应该实实在在才让人铭记。很羡慕女主，要是我也有这么健康的家人，这么真诚的朋友和coworker，和这么专一的爱人，多好。
(5星)	生活不完美，并不表示它不美
(4星)	貌似突破偶像剧了哎~~~很又味道。。。内容也好。。虽然中间偏后开始拖沓。。。但它仍然是一部真挚的电视剧。。。
(5星)	不再是从前幼稚地被主角们姣好的面容所吸引，而是被其中饱含哲理的台词所打动。细细品读熟女守则，静静感受自己内心的成熟与强大。
(5星)	好看，超级好看的大团圆！
(5星)	各种被戳中~
(5星)	现实中不可能有这种事儿
(5星)	无法言表的好、、、
(4星)	目前最好的台剧。
(4星)	最大败笔：最终话。
(4星)	每个女生周围都会有个李大仁。。
