http://movie.douban.com/subject/3198015/	绯闻女孩  第二季 Gossip Girl Season 2
(5星)	 继第一季之后，刚刚跟完的第二季，剧情不如第一季好，但是服装非常得分，尤其serena穿过的一条高腰短鸡尾裙，超漂亮。很喜欢blair和chuck之间的爱情模式，期待第三季，以大学为背景的故事            
(NA)	 我太爱最后那个情节了            
(5星)	 第二部比第一部更真实了些 多了许多关于人性的东西            
(5星)	 怎么还不出第三季…………            
(4星)	 纠结纠结，继续纠结不堪，Bc在一起了，我也就决定不追这部片子了            
(3星)	 怎么会是这个封面啊？            
(4星)	 有点拖            
(4星)	 CHUCK！            
(5星)	 Chuck叫人格外感动            
(5星)	 关系比较复杂！但是还是挺有意思的！            
(NA)	 纽约,upper east said.            
(4星)	 ‘纯真年代’            
(3星)	 幾個主角搞來搞去睡來睡去……            
(3星)	 C和B终于在一起了..我也终于可以不纠结了...但我知道下一季肯定又会散的            
(3星)	 S、Queen B、V、Little J。C、N、Brooklyn D。四女三男的排列组合。囧编剧。| 3 words，8 letters，千难万难的一句I Love U。我不信在爱情名义下，一切都可宽恕。            
(5星)	 churkchurkchurk            
(5星)	 超喜欢Qeen B            
(3星)	 the rich            
(4星)	 chuck~ 帅. S OR B? 哈哈~            
(3星)	 第二季已经开始变得越来越鸡肋了...            
(4星)	 复杂的人间关系。            
(5星)	 期待下一季            
(5星)	 喜欢S，C和B，结局很美。            
(NA)	 越狱结局，GossipGirl这季完结，我要看啥？？？？             
(4星)	 我真是喜欢着结局，both bitches finally got together.            
(NA)	 BBBB  QueenB            
(4星)	 Nate激萌……&gt;o&lt;……只说长相而已。            
(4星)	 我怎么觉得越追越累啊。。。            
(3星)	 it&#39;s not as successful as season 1            
(4星)	 喜欢s            
(3星)	 前面还可以后面越来越扯            
(4星)	 受不了第二季，有点太乱了。。不过 不乱就不叫GG了 嘿嘿~            
(4星)	 物质 很重要  ，            
(5星)	 为了Chuck  我会一直追下去的！            
(5星)	 好看！！！            
(NA)	 oh！第二季终于完了，我要开始更            
(3星)	 滥欲+滥情            
(3星)	 滥情            
(3星)	 无语，这剧情            
(5星)	 混乱的关系啊。。            
(NA)	 love             
(NA)	 无聊！            
(4星)	 GA还不错。。            
(4星)	 CBCBCBCBCBCBCB!            
(NA)	 寒假看的了            
(4星)	 结局温柔的CHUCK 看着很舒服~~~~            
(3星)	 打到美帝！            
(3星)	 人物关系还真是混乱，除了C和S，D和V以外其他人好像全乱搞过，晕死            
(3星)	 时尚剧，只能随便看看            
(5星)	 不同世界的生活，不同世界的精彩。            
(4星)	 对Chuck大人很有爱~            
(4星)	 没有season1好看            
(5星)	 现在的小孩子都想自己成为别人Focus的目标，都想自己是最引人注目的.....            
(4星)	 没有营养也要看。            
(3星)	 还行。。            
(4星)	 更喜欢了。。。            
(5星)	 越来越有看头儿了！            
(4星)	 Serena~~            
(NA)	 结局真美好~            
(3星)	 沒有第一季好……            
(3星)	  解解闷。            
(NA)	 美女和美女的、美男和美男的叫我如何不爱？            
(2星)	 只看结局已足够。            
(4星)	 25            
(5星)	 超赞的曼哈顿上层青少年组生活            
(4星)	 汗颜。后面支撑着我看下去的是习惯。幸好编剧终于听到民众对BC这对的热切期盼。            
(3星)	 A complete mess...            
(3星)	 还真是不习惯little jenny从清纯少女变成烟熏妆爱好者的过程。            
(4星)	 其實還是不錯的~             
(NA)	 第三季又会如何呢            
(NA)	 ooxx            
(5星)	 喜欢里面的时尚主人公，很养眼！            
(5星)	 相当好看            
(NA)	 对比他们，我的高中太简单了            
(NA)	 第二季比第一季好看很多越来越爱chuck 不管多坏他是一个真正为了爱默默奉献的男人    爱上S的金发如果人能做自己生活得旁观者 该是件多美妙的事  可惜我还是不会            
(4星)	 哎 翻来覆去的炒爱情冷饭            
(5星)	 其实还是挺喜欢这部的            
(NA)	 勇敢却疯狂的人生            
(4星)	 |4174:6597|            
(4星)	 BC是支撑我看下去的动力。。            
(4星)	 没有第一部好看。            
(4星)	 见日记。            
(4星)	 就折腾吧            
(5星)	 我一直在追得主打剧之一  这季终于结了 我也没事干了……            
(5星)	 昨天终于看完了25集，B和C终于肯坦诚面对自己的感情了，为他们每个人的成长感到欣慰            
(4星)	 真高兴 B的好结局            
(5星)	 一直都很喜欢            
(5星)	 最近一直追看的电视剧。什么时候才有第三季啊。。。            
(5星)	 love or game  i believe it&#39;s love            
(4星)	 二部的结尾值得推荐 虽然仓促 却承上启下 高中的结束在GOSSIP GIRL的回礼下盛大收场 小温暖一下            
(5星)	 happy happy ending            
(4星)	 永远不能猜到下一次主人公的关系会如何。            
(5星)	 冲着结局给五星！            
(4星)	 B.F.F is forever. Because even when you&#39;re not sure where you&#39;re headed, it helps to know you&#39;re not going there alone. Life can still surprise us, and we can still surprise ourselves.            
(3星)	 你的马子就是我未来的马子。我未来的马子可能是你未来的老婆！            
(4星)	 仍旧看好B&amp;C~            
(5星)	 scandal            
(4星)	 精彩            
(3星)	 我觉得编剧已经有点寫不下去了            
(NA)	 CHUCK，我的爱            
(4星)	 不错 不错            
(NA)	 喜欢S的豁达开朗 喜欢B的勇敢和对自己的真诚            
(4星)	 有點後勁不足了，還是喜歡B&amp;C            
(4星)	 i love Chuck            
(5星)	 追逐B&amp;C的爱情轨迹~~~            
(4星)	 扯到后头扯不下去了，就像在做多项选择题，大家都在乱搞。无聊。但是我还是在看，说明我更无聊。。。。            
(3星)	 非常容易听懂的美剧，剧情虽然越编越扯，但看看也无妨。。。真矛盾呀，B和C的小感情，怎么结果才最好呢            
(2星)	 开始乱套了 为什么不按照原著来演呢 依旧爱S 不过这季开始编剧就开始把S弄脑残了            
(5星)	 第三季..希望编剧大叔别瞎折腾了再            
(3星)	 华服是永恒的卖点，BC是唯一的萌点。Nate啊，可惜了你这身皮囊！            
(3星)	 CHUNK~！总体不如第一季            
(5星)	 超级喜欢。            
(NA)	 美剧的制作很精良，演员的穿着很名牌。。。            
(4星)	 BC厮守终身吧~ND彻底分吧。。。            
(4星)	 和S1一样~！            
(3星)	 美剧，大多只看一季。 当我看完第二季的时候，我觉得，差不多说再见了。            
(4星)	 最后一集还留一手，我倒要看看第三部怎么拍            
(4星)	 虽然乱的我觉得很无奈，但是还是无法克制自己的喜爱~！            
(4星)	 最后发现自己最喜欢S和C.            
(3星)	 遜色很多了            
(4星)	 学口语不错            
(3星)	 混乱无章的过程，好在结局还算完满—一切重回正轨，亦是新的开始。            
(4星)	 第三季一直在卡着…            
(NA)	 大爱啊，大爱            
(5星)	 chuck&amp;blair,天生一对            
(4星)	 我就喜欢美女帅哥～            
(NA)	 很喜欢24集，B和N分手的时候的感觉，觉得B真的是把N当成梦想而已。            
(4星)	 非常喜欢chuck and blair            
(5星)	 搞不懂为什么D那么小气、那么花心。人贵在知足            
(3星)	 ep01-ep03            
(3星)	 第一季不错，第二季没坚持看完            
(2星)	 高中生和父母两代人中，错综复杂的感情关系，然后冠以贵族和公共blog的影子，消遣而已,没什么意思，不推荐            
(NA)	 服装是一大看点~~~~~~~~~            
(2星)	 越来越拖沓,换伴侣跟换衣服一样,烦            
(2星)	 情节无敌乱..大结局还不错             
(5星)	 GG让我破天荒地萌了一对BG的CP。CB啊CB，你们怎么可以这么纠结这么虐。            
(4星)	 第二季终于纠结完了,讨厌D,很烦!!B和C又在一起了,太开心了...希望下一季能有点突破...            
(3星)	 纠结~CHUCK BASS            
(4星)	 怎一个乱字了得            
(2星)	 远远不及第一季            
(4星)	 虽然里面的人物关系一直混乱，但每一集都有让人感到的地方            
(4星)	 真乱啊            
(5星)	 结尾真是太欢乐了啊~            
(4星)	 SCOTT惊艳            
(5星)	 第二季终于结束了            
(5星)	 喜欢Chuck            
(4星)	 final episode是本季最大败笔            
(NA)	 八卦貌似在这个年代很流行。不过也为时尚带领了一种潮流。            
(5星)	 什么时候中国的高中变成那样,就说明。。。。            
(4星)	 开始比较混乱了...依然最爱Serena!            
(3星)	 喜歡S            
(NA)	 乱的很            
(3星)	 基本上男男女女都排列组合过了。打散了重头再来？            
(3星)	 不喜欢。纯粹是因为习惯才去追            
(4星)	 这个剧主要是描述上流社会高中生们的生活，每集一个内容，每集都很扣人心弦，喜欢这剧另一个原因是剧中演员们每个人穿的衣服都很潮，演员也都很好看！            
