http://movie.douban.com/subject/1790373/	我的女孩 마이걸
(4星)	 喜欢李俊基，喜欢徐正雨，喜欢痴情的男人            
(5星)	 那天去书城，看见小店里面有很漂亮的透明玻璃球。我远远地站着，甚至没有勇气去看那个玻璃球里面是不是和剧中一样地能够下起白色的雪。喜欢这部戏只是因为它FUNNY。但我记得的却是女主角珍惜的水晶球。我们是不是总不自觉地赋予每段爱情一个象征，以作为美好记忆的注解。……呵，那些美好的，却又易碎的。那些厚重的，却又透明的。            
(5星)	 喜欢~            
(5星)	 好看，感人，让人思念爱情的味道。            
(NA)	 从没见过珠裕琳那么神经质的女孩  现实中要是有 恐怕真的得乱套了 呵呵 太好玩了  李俊基太帅了  呆            
(NA)	 典型的韩剧……            
(5星)	 一定要看，悲喜交加，可爱人物            
(NA)	 机场的那一幕 印象深刻            
(2星)	 不好看              
(3星)	 搞笑            
(NA)	 过程很精彩的灰姑娘情节，值得一看。            
(4星)	 以谎言贯穿始终，很有意思的一部片            
(NA)	 太逗了            
(4星)	 轻松，喜悦            
(4星)	 挺逗            
(4星)	 力推  開始很搞笑哦            
(5星)	 和豪杰春香一样 搞笑 开心 棒！            
(NA)	 0000000            
(NA)	 三个主角都姓李            
(5星)	 07年夏好喜欢好喜欢...            
(5星)	 演技超好莱坞            
(NA)	 很好看，也很滑稽            
(3星)	 李俊基在里面感觉不错啊            
(NA)	 my girl             
(4星)	 古灵精怪的女孩还要长得漂漂才行哦            
(4星)	 差一点就放弃的剧            
(4星)	 还是挺喜欢的　喜欢女主角说谎的精神　苦也要含在嘴里的无奈            
(4星)	 有趣            
(4星)	 很喜欢            
(5星)	 李俊基好帅            
(2星)	 跟着别人看            
(5星)	 灰姑娘的爱情，希望永远都是Happy Ending!!            
(4星)	 不错            
(4星)	 和寝室里的人一起看的，大家一起笑，可是，后来一段，真的很郁闷啊。也算是韩剧启蒙片之一了吧。            
(5星)	 超灵!!!(虽然毁了我的高三保送考)            
(NA)	 昆介绍给我看的，并且非常喜欢，介绍给了宿舍的人看            
(4星)	 喜欢看！又搞笑又感人。男女主角都喜欢            
(5星)	 男主角很帅，女孩很可爱            
(4星)	 en            
(4星)	 挺好的~ 女主角可爱至极            
(NA)	 印象很深的一句话 一会万福的哦~            
(NA)	 my girl            
(5星)	 有李俊基才去看这部电视剧，他的光彩完全遮盖住了李东旭，片中他的武打动作也令人佩服至极！            
(NA)	 挺好的            
(NA)	 很好看的一部韩剧            
(NA)	 快乐的谎言，刻骨的爱情            
(NA)	 为什么?爱上说谎话..?            
(NA)	 2111            
(5星)	 怎么可能不喜欢！            
(NA)	 很喜欢的。            
(5星)	 跟full house 很象，超级喜欢，喜欢李俊基            
(4星)	 还不错！            
(NA)	 最近看了《my girl》这部韩剧，虽然同样是灰姑娘和白马王子的故事，但是一向喜欢韩剧的我还是很感动，被剧中几位主角深深打动了。大胆、直率、隐忍，为了所爱的人，勇敢去追求、去付出，也甘心站在身后默默地守候他的背影，这样的爱情多么可歌可泣！因为，他们的爱情不是谎言……            
(5星)	 歌好听            
(5星)	 哈哈，古灵精怪的珠裕邻，最后一集尤其煽情，屡看屡哭。屡试不爽。真正理解对方、互相体谅、懂人心的爱情，还存在么？            
(NA)	 多海精湛的演技好让我们羡慕啊～            
(3星)	 不对我的口味            
(4星)	 闲的时候娱乐一下还是挺好的            
(5星)	 让我看了连哭一个下午的            
(5星)	 一开始很搞笑，后来很伤感，结局很美好，典型的韩剧，因为这部剧喜欢上了李多海，也因为这部剧认识了李俊基，一个比女人还要漂亮的男人            
(NA)	 偶像剧有助于健康            
(5星)	 至今觉得看多的韩国喜剧（电视剧）中最好看的！            
(5星)	 演技很好            
(NA)	 喜欢李多海，她好可爱； 李东旭 ，有点小帅；李俊基，很体贴！            
(4星)	 好看            
(5星)	 爱死了，忘不了啊            
(5星)	 我喜欢            
(5星)	 韩剧从来都是童话般唯美            
(5星)	 东旭、俊基都养眼            
(NA)	 超级搞笑滴。。            
(4星)	 喜欢里面的音乐            
(4星)	 感觉上很细小却很温暖的东西            
(NA)	 韩剧，消磨时间            
(5星)	 .            
(NA)	 浪子的痴情~~心痛得无法言喻……            
(3星)	 Eric的女朋友朴美妍很漂亮            
(1星)	 渣            
(3星)	 不喜欢女主角的长相...            
(5星)	 最好看的韩剧            
(2星)	 不好玩            
(NA)	 俊男美女一起搞笑！            
(5星)	 轻松幽默的搞笑爱情剧            
(5星)	 看了还想看,是一部非常棒的作品,值得咀嚼.当然还要归功于我家俊基            
(NA)	 可以哭着笑……            
(3星)	 my girl            
(NA)	 也是开头很搞笑。不过后面又是有点俗套的样子，但是也看完了，很轻松的片子~~休息的时候看            
(4星)	 爱情很多时候都是在细微的小事中产生的，一个个小小的帮助可能就已经换来了她的芳心            
(NA)	 我爱你＋温柔地牵手            
(5星)	 《豪杰春香》姐妹篇，本是冲着这个名头去的却让我意外收获了李多海。            
(NA)	 2006.3            
(NA)	 有我的最爱～～点都要撑下～呵呵～            
(NA)	 很搞笑            
(4星)	 电视上为什么不放这部韩剧            
(4星)	 女主角漂亮可爱,比豪杰春香好            
(5星)	 由SBS电视台制作，李多海和李东旭领衔主演的韩剧《my girl》成为近期韩国荧屏的一匹黑马。该剧于2005年12月14日首播，虽然首集收视率为14.6％，成绩平平。但随着剧情的推进，收视率却步步走高，汉城的收视率更高达21.7％，位居三台同一时间段电视剧榜首。　　《my girl》由《豪杰春香》的编剧执笔。在本剧中，两位编剧将擅长的搞笑元素继续发扬光大，打造了继《春香》后的又一部诙谐爱情喜剧。该剧的女主人公裕玲是一个说谎如家常便饭般的开朗女孩，因父亲欠下赌债而四处躲藏，后被男主角功灿相中，让她扮演自            
(5星)	 喜欢的不得了！剧情、人物都棒的不得了！！！            
(3星)	 一般吧，没看全            
(5星)	 是通常的情节结构设计,但还是很能抓住观众的心~            
(3星)	 韩国连续剧还有一个特点就是，当两个还是冤家的时候，相处可以很轻松愉快，一旦两个人对彼此都有感觉之后，就开始互相逃避，互相折磨。所以，有人告诉我，当关系还没有确定的时候，那种感觉是最享受的。真的是这样吗？            
(NA)	 喜欢让人轻松的一切            
(5星)	 好看!            
(NA)	 很搞笑，超超超级搞笑，喜欢李多咳，眼神很灵活，确实是最可爱的骗子啊！她新拍的一部Hello,小姐也是一部比较搞笑的片子。            
(5星)	 很搞笑的一部韩剧，很轻松            
(4星)	 只能說女主角讓我笑傻了。            
(NA)	 看了还想看            
(3星)	 当《浪漫满屋》红遍整个亚洲时，我没有看。当《My girl》一红火时，我就一发不可收拾了。后来顺序倒置，看《浪》感觉像是在抄袭。女演员的样貌，衣着，动作，心态等，无不有着惊人的相似。男主角也似乎差不多，不过是走的风格路线有点不一致罢了。先入为主的观念过于强烈，于是总觉得《浪》不怎么样，而《My girl》却是一看再看。            
(5星)	 好可爱哦 衣服也好漂亮 mygirl            
(5星)	 搞笑剧            
(4星)	 挺逗            
(NA)	   让人心疼的正雨            
(5星)	 俊男靓女的韩剧最喜欢，因此喜欢上JUN KI            
(4星)	 我也是骗人厉害,心却不坏的女孩...所以我能理解,有时候谎言是一种下意识的自我保护,其实说着谎的人心正受了伤...            
(NA)	 最喜欢也看得最完整的韩剧            
(NA)	 棒            
(NA)	 军纪在里面为什么是2号            
(NA)	 因为说谎，所以喜欢；因为爱情，所以感动！            
(4星)	 开始搞笑，后面就……            
(5星)	 真的很暴笑~~~~            
(5星)	 三李都很棒啊            
(5星)	 ０６年里我推荐最多的韩剧．            
(5星)	 超好笑的            
(3星)	 出现一个让我迷惑的美丽男人            
(4星)	 女主角在里面太会骗人了，男主角有点傻气， 很好看            
(4星)	 很久之前已经看过，今天又重看了一遍            
(NA)	 非常经典的！            
(4星)	 看了很多遍的，那女孩真可爱            
(5星)	 很好看哦            
(5星)	 又搞笑又让人落泪～            
(4星)	 新风格的韩剧，喜剧色彩比较浓又不失让人感动的情节~            
(NA)	 太可爱了~~            
(NA)	 my girl            
(NA)	 常看的韩剧除了宫，就是这部啦，放松，一切为了放松，这些电视剧往深了想是没用的。。。            
(5星)	 挺好看的            
(4星)	 喜欢薛功灿～～那个背着别人露出的笑～～            
(NA)	 看完这部片子,开始幻想属于自己的爱情...            
(5星)	 李东旭呀，那个赵贵炯也不错，潜力男，少2%的完美男人，看过娱乐节目的就知道了            
(5星)	 看了心情好的偶像剧,确实让人难以抗拒.            
(5星)	 唯一推荐的韩国连续剧!看了会很开心的哦            
(5星)	 很可爱的女主角，里面的音乐也很不错，我都下在MP3里了            
(NA)	 想要一看再看的好片子            
