http://movie.douban.com/subject/6534065/	女人的香气 여인의 향기
(3星)	 韩国片总是虎头蛇尾，片子越拖越长，哎，王婆婆的裹脚布又臭又长，哈哈~            
(4星)	 开头结尾都不错，中间太拖拉            
(5星)	 戳中我的泪点了            
(4星)	 男女主都很喜欢，很舒服的剧            
(3星)	 三顺姐瘦了以后脸型怎么这么奇怪……大爱医生，各种萌~            
(2星)	 12挺到11集，快看不下去了，男主角快要打酱油了。其实真心觉得医生才是值得爱的那个人啊。放弃，就算是金善雅也无法挽救剧情的一路下滑。            
(5星)	 女主要翻身了！改变的人生从此开始！            
(3星)	 又是虎头蛇尾的剧            
(5星)	None
(3星)	 宣儿JJ的衣服很美            
(NA)	 没看完，男主真花瓶            
(4星)	 喜欢世景            
(4星)	 额。。完全是因为李东旭。。太可爱了有木有。。            
(4星)	 三顺~！            
(4星)	 一开始看的有点想哭 后来越来越好看             
(NA)	 三顺的演技还是可以的。结尾虽然没能如我愿是完美的，至少也没有让女主死去，还能接受。真心看不顺眼女二。            
(4星)	 在追的韩剧，实力派演员！！大爱            
(5星)	 一开始女主就有绝症···压迫后的反抗，大快人心···不过女主的绝症要怎么收尾呢，很难想象啊，不要悲剧，坚决不要悲剧···            
(3星)	 如果生命还剩几个月，我会怎样过呢？            
(4星)	 我就是觉得看着李东旭那深邃的大眼睛瞪的心怦怦乱跳的感觉太过瘾            
(2星)	 看不下去了6集以后...我真的是尽力了...            
(5星)	 李东旭的超强回归,果断五星.女主很好，男配也很不错.结局虽然平淡但也很温情            
(NA)	 三顺姐咋都这么瘦了尼  看到第四集 人物的魅力还是没出来 剧情也没到好看  不过我喜欢男主这样的领导 哈啊哈.14集喜珠那段哭到惨.老师这人真可爱.最后两集没有悲伤,只有温暖的感动            
(4星)	 重拾一年一部偶像剧。更新吧！            
(5星)	 全5星给了咱们东旭oppa~ps：金善雅果然是韩剧悲情女王！            
(5星)	 金三顺三颗星 冲绳一颗星            
(5星)	 因为第三集海边和潜水那一段整明白很多问题，于是果断五星            
(5星)	 觉得这是一部能改变我人生态度的剧。果断追之。《女人的香气》追剧结束。结局是理想化的，现实生活中未必如此圆满，但给人以希望也是好的。很好看的剧，活在当下，享受当下。            
(4星)	 三顺啊，要不要这么瘦啊！            
(3星)	 唉。。李东旭。。。            
(4星)	 追这剧是因为我身边正经历着类似的事，没有想过戏剧化的剧情如今也会在我周边现实般地发生，奇迹虽然存在，但是很少见，只希望它能够降临我身边…            
(3星)	 女主真是怎麼看都不順眼啊.男主的表情怎麼可以那麼呆~!!//實在是很一般!            
(5星)	 真的边哭边笑的喔 女主喜欢！编剧还真是抓住了小白领们的心~接着看好剧！！！！！            
(5星)	 美   男女主都大爱···            
(3星)	 金善雅的三顺，辛薇来，李妍在三个角色真的有很多雷同之处，呆中带点儿傻，三十朝上的老处女，想恋爱想结婚，三顺的戏路一直都很狭窄啊，媒体都说她很挑剧本？千挑万选选个烂屁眼吗这是？虽然我一直认为她的演技派，但是出入过小的角色看多了也会审美疲劳的！所以，我看着看着弃了！            
(5星)	 好看，喜欢，珍惜现有的一切，好好爱，好好生活吧            
(3星)	 看到弟八集，再也不想看下去了，男女主角互相都已经表明心迹，再加上女主角患癌，后面应该会很虐吧。想到就不想看了。            
(5星)	 善雅的演技没的说~~            
(5星)	 哇 剧情简直是超赞啊 李东旭退伍之后肌肉美赞了 帅哦 我一直很欣赏三顺的表演 《市政厅》我也在看 很不错！            
(2星)	 其实挺让人失望的，没有三顺那么自然，而且这里有一颗星是给李东旭的，服兵役回来之后小脸那一个水嫩啊，这究竟是怎么一个情况。。。            
(NA)	 金萱兒ZZANG~!演技一流...            
(4星)	 李东旭的毛茸大眼好扑扇。            
(5星)	 终于遇上了我认为今年比较好看的韩剧鸟。丑小鸭变天鹅，我喜欢            
(3星)	 剩下几集 不看了            
(5星)	 充满人生智慧与人生笑料的一部剧。我们是要做生活的奴隶，还是把每一天都过得像最后一天，让自己活得最精彩？            
(4星)	 越到后面越卖萌 看得想捏拳头            
(4星)	 追剧太多，本没打算看的剧，因男女主认识且不讨厌，8.5高分，着迷弃剧，所以看了，第一集末竟然把我看哭了，好吧，现在就是爱这种让我哭让我笑的剧，追了，周末剧大势啊！——追到大结局，中间弃了好多剧，探戈动人，集集期待，只是到最后有点拖沓，给四星，结尾祝观众永远幸福！我也要更爱惜自己！            
(3星)	 失去了看下去的动力            
(3星)	 金雅善瘦了，但是感觉完全没变~            
(3星)	 目前才出了两集。评分自然也就很有保留了。追韩剧日剧美剧那么多年了。这部剧就是主角配角特别的吸引我。至于剧情我实在不想说什么。静观卢编剧。ost我喜欢~~~            
(5星)	 剧情超级棒            
(5星)	 很不一样的韩剧，深入人心            
(3星)	 前6集五星，后面尼玛哪是喜剧，怎么发展成苦情了，后面几集是逼着自己看的？但三顺姐是永恒的。奇迹虽然稀少，但好在还是会发生。            
(2星)	 當個兵長殘了啊，李東旭~&#34;~ 還有，女豬和李多海也很像啊，李家o ba就不會覺得又一遍my girl??            
(3星)	 半年的生命+绝色帅哥+完美爱情 or 一辈子+路人甲乙+平平淡淡？怎么选择            
(4星)	 前面给力。后面四集没看。要是悲剧就好了            
(4星)	 结局不好，前面很感人。            
(5星)	 算是不错的结局呀            
(4星)	 看看后续发展再决定4,5~            
(4星)	 反正看到三顺就喜欢，但是终究在拖沓的情节下选择的半途而废            
(NA)	 3弃            
(4星)	 感觉后半部分没有前半部分好            
(5星)	 YY佳作，自虐佳作。必须在笑和哭中打发时光。            
(5星)	 泪点萌点全中            
(4星)	 这是个让人珍惜当下，抱有梦想的生活的剧，这么结局很满意。            
(5星)	 韩剧女主所有的苦逼背景：单亲家庭、剩女、没钱、失业元素全占外加绝症！大打苦情牌，大赚眼泪。导演分明向《荒岛余生》《闻香识女人》《遗愿清单》《漂亮女人》《天使爱美丽》等精典电影致敬，且OST和探戈舞蹈编排都很到位，金善雅演技无可挑剔，演啥像啥。但就是感觉金善雅和李东旭的CP有些怪怪            
(3星)	 剧情很老套，主角我都爱，纯粹看人。终于看完了，情节越来越不精彩，完全是为了两只主角坚持到了最后。全剧最让人心动的桥段就是冲绳之夜两人对视及后来3场探戈，You Are So Beautiful的配乐十分合拍。不过，这部剧的色彩及画面很美+善雅姐姐的漂亮+李东旭的卖萌，当MV看蛮赞的。            
(4星)	 为毛只有16集！！！            
(4星)	 冲着演员看了这部剧，尽管剧情依然未能跳脱韩剧一贯的狗血，但是BJ用不是很狗血的方式将其展现了出来，并且宣儿姐的演技完全可以掩盖这一切缺点了。            
(3星)	 还是无法超越金三顺，整部剧没有一句经典台词~            
(5星)	 三顺实力派啊~居然能看哭了 也许是小人物的共鸣吧 而且李东旭实在像我喜欢过的一个人啊！            
(5星)	 李東旭你要不要這麼帥 很喜歡的劇 只是女主角換個更配李東旭的就更好了             
(1星)	 太难看了            
(5星)	 为了她，还没看我就没理由地给五星。            
(NA)	 器具            
(3星)	 三顺瘦下来老了不说 声音还特么像僵尸 一点生命的气息都木有 你真当自己是癌症末期啊。李东旭真的把我帥死了！剧情不咋地 拍的更加烂 拍个电影就够了尼玛拖了十六集 看了四集果断一路快进到最后。不要看到三顺+第一集癌症+女主绝地大反击+独立女性就打五星好不好 不过最后一集特别赞“我就活我的今天”            
(5星)	 表示这是我第一部同时为了男主和女主来追的剧,目前看来情节还不错,虽说MY GIRL和金三顺都已经不能超越了,但两人回归之作一定要火.            
(3星)	 昨天还拼命地看，今天就忽然觉得剧情好烦啊啊啊啊啊。弃了弃了。            
(5星)	 很温暖的剧，虽然与死亡息息相关。想起新频常说的，想象自己明天就会死去，把今天当成最后一天来过，这一天就会更有意义。            
(4星)	 健康地活着才最重要。。。            
(4星)	 我愿意让该剧停止在第14集~~            
(5星)	 不时地想起三顺，他们现在应该生活地很好吧。妍在和智旭也请腻腻歪歪的幸福下去，六个月以后的每一天都是惊喜。            
(5星)	 金雅善选得剧本都很不错 要不是因为我心浮气躁的看的话 其实还应该有更多感慨吧 我们都意味还有很多时间 所以压抑自己 但是也可能下一秒就会使结束了 去做想做的事吧            
(4星)	 是否给所有人生目标加上期限就都会实现呢？因为做和不做的两种结果清楚明白地摆在眼前了。我只活我的今天。            
