http://movie.douban.com/subject/1761848/	夏娃的诱惑 이브의 모든것
(5星)	 最喜欢这里的张东健和蔡琳，成熟帅气的理事和可爱的善美。每次都只喜欢看他们两人的故事片段。对迎美和佑振这一半的故事总是觉得压抑。特别让我爱憎分明的影片。            
(5星)	 张东健 蔡琳            
(NA)	 这就叫百看不厌~            
(3星)	 为什么我喜欢许英美            
(5星)	 呵呵，我的最爱啊            
(NA)	 有爱有恨            
(NA)	 不用说了 张东健             
(4星)	 经典            
(5星)	 完美学长。            
(NA)	 没看全,不过好像很多人都很喜欢            
(3星)	 没有刻意去看电视里冷饭炒的太多不过放在以前，还算可以现在片子太多了。。            
(5星)	 韩剧典范，更喜欢迎美            
(4星)	 这是什么．．看韩剧的起点．．．            
(3星)	 金素妍演得不错,抢了蔡琳的风头!            
(NA)	 很久之前的，忘得差不多了            
(5星)	 my favourite!            
(3星)	 我都替金素妍不值，非要让人那么坏啊            
(5星)	 好帅的张东建哦。。            
(5星)	 唯一一部看过不止一遍的电视剧。            
(4星)	 经典之作 最后的金素妍让我相当之感动 前面又实在是太讨厌她拉 不错            
(NA)	 喜欢张东健            
(5星)	 对善美来说，银美抢了她很多东西。包括最初的爱情。只是因为有银美在一起竞争，最后才能一步步走到幸福吧。相信善良的女孩子总能得到幸福。            
(4星)	 高考结束的夏天,徐迎美..            
(5星)	 温暖的剧本            
(NA)	 甄善美、徐迎美，从她们身上我们可以学到不同的东西            
(3星)	 记得高中有同学疯狂的喜欢。不过我没有太多的感觉。觉得剧里的人应该都是在现实生活种绝种的            
(4星)	 还是不要记起来吧  哥，如果你不爱我，那就让我永远忘记你吧。            
(4星)	 这部戏里的蔡琳我还是比较喜欢的，但最突出的应该是金素妍，演坏女人一流。实在是非常过瘾。            
(5星)	 看的第一部韩剧，超喜欢善美对梦想的坚持，爱死了尹理事的呵护            
(5星)	 看过的第一部韩剧 影响了一大批人            
(5星)	 永远永远的经典...            
(3星)	 还行            
(NA)	 张东健             
(4星)	 有关女主播的故事            
(4星)	 没看完整过。尔虞我诈的剧本我不喜欢。            
(5星)	 i&#39;m lovin it            
(3星)	 她演的角色坏透了，可是怎么都恨不起来，美女总是有优待的吧。。。唉~~~            
(4星)	 青春，事业，爱情，亲情，友情.            
(4星)	 等待            
(3星)	 喜欢那时候的蔡琳            
(NA)	 那时候觉得善美就是个完美的象征~            
(5星)	 很早的韩剧了，不过很经典，蔡mm的巅峰作            
(5星)	 太经典了~~            
(NA)	 爱上女主播，和宝宝一起看的，宝宝也很喜欢呢            
(NA)	 看了很多遍的韩剧，很喜欢剧中张东健演的那个角色不过看的过程中很多地方还是很令人生气的            
(NA)	 看了6遍了吧            
(3星)	 童话的可怕            
(5星)	 剪了小蔡的发型呦            
(5星)	 喜欢蔡的微笑 张的肩膀            
(4星)	 这部韩剧算是我最喜欢的了，喜欢剧中的善美，她纯真、善良、可爱            
(NA)	 我想要的爱情.            
(5星)	 虽然已经过了做梦的年纪，但，仍然迷恋帅哥            
(5星)	 年幼看时一直喜欢甄善美，讨厌徐迎美；长大后再看，发现徐迎美是因为想要改变自己可怜的命运才做出种种令人厌恶的事，她的行径固然可恶，但更多的是可怜呐。而甄善美因为太幸福，所有人都宠着她，所以她也有固有的小姐脾气呢。。人都是不完美的。。            
(5星)	 舒服，爱一个人不是将她束缚住，而是给予她足够的空间让她自己去选择。            
(4星)	 比较早期            
(5星)	 最喜欢看张东健和蔡琳的画面            
(NA)	 真善美确实很善良！            
(5星)	 我看的第一部，也是最最喜欢的韩剧,喜欢善美，喜欢享哲，喜欢永希，喜欢贤达，喜欢太多太多了...没办法，在我心里，它是永远的经典            
(NA)	 记得善美说过：佑振哥，你怎么可以放弃我，是你的损失！（看到这，心疼的想哭，心疼所有不被选择的女孩，一个人，也要幸福。）            
(5星)	 jingdian            
(5星)	 幼振的录像带……看一次哭一次。            
(4星)	 n久以前看的，那时的蔡琳很可爱，整容后就差远了            
(NA)	 最爱的韩剧            
(4星)	 东健gg的巅峰代表作之一（其实已经有点显老了，不过还是hc...）            
(4星)	 温柔的学长            
(5星)	 太经典了            
(5星)	 很有代表意义的韩剧,远比后来的韩剧经典多了            
(5星)	 从此，记住了尹详泽            
(NA)	 张东健好帅            
(NA)	 让我们战斗到底            
(3星)	 女主播的故事            
(5星)	 善良的人，在很多时候可能会失去一些东西，但却会换来更多、更好的收获，他们终究会幸福的            
(5星)	 第一部韩剧            
(5星)	 第一批看的韩剧中本人最喜欢的就是这部《夏娃的诱惑》，很喜欢这个时候的蔡琳，跟现在的吴达子很不一样。有时间要回顾一下阿！~            
(NA)	 最喜欢的电视剧            
(5星)	 算比较老的韩剧。张东健在里面很帅。            
(5星)	 超级经典的一部电视剧            
(5星)	 看了几遍了,韩剧中的经典之作            
(NA)	 最爱            
(3星)	 想当女主播~            
(5星)	 张东键很帅            
(5星)	 东健你最帅！            
(5星)	 AAE和小妇人是我的至爱韩剧            
(5星)	 这部片子我是百看不厌，至今觉得回味无穷。            
(4星)	 爱上张东健就是从这部连续剧，尤其喜欢他在伦敦时候的扮相，超级阳光帅气。            
(NA)	 见到的第一个弯月式眼睛的韩国女孩，笑起来好看            
(4星)	 张东健  韩国中央大学            
(5星)	 善与恶一瞬间            
(NA)	 唯一喜欢的一部韩剧            
(NA)	 看过无数遍的电视剧            
(4星)	 爱恨情仇            
(5星)	 2000的片子，2006年初接触` 故事情节不用多说了`  这部片子在经过反复次地温习后，教会我一个道理`套用甑SM的一句话“年轻的时候总想谈很多次恋爱，但当自己喜欢上一个人的时候，发现用一辈子的时候也不够”。是啊！对爱情得一心一意，上帝也会祝福你的。            
(NA)	 超爱看的一个~喜欢蔡琳和张东健            
(4星)	 颖和晏讲的那个起劲啊～～让我都快肃然起敬了～～            
(5星)	 喜欢学长,喜欢有哪个特定表情的男人,喜欢率真的蔡琳,喜欢在孤儿院读童话的盈美~            
(NA)	 这个也太经典了...电视里面放过N遍了....            
(4星)	 少数喜欢的韩剧            
(NA)	 喜欢金素妍            
(4星)	 喜欢里面的导演,可爱            
(3星)	 不喜欢斗来争去，多累啊。            
(5星)	 看多了,有点同情反派不能忘记张东建扮演的这个完美情人            
(NA)	 ＂你就直直向我走来就行～＂            
(4星)	 虽然善美很善良，但我更喜欢银美，她是个容易妒忌的人，她是个会耍手段的人，可是我还是很喜欢她，可惜，她不会珍惜她得到的东西，尽管她可以得到很多，却因此失去了很多，她是个可怜的人，她的坚强让人敬畏，当她真正失去了那些时，她才会知道那些东西对她的重要性，这个可怜的人，不知从什么地方让人觉得她是那么的可爱，            
(4星)	 1            
(NA)	 外片            
(4星)	 剧情有点新意            
(5星)	 心目中永远的学长...            
(3星)	 一帆风顺的女主～            
(5星)	 很多年前看的，觉得很现实，喜欢            
(NA)	 夏娃的诱惑            
(NA)	 &#34;善美,我是个善良的人吗?&#34;            
(NA)	 从头到尾，金素妍可以说是一个坏女人的形象，但是我毫无理由的喜欢她。相反，蔡琳除了做作之外，没有什么可以形容了。张东健，偶像办的成熟男角色，看了真是流口水啊~~~呵呵            
(NA)	 还好吧~            
(NA)	 虽然台词都能背下来了，但还是想再看，还是幻想这样的爱情            
(NA)	 到底是哪个傻瓜连自己女朋友的家在哪都不记得是里面最逗的台词吧。不喜欢迎美，不是因为她坏。。。贫穷，不幸的童年不能成为借口。。。            
(4星)	 看过n多遍            
(5星)	 如果你是男人，你喜欢女主角吗？喜欢。你愿意成为男主角吗？愿意。如果你是女人，你喜欢男主角吗？喜欢。你愿意成为女主角吗？愿意。如果把上面的喜欢和愿意变成非常喜欢和非常愿意，你同意吗？同意，完全同意。            
(3星)	 心            
(5星)	 真爱,也许真的需要等待吧！            
(5星)	 经典韩剧            
(5星)	 精彩            
(NA)	 en            
(3星)	 凤凰卫视引进的第一部韩剧，引发随后的韩流入侵            
(4星)	 看了很多遍,喜欢张东健.            
(5星)	 较早看过的韩剧 不错            
(4星)	 妈妈喜欢看的韩剧            
(NA)	 重温过去，重温那份感动            
(5星)	 张东健            
(4星)	 挺曲折的,老片了~~            
(5星)	 经典！            
(5星)	 喜欢他的主题歌~you can&#39;t say~~            
