http://movie.douban.com/subject/6123976/	最佳爱情 최고의사랑
(5星)	 看了看最近的日剧韩剧。这剧算不错的了。            
(5星)	 有爆笑有感动 车胜元这次很可爱            
(4星)	 车大叔不就是中年版的黄泰京嘛？？？那说话的调调儿，一样一样地！我一直有把他当成张小帅的冲动！            
(NA)	 开始几集还是很欢乐的在看的，后来默默地成为了半途而弃的为数不多的韩剧之一… 要么是外貌至上病发作？            
(4星)	 搞抽抽的车大叔            
(3星)	 去掉长相 实力派的表演  车胜元很好的演技   最后终于被感动了·~~            
(3星)	 没啥感觉            
(4星)	 车叔那个抽啊~~~叮咚小胖纸可爱死了~好想抱回家圈养~~~            
(4星)	 男主角太搞了~~~            
(5星)	 真的很不错很不错            
(4星)	 车胜元那眼神太销魂啦            
(3星)	 好多人都说好看，不过可能男主女主都不是我喜欢的类型，看了一半就放弃了            
(4星)	 按剧情来讲，作为洪氏姐妹的作品水平一般，本想给个三星的，但是车叔实在是太抽太萌了，作为40岁的人演这种没营养的偶像爱情喜剧，可以幼稚抽风到这种程度，真受不了啊。不过还是喜欢他有胡子。叮咚这个孩子很自然很可爱。孔孝真属于自然舒服型。            
(5星)	 萌大叔             
(5星)	 扑通扑通~什么话都不说了 五分给洪氏姐妹 五分给车胜元  过去这么久了 才发现豆瓣的mark还是在看。。。。            
(5星)	 成为我最喜欢的韩剧之一            
(5星)	 最后的时候特别感动，相爱无所谓会不会一起跌落谷底，因为真心总会有被看见的那天。车叔坚信爱贞是最佳的爱情，节目里自白的车叔那么温柔，又坚定            
(4星)	 好看啊,,,,,俺是大叔控嘛,,,哇哈哈哈,,大团圆结局耶,,,他们噶宝宝也很可爱呢,,,&#34;你应该感到荣幸才对哦!克服!~&#34;            
(5星)	 依然没能看完~            
(4星)	 好久没有追韩剧了            
(5星)	 秘密花园后的又一步好戏!男女主角太强拉！！！很到位！！！            
(5星)	 大叔大叔控 牛字胡很帅气的呀            
(5星)	 洪氏姐妹的确有才，轻松搞笑的剧情真讨喜，再加上车大叔大有赶超周星驰并且豁出去的演技，这两个月的追剧，很幸福~~~ 恰逢谢霆锋和张柏芝婚变声浪一浪高过一浪， 身在娱乐圈的爱情， 是否叫爱情，还有待定论。            
(5星)	 萌里面的男二            
(5星)	 台词强大，演技完美。 洪氏姐妹赞！车大叔赞！孔孝真赞！            
(4星)	 韩剧真的只能看前半部            
(3星)	 又是个烂尾的片子。。没看完。。弃了。。            
(3星)	 喜欢孔孝珍             
(5星)	 洪氏姐妹我崇拜你T T            
(4星)	None
(5星)	 近期算是能看下去的韩剧了。。车叔卖萌靠谱，洪氏姐妹靠谱~棒子们啊坚持自己小清新的特色吧！别再整些力不从心的所谓“大制作”韩剧了~~~            
(5星)	 the greatest love 很喜欢 不是一般的韩剧 理解了韩国娱乐圈的事情 独孤真大叔啊 真的很可爱 其实觉得是本色演出哈哈哈  孔孝真 大爱 都是非常好的演员            
(4星)	 咋能这么好看 这么乐啊 第六集有够纠结的说！期待期待！！！话说很想嫁给男二这样的银啊。。。            
(NA)	 #车胜元#            
(3星)	 出人意料的还不错。。。可是对大叔大妈是在没爱。。。            
(5星)	 没有陷入俗套 没有烂尾 一如既往精彩 真的gongmawo 男女主角都很喜欢！            
(5星)	 这是本色出演么车帅。。。孔孝真从PASTA就觉得挺可爱的。            
(5星)	 笑死了！！！都挺喜欢的~~            
(3星)	 原来是洪氏姐妹写的，难怪后面有李胜基小怪的一段客串。话说没有想象中有趣，前几集还不错，后面剧情就开始乱了，完全快进。不过虽然是偶像剧，却有演技派飚戏的感觉。看pasta的时候就对女主超搞笑又可爱不失真实的演技印象深刻，这次碰到车胜元大叔完全卖萌啊，女主的光芒竟然被遮了！            
(NA)	 女主好象阎妮啊有木有．．．            
(4星)	 孔孝真很喜欢和人气大叔配戏啊，很有喜感            
(4星)	 车抽抽哇咔咔            
(4星)	 审美是用来颠覆滴，偏好是用来践踏滴，大叔耍萌耍贱是难以抵抗滴            
(4星)	 真是~~~车大叔早就可以演喜剧了！！！！埋没埋没！！！！            
(4星)	 欢乐的真讨喜            
(NA)	 车大叔真帅！            
(5星)	 很欢乐的一部剧啊，迷死腹黑纠结可爱的大叔啦~            
(5星)	 大叔真是口耐            
(5星)	 一切只为叔 洪氏这次也还可 孔真的很自然 不错看            
(4星)	 车胜元说话的方式很特别。。，孔孝真的搭档都很有个人魅力呢，前边不错，后面有点看不下去，不过感觉很温馨，男主为了女主甘愿身败名裂的那份心思就不是所有人都做得到的。            
(4星)	 完全靠男主撑起了整部剧，我为你斩荆披棘，我为你战恶龙，登高塔，我带着人工心脏，为你成为钢铁侠，瓦擦，现代童话吧~~            
(4星)	 孔姐姐真是自然范儿            
(5星)	 太赞啦！！！~绝对的！！！~            
(4星)	 正在追的剧，初衷只是为了不知能在剧里露几次脸的裴涩琪。然后，剧情目前还没有让我失望啊~~第三集那个被淘汰的女明星不就是MY GIRL里的女二咩~第四集有裴妞的镜头，看到你我就开心了~就是这样。            
(4星)	 好看,孔孝真好时尚啊,两人演得都好。孔孝真的是很耐看，大叔在里面是挺帅的，可是好肉麻啊            
(4星)	 西装男车大叔。。            
(5星)	 如果说我好几集都看哭了会被鄙视么            
(5星)	 真好看 很现实 又超级好笑的 男女主演都是我喜欢的实力演员            
(5星)	 车胜元这个帅  而且尹继尚也帅 这部非常不错            
(5星)	 车胜元nomu nomu “莫西大”，可谓高质大叔。            
(NA)	 我怎么没看出来车大叔演的好了？俺觉得好夸张的说。。。            
(3星)	 还行还行            
(5星)	 车胜元为啥这么可爱这么帅 以前完全木有发现！            
(4星)	None
(4星)	 孔孝真。            
(5星)	 能收看到这么精彩的电视剧，应该感到荣光才对。——最后这句真是。。。欠抽。。。            
(2星)	 明明很残...为啥这么高收视率..            
(5星)	 电视结束了，大叔和爱贞幸福的在一起，我的心也明确的向着医生奔去了～请拒绝姜世丽，等待我的到来吧。            
(4星)	 好玩，希望继续好看。感觉女主在最后越演越累，不在状态。这种边拍边播，还是挺考演员身体状态的。            
(NA)	 车大叔cool死了，这样的年纪还能拍出这样的片！！只是故事去到后面有 些少牵强了，后面的嚣张过头有点做作了，女主角怎么由头到尾都没啥亮点呀！            
(5星)	 超级给力，近期必看！            
(5星)	 最爱车胜元了！！！！            
(4星)	 一口气看了前六集的时候觉得很好看..大叔很抽很可爱..后期追剧乏力，拖沓。            
(5星)	 我爱车大叔。            
(3星)	 悲剧了，可惜副市长，哎……            
(5星)	 看了四集 很好笑哎 比想象中好很多            
(4星)	 最佳的爱情，最完美的结局。            
(5星)	 大叔实在太爱啦~            
(4星)	 继续烂尾。。但么当喜剧看很有意思咧~~            
(5星)	 看了就陷进去了！洪氏姐妹真了不起哎！大叔怎么就那么极品呢！            
(3星)	 前几集真是不错，后来就杯具了，唉~~~            
(5星)	 开始追了。。。。真是太好看了，怎么能有这么可爱的大叔。            
(5星)	 Ep.4 捂耳朵这段真是..又来了体贴但是女主最后八成爱不上的男二..Ep.6 到底是要怎样虐我们孝真唉..Ep.8 编剧要人si么...这是作甚啊！！！Ep.13 想冲进屏幕把搞不清楚状况的女一以及自私到极致的反派伪反派全抽一遍..            
(2星)	 车叔，选戏要慎重啊！            
(4星)	 看完就不觉得是三星半了。。。            
(3星)	 真心觉得很一般            
(5星)	 最佳的爱情~~            
(4星)	 前面几集真的很好玩，后面就是我不喜欢的拖沓的韩剧情节了            
(4星)	 为这卡司，先来四星！！            
(3星)	 车帅的演技。有点过了。这个卡司还是很心水的            
(NA)	 跟秘密花园有得一拼的剧啊！！！剧情和演员演技都好好TT 车大叔各种有爱TT 错过这剧就是遗憾啊~~！            
(3星)	 看至KTV那段孔孝真打苍蝇踩到口香糖，然后车抽抽误以为她在欢舞——就开始快进了，连结局都懒的看，整个剧越到后来越不行~ 三星都给四十岁还卖萌卖得不讨人厌的男猪脚。            
(5星)	 车大叔太可爱了 男主女主男配女配 男的没有一个讨厌的啊            
(5星)	 还没出来时，一点都不看好，没想到啊……就是结尾仓促！            
(3星)	 没看完反正。。。也许现在看不太进去泡沫剧了= =            
(3星)	 慢慢追 还挺好玩的~  女主太挑战我了 弃            
(3星)	 两位主演都是我非常喜欢的，但是两人首次合作却不是最佳的。车大叔不及《city hall》，孔姐姐也不及《谢谢》，可能是两人都不太适合太过的无厘头的搞笑。等待的时候看完了《善德女王》和《坏男人》，现在更期待另一对超级般配的合作，李瑶媛和金南佶。杜高振，对不起了，我比较看好金俊诚呢！            
(5星)	 等着大叔拿大奖            
(4星)	 男一和男二都很萌呢···后期不给力啊            
(3星)	 还可以，反正是好玩的那种，看着玩耍吧            
(5星)	 애정언니 행복하다!! 그대 때문에 영원히 이 `심장이 두근두근`~♥            
