http://movie.douban.com/subject/4082304/	鱼跃在花见 魚躍在花見
(4星)	 后半部剧情狗血到一塌糊涂了.两个女主的发型也是各种囧~~但是赢仔也太萌了吧^^还很喜欢胡杏儿.估计演员有好一阵不想再吃日料了吧哈哈~            
(4星)	 很欢乐很有爱·~~里面的插曲配得好好~            
(5星)	 不错了不错了~            
(NA)	 过儿小龙女哇哈哈哈哈哈哈我角的鱼至嬴肯定是双鱼座~            
(3星)	 最近TVB的新剧，好久没有看到张智霖演无线剧集了，想看一下。张智霖感觉一点也没有变啊！不过故事情节有种似曾相识的感觉。看完了，怎么说，也就这样啦！            
(5星)	 一天等一集的感觉最讨厌了            
(NA)	 我想吃寿司啊！            
(3星)	 港剧的质量就是不一样的            
(4星)	 虽然很老套，但是喜欢看，张智霖多帅多嫩啊            
(4星)	 好好看，好好笑            
(3星)	 剧情太单一寿司还不错            
(4星)	 大仙，很帅！建议不要在晚上看，看得肚子饿。            
(NA)	 中意姜羌的着装，和寿司。两女猪实在与我的审美相去甚远。嚣哥追女仔有一手。月笼纱被收后开始变得无趣。对时不时蹦出的日语和日文化有点倒胃口。            
(NA)	 不老的传说            
(3星)	 关注寿司更多，看起来都好美味啊！            
(3星)	 基本出个两三集就看一集猜猜剧情自娱自乐。日本的景真美。大仙这个拿防腐剂送饭的男人我就不说什么了= =然后结局还可以再狗血一点么……就这样吧            
(5星)	 我爱大仙            
(3星)	 前面3集很好玩，后面就开始落入俗套了，免不了兄弟阋墙的戏码上演，包括女人、家庭、事业，喜欢刘松仁的新角色。            
(NA)	 其实完全是被北海道的景色，维多利亚港给迷上了！港剧一直就是我的菜。            
(3星)	 张智霖，尼玛的都四十岁了，能不这么嫩吗？            
(5星)	 虽是寿司广告，主体剧情老套，但是就是喜欢看~~            
(4星)	 最近两部港剧还不错。。就是结尾比较内什么。。            
(4星)	 大愛CHILAM，劇情不過不失，最後的失憶太棒子太老土            
(3星)	 看完这部剧，我的粤语听力突飞猛进啊！~            
(4星)	 结尾草率实在是典型的TVB风格啊。            
(4星)	 看到最后 觉得大鱼更可靠            
(4星)	 除了爭家産很抓馬,其他都perfect!            
(3星)	 Chilam还是那么年轻，慕容桑好有爱，胡杏儿这类型的角色很适合她。喜欢细鱼孖姜慕容桑搞笑三人组，嚣思二人组太狗血了……结尾居然玩起失忆桥段，是为了拖时间么？            
(NA)	 天天追! 上学也不误!------------------追完好久了都没更新            
(4星)	 2011-4-23            
(4星)	 寿司寿司寿司。            
(4星)	 其实我想给3星。一堆一线明显。炒旧饭演和味浓情的老戏码。            
(5星)	 北海道的海水，红叶和白雪；充满生命力的鱼生，醋饭，紫菜和鸡蛋烧；因为认真而可爱的寿司师傅，料理台，刀和各式盘子。有谁会说，这部电视剧，不是个大大的享受呢？！            
(5星)	 看着看着，就这么流泪了。看着他们幸福，好开心。友達以上，戀人未滿，幾時會滿呢            
(4星)	 比起佘诗曼，感觉胡杏儿更能和嫩嫩的张智霖起到化学作用。这四星大部分都是给张智霖和刘松仁的。chilam那对情侣的音乐不错。食物看得我直流口水~~            
(3星)	 不是特喜欢，也不是特讨厌。            
(4星)	 喜欢这张娃娃脸，喜欢杏儿。            
(5星)	 TVB很久没出过的经典饮食剧集，虽然不怎么喜欢胡杏儿，但是这部片子她的表演还是很有进步的，个人认为蔡少芬会更适合姜羌            
(5星)	 看了就想吃寿司            
(5星)	 张智霖神马的就是好看。            
(4星)	 还没看完，先为张智霖打四星，咩哈哈哈——这样，是友达以上，这样，是恋人——张智霖亲胡杏儿的时候我觉得我心都酥了啊啊啊啊啊            
(3星)	 寿司们好美好好吃的样子呐~~~（¯﹃¯）两星给寿司们一星给演员们囧            
(5星)	 喜欢~~~~在追····            
(5星)	 好好看啊！！！看得我好想吃寿司！！！！~··            
(5星)	 刘松仁演的好可爱啊啊啊啊~哈哈哈哈哈哈！！            
(4星)	 寿司啊            
(4星)	 为畸型而来，畸型已老~仍魅力满满            
(4星)	 张智霖还是那么帅 超级想吃寿司            
(4星)	 不错不错，就是结局硬是要狗血一把，不好不好......            
(4星)	 渔至赢简单地活着让我感到很轻松~~            
(4星)	 看着老想吃日本料理。。。            
(5星)	 超爱姜羌跟畸形这对，真够欢乐的。            
(NA)	 8弃，有张大仙也看不下去            
(5星)	 就冲着张智霖和胡杏儿 给五分咯。。。。            
(4星)	 个个出彩~~刘松仁演傲娇大叔很Q啊~~~            
(4星)	 我只为ChiLam            
(4星)	 美食题材我滴爱~            
(NA)	 我爱日式料理！！！！！            
(3星)	 蛮刻意的科普寿司知识，剧情也有老套之处，不过看看刘松仁和张智霖都很满足啦~~            
(4星)	 10集之后很狗血。。。            
(NA)	 终于看见张智霖啦！！！            
(4星)	 嚣和思彤对戏每次都好无聊··后半段内容有点俗套了 前段比较好看，特别喜欢姜赢慕容的三人党！            
(4星)	 大仙和索女很搭！            
(3星)	 有情节，有高潮，难能可贵的是在紧张压抑的爱恨情仇之余，有欢乐的调剂，还是很温馨的。没看完。弃。            
(4星)	 轻松的港式幽默，加上我最爱的日式料理，关键还有我大爱的张智霖同学，能不给四星么？            
(NA)	 特地在北京找了板长寿司吃……            
(4星)	 张智霖好像从来没变老 谢天华不知道为什么很奇怪 洪校草 你又龙套            
(4星)	 张智霖可爱啊，电视看得我好馋！！            
(3星)	 如果我失踪了。。你是不是也会正在墙上贴纸留言 相信一定能找到我？？            
(1星)	 寿司的长篇广告            
(4星)	 看完后 对寿司了解不少~  大爱张智霖            
(4星)	 为了男主和美食            
(3星)	 敖嘉年感觉要开始冒出头了么……            
(4星)	 至冧大爱呀！杏儿在戏里老穿紫色，so beau~!寿司呀！！！            
(3星)	 关于寿司，喜欢吃寿司。            
(4星)	 张智霖肿么还是这么帅啊啊啊            
(4星)	 Did u hold me like the mountain?            
(3星)	 某人还是帅啊，哈哈哈            
(4星)	 张智霖太靓仔了！            
(3星)	 我爱上了寿司！            
(3星)	 集合所有狗血剧情 失散 失忆 报仇 决战 间谍 等等 但是 有张智霖 帅气的张智霖 有酒窝的张智霖 超萌的张智霖 我果断追看            
(3星)	 看得好想吃寿司            
(4星)	 美食美景 加美味~~~剧情很虐  艰难得等待更新！！啊！！            
(4星)	 一颗星是给张智霖的            
(4星)	 都几好睇噶            
(4星)	 好想做壽司師傅~~~            
(3星)	 我就看到那个视频里的男的是洪卓立嘛~哇哈哈哈~（刘松仁和胡杏儿演的很搞笑）            
(4星)	 北海道好美。寿司好精致。所有的插曲都好听。TVB在细节方面越做越好，只是剧情还是狗血了点，前面纠结那么久，突然一下两兄弟豁然开朗，没有强大理由的转折，结局有点匆忙。喜欢孖姜和小茏女，鱼家这两兄弟就最后几集看的舒心点。。慕容sang和鱼至宝小朋友真可爱~我好想吃寿司！啊呜T T            
(4星)	 准备在张智霖的部分细看，其他部分快进解决。没办法，没时间哦寿司看上去很美味，张智霖看上去也很美味，呵呵。            
(4星)	 像至赢一样乐观生活。。。其实，很多时候，讲的只是一种心态。。            
(4星)	 这一部戏，我忽略了谢天华，他还是适合皮皮的坏！～            
(3星)	 题材很新颖，但是谢天华表演的好僵硬，就是板着个脸，虽然有人会说那是剧情需要，我还是觉得谢天华还有杨怡的演技，很僵硬，而且今天看了tvb后面的分集介绍，发现剧情很狗血，没想到后面是至嚣要思笼嫁给至宝的，俺的神。PS：张智霖真是娃娃脸            
(4星)	 张智霖和胡杏儿这对活宝，加上刘松仁，真是欢乐啊！是否去北海道把制作经费用光了，张智霖整部戏就2件衬衫换来换去，不是红格子衬衫，就是绿格子衬衫，不过还是那么帅，年纪都跑哪去了。            
(3星)	 张智霖看上去还这么嫩啊！！！            
(4星)	 就冲着那张娃娃脸，怎么看都看不腻。            
(4星)	 张智霖啊，你就不会老            
(3星)	 杨怡很美演技很好！胡杏儿哪凉快去哪吧！！！            
(NA)	 老是放because you loved me,还不是Celine Dion原唱的,囧啊            
(2星)	 虎头蛇尾的。。越到后面越难看            
(3星)	 学会品寿司，不错~TVB的剧总是很生活，给人积极向上的鼓励。没有大陆剧那样沉重纠结，尽管剧集中的生活与我的现实相差甚远…            
(3星)	 姐追的第一部TVB…            
(3星)	 里边的食物很味美 剧情无特别心意            
(4星)	 谢天华的演技真是太浮夸！！！！！！！！！！难怪同期的郭富城都红烂了他还红不到！！            
(4星)	 日本寿司种类繁多让人垂涎欲滴            
(3星)	 大仙太萌了！萌的我小心肝乱颤不说，还连发了好几天的花痴……胡杏儿剔除长得不合我眼缘外其他还好= =杨怡和谢天华完全没有化学反应，最杯具的是两个看起来完全不熟的人还演情侣，他们演的痛苦，我看的更痛苦。还有就是，杨怡是不是又整过了？怎么感觉又变样了            
(4星)	 除了最后一集太过刻意的狗血失忆桥段之外，整体还是不错的……男主女主的爱情线路分明一直在走日剧路线，最后突然转成韩剧是闹哪样！！！不过尽管狗血，我还是被感动到了的……囧。这剧的拍摄是花了大价钱啊，北海道的景色是真美啊～想吃寿司了TAT            
(4星)	 Semaru Shokka 最喜歡這句啦！            
