http://movie.douban.com/subject/4742378/	我的女友是九尾狐 내 여자친구는 구미호
(1星)	 幾乎沒有洪氏姊妹特有的開心到大笑或痛苦到想死的糾結，失望.....男二完全旁觀者的角色，沒有為這段愛情助力，女主演的九尾狐還算可愛，整體實在普通到不行，剩最後3集也懶得看完，浪費時間！只有狐狸雨好聽～直接看網友剪輯的MV就行了            
(3星)	 笑容甜美~~后半部分延续了韩剧常有的拖沓            
(4星)	 算是第二部看过的韩剧，还不错。不是悲剧，放心看吧。            
(3星)	 其实我不知道这部片子到底好看在哪里==+看完就觉得很一般，现在情节都快忘了。╮(╯▽╰)╭            
(4星)	 男2...            
(NA)	 嘿嘿嘿，宿舍活动            
(3星)	 因为李胜基看的，第一次知道他，在X-man里，深情地唱着《嘴型》。            
(3星)	 开头蛮好玩，后面又给绕起来了            
(4星)	 喜欢发哥的导演和姑姑是亮点，申敏儿的感觉很好，结尾觉得有些速战速决            
(4星)	 洪氏姐妹的剧都还不错!            
(5星)	 好看            
(5星)	 我要是她，就不会去变成人            
(5星)	 轻松搞笑，也很可爱            
(3星)	 看不下去了。            
(4星)	 开头真的非常非常好看，可爱又逗笑，看到后来有种使不上劲儿的感觉，不知道差在哪里，整体感觉还不错吧            
(5星)	 申敏儿和李胜基都好可爱啊啊！！！            
(5星)	 韩剧能让我看完的不多 这部电视剧是继 是美男 之后的又一部SBS公司的力作 比较于男主角李胜基 我更喜欢阴柔俊秀的男配角             
(4星)	 洪式姐妹这次编的有水准，比美男好多了，逻辑思路清晰，温暖可爱最后一集能看到Jeremy真是太好了            
(5星)	 可爱的片            
(NA)	 人狐恋. 看他们恋的那么艰难  人和人的相爱又算什么呢            
(3星)	 压根不知道怎么评价，浪费了李胜基。。            
(5星)	 我爱死男二了啊怎么可以这么帅啊混蛋！！            
(3星)	 消遣一下~~~~~~~            
(4星)	 九尾狐的九个尾巴，好美            
(5星)	 虽然看了头两集就知道结局肯定是圆满的，但是还是忍不住去享受这个过程。浪漫幸福是我看整个剧时拥有的感觉。很久没有遇到像刑事这样让我喜欢的剧了。            
(2星)	 哥们儿，片儿太长了            
(5星)	 非常好看。男女猪脚演的超赞哦            
(NA)	 男2好漂亮            
(5星)	 申敏儿太太太招人喜欢了            
(4星)	 又哭又笑            
(4星)	 小狐狸真是萌死了 男役都好锉- -            
(5星)	 男一女一男二女二都演得很好。剧情很好，客串的腕儿也不少。A.N.JELL出动两人。李弘基出现萌煞人。剧情不多说，典型韩剧爱情欲抑先扬最后happy ending=-=            
(4星)	 还是不错的韩剧，男一可爱男二帅。个人认为女二女三都长得比女一好- - 当然女一还是不错的...哭的时候撕心裂肺的样子还是很逼真的            
(4星)	 酒窝治愈型美少女            
(4星)	 有我喜欢的申敏儿，不错的剧，轻松，好看。有很多中国元素，比如80年代的香港动作片，张国荣的歌，倩女幽魂的桥段            
(5星)	 尾狐：啊，好好吃。大雄啊，雄啊，我们……吃牛吧~            
(3星)	 话说..不要鄙视我= =            
(1星)	 棒子剧 无敌恶心            
(3星)	 喜欢男2更多            
(3星)	 追了前12集到了13,14的时候。。。追不下去了。。给成均馆绯闻勾走老。。噗~            
(NA)	 做人有什么好            
(5星)	 男二号长得太帅啦~            
(5星)	 喜欢里面的主人公            
(NA)	 我看了之后感觉真的很不错哦！特别感觉李胜基和申敏儿和适合。。。。申敏儿真和可爱啊。。。李胜基也很男人啊            
(4星)	 很好看的新韩剧，不容易喽~ 教人忘我的去爱的故事，有意思！            
(4星)	 晴天下的雨是狐狸雨！            
(3星)	 那么爱吃肉 身材还那么好            
(3星)	 一贯的韩剧风格            
(4星)	 无聊的时候看可以上瘾~            
(3星)	 纯爱情，原声不错。女猪很直爽，不墨迹~            
(5星)	 男2~~~我垂涎你~            
(3星)	 没被男二号感动，也不觉得男一号可爱，最喜欢的还是导演。。。            
(5星)	 都记不清上次看韩剧是什么时候了，现在在备考GRE的关键时刻还让我用一天时间看完它且欲罢不能，我只能说，这是部好剧~节奏ost男一男二女一我都喜欢！尤其是男一演技相比“灿烂的遗产”有明显的提高啊！当初“遗产”那么火我还纳闷了，现在终于“释怀”了~~            
(4星)	 前半部分比较好看            
(4星)	 蛮好看的。。            
(4星)	 太好了，结局还是很感人的~            
(5星)	 看着很欢乐~~一点都不压抑~~敏儿很可爱~胜基很赞~Rose太帅了~~            
(4星)	 好看~ 女主太可爱了。。。很搞笑啊，好久没看到这样的韩剧了。。            
(4星)	 主要是冲着申敏儿和李胜基去的             
(5星)	 我觉得这部片子很好啊！如果一定要说，就只能说是结局有点过于牵强。。但是这不是我们观众所期望的么。。            
(4星)	 苦苦每周两集的守候，编剧的功底确实不差~~第一次看韩国的“白蛇传”味道不错！            
(NA)	 因为喜欢 诺珉宇 看得，还不错吧...            
(4星)	 最近追的韩剧。。。李胜基可爱啊~~            
(4星)	 可爱的九尾狐~~李胜基唱的ost非常非常好听            
(4星)	 mihu ya            
(4星)	 大爱李胜基啊            
(4星)	 还不错。男二女二讨厌了点，整容的迹象真明显。            
(4星)	 要不是结局太让我失望就给五颗星了！唉~            
(5星)	 好感动啊!好久没看到那么好的韩剧了!剧情好紧凑.就算是最悲伤的时候也可以表现得很幸福.幸好结局是好的            
(5星)	 除了结尾不太满意外，都很满意，是部不罗嗦的剧            
(2星)	 PT上了高清，拉着看了下，不怎样            
(4星)	 幸福的结局真好&gt;&lt;            
(4星)	 哈哈，挺搞笑的！~            
(3星)	 看完了还是觉得男猪脚和俞灏明长得一模一样。            
(4星)	 还好            
(5星)	 太有爱。            
(3星)	 这剧集是用来kill time的            
(5星)	 好喜欢~不过不再让这种偶像剧毒害我的心灵了~！            
(4星)	 棒子拍这种轻松搞笑浪漫的爱情片还是很有一手的。很喜欢啊九尾狐带着蓝光的尾巴，漂亮。前半部分节奏很快，看着很过瘾，一直是搞笑的气氛；后面节奏慢下来，也开始经典的催泪倾诉。总之，一惯的韩式偶像剧作风，还是很好看的。            
(3星)	 看到最后几集不知为何觉得没意思了            
(5星)	 很好看！！            
(5星)	 真的有日久生情啊~我想是的~            
(5星)	 东株老师好漂亮啊^~^,狐狸雨也很好听~            
(4星)	 晴天雨喔...            
(3星)	 很喜欢李胜基的，冲着他才开始看，前面很有趣，后面就有点。。。            
(4星)	 申敏儿完全美丽 轻松看完            
(5星)	 九尾狐（申敏儿）和大雄（李胜基）都很萌，这就够了！            
(5星)	 很温馨，很可爱，尤其是每次被骗还会冲你笑得很灿烂的小狐狸，好不忍心在欺负她了，喜欢申敏儿的表演            
(3星)	 我真的对里面偶尔出现的中国古代大陆言情桥段感到 otz ....            
(5星)	 我觉得巨好看！            
(4星)	 ho~i~ho~i~   实在是好可爱啊！巨喜欢男二~因其喜而喜，悲而悲            
(4星)	 欢乐 爱情 搞笑 感人 这就是一部娱乐电视剧            
(5星)	 女主角太美了            
(4星)	 第四集  第18到21分.....            
(NA)	 好看            
(5星)	 喜欢的狐狸雨，他的悲伤，她能看到，是个幸福的女子。            
(5星)	 你的愿望 我全帮你实现，因为我喜欢你            
(4星)	 可爱可爱啊，这样的九尾狐男友有伐，给我一个            
(NA)	 好好看……            
(NA)	 哦，我的朋友是可爱的九尾狐。            
(5星)	 那个微笑~~~            
(4星)	 虎頭蛇尾的感覺····            
(4星)	 喜欢申敏儿            
(NA)	 总之是在很奇妙的状态下才决定看的，被男二秒杀了。            
(NA)	 还好！            
(2星)	 演技一般。情节很不合理，比如：男主角干嘛老是跑着去某个地方，尤其是去机场，出租车绝迹了吗？？！九尾狐，特效才几幕，就尾巴。男2帅！            
(5星)	 非常好看，女主可爱的不得了~~ &gt;.&lt;            
(5星)	 虽然有揪心的算计 但从没有绝对的坏人 恋人间最终的归宿取决于他们是否真的信任，执着 为对方着想 两人的相处中 尾狐真的像人一样爱别人 而大熊也变了 于其说恋爱 不如说两人终于修仙成功 成为真真真正的人活着 这种渐进渐入的手法 原来出自豪杰春香的编剧啊！！！洪氏姐妹这次深刻了             
(4星)	 结局拖沓。。            
(5星)	 最喜欢尾狐吃肉时那天真开心的表情！韩国人对待“怪物”态度就是不同：怪物心地善良，毫不隐瞒，“人”也心存善意……但是结尾好像有点不太过瘾            
(4星)	 终于脱离了男二控~~            
(3星)	 是在告诉我们要相信爱情。            
(5星)	 好有爱~好喜欢李胜基~~~！            
(5星)	 超级好看            
(4星)	 还是蛮喜欢的＾＾            
(4星)	 可爱的类~            
(5星)	 最后一集看的我内牛满面.此剧有轻松有搞笑有感动有爱,洪氏姐妹的作品果然还是那么的精品..申敏儿的尾狐给我留下了很好的印象,Good..前段时间很迷这个,后来骨娘回归让我觉得这个是浮云了,浮云虽有遮蔽眼的时候,但浮云还是值五星的            
(5星)	 好看好看好看啊 申敏儿超漂亮的！！！            
(4星)	 我觉得我是男2控...            
(4星)	 结局有点出乎意料。            
(5星)	 我就是喜欢看 我宁愿别人说我脑残。就是这么简单！生活的残酷让我们在电视剧里找完美。            
(NA)	 很不错...看完啦！每次看到感动的部分都会流眼泪真的很好看            
(5星)	 只说两个字:好看！            
