http://movie.douban.com/subject/1482394/	蓝色生死恋 가을동화
(NA)	本人看D第一部。
(NA)	和姐姐当时一块看的这个电影，挺感人的！恩熙和俊熙，那样的爱情，现实中有吗？像泰锡那样的人，会有吗？看的让人充满幻想！
(NA)	最早看的韩剧~
(NA)	~~~
(5星)	第一部韩剧诶 真的很是喜欢
(4星)	情愿被扣着幼稚的帽子还是怀念他和她小指触碰的那瞬
(NA)	眼泪不断
(4星)	即使感人,也不那么喜欢悲剧
(3星)	最早看过的韩剧，催泪
(5星)	一部童话
(5星)	恐怕看过这部剧的都哭过.
(5星)	我肤浅，我恶俗，我都认了。我认为这是最好看的韩剧。宋承宪和元彬，在我眼中，这个世界，俊美过这二人的面孔，不多。让BS来得更猛烈些吧，我认了。
(4星)	喜欢宋承宪
(5星)	是我看到第一部韩剧~~5年级久看得哭的唏哩哗啦的~~~忘不了~~~~~~~~~
(5星)	都快哭死了！
(3星)	元斌很帅的
(4星)	家族女性都爱....
(NA)	说实话是我妈硬要看，我争不过他的遥控器才看的
(NA)	配音让我想笑
(NA)	只是怀念以前的心情
(5星)	初中时候看的，后来每隔一段时间翻出来哭一次，自此爱上宋承宪了……
(5星)	连我爸都看哭了。
(1星)	老是哭哭啼啼的，没劲
(NA)	生和死
(3星)	看第二遍才觉得好看的....
(NA)	感动到无以复加
(5星)	小学的时候就超喜欢的～～从这部剧开始爱上哥～～无法抗拒他的眼睛……
(3星)	蓝色生死恋
(2星)	我没看全 我妈看全了 结果完全没有被感动。。。
(5星)	看这个纯属意外~~惊喜的是我很喜欢“小恩熙”文根英
(5星)	偶看的第一部韩剧
(NA)	蓝色生死恋 韩剧 
(5星)	好多年前看的一部很感人韩剧
(5星)	看过的第一部韩剧，不管是心情也好水平也好，再难超越。
(3星)	说是经典，谁看谁哭，我却都没哭。
(NA)	看着哭的稀里哗啦 
(4星)	较早时候看的很是感动了一把啊
(5星)	韩剧 
(NA)	莫名其妙的感动
(5星)	我的最爱,最爱的宋承宪,最爱的宋慧乔!
(3星)	俩人最后居然都死了...靠
(3星)	一半的好评都给文根英 小恩熙演的我见犹怜 小时候的场景真正让我感动 从此让我对这个国民妹妹有了很深的好感 长大后的恩熙反而不是那么美 后来苍白的面色也过于虚弱 怀念小恩熙开朗活泼笑着的样子
(4星)	经典韩剧，有点悲，还可以
(4星)	哭啊哭. 死啊死.
(4星)	看一次哭一次！
(5星)	喜欢的韩剧...
(5星)	很感人的说
(3星)	一直没敢看完，看完一直不敢说。
(5星)	太配了！！
(NA)	恰好高考完播的，可能为了配合大批量在电视前打发时间的暑假生吧，广告打得相当厉害，还记得最后一次同学聚会同吴颖讨论是喜欢宋承宪的帅还是元彬的帅，忘记了我们的答案，只是记得凌乱热闹的聚会场面，那天我们的人生第一个大的转变正在开始，高考成绩就要出来..不喜欢这种要死要活的韩剧，从头开始就注定悲剧的结局，做作也没意思，我想自己应该是那种不会因为过程有多美好或多哀愁而却忽略结果的人.更喜欢痛苦的过程换得美好的结果的人生.
(NA)	第一次看韩剧
(4星)	韩剧悲情
(5星)	我赦免你的罪~ 2000
(4星)	启蒙
(NA)	看的第一部韩剧
(NA)	不知道这部剧还我花费了多少餐巾纸现在每回看一次还是会流一次眼泪
(NA)	很老的片子 但是真的很美 里面的爱情很浪漫
(NA)	韩剧都喜欢得血癌这样的病...
(NA)	我老公喜欢！~
(4星)	经典之作
(NA)	好。。。榜样
(NA)	(*^__^*) 嘻嘻……
(4星)	反正每看必哭～
(NA)	看的时候 哭了好久
(4星)	感动的我一把鼻涕一把泪啊
(NA)	在宿舍里想一口气看完,结果因为过热,把电脑看死机了
(3星)	节奏太慢，剧情太悲，不喜欢的好片
(4星)	有点慢，喜欢元彬
(NA)	狂飙眼泪
(4星)	在韩流刚侵入的几年，这本剧赚足了观众的眼泪。悲情，凄美，无奈，绝望，都是那么深刻，那么彻底。很长一段时间都被自己封为经典，因为从来没有一本电影一本剧集能让我在短短45分钟的时间里哭掉一盒抽纸并仍有回味继续的势头...不过放在审韩疲劳的现在，效果就会差很多吧。过多的模仿只能让经典落为俗套
(3星)	爱情 
(4星)	后来太拖沓了，前半部很感人
(4星)	其实我更希望恩熙和泰锡在一起~~
(3星)	巨多人都推崇~我只看了下书~还不错吧！主要是看了太多眼泪剧之后，才看这个，稍显麻木了我 ~
(4星)	大赚眼泪
(NA)	当初豆豆借我碟看的
(NA)	蓝色生死恋 
(NA)	我妈哭的稀里哗啦……
(NA)	蓝色生死恋
(NA)	第一次听袜子讲剧情时实在分不清恩熙、俊熙、泰锡。。。
(5星)	错爱一生，有过美好，又何尝不是一种幸福？
(NA)	当时很好看。。现在。。不会再看第二次。。。
(NA)	唯美的爱情..结局却是泪流满面！
(5星)	看韩剧的开始。。。
(5星)	赚取了我无数的眼泪
(5星)	经典 
(4星)	还算是比较经典的了
(5星)	看了又看！
(NA)	只认真看过前半部分，喜欢小时候的他和她，兄妹情 
(5星)	很悲伤我看女主角小时候分手我哭了两次
(NA)	她在他背上 她睡去 时间静止 倒转 可不可当一切都没有发生过 还是她宿命地必须遭此一生
(NA)	过去  为电视剧里的恩熙哭得死去活来  过去了....现在 不会
(5星)	哭啊哭
(5星)	一遍一遍不厌其烦地看啊看
(4星)	那个时候
(5星)	我的第一部韩国电视
(5星)	赚了我很多眼泪啊，很多很多，超喜欢宋慧乔
(5星)	太经典了!超喜欢元彬啊~
(5星)	我看的第一部韩国连续剧，看了第一集后，马上写日记，希望自己有个像俊熙一样的哥哥
(NA)	哭了几把- -
(5星)	兄妹恋是永恒。
(NA)	太经典了~
(NA)	嘿咻
(4星)	蓝色生死恋，是我所看的第一部韩剧。
(5星)	我的启蒙韩剧
(NA)	典型的韩剧，一把眼泪一把鼻涕
(5星)	我是追这剧的俗人一个，哭啊哭啊，宋姐姐太可怜了，原声太好听了，没有办法，没有办法啊！！
(5星)	偏爱男二号
(4星)	当年的感动！！！
(5星)	提到名字就可以听到音乐 然后很自然地想起那片美到不行的幽蓝...和骑着单车擦身而过的他们  一起背对着背的他们...那样爱一个女人的他们...
(NA)	最早接触的韩剧之一，觉得恩熙与俊熙儿时的兄妹情和母亲对孩子的感情比爱情更珍贵。
(4星)	价值观有点扭曲了
(4星)	看得第一部韩剧，哭得稀里哗啦，还花巨资买了正版碟，可惜早已经在家里的书架上落满了灰尘。
(3星)	高中时候的...
(NA)	一顿哭啊
(4星)	我看的第一部韩剧，哭的稀里哗啦的！那是还不认识宋慧乔，印象还不是很深刻。
(NA)	当年也感动的稀里哗啦！
(3星)	就喜欢他们小时候那段
(4星)	催泪炸弹
(NA)	喜欢前三集
(NA)	蓝色生死恋
(4星)	初次接触韩剧 是这部片子 好感人啊
(5星)	每次看都有不同的感觉，以前更喜欢泰熙这个角色，但这次更喜欢俊熙，好久感受不到的爱了。从以前到现在一直没变的是，喜欢他的结尾。
(4星)	那年赚足了我眼泪的韩剧......
(5星)	曾经最爱！感动良久！纯洁爱情！
(5星)	我最喜欢的电视剧。 噢。
(4星)	不可阻挡得爱
(5星)	哭死了。
(5星)	2002-2003  高二暑假补习开始播放就追着  第一次认真看完一部韩剧，从那时候开始韩风席卷亚洲
(4星)	那年，我是感动的。
(NA)	感动一辈子 相信吗 他的眼睛会说话
(NA)	我心中永远的痛，永远的经典！
(5星)	哭死了哭死了~~ 恩熙啊......   泰锡太帅了~~ 俊熙一点也不俊！！
(NA)	经典催泪弹
(NA)	高中時候看過的韓劇
(4星)	韩国经典爱情悲剧二
(5星)	韩剧的经典
(3星)	当时很感动。
(4星)	老套 但还是会哭
(5星)	经典好剧
(4星)	最初的韩剧教育
(NA)	上学时看的，断断续续，里面的人都好漂亮
(3星)	姨说，“就是女主角死了几十集都没死成的那个”。。。。很早了
(5星)	没敢看完整部连续剧，太煽情了！深怕看完后自己会死掉
(4星)	宋慧乔的这部最好看
(NA)	欧巴～～～～～
(5星)	要哭死的韩剧哎
(NA)	我确实没哭
(4星)	我看的第一部让我哭的电影
(5星)	韩剧煽情鼻祖 拍得相当精致美好
(NA)	那時是初二吧...大過年的..外面一家三口看這哭得稀裏嘩啦得..這是我最喜歡得韓劇...
(5星)	哭的最惨的一本了
(NA)	不用说了
(4星)	不喜欢的故事，但是喜欢元彬
(5星)	动人的故事里不仅仅是爱情~~~韩剧代表作之一~~~~~~~
(5星)	悲情....
(NA)	记住了元彬
(2星)	我没哭，因为太过了。自己承受不了这么残酷的现实
(5星)	看一遍哭一遍，绝对苦情
(NA)	典型的韩剧，悲剧，歌儿听着不错
(NA)	韩国典型悲剧
(NA)	感动
(NA)	挺经典的
(5星)	催泪弹No.1
(NA)	感动啊.哭啊
(4星)	看的第一部韩剧..
(4星)	元彬很动人，景色很美
(3星)	剧情比较老套啦喜欢小恩熙和小俊熙
(3星)	不太喜欢悲剧
(NA)	看过一点···哈哈···
(NA)	2000年      又名: Gaeul donghwa / 二月情人 / 秋天的童话
(4星)	元彬
(3星)	琼瑶式哭剧。看这部片子，纯粹是为了美男~
(4星)	给4星的原因完全是冲着演恩熙的小女孩和元彬！
(4星)	因为里面有首HOT的歌...
(3星)	看的人十分的着急。。。
(NA)	整部片子推出了一堆美女帅哥
(4星)	四部曲里最早看的。ms是韩剧里女主角癌症死亡的先河。元斌很赞啊，不过里面宋慧乔就是形象没现在好～那个音乐真悲情，一响起来就自动哭了。。。
(4星)	我看的第一部韩剧，绝对悲情，赚眼泪
(NA)	却还是让人感动
(3星)	俺韩剧情结的萌芽。。当然现在不再鸟oiz
(5星)	韩剧经典模式 回头再看 还是赏心
(4星)	喜欢他们小时候那段
(3星)	差不多是第一部看的韩剧吧。
(NA)	好长~~~
(4星)	我最喜欢的韩剧作品
(NA)	很感动
(3星)	唯一看过的韩剧~元彬真帅.还有喜欢小时候的女主角
(5星)	给里一个时间段的感动
(4星)	最近打开看看，还是觉得宋慧乔很漂亮
(NA)	哥啊，哥啊。
(3星)	很久以前的看的片子了，只记得宋慧乔的眼泪- -!还有最后她伏在哥哥身上死去的景象...有时间再看一回吧...
(5星)	当年真疯了
(3星)	元彬比宋承宪帅多了
(NA)	哭来哭去的。。。
(NA)	事实上真的没觉得有多感人~~剧中主角哭得死去活来~我完全没哭~
(NA)	以前啊，，
(4星)	当年让本人鼻涕一把泪一把啊~感动成P了~而且很喜欢文根英和崔宇革~喜欢元彬大于宋承宪~哈哈~ 
(NA)	超級經典誒··
(NA)	幾乎從頭哭到尾 餐巾紙是不够用的 拿著毛巾一直放眼睛底下
(NA)	本来，以为一切都会很好，可是随着时间的发展，分离，相聚，陌生，逼迫，无奈，疼痛，绝别，，一点点的接踵而来。面对这些，作为故事的主角，唯有去面对，去努力改变，因为明知道事实就是这样
(NA)	偶妈妈爱看
(4星)	经典阿经典- -，女主角惯性式的绝症就是由此片开始的吧？
(4星)	有点忧伤，但很美！
(NA)	太悲了
(3星)	感觉一般 不喜欢这种故意制造的悲伤 喜欢元彬
(NA)	感人
(NA)	掉了很多泪，看过的第一部有印象的韩剧．自次以后，就一发不可收拾了．
(NA)	喜欢他们小时候...
(NA)	让人哭的剧．．．妈妈和我看的第一部韩剧
(5星)	韩剧的启蒙，永远的经典
(4星)	好长好长啊
(4星)	如果不是韩泰锡..
(3星)	太过煽情。
(4星)	看韩剧的初级者绝对应该看它~~经典
(5星)	很感动～～
(NA)	凄美
(NA)	不怎么看韩剧，但这一部应该还是值得看的。
(4星)	要不要太感人
(3星)	太悲了
(5星)	看一次，哭一次~~
(3星)	不喜欢这个基调。
(4星)	大一跟同学跑网吧去看，边看边哭．可能那时候还小.
(3星)	记得妈妈看了三遍,,每次都是泪撒毛巾吖...
(5星)	一部讓人看得死去活來的韓式催淚電視劇。
(5星)	宋慧乔 宋承宪 元彬~~呵呵,没什么说的~~经典~~~
(NA)	韩剧的老套路，但依然感人，喜欢元彬
(5星)	经典还是经典，唯美，赚足了观众的眼泪，因为充满了温情，好像照镜子，看到了自己内心的渴望
(3星)	那眼泪哦，哗哗滴。我说的是戏里。2010.12.11
(5星)	看的第一部韩剧
(4星)	了解韩剧的基础
(5星)	最喜欢的韩剧，每次都哭到不行，百试百灵。
(4星)	多遥远了 我的第一部韩剧
(NA)	完美的经典~~~~~~永恒的爱恋
(NA)	呜呜``
(NA)	经典的韩剧,不过\其实我只喜欢看他们童年那一段~很美好
(NA)	听说看的人都泪流满面。可我铁石心肠。
(3星)	上大学时全宿舍的同学都在看,大家的眼泪加起来要用桶来装了.全班迟到旷课的时间加起来也应该是全年总数的一半了.在当时,影响是很大了.
(NA)	勉强看完,不想再看第二眼
(5星)	经典~
(4星)	《蓝色生死恋》影评2007-08-04 22:04:00来自：DINNER FOR ONE   新建目录...根目录《蓝色生死恋》 是一部好戏，好就好在投降。它充分说明了以俊熙为代表的小资产阶级知识分子虽然有革命的愿望，但其固有的动摇性决定了一旦受到来自上层阶级的威胁和压迫，就会走向投降，最后迎接它的只有毁灭。
(4星)	随时能哭
(5星)	哭了，一直哭
(NA)	看的和一部韩剧
(3星)	什么病不好得，为什么非要得白血病呢
(4星)	得絕症的兄妹戀
(NA)	催泪弹,不知沾湿多少纸巾
(NA)	当时看得眼泪哗哗的
(NA)	经典催泪弹~另，宋慧乔那时候真胖啊~
(NA)	168
(4星)	眼泪吧嗒~
(NA)	这里的亲情和友情比爱情更美
(NA)	看的第一部韩剧,很受感动
(NA)	不知浪费多少草纸
(NA)	韩剧启蒙……
(NA)	谁都想成为一棵守望就可以幸福的树
(NA)	两个人擦窗户的镜头真是唯美
(4星)	拖．．．
(4星)	经典
(4星)	喜欢三个主演
(NA)	看的时候哭的要死，很感人
(NA)	始祖级阿
(5星)	韩剧经典不得不看
(NA)	甚是感人
(4星)	曾经 泪流满面
(NA)	高中看的，我哭啊哭啊哭啊
(3星)	喜欢玄彬
(NA)	太伤感了
(3星)	胖胖的宋慧乔
(NA)	悲，但我好像没留多少眼泪。
(NA)	之爱
(3星)	地球人都看过吧。。。
(5星)	元彬我永远爱你
(4星)	悲
(4星)	赚的就是眼泪
