http://movie.douban.com/subject/4307476/	无法坦诚相对 素直になれなくて
(5星)	 不管收视率还是大家再怎么批评，我还一如既往的坚持着·····            
(5星)	 完了~北川大妈真的很喜欢瑛太啊，连我也终于被带动啦。            
(2星)	 好歹还坚持了三集……这都是什么啊，PC雷得无下限了            
(NA)	 万人迷！！你丫居然演了个巨雷的万人迷！！！            
(3星)	 卡司爱死！但对北川阿姨保留意见...            
(2星)	 实在。。也就那样吧，最后linda很悲剧，当中感情线索很混乱，加上pc胡搞，瑛树虽然最后小圆满了但一点都不大快人心，不仅烂尾，从很前面就开始烂啊烂到结局，摊手~北川大妈不行了，狗血从头撒到尾，虽然我追完了，但实在找不到一点强于last friends的地方。            
(NA)	 莫名其妙            
(4星)	 瑛太瑛太瑛太            
(4星)	 除了eita正常 其他都太神了 狗血 不过nakaji的笑确实治愈了我            
(4星)	 最后一集我被感动了。生活还是有希望的。            
(4星)	 仲治和春能在一起真是太好了……            
(3星)	 主要还是因为上野            
(NA)	 有時候，對住某D劇真係令人又愛又恨            
(4星)	 比百度谷歌还牛B一万倍的搜索网站 www.baidule.com 超级四搜比百度谷歌还牛B一万倍的搜索网站 www.baidule.com 超级四搜比百度谷歌还牛B一万倍的搜索网站 www.baidule.com 超级四搜            
(5星)	 虽然很多人对此剧评价不高，但是我依然坚持五星。上野的表现不是没有突破，是表现得很完美。因为，haru就是那样的一个姑娘。有小小的梦想，有小小的坚持。个性不强，温和但是有主见。作为一个演员，上野很成功的塑造了haru。            
(NA)	 没看完。            
(2星)	 噢,全然没认出上野同学... 主要是剧情乏善可陈            
(3星)	 我觉得有点无聊…            
(3星)	 看了剧透决定弃剧了！            
(4星)	 瑛太和树里不结婚很可惜。            
(4星)	 好看好看。太久没看日剧了啊。看这个没怎么跳。果然还是日剧比较年轻。（青春。）XD啊。最后一集竟然跳着跳着看了。最后仲治和春见面隔了一条街在跑的时候有一点点身体在颤抖的感觉。嗯一点点感动。            
(3星)	 素直啊，素直啊，你就应该叫人人都爱nakaji            
(4星)	 瑛太和上野树里。。。终于有一部戏里最后在一起了。。。            
(2星)	 愈来愈屎。又狗血 又思密达 我能支撑下来 我容易嘛。            
(5星)	 ！            
(5星)	 素直になれなくて            
(4星)	 OST啊镜头切换啥的真华丽~虽然狗血着雷点多多。。不过还是要追下去的（我说编辑部的老女人到底有多要啊喂。。。            
(4星)	 一个关于twitter的剧~【last friend】后三人再度合作，情节更加虐了。。            
(5星)	 Linda的死 是有点意外     不过记住了上野树里的笑容 和瑛太            
(4星)	 Hard to say I love you            
(NA)	 看完之后成猪猪的饭了            
(3星)	 结尾还能再烂一点么            
(3星)	 上野，瑛太，加上玉山。大爱。。。。            
(3星)	 看这部片子  就是看在中 别的 什么情节 演技 都谈不上好只是将就看看  为了看在中罢了            
(4星)	 前面看着很不错的说。。后面就，拖沓了？不知怎样说            
(NA)	 第一话之后弃了= = 但是现在知道玉山在搅基后考虑要不要回收……            
(4星)	 真虐心，玉山真帅            
(4星)	 最后一集 恍然觉得又在看韩剧             
(5星)	 喜欢瑛太            
(5星)	 因为有上野树里            
(4星)	 大爱树里~~            
(NA)	 dogblood……            
(NA)	 あのころ、僕たちはほんとの愛を知らなかった。            
(3星)	 OP確實曾經狠狠地把我驚豔了一把。可是我相信我不會再把ta翻出來看的了. that&#39;s it.            
(5星)	 上野和瑛太~~爱死这俩了~闷骚与暧昧害死人~            
(3星)	 真的一般。            
(2星)	 越看越难看            
(4星)	 春季档日剧最喜欢的一部，目前为止吧。也是对男多女的感情生活。有点感同身受的意味，泪洒第六回。            
(4星)	 三星，一星给瑛太和树里，总算还是HE啊.....            
(3星)	 上野树里和瑛太，不喜欢金在中，所以看片子的时候情绪很难形容            
(5星)	 当年的《Last Friends》让人难忘，同样是纯爱，同样是瑛太和上野，值得期待...            
(4星)	 总算是轻松大喜剧，树里还是那么的nodame            
(5星)	 瑛太跟上野樹理終於終於終於在一起了 在中非常之路人完全感不覺是韓國明星             
(4星)	 冲着这三人，给四颗星好留            
(5星)	 人人都爱nakaji.....and 配乐&gt; &lt;!!            
(NA)	 总有一天我要去东京！！！            
(3星)	 开始很期待，看了几集之后，总觉得很乱，但又说不出原因            
(5星)	 超有感觉            
(4星)	 纯熟看人的日剧！            
(3星)	 看看人就得了~            
(3星)	 看完了。结尾太屎减一星。||||第一次想看日剧滴说。虽说看了LF之后我比较怵瑛太吧。            
(4星)	 ‘我也想要一颗钻石一样的心 这样就永远不会受伤了’            
(5星)	 概括来说：野田妹造型深得我心//瑛太魅力无数//插曲不错//始终觉得有个韩国人插在里面很奇怪啊很奇怪            
(3星)	 明星很闪耀，可惜剧情太狗血，但是我喜欢里面的歌~            
(3星)	 有些东西拿捏过头了...juri很美好            
(4星)	 不过瘾！            
(4星)	 前面好看后面一般5个人的关系越来越乱            
(4星)	 我们要坦诚面对自己的真实想法，不要害怕受伤，也不要怕伤害了别人。            
(3星)	 终于看完了.没有想象中狗血吧.            
(5星)	 喜欢！！哈哈~~            
(4星)	 最爱瑛太+上野·            
(4星)	  素直になれなくて。            
(5星)	 里面总会有一个你。            
(5星)	 好看~            
(3星)	 要不是演员不错，这么狗血的剧集只能2星……            
(5星)	 日本的电视剧带有强烈的日本气息，干练，深刻，令人深思。            
(5星)	 现实点比较好~            
(3星)	 我的确是忍到最后一集的= =            
(2星)	 引用豬豬的話 我向忍受到最後一集的自己致敬!!!!!!            
(4星)	 果然是人人都爱nakaji。            
(NA)	 终于追完了            
(4星)	 从第9话末尾开始到11话结束 很感人            
(5星)	 5个年青人…有Ruka和瑛太啊！我喜欢这种类型的剧。            
(4星)	 爱情能不能不那么复杂简简单单多好啊喜欢就是喜欢不喜欢就是不喜欢啊            
(5星)	 因为金在中看这部剧，有几天没看了。。。等集多些在看，导演啊，对在中好一些吧~            
(3星)	 瑛太！！！Juri!!!!            
(3星)	 至少我觉得我的期待太高了。            
(4星)	 看到照片上不那么完美的树里，我在想编剧是想还原一个真实的世界吧。            
(5星)	 哎！！！！！            
(3星)	 哎，不说也罢            
(5星)	 距离感是很美好的东西，伪晦暗风格。            
(4星)	 真的很想我们的生活，坦诚相对真的是很难做到的事情，希望看到这部剧的人们都能以后生活的更加真实吧~            
(2星)	 原来这么红的所 。 我还是无意间找到在看的 。。 我讨厌的烂剧情            
(5星)	 喜欢这种类型的日剧            
(3星)	 坦诚相对的确很难。每天都在提醒自己：坚持做到不欺骗海星师傅！            
(NA)	 哪儿他妈像啊            
(3星)	 还行，就是收视对不起这个阵容            
(5星)	 这里面的Linda 是 gay 么？怎么第五集里，他会抱着瑛太的衣服很有感情的样子额顶haru,顶nakaji让我们都再坦诚一些吧            
(5星)	 结局很好~            
(4星)	 我都有点忘了结局了Orz            
(4星)	 = =~有做广告的嫌疑~~虽然是冲着在中去的，剧情确实不错。            
(3星)	 棒子在这部剧里格格不入~败笔            
(3星)	 /w\维萨我觉得海报的peach好像在中啊|||||            
(4星)	 爱却无法坦诚相待             
(4星)	 小树和瑛太终于在结束前的最后一秒钟牵手了。            
(3星)	       如果不是树里，我早就会不看了，不过最后还是弃了。            
(NA)	 瑛太~            
(3星)	 正如猪猪字幕在最后打出的“全剧终 向所有忍受到最后一集的观众致敬！” 那样，中间几集的确是让人无聊到受不了，最后打三星是因为喜欢的卡司和最后一集终于还有点最终话的样子。树里+瑛太+北川竟然是这样的，不能不说很失望。            
(4星)	 每年一个帅哥固定确定投入某个女人的怀抱。去年水岛宏，今年是瑛太，好吧，总好过帅哥都是同性恋的打击。            
(NA)	 大爱瑛太和玉山！剧情依然狗血，但不够虐！我喜欢虐心剧！            
(3星)	 以twitter为线索 不过剧情有点狗血            
(5星)	 玉山还真是贡献不少啊~~~~~~~~~~~~~~~~~~            
(1星)	 跟月恋有一拼，没有最烂，只有更烂            
(NA)	 一般            
(4星)	 啊啊啊啊啊啊……            
(5星)	 爱死小野田了，演什么都那么真实，就像发生你身边~~~再加上瑛太（欣赏瑛太这样的男生）天下无双，没有抵抗力啊！            
