http://movie.douban.com/subject/4135704/	来不及说我爱你
(5星)	 早就看过原著了，这部剧则让我很惊喜。虽然后段添加的情节有些地方不太严谨，但演员选的好，导演很多细节处理的不错，很大程度上弥补了这些不足，是可以一看再看的言情剧。小冉和钟汉良的对手戏很精彩，把书里的味道都表现出来了。            
(4星)	 前面剧情挺好的，后面太狗血，还烂尾了= =不过小哇和李小冉真的演的很不错～            
(4星)	 小哇同学为啥还是那般无敌的帅！！！！小冉同学为啥还是那般无敌的有气质！两个人超配！！O(∩_∩)O哈哈~真开心，最后还是喜剧，虽然结尾有点俗，玩失忆，但是两个人在一起还是最重要的！            
(5星)	 太感人了···            
(5星)	 很虐但很好看~~~            
(4星)	 小哇在来不及里太帅了~            
(NA)	 md偶像剧害人啊！            
(5星)	 哇哥最棒！TATTTTTTTTTTTTTTTTTTTTT            
(5星)	 虽然台词狗血，剧情煽情，但还是不影响它的好看。我想书应该会更好看，更感人，但却不敢去看，太唯美的爱情反而不敢去瞻仰！            
(5星)	 男主女主均大爱~~这演员选得太好了~&gt;o&lt;~            
(4星)	 故事没有原著好，因为我喜欢悲剧            
(5星)	 慕容、爱~~            
(4星)	 这是哪个电视台拍的啊？钟汉良红了！            
(5星)	 匪的文。小哇和李小冉演技好。绝对是很成功的改编影视作品。            
(NA)	 唔，豆瓣给的分还真高呐。因为是钟汉良主演室友看的时候也随着看了个大概，不过女主李小冉小姐我真的丝毫都没有喜感（抱歉）所以想让我耐心的一集一集的看下去真是种折磨。其实我很喜欢那个女配的骑马装诶，英姿飒爽一身帅气（夸大了？）。钟汉良的军装真是从里到外的英俊迷人，太给力了（花痴状...            
(3星)	 可惜这个世上没有这么纯粹的爱情            
(5星)	 冲着它是我看过所有小说中改编最成功的电视剧就要给五星！ps：小哇帅的没有天理啊，我的佩林~~~            
(4星)	 钟汉良挺帅的，还深情，就是片子节奏太慢了。。。            
(NA)	 好看··难得小说翻拍成功········            
(4星)	 尽管和小说不是完全一样，但感觉也很不错，终于不是悲剧了，小哇很帅呀！！            
(5星)	 慕容四少，满足我对男人的所有幻想。。。            
(5星)	 怎么说呢，剧情很紧凑，但是后面就有些拖沓，但男女主角的演技是无可挑剔的，特别是男主角，相信很多MM都已经分不清是爱上了沛林还是小哇吧            
(5星)	 最後哭了，唉~            
(5星)	 小哇演的很给力 匪大的佳期如梦被芒果毁了之后 我已经很抑郁 幸好幸好幸好 确实电视剧中的插曲很悲剧。。。。看到结局 我很欣喜 祝静婉和沛林幸福啊            
(5星)	 直道相思了无益，未妨惆怅是清狂。若教眼底无离恨，不信人间有白头。小哇和小冉的演绎让人无法自拔，四少和静琬的爱情荡气回肠，可是如果没有信之，一个从头到尾给被人铺垫的人……太可怕了，他居然是《孽缘》里面的那个刘多贵            
(4星)	 结局跟匪大的原著有点出入，可能是为了观众才修改的吧，不过我还是更喜欢这个大团圆的结局，虽然俗不可耐，却能让人感到淡淡的温暖。            
(5星)	 我是细节控，里面的很多细节真实感人，让我沉溺其中            
(5星)	 大爱小哇。            
(5星)	 挨过前两集狗血又俗烂的剧情，后面的还不错！钟汉良+国民党军装，还有比这更销魂的咩？            
(2星)	 只为了看小太阳的话还是可以的            
(5星)	 小哇就是慕容四少的化身。我一度怀疑匪夷所思在塑造四少这个角色时，幻想的就是小哇呢。哇哈哈哈。。。。。            
(5星)	 好看 帅 除了几个比较雷的情节~~  呵呵            
(5星)	 四少好帅啊！！好深情的男人啊~~李小冉也好美~~绝配            
(3星)	 那个结局。。。读了小说回头看真别扭            
(5星)	 近年来唯一一部看完的国产连续剧！慕容沣满足我对男人的一切幻想！            
(5星)	 难得一见的年代剧精品。李小冉把静琬的温婉倔强演出来了，而钟汉良的演绎也很张弛有力。            
(5星)	           看完之后  我觉得我圆满了。。            
(4星)	 看过匪我思存的小说，接着就看到有由他的小说改编成的电视剧于是乎马上就赶来看了，电视剧还不错啦，钟汉良演的很好哇~~哈哈~               
(4星)	 不喜欢李小冉 ，似乎配不上尹的骄傲与风采。大爱，四少。            
(5星)	 最后一集四傻沧桑留了点胡子，好帅哈哈。            
(5星)	 &gt;&lt;            
(NA)	 太帅了             
(3星)	 冲着钟汉良去的！！！            
(4星)	 爱到痛彻心扉才会恨得淋漓尽致，悲剧的爱情，悲剧的人生            
(5星)	 看完就不可自拔了...除了配乐，简直就完美了...            
(5星)	 冲着小哇我要看啊啊啊啊！！！            
(3星)	 比想象的要好看一点，不过还是不及小说好看            
(5星)	 除了配乐和特效 = =好久没有这样追着看了~            
(5星)	 没日没夜的终于看完了。这是今年第一部让我有这种冲动的片子。剧情与原著有偏差，但或许按原著拍就拍不出这么好看了。最最最最关键选角选的好啊啊啊啊啊~~~~大爱            
(NA)	 书啊            
(3星)	 插曲还可以，女主角真惨白，男主角假装很帅            
(3星)	 演员我喜欢滴，但看这个太累了            
(4星)	 与原著几乎不一样~但结局是好的~失去的是什么，得到的又是什么我不得而知，宁愿结局如斯。            
(5星)	 小哇，小哇，小哇。            
(5星)	 匪大的一切我都爱。小哇的表现超乎我的想象。。。。。            
(2星)	 之前看到网上这么多人在讨论，还以为有多好看，跟室友一块看了，不觉得有多好看。也没看过小说，扯不上什么期待不期待的。想不通网上为何这么红，难道只是因为钟汉良？            
(5星)	 爱情，永恒。            
(5星)	 钟汉良！            
(2星)	 琼瑶写呢该，矫情伤了！！被预告片骗了，对白无力伤了            
(5星)	 如若此生亦能如此轰轰烈烈的爱一场，那死又何惧呢？            
(5星)	 看的时候一直感叹，如果是按照当年《金粉世家》的规格来制作该多好，因此，由于成本问题雷人的粗糙的部分是无法避免的，看在剧情和演员演技的份上应该可以达到4分；不过在我看22集时眼泪却无法抑制的哗哗流，这已经是多少年没发生过的事了，所以虽然有粗糙的地方，虽然小白，但这剧绝对堪称五星！            
(4星)	 不错，是真不错，李小冉把静琬演活了，那个外面温柔内心将强的让人心疼的女子，大爱            
(3星)	 我直挑着看了吻戏和船戏的部分，相当给力阿            
(4星)	 钟汉良实在太有魅力……我要吐糟的是大团圆结局当然好，不过要不要这么主旋律啊~            
(2星)	 只有小哇是亮点，剧情白痴。            
(3星)	 老套情节，全靠美女帅哥撑起戏来，故事本身有可看性，编剧却不咋地，后期录音的结果显得有点脱戏            
(4星)	 张学良+蒋委员长，钟汉良！！！            
(5星)	 非常好看，看完之后仍回味无穷，做梦还梦到两个主角的曲折爱情路            
(4星)	 我打开迅雷看看，在《来不及说我爱你》旁边发现了灰色标注：琼瑶式言情偶像剧   TAT 匪我思存什么时候走穷摇路线的！即使结局改编成HE了，你们也不能这么匹配！哈哈~            
(5星)	 只要是他，只能是他。            
(5星)	 实在太给力的一部枭雄佳人 大爱～～            
(5星)	 小太阳。。。。            
(4星)	 爱，是这世上最不堪一击最无能为力的事。            
(5星)	 貌似在直树之后我再也没有看到过那么像角色的演员了，但钟汉良真是太帅了！浑然天成啊！            
(3星)	 比起别的小说翻拍这部也是有优势的至少演员的选择上是不错的 可惜还是不尽如人意            
(3星)	 再次说明语言的魅力大于一切。不是演的不好，却总是少了些什么。心中莫名的有失落感            
(3星)	 果然是网络小说改编的，剧情很老套，但演员不错            
(NA)	 好喜欢钟汉良，好帅啊！            
(5星)	 四少的那一回眸的满足，对爱情的坚持，让我感动            
(3星)	 相信心的选择，要勇敢……哎，后半部分太粗糙，太矫情，不大受得了。            
(5星)	 非同一般的中国电视剧……            
(5星)	 小哇实在是太帅了，口水，鼻血直流，哇咔咔。。。超萌*^o^*            
(5星)	 匪大的小说一向很精彩 每本我都看过 这次拍成电视剧 没想到也不错 没有让我失望 特别是小哇演的 真的很好~只是觉得结局设计有点仓促的呢            
(5星)	 虽然有些地方不尽如人意，但很喜欢这部剧。。。            
