http://movie.douban.com/subject/1419297/	越狱 Prison Break
(NA)	 第一季，第二季还可以，第三季的剧情就有些无中生有了。            
(4星)	 越来越难看，还是第一季好，经典的东西不要重复太多次，实在忍不住才拿出来回味一下，感觉最好，多则烂矣。但拍这部片的人，可能也无法回头，注定烂下去，很少有人知道在什么时候回头，这种人有大智慧。            
(5星)	 好            
(4星)	 S1推荐，S2一般，S3垃圾            
(5星)	 太爽了            
(NA)	 第三季还没看，等出齐了吧            
(4星)	 第三季现正观看进行中哈哈            
(5星)	 第一季最棒            
(5星)	 主角和超人很接近了编剧牛人            
(NA)	 未完成……            
(5星)	 好看，什么都说不出来            
(NA)	 惊险、悬疑            
(NA)	 惊惊险险。            
(5星)	 太经典了，节奏非常紧凑。            
(NA)	 NBest            
(NA)	 好帅            
(5星)	 你明知道他最后出去了，还是会忍不住替他捏汗。。。就是这种魅力！            
(5星)	 在这个爱情被过分神化的社会,越狱让我感触到了兄弟之情的伟大.喜欢            
(4星)	 吸引            
(5星)	 很早就發現 傳播給大家后  大紅            
(5星)	 很棒的第一季            
(NA)	 只看了一季，没耐心了            
(NA)	 很好，还在看。            
(3星)	 第一季的底子不知道什么时候抖干净很快就抖干净了            
(3星)	 人的智慧真是无穷的啊            
(2星)	 纯粹跟风。。。            
(3星)	 不懂为什么这么红.没看完            
(NA)	 第一季吧!迈克思考的时候最迷人.            
(5星)	 牛比            
(3星)	 在中国太流行了,凑合吧            
(3星)	 the best season            
(5星)	 和24一样,一看就停不下来的片子            
(5星)	 一个男人，忧郁的眼睛，坏坏的笑容，聪明的头脑，如此地敢于行动            
(NA)	 盜用一句話，男豬太強，不得不看。。。            
(4星)	 第一季还是满好看的，情节很紧凑，适合出完了一起看比较过瘾            
(5星)	 欣赏米帅高智商犯罪……            
(5星)	 无需多说越狱             
(5星)	 米帅！            
(NA)	 紧张加刺激!            
(NA)	 ing            
(3星)	 还算可以            
(4星)	 我有长期抗战的准备            
(4星)	 剧情很紧凑。让人欲罢不能            
(NA)	 难得，难得，难得。美剧拍到这个水平相当的的难得            
(5星)	 超刺激的第一季            
(5星)	 很火时不爱看，听名字就不感兴趣。后来在同事强烈推荐下勉强看了一集，便一发不可收，不吃饭不睡觉看完了第一部。第二季看到一半就觉得有点不耐烦了，现在又开始了第三季，信誓旦旦的要等到更新完毕再看，可是还是忍不住看了前三集，今天要出第四集了吧，期待中……            
(2星)	 较24小时属东施效颦。拖沓加硬伤。            
(4星)	 第一季精彩；第二季平淡；第三季正在重现精彩            
(5星)	 且不论有多少不符合常理的地方，确实是个很精彩的电视剧，很精彩。            
(5星)	 好看            
(NA)	 在UK一帮人追看的。            
(3星)	 觉得越来越不好看了....            
(5星)	 大概是我看美剧之初由入门堕落到迷恋的催化剂            
(4星)	 有意思的剧集，希望能再出人意料些~            
(3星)	 为什么分季连续剧总是一季比一季差？            
(5星)	 T-bag王道            
(5星)	 我爱你!            
(5星)	 疯迷TB            
(5星)	 追了一年半的剧，说不看就不看？？？？NO DOOR!            
(5星)	 我喜欢！            
(5星)	 满意！            
(5星)	 D9 QN-0248            
(5星)	 非常喜欢第一季，所以坚持看下去。            
(4星)	 看的时候很过瘾，不看就淡忘了            
(5星)	 不错的题材            
(2星)	 几次差点睡着            
(5星)	 剧情超赞！主角太帅了！米勒！！！            
(3星)	 太长太黑暗，徒增我在休闲时光的压力。但是欲罢不能。            
(3星)	 看到第二季实在是看不下去了，第一季盗用肖申克里面的情节太严重了，第二季开始拖沓，冗长，乏味……相比之下还是有T-bag的情节有点看头            
(NA)	 其实反过头来，这部剧也就一般，有点黔驴技穷的味道，到第三季完全是新的故事，续集的感觉。其实还挺喜欢里面的sara的。            
(5星)	 一个字：刺激！            
(NA)	 正义与邪恶，阴谋与阳谋，利用与同情，在这里，我无法分清楚他们之间的界限            
(5星)	 曾经暑假刚回家花了两天两夜看完了越狱一二季。佩服 michael 的胆识，佩服他的聪慧和冷静，还有他的真实。 just have a little faith!                
(NA)	 男主人翁真帅，酷毕了            
(NA)	 喜欢剧情 喜欢主角~            
(3星)	 Only Season 1            
(5星)	 拼死拼活总算看完了第一季            
(2星)	 第一集总是让人有点失望            
(4星)	 变得又臭又长，不过每集还是蛮精彩            
(3星)	 后面越来越难看了            
(5星)	 GREAT            
(4星)	 不错的电视剧，很抓人。            
(5星)	 好看            
(3星)	 还是第一季最好看            
(4星)	 1&gt;2            
(NA)	 等待第三季中            
(5星)	 不需要理由，Make就是理由！            
(5星)	 在姐姐的影响下，看的，之前一度以为自己对这种题材的电视剧不感兴趣            
(5星)	 情节紧张            
(5星)	 吃皮！            
(4星)	 挺不错的！            
(5星)	 情节巨赞。            
(5星)	 等待第三級.....            
(5星)	 ~~~~~~~~赞！            
(4星)	 看第一部的时候就觉得心脏要跳出来了，似乎不太适合我            
(NA)	 3 你好久出来哦？            
(NA)	 一个字：帅！但是~~~~~~有点太夸张了。            
(5星)	 越看越想看....            
(NA)	 有些人因为觉得这个电视比较血腥，比较暴力所以没看，不过我觉得其实挺值得一看的，确实拍的挺不错的，尤其是那个Michael Scofield，帅啊            
(5星)	  本人最爱的片子 爆爱爆爱            
(3星)	 帅哥，悬疑，感情，政治阴谋，家庭伦理，案情……总之，结合了几乎所有好看的因素。当然了，它也仅仅是好看而已。            
(5星)	 amazing, incredible            
(NA)	 米帅            
(5星)	 我看到精密的规划，天才            
(5星)	 看的时候每天看到什么都想半天，看有没有用，每天晚上做梦都是想逃出去……            
(5星)	 看完这个才知道24小时真垃圾!            
(NA)	 Season1 is my favourite            
(2星)	 经不起推敲的夹生饭            
(5星)	 太可怕了！！！呜呜，看不下去了，都要哭了            
(4星)	 第一季看了欲罢不能，第二季觉得狗尾续貂，第三季没有信心再看下去了！            
(NA)	 经典            
(5星)	 perfect            
(5星)	 喜欢里面的T-bag            
(5星)	 绝对让你一旦看上便无法放下的剧情片            
(4星)	 等待~~~~!            
(NA)	 wentworth  八国混血              
(5星)	 MS,呵呵            
(NA)	 情节引人入胜            
(5星)	 1            
(4星)	 这个电视剧看完了，就不想看中国的了。            
(4星)	 I like Micheal!            
(4星)	 SEASON1不错,后面就俗套了...            
(5星)	 情节紧凑合理，男主天才，但没有媒体宣传的那么帅。打错分了，应是满分啊            
(5星)	 第一季的确耳目一新            
(5星)	 you and me, it&#39;s true.            
(5星)	 从此以后爱上美剧            
(3星)	 人人都在看。我只看了第一季。            
(5星)	 比较经典            
(5星)	 为什么            
(5星)	 最爱~            
(5星)	 prison break            
(5星)	 超喜欢的~~~期待第三部呀~            
(5星)	 太好看了，相比之下第二季就差一些了            
(5星)	 不在狱里了，迈克的神奇要逊色很多；没有监狱高墙的阻挡，只能搞了个高智商分子来斗智斗勇，只是这样就失去了卖点了。期待下季在监狱里有新的精彩！            
(4星)	 帅也招人，就是有点血腥            
(5星)	 很迷Wentworth Miller,但越看越喜欢T-bag，也许是他的演技实在太好了！            
(3星)	 不知会否江河日下            
(5星)	 一群监狱里的天才们            
(5星)	 看得不想放手，太过瘾了，怎么那么聪明            
(5星)	 落伍了，落伍了，到现在才看。。。。8过真是很精彩啊，太喜欢Michael了            
