http://movie.douban.com/subject/2078864/	绯闻女孩 第一季 Gossip Girl
(4星)	 X.O.X.O.grooisp girl.还不错，可以看到好多怀型的东西。我喜欢S，B            
(4星)	 感受东区贵族人的生活方式  纠纷  吵闹  争夺……            
(5星)	 养眼～～～            
(4星)	 It&#39;s a little...Anywhere,great!!            
(4星)	 Reasonable            
(4星)	 随着人的的增加，越来越不想看            
(5星)	 I love it            
(4星)	 这两天又重温了一遍，chuck大爱啊~~~            
(5星)	 who am I?that&#39;s the secret I will never tell            
(4星)	 第一季比较好            
(3星)	 就是一群NP的故事。。            
(4星)	 很像青少年版的欲望都市~~与此同时看到了中国高中生和美国高中生的惊人差距            
(NA)	 不错的电视剧，画面很美，适合消磨时间。            
(5星)	 很好看的一部美剧，特别喜欢S，喜欢她的自信与勇气            
(5星)	 据说很多情节跟橘子郡男孩非常像            
(5星)	 看完了才知道我们的生活真是没激情            
(3星)	 只是衣服好看。            
(3星)	 空闲不是两三天            
(5星)	 chunkchunkchunk            
(4星)	 曼哈顿真是个恐怖的地方。很喜欢旁白和Jenny的发音。Lily最有味道            
(NA)	 。。            
(5星)	 非常好看，关于人性，关于友情，关于爱情，关于世界观……唯独不关于时尚，时尚是这盘大菜中的餐具，可以提升整部剧的档次，品味，享受，但是却无法改变菜的口感和品质。            
(3星)	 冲着漂亮的女主角            
(1星)	 看的是衣服不是剧情  里面的人基本上都互相搞过了            
(4星)	 恩，上东区的是是非非            
(5星)	 超赞            
(3星)	 活色生香的上东区，无数的绯闻正在诞生            
(5星)	 我喜欢Serena的长发。因此我要开始留长发啦~哈哈            
(5星)	 所以说洋人就是好看 打扮得也好            
(NA)	 其实觉得有点小乱呀。好像里面的男女。总能交互着交往一段时间。会不会他们的爱情也变得太快了。还是说他们只是在寻找那份真爱的过程。因为没找到，所以至今都还停不下脚步。            
(5星)	 大爱            
(NA)	 这第一季看的时候我才18，这次标注成看过时已经22了。。。            
(5星)	 很精彩            
(4星)	 难得好看的时装剧啊            
(NA)	 呵呵还不错看到第三季了~            
(4星)	 我这一看就是一年啊....            
(4星)	 帅哥靓女+名牌。            
(5星)	 so great!!!            
(4星)	 第一季还可以~第二季就有点闷了~            
(3星)	 没看完。。。            
(4星)	 不错，觉得蛮好看的            
(4星)	 Beautiful people everywhere ～Fashion～～            
(5星)	 好看！            
(2星)	 有这么好看吗~~~            
(3星)	 羡慕 或者 怀疑            
(NA)	 太棒了~            
(4星)	 我爱S            
(4星)	 however  he never be chuck ,I  never  be   blair            
(4星)	 amazing。。。            
(4星)	 无语的第二季...            
(4星)	 难以逃脱OC的影子。。。Dan是个大牙缝儿！            
(4星)	 Blair 很美。喜欢S，她笑起来阳光灿烂的。但为什么我看来看去只有D的老爹是帅哥一枚……以及，我喜欢每集开头那个XOXO            
(5星)	 这样胡闹的“关系”似乎在现实生活中是不能接受的，至于感情的深厚就不予评价了。至于人物，我自己很喜欢B、虽说会使点小坏，但是还是个善良的姑娘吧。            
(4星)	 让你纠结，一会好看得不行~一会难看的要死的剧~            
(4星)	 纠结着追第三季。。。。代入角色如果是我我会选择拼命挤入不属于自己的上流圈子么。。。那些被上帝祝福着的宠儿们也会有各种烦恼            
(5星)	 就是很喜欢 没有理由。。。            
(4星)	 荒诞的爱情观~自由 不拘            
(4星)	 还不错            
(3星)	 很养眼但是没意思            
(NA)	 我爱 哈哈            
(4星)	 B这个小巫婆！！！恨的是她.喜欢的也是她...            
(5星)	 其实第一部比较有看头            
(5星)	 And who am I?That`s the secret I never tell,you know you love me,X.O.X.O,Gossip Girl~            
(5星)	 我喜欢这部……            
(5星)	 第一季很不错～B很强啊            
(4星)	 Chuck and B 这种“坏坏 “的人才比较真实吧            
(5星)	 人靓衫靓！！            
(4星)	 喜欢看都市少男少女爱情片~笑。            
(4星)	 混乱的上东区。。            
(3星)	 乱搞男女关系。。。。            
(4星)	 迷上CC            
(3星)	 人物关系好乱            
(NA)	 很喜欢，马上就要播第三季，期待期待            
(NA)	 - -|||   我彻底 认识了 美国人的 生活 ...            
(5星)	 我愛GG的一切。            
(NA)	 呵呵，学英文很棒的哦~            
(2星)	 叽叽歪歪            
(5星)	 高中就如此疯狂            
(3星)	 里面的衣服好看那~~~            
(3星)	 第一季看了第二季看了几集就无语了。。混乱的糜烂的。。。人和衣服只能做养眼用            
(5星)	 任务关系复杂，但是我爱看            
(NA)	 gossip life ！            
(NA)	 很奢华的一部片，有美女，有帅哥，有华丽的服装，有年轻人各种不同的心态。            
(4星)	 还是无法想象，美国高中如此开放……喜欢女王S，和邪气C。            
(4星)	 很纠结的关系，很好看啊~英语发音超棒！            
(NA)	 人心难测，S未免太好，还是B更加真实讨人喜。NATE 嗯，觉得人物相比不太鲜明，c还好，但是本人比较传统，D最不喜。J，不错，从好到坏，从坏到好            
(NA)	 everyone is very beautiful ,and everyone&#39;s clothes are classic.            
(4星)	 season1还是不错的            
(5星)	 偶尔去其他宿舍串门的时候看到，立刻就被吸引了~~~            
(4星)	 关系好乱呀····            
(5星)	 Chuck真是越看越迷人哪.            
(3星)	 都市上流的生活有时候也是如此的boring,真正的幸福是内心的愉悦与自我满足，而不是物欲横飞。那些欲望在得到满足之后，空虚、恍惚、自我否认便开始滋生，最终变得更加虚无~~~~这样的片子看一看，just for fun.当然可以学习借鉴一下主角们的穿衣之道            
(4星)	   很酷的剧情，情感乱得很具美国特色，上东区的富家公子小姐。            
(5星)	  gossipgirl  XOXO~~            
(5星)	 超好看，，看几遍都好看，，，            
(NA)	 n多朋友（不分性别的）推荐，并且应该是我接触的第一部美剧~~小开眼界~~            
(NA)	 剧中人物都很漂亮，喜欢S的性格，认为CHUCK最具备男人的特征，花心却在关键时刻不失责任感            
(4星)	 so beauty,serena!            
(4星)	 不错。。。            
(1星)	 不就是个多角恋嘛 搞那么鸡婆            
(4星)	 剧情有点啰嗦以外 其他都还将就            
(4星)	 上流社会的小日子            
(3星)	 美国啊，物质啊，美女啊，帅哥啊。            
(4星)	 喜欢S。            
(4星)	 挺喜欢的，剧情还可以~            
(5星)	 非常喜欢            
(NA)	 喜欢C，最后一幕的逃避展现了真实的查克！            
(4星)	 更喜欢演员们。。大爱nate            
(NA)	 最初看这部电视剧是有朋友介绍的。一直都很喜欢这位朋友，对这部电视的喜爱也是基于对她的好感吧！但是第二部都看完了，她又以另一种方式离开了。            
(3星)	 喜欢DAN，闷闷的，很有味道。            
(4星)	 the people who care about you will always stand by your sideThere&#39;s nothing you could ever say to make me let go.We don&#39;t judge.            
(3星)	 看的时候觉得很垃圾，看完后觉得浪费时间，时隔两天发现人性就是这么丑恶，没有公平可言            
(4星)	 混乱的关系......            
(5星)	 纸醉金迷背后 隐藏的是成长的艰难 每个女孩都有过S的任性和J的虚荣……有关友情的部分狠狠打动了我 当NBC站在一起替S对付G的时候 没错With friends like these, who needs armies?            
(NA)	 一部不如一部            
(NA)	 节奏慢跨饿            
(NA)	 一季足够了，看完了发现最喜欢的角色是Lily~            
(3星)	 做的不错 很精致 娱乐            
(NA)	 好喜欢serena这个美国甜心～            
(NA)	 第一季还行 后面的越来越， 奇怪            
(4星)	 奢侈纵欲的上流社会……            
(NA)	 好看好看真好看~~~            
(2星)	 郭酵母残害的人让这部剧红了。            
(5星)	 just perfect            
(5星)	 好看···            
(5星)	 恩，gossip girl~  little J~            
(4星)	 为奢侈品准备的电视剧            
(5星)	 哎呀nate好帅~&gt; &lt;            
(NA)	 我最喜欢的美剧！            
(4星)	 chunk实在是很有魅力``            
(3星)	 所有人都要轮流这纠缠一次就对了。            
(NA)	  躺在床上看gossip girl 然后迷恋queen B 感叹小美帝的开放程度 记忆中已经是上个冬天的事了             
(4星)	 原来还是蛮好看的~~            
(4星)	 一如既往的支持B&amp;C~            
(4星)	 只是为了养眼~            
(4星)	 越看越喜欢Chuck！            
(5星)	 大爱大爱···            
(4星)	 excellent            
(5星)	 我觉得超好看呢，最最喜欢S            
(NA)	 挺喜欢的,尤其是看着他们成长的感觉            
(4星)	 第一季比第二季好看很多，第二季的剧情很离谱。。。            
