http://movie.douban.com/subject/2085721/	小龙人
(5星)	 好经典，喜欢，儿时的记忆，感动～～            
(5星)	 严重的怀念。。            
(4星)	 幼儿园时看的 每次看的时候还发饮料 剧情没什么印象了但歌还是能唱几句-_// 又是一个找妈妈的故事（我为什么说又？？）            
(2星)	 我有许多小咪咪            
(5星)	 ！！            
(5星)	 我头上有犄角....            
(NA)	 啊。。。我如何形容我对它的感受啊~~~            
(4星)	 好像感觉后面有点拖沓，但是仍是我小时候最喜欢的电视剧之一。            
(NA)	 很小的时候看过            
(5星)	 当年在乡下看的黑白电视，大老龟把我给哭的，太悲伤了            
(5星)	 儿时的回忆哦～我有很多的小秘密小秘密小秘密，就不告诉你，就不告诉你，就不告诉你～。～            
(NA)	 小时候好喜欢，现在再看，很傻            
(NA)	 呵呵逗            
(5星)	 童年            
(4星)	 小时大家都说我像小龙人^_^            
(5星)	 我童年的偶像            
(NA)	 怀旧            
(5星)	 心中永远的经典            
(NA)	 小时候最喜欢看的             
(4星)	 小时候看的，都块忘了            
(NA)	 这个…………谁没看过？            
(NA)	 记忆深处            
(NA)	 我会唱很多歌。            
(5星)	 “我头上有犄角，犄角~；我身后有尾巴，尾巴；谁也不知道，知道；我有多少秘密~我是一只小龙人小龙人，我是一只小龙人小龙人，我有许多的秘密，就不告诉你，就不告诉你，就不告诉你！”            
(NA)	 小时候觉得很神奇，也有些贴切            
(4星)	 盛满了我童年的美好回忆            
(5星)	 每年暑假都必要看一遍            
(NA)	 201            
(NA)	 0            
(NA)	 大老龟死的时候我特感动，可是小龙人找到妈妈后演得太潦草了，还有就是，现在看这个小龙人怎么这么难看啊            
(4星)	 小时候看哭了...            
(4星)	 可惜看的不全，还记得主题曲。。。            
(5星)	 小时侯记忆最深的悲剧童话            
(NA)	 怀念的时光            
(NA)	 就不告诉你~就不告诉你~就不告诉你            
(2星)	 想想还真恶            
(NA)	 每次午后放学，飞奔回家，只为小龙人            
(NA)	 小龙人            
(5星)	 后来的情节有些缓慢。。。            
(5星)	 还想看看            
(3星)	 歌，我现在还会唱！情节，还记得。这电视剧，一定是在给酸奶做广告！！！当时就有这么干的了，算是很早的了。            
(3星)	 神州大地才是妈妈……            
(5星)	 与回忆有关~            
(5星)	 最棒了，同年的回忆，那时候的想象力都比现在强            
(5星)	 我头上有犄角，我就不告诉你！哈哈~            
(NA)	 还记得里面的琦骑．大概是这两个字，还买了磁带，现在还留着            
(4星)	 就不告诉你就不告诉你就不告诉你~            
(5星)	 我头上有犄角,犄角背后有尾巴,尾巴            
(5星)	 经典，没话说            
(5星)	 小时候曾一度以为紫禁城真的有小龙人。。。            
(4星)	 好像把结局给忘了……            
(4星)	 还需要说什么么？没看过的话童年都不完整啊！~~~~            
(NA)	 小时候每天都要看的            
(5星)	 童年最难忘的回忆，最后结局没看。遗憾            
(4星)	 不知道为什么，印象中我一直以为翠翠婆婆是他的妈妈……重看会心痛            
(NA)	 啊 好怀念啊 激动            
(NA)	 怀念小时候            
(5星)	 ．．．            
(4星)	 Lvely children.            
(NA)	 呃。。            
(NA)	 呵呵，８０后的纪念！            
(3星)	 好像突然回到了很多年前...            
(NA)	 调侃时还会提起：p            
(5星)	 又一部经典之作，童年的美好回忆……            
(5星)	 常不经意哼起  头上有犄角 ..就不告诉你             
(5星)	 就不告诉你,就不告诉你,就不告诉你。...鹦鹉婆婆...            
(5星)	 永远的经典回忆，现在的小孩子应该都不明白了……            
(5星)	 好小的时候看的了...怎么电视台不重播呢!            
(5星)	 为之流过泪            
(NA)	 我怀疑我的北京口音都是从这里学的- -            
(NA)	 没看完过，是个美好的梦幻。            
(NA)	 这是我小时侯最爱看的一部电视剧之一，每天晚上都会准时坐在电视机前等待它的播出。仿佛自己置身一个幻想的世界，也跟着四合院的伙伴们去帮小龙人去找妈妈。            
(5星)	 亚哈～～没有人不喜欢吧            
(2星)	 我从小就很讨厌看这个可是那个信息极度匮乏的年代 你不想看的东西也会被逼着看另一个被强迫看的东西是新白娘子传奇记得我中午睡午觉 正睡得天昏地暗 硬生生被千年等一回弄醒了 杀人的心都有了            
(5星)	 让我又哭又笑的童年回忆。遗憾的是，我那盘《小龙人》的卡带找不到了……            
(NA)	 我小的时候很喜欢看，只可惜看不到啊！            
(4星)	 小龙人            
(5星)	 我有一个小秘密。。。            
(4星)	 已经想不起具体的情节了，但是依然会唱它的主题曲，里面那个小女孩很可爱            
(5星)	 我好喜欢            
(5星)	 awwwwwwwwwww~~~~~            
(NA)	 笑，留个位置吧            
(NA)	 80后的童年            
(NA)	 小时侯超爱看啊 55555            
(NA)	 忘了是什么时候看的了，现在能忆起的只有儿时那份开心的心情。            
(5星)	 从小时候非常喜欢的电影6^            
(5星)	 记得小时侯总是在下午4点的时候拿着小板凳,坐在宽敞的院子里,等着电视机准时的看演,然后我就肆无忌惮的跟着电视剧主题曲一起唱起来~~我是一个小龙人小龙人~~曾经童年的最美好的回忆            
(5星)	 简单的喜欢，简单的生活            
(4星)	 想起这部剧感觉自己已经在地球存在好久了，这部戏好像已经好久远了。            
(5星)	 童年的回忆            
(5星)	 想起小时候啦 看这片子时还没有上学呢            
(4星)	 小时候缺乏精神食粮啊            
(5星)	 孩子真可爱，好像是暑假放的。            
(4星)	 超怀念，当时天天看哈哈            
(3星)	 就不告诉你，就不告诉你，就不，告诉你……            
(NA)	 只记得里面的人都是脏兮兮的            
(3星)	 都忘光了。。。            
(NA)	 儿时的喜爱            
(5星)	 小时候也想长尾巴            
(3星)	 每次我想到小龙人没妈妈就想哭            
(5星)	 小学暑假伴侣            
(4星)	 小时候很喜欢呢，现在都没什么印象了            
(4星)	 小龙人的妈妈是女娲            
(NA)	 童年的回忆……            
(5星)	 我的童年啊            
(2星)	 怕推荐也找不到了.            
(5星)	 我头上有犄角，我身后有尾巴，谁也不知道我有多少秘密，，，就不告诉你，就不告诉你            
(4星)	 虽然内容有点记不清了，只记得好象是小龙人要找妈妈,很感人的故事,记得小时侯还有一次是和妈妈一起在南开少年宫里的放映厅看的呢,那时侯每到假期,南开少年宫晚上就有很多活动,姐姐是小学老师,就能给我拿来票,经常去里面玩,记得还有电动的赛马.....楼上是放映厅,楼下还有轮滑的一个屋,好久没有进少年宫了，不让我进了吧..呵呵            
(5星)	 哈哈好早的片子看了好多遍~喜欢            
(4星)	 小时候看过 已经忘了            
(5星)	 那是多久前的事啦,我有一个小秘密，我从来也不说...哈哈,那时候还有小龙人奶糖,现在买不到了...            
(5星)	 199x            
(4星)	 儿时假期的回忆，小演员都非常可爱，算是中国拍得不错的儿童片            
(NA)	 小时候看的了,内容基本都忘了,只记得那首歌...            
(3星)	 小时候的伙伴            
(NA)	 据说那时候哭得很惨            
(3星)	 “头上有犄角，身后有尾巴，谁也不知道，你有多少秘密～”喜欢琪琪，小时候还扎过类似的小辫子，呵呵。            
(5星)	 好像是我有记忆以来看的第一部电视剧，忘记了大概情节，对那首歌还耳熟能详，很想再看一遍            
(4星)	 ……            
(NA)	 童年回忆 一年级放学回家就看            
(3星)	 还是爱看小人书            
(2星)	 找妈妈找的那么难 么意思透了 歌还是记得哈            
(5星)	 小时候人家说我像小龙人 (*^__^*) 嘻嘻……            
(5星)	 很难再有的经典少儿片了~~            
(4星)	 翠翠婆婆，哈哈，小龙人哥哥            
(4星)	 童年的记忆            
(NA)	 为了妈妈 蛮感人耶陈嘉男现在经商了 不容易            
(NA)	 真的好想再看一边！！            
(NA)	 儿时经典啊            
(NA)	 永远都会在我心里的一部经典            
(5星)	 我头上有犄角 我身后有尾巴 八零后的共同回忆            
(NA)	 小时候看的呐            
(4星)	 陪伴童年的小龙人和他的伙伴们            
(NA)	 儿时记忆            
(NA)	 有意思，竟然还有这个            
